nace_r2,emp_cont,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,TOTAL,THS,IT	17681.0 	17310.4 	16987.6 	16780.2 	16682.5 	16945.2 	16939.8 	16832.6 	17030.5 	17213.3 
TOTAL,TOTAL,THS,LT	1192.1 	1193.4 	1171.1 	1159.4 	1140.6 	1134.7 	1120.8 	1112.0 	1159.6 	1260.4 
TOTAL,TOTAL,THS,LU	244.2 	233.7 	231.6 b	223.8 	216.9 	214.8 	205.3 	202.5 	198.2 b	189.2 
TOTAL,TOTAL,THS,LV	781.6 	778.2 	783.0 	782.4 	790.4 	776.1 	763.9 	752.9 	803.8 	946.8 
TOTAL,TOTAL,THS,ME	178.9 	176.1 	175.4 	175.5 	169.6 	164.9 	164.1 	: 	: 	: 
TOTAL,TOTAL,THS,MK	564.9 	549.0 	521.5 	506.1 	488.1 	475.9 	463.1 	456.0 	453.0 	437.5 
TOTAL,TOTAL,THS,MT	187.7 	178.9 	170.9 	165.0 	156.7 	150.1 	144.1 	139.2 	137.3 	136.8 
TOTAL,TOTAL,THS,NL	7164.8 	7010.1 	6917.7 	6867.6 	6955.2 	7063.0 	7034.8 	7112.7 b	7433.6 	7461.3 
TOTAL,TOTAL,THS,NO	2471.0 	2454.4 	2455.0 	2436.4 	2418.8 	2405.5 	2357.2 	2307.8 	2297.3 	2317.6 
TOTAL,TOTAL,THS,PL	13070.0 	12841.4 	12668.9 	12474.6 	12169.6 	12099.3 	12003.9 	11917.9 b	12260.0 	12178.5 
TOTAL,TOTAL,THS,PT	3948.7 	3787.2 	3710.6 	3611.0 	3457.5 	3542.6 	3719.1 b	3765.8 	3774.5 	3871.8 
TOTAL,TOTAL,THS,RO	6389.7 	6200.6 	6062.2 	5850.3 	5743.5 	5734.5 	5697.2 	5648.6 b	6213.0 	6316.9 
TOTAL,TOTAL,THS,SE	4526.5 	4419.3 	4340.6 	4278.9 	4206.2 	4170.3 	4143.9 	4028.3 	4018.3 	4114.9 
TOTAL,TOTAL,THS,SI	819.2 	785.1 	766.1 	746.5 	753.0 	773.8 	778.7 	799.3 	821.9 	855.4 
TOTAL,TOTAL,THS,SK	2145.1 	2107.7 	2056.6 	1999.3 	1967.1 	1968.8 	1946.3 b	1947.1 	1995.2 	2094.2 
TOTAL,TOTAL,THS,TR	18966.5 	18385.1 	17871.0 	17130.0 b	16351.5 	15619.4 	14871.8 	13758.6 	12768.1 	12925.6 
TOTAL,TOTAL,THS,UK	26996.4 	26686.4 	26436.0 	25895.1 	25439.3 	25136.3 	25064.3 	24965.8 	25042.1 	25519.8 b
TOTAL,UNK,THS,CH	19.9 	19.9 	20.8 	18.7 	16.9 	17.3 	15.8 	20.0 b	23.4 	23.3 
TOTAL,UNK,THS,CZ	2.4 u	1.4 u	2.3 u	1.8 u	0.8 u	0.5 u	1.1 bu	0.7 u	1.1 u	1.8 u
TOTAL,UNK,THS,DE	110.5 	92.5 	96.0 	99.0 	80.9 	98.5 	145.3 	76.0 b	66.9 	89.7 
TOTAL,UNK,THS,DK	: bu	: bu	: 	: 	: c	: 	: c	: u	: c	: c
TOTAL,UNK,THS,EA17	211.2 	201.3 	185.6 	181.0 	162.8 	179.6 	216.1 	156.0 	150.5 	174.8 
TOTAL,UNK,THS,EA18	212.4 	202.5 	185.7 	181.8 	163.8 	179.8 	216.2 	156.0 	150.5 	174.8 
TOTAL,UNK,THS,EA19	212.4 	202.5 	185.7 	181.8 	163.8 	179.8 	216.2 	156.0 	150.5 	174.8 
TOTAL,UNK,THS,EE	1.2 u	: u	: c	: c	: 	: 	: 	: c	: 	: 
TOTAL,UNK,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c
TOTAL,UNK,THS,EU15	256.3 	248.5 	227.3 	226.5 	216.6 	225.8 	268.1 	217.2 	208.4 	235.9 
TOTAL,UNK,THS,EU27	262.0 	253.0 	230.8 	231.1 	219.4 	227.1 	271.1 	218.1 	209.6 	237.7 
TOTAL,UNK,THS,EU28	266.4 	254.6 	230.8 	231.1 	219.4 	227.1 	271.1 	218.1 	209.6 	237.7 
TOTAL,UNK,THS,FI	: u	2.8 u	2.6 u	2.7 u	: u	: u	: u	2.3 u	: u	: u
TOTAL,UNK,THS,HR	4.4 u	1.6 u	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,UNK,THS,IE	15.5 b	26.1 	22.3 	23.0 	19.2 	16.8 	18.9 	14.7 	12.6 	16.1 
TOTAL,UNK,THS,IS	1.7 	2.1 	1.8 	2.0 	1.5 	1.5 	1.2 	1.0 	2.0 	: u
TOTAL,UNK,THS,LU	1.8 	3.0 	2.6 b	1.4 	1.3 	1.1 	1.1 	1.2 	: bu	: 
TOTAL,UNK,THS,LV	: u	1.2 u	: c	: u	: u	: c	: c	: c	: c	: 
TOTAL,UNK,THS,MK	: 	: 	: c	: 	: 	: c	: c	: 	: 	: c
TOTAL,UNK,THS,NL	79.5 	75.0 	61.2 	53.0 	58.6 	61.1 	47.6 	61.8 b	68.7 	67.2 
TOTAL,UNK,THS,NO	10.0 	9.3 	10.5 	10.1 	11.2 	10.7 	8.7 	7.3 	7.7 	8.1 
TOTAL,UNK,THS,SI	0.8 u	1.3 u	0.6 u	1.4 u	0.8 u	0.6 u	1.7 u	: 	: 	: 
TOTAL,UNK,THS,SK	: 	: c	: c	: u	: c	: 	: 	: 	: 	: 
TOTAL,UNK,THS,UK	47.0 	48.8 	42.7 	47.4 	54.6 	46.8 	53.6 	61.3 	57.9 	61.0 b
