nace_r2,age,wstatus,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I,Y35-44,CFAM,THS,EA19	29.2 	28.0 	26.3 	35.1 	33.7 	32.1 	35.6 	43.7 	45.8 	53.2 b
I,Y35-44,CFAM,THS,EE	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
I,Y35-44,CFAM,THS,EL	7.9 	6.6 	5.8 	5.9 	5.3 	6.9 	7.4 	6.8 	7.0 b	8.4 b
I,Y35-44,CFAM,THS,ES	3.2 u	3.3 u	1.3 u	4.7 u	3.5 u	3.9 u	4.8 u	6.1 	6.6 b	7.8 b
I,Y35-44,CFAM,THS,EU15	31.3 	28.5 	26.6 	35.7 	34.5 	33.0 	37.1 	44.1 	46.1 	54.1 b
I,Y35-44,CFAM,THS,EU27	35.1 	31.3 	29.1 	38.1 	37.7 	35.6 	40.4 	47.9 	49.8 	57.3 b
I,Y35-44,CFAM,THS,EU28	35.2 	31.4 	29.6 	38.2 	37.7 	35.6 	40.4 	48.4 	50.4 	57.4 b
I,Y35-44,CFAM,THS,FI	: c	: 	: 	: 	: 	: 	: 	: 	: c	: bc
I,Y35-44,CFAM,THS,FR	1.5 u	2.9 u	2.1 u	2.6 bu	2.8 u	: u	: u	: u	: u	: bu
I,Y35-44,CFAM,THS,HR	: c	: c	: c	: bc	: 	: 	: 	: c	: c	: bc
I,Y35-44,CFAM,THS,HU	: u	: c	: u	: c	: c	: u	: u	: u	: u	: bu
I,Y35-44,CFAM,THS,IE	: bu	: u	: u	: u	: c	: u	: u	: u	: u	: bu
I,Y35-44,CFAM,THS,IT	10.5 	8.5 	10.6 	13.9 	14.7 	11.6 	12.7 	16.1 	16.5 	16.8 b
I,Y35-44,CFAM,THS,LT	: 	: 	: c	: 	: 	: 	: 	: 	: u	: bu
I,Y35-44,CFAM,THS,LU	: c	: c	: bc	: 	: 	: 	: 	: 	: bc	: 
I,Y35-44,CFAM,THS,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
I,Y35-44,CFAM,THS,ME	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 
I,Y35-44,CFAM,THS,MK	: c	: 	: c	: c	: 	: 	: c	: 	: 	: 
I,Y35-44,CFAM,THS,MT	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
I,Y35-44,CFAM,THS,NL	: u	: u	: u	: u	: bu	: u	: bu	: bu	: u	: bu
I,Y35-44,CFAM,THS,NO	: 	: 	: c	: 	: c	: 	: c	: 	: 	: 
I,Y35-44,CFAM,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I,Y35-44,CFAM,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I,Y35-44,CFAM,THS,RO	: 	: c	: 	: 	: c	: c	: 	: 	: 	: bc
I,Y35-44,CFAM,THS,SE	: 	: 	: c	: c	: u	: u	: c	: 	: 	: bc
I,Y35-44,CFAM,THS,SI	: c	: c	: c	: 	: c	: u	: c	: u	: u	: bc
I,Y35-44,CFAM,THS,SK	: 	: u	: c	: u	: c	: 	: 	: 	: bc	: 
I,Y35-44,CFAM,THS,TR	13.3 	15.0 	13.0 	16.2 b	13.1 	13.3 	11.1 	10.9 	9.8 	: 
I,Y35-44,CFAM,THS,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,Y35-44,EMP,THS,AT	58.3 	59.9 	51.9 	49.3 	54.3 	60.6 	54.9 	59.1 	63.3 	61.6 b
I,Y35-44,EMP,THS,BE	29.2 b	34.1 	36.7 	39.0 	36.7 	40.5 	40.8 b	42.5 	43.3 	41.5 b
I,Y35-44,EMP,THS,BG	39.5 	40.1 	40.2 	37.3 	34.9 	37.3 	40.5 b	40.7 b	44.7 	41.2 b
I,Y35-44,EMP,THS,CH	47.7 	39.8 	41.6 	38.6 	42.8 	44.5 	48.3 	46.6 b	35.4 	37.0 b
I,Y35-44,EMP,THS,CY	7.4 	6.8 	6.3 	5.7 	5.8 	6.2 	6.1 	6.7 	6.7 b	6.2 b
I,Y35-44,EMP,THS,CZ	49.7 	48.5 	53.8 	54.7 	49.2 	44.1 	48.4 b	46.9 	42.9 	37.9 b
I,Y35-44,EMP,THS,DE	311.4 	308.4 	317.7 	330.0 	332.7 	343.3 	334.0 b	330.7 b	360.0 	362.0 b
I,Y35-44,EMP,THS,DK	18.4 b	17.6 b	15.9 	14.4 	12.3 	12.2 	12.5 	11.7 	14.4 	13.9 b
I,Y35-44,EMP,THS,EA17	1768.2 	1709.9 	1681.4 	1650.6 	1647.9 	1669.3 	1680.0 	1680.1 	1686.5 	1697.2 b
I,Y35-44,EMP,THS,EA18	1773.8 	1715.8 	1687.2 	1656.0 	1653.4 	1675.2 	1684.9 	1687.9 	1692.5 	1703.7 b
I,Y35-44,EMP,THS,EA19	1781.0 	1722.3 	1693.1 	1662.6 	1659.3 	1681.7 	1692.6 	1695.2 	1699.4 	1710.9 b
I,Y35-44,EMP,THS,EE	3.3 	4.5 	3.6 	3.5 	4.2 	3.2 	2.5 u	3.1 	3.8 	3.6 b
I,Y35-44,EMP,THS,EL	90.5 	87.5 	82.1 	78.1 	73.1 	80.2 	83.7 	83.5 	87.8 b	84.8 b
I,Y35-44,EMP,THS,ES	449.2 	438.5 	420.9 	396.1 	386.2 	375.6 	395.2 	372.4 	378.2 	389.7 b
I,Y35-44,EMP,THS,EU15	2036.6 	1978.7 	1952.1 	1895.9 	1885.7 	1921.4 	1922.7 	1926.0 	1918.7 	1914.1 b
I,Y35-44,EMP,THS,EU27	2375.2 	2311.5 	2277.2 	2217.8 	2191.3 	2215.4 	2220.4 	2227.8 	2215.9 	2201.7 b
I,Y35-44,EMP,THS,EU28	2402.4 	2334.4 	2303.5 	2238.4 	2208.8 	2232.4 	2241.7 	2255.1 	2237.7 	2222.6 b
I,Y35-44,EMP,THS,FI	14.8 	14.2 	14.2 	13.5 	13.9 	15.5 	15.3 	17.4 	17.3 	18.5 b
I,Y35-44,EMP,THS,FR	246.7 	231.0 	230.6 	213.6 b	226.8 	224.8 	237.8 	249.8 	223.1 	214.4 b
I,Y35-44,EMP,THS,HR	27.2 	23.0 	26.3 	20.6 	17.5 	17.1 	21.3 	27.3 	21.8 	20.9 b
I,Y35-44,EMP,THS,HU	49.2 	50.1 	51.7 	48.6 	46.2 	46.4 	43.1 	38.5 	39.1 	42.4 b
I,Y35-44,EMP,THS,IE	35.6 b	34.0 	31.0 	30.0 	27.0 	25.5 	25.8 	23.9 	23.5 	22.6 b
I,Y35-44,EMP,THS,IS	1.5 	1.3 	1.3 	1.7 	1.3 	1.1 	1.1 	0.9 	0.7 	0.6 b
I,Y35-44,EMP,THS,IT	368.6 	341.8 	337.5 	342.2 	337.9 	340.0 	332.3 	331.3 	329.2 	332.7 b
I,Y35-44,EMP,THS,LT	7.2 u	6.5 u	5.9 u	6.6 u	6.0 u	6.5 u	7.7 u	7.2 u	6.9 u	7.1 bu
I,Y35-44,EMP,THS,LU	1.9 	2.5 	2.3 b	2.0 	2.0 	2.5 	2.4 	1.6 	2.1 b	2.2 b
I,Y35-44,EMP,THS,LV	5.6 	5.9 	5.8 	5.4 	5.4 	5.9 	4.9 	7.8 	6.0 	6.5 b
I,Y35-44,EMP,THS,ME	3.8 	3.4 	3.7 	4.2 	4.5 	3.4 	3.4 	: 	: 	: 
I,Y35-44,EMP,THS,MK	7.9 	6.9 	6.8 	6.1 	6.9 	5.7 	6.9 	: 	: 	: 
I,Y35-44,EMP,THS,MT	3.6 	3.7 	3.6 	3.2 	3.1 	2.1 	1.9 	1.9 	2.2 	2.2 b
I,Y35-44,EMP,THS,NL	38.2 	43.3 	43.7 	38.0 	38.6 b	44.1 	45.7 b	50.6 b	49.3 	54.0 b
I,Y35-44,EMP,THS,NO	14.9 	13.8 	13.4 	13.2 	12.1 	11.1 	11.1 	12.4 	11.0 	11.7 b
I,Y35-44,EMP,THS,PL	81.3 	77.0 	68.7 	68.7 	71.3 	63.7 	63.3 	68.0 b	66.1 	66.7 b
I,Y35-44,EMP,THS,PT	71.8 	64.4 	60.5 	63.4 	71.8 	74.3 	69.5 b	70.4 	64.5 	69.5 b
I,Y35-44,EMP,THS,RO	54.3 	54.4 	46.8 	45.3 	45.6 	47.6 	47.1 	45.7 b	46.7 	42.2 b
I,Y35-44,EMP,THS,SE	32.0 	30.9 	29.6 	29.1 	28.5 	26.3 	26.8 	30.6 	28.5 	26.6 b
I,Y35-44,EMP,THS,SI	10.8 	8.7 	10.2 	12.0 	8.9 	8.4 	8.0 	9.5 	8.5 	8.2 b
I,Y35-44,EMP,THS,SK	26.8 	26.6 	28.5 	30.9 	25.0 	22.6 	24.3 b	25.8 	23.5 b	23.5 b
I,Y35-44,EMP,THS,TR	391.3 	387.6 	385.4 	357.9 b	343.4 	305.0 	292.2 	290.0 	279.3 	: 
I,Y35-44,EMP,THS,UK	269.9 	270.5 	277.4 	257.3 	243.9 	256.1 	246.0 	250.6 	234.0 	219.9 b
I,Y35-44,NRP,THS,EA17	: c	: c	: c	: 	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,EA18	: c	: c	: c	: 	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,EA19	: c	: c	: c	: 	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,ES	: c	: 	: c	: 	: 	: c	: 	: 	: bc	: bc
I,Y35-44,NRP,THS,EU15	: c	: c	: c	: c	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,EU27	: c	: c	: c	: c	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,EU28	: c	: c	: c	: c	: 	: c	: 	: 	: c	: bc
I,Y35-44,NRP,THS,LU	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
I,Y35-44,NRP,THS,NO	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 
I,Y35-44,NRP,THS,SE	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 
I,Y35-44,SAL,THS,AT	51.6 	51.2 	44.6 	40.9 	43.3 	47.8 	44.6 	48.9 	51.7 	46.3 b
I,Y35-44,SAL,THS,BE	18.9 b	21.0 	21.3 	25.5 	23.7 	23.0 	26.9 b	23.7 	25.3 	26.0 b
I,Y35-44,SAL,THS,BG	35.7 	35.6 	34.4 	32.2 	30.0 	30.9 	35.2 b	34.6 b	38.1 	33.8 b
I,Y35-44,SAL,THS,CH	39.2 	31.0 	33.7 	32.8 	36.6 	37.4 	39.7 	38.9 b	29.5 	32.2 b
I,Y35-44,SAL,THS,CY	6.7 	6.0 	5.9 	5.0 	5.1 	5.3 	4.9 	5.3 	5.4 b	5.0 b
I,Y35-44,SAL,THS,CZ	40.9 	38.6 	41.7 	43.8 	37.8 	32.8 	37.1 b	35.0 	31.8 	26.2 b
I,Y35-44,SAL,THS,DE	267.4 	265.1 	262.9 	273.0 	271.0 	281.2 	268.2 b	264.0 b	280.7 	276.8 b
I,Y35-44,SAL,THS,DK	15.1 b	14.4 b	12.0 	10.6 	9.1 	8.7 	9.0 	8.8 	9.8 	11.1 b
I,Y35-44,SAL,THS,EA17	1413.8 	1345.2 	1287.8 	1232.5 	1238.5 	1261.2 	1244.2 	1240.5 	1235.9 	1215.8 b
I,Y35-44,SAL,THS,EA18	1419.1 	1350.7 	1293.1 	1237.2 	1242.4 	1266.2 	1248.8 	1248.0 	1241.6 	1221.9 b
I,Y35-44,SAL,THS,EA19	1425.4 	1356.8 	1298.5 	1243.3 	1247.8 	1271.8 	1255.8 	1254.7 	1248.1 	1227.7 b
I,Y35-44,SAL,THS,EE	3.1 	4.3 	3.3 	2.9 	3.3 	2.7 	2.3 u	2.9 u	3.7 	3.2 b
I,Y35-44,SAL,THS,EL	59.3 	55.8 	52.5 	49.5 	40.6 	45.7 	48.0 	49.3 	52.9 b	47.2 b
I,Y35-44,SAL,THS,ES	369.1 	360.1 	332.4 	300.6 	301.6 	294.0 	296.7 	280.5 	292.5 b	286.3 b
I,Y35-44,SAL,THS,EU15	1644.3 	1576.9 	1526.1 	1449.1 	1441.9 	1475.2 	1450.8 	1443.3 	1427.5 	1393.4 b
I,Y35-44,SAL,THS,EU27	1935.8 	1859.5 	1794.8 	1718.8 	1701.0 	1723.5 	1703.0 	1690.9 	1674.7 	1631.8 b
I,Y35-44,SAL,THS,EU28	1958.1 	1878.3 	1816.2 	1734.5 	1714.7 	1737.2 	1719.7 	1711.8 	1691.7 	1649.2 b
I,Y35-44,SAL,THS,FI	12.9 	11.5 	11.2 	11.1 	11.8 	12.5 	12.4 	14.6 	14.5 	15.2 b
I,Y35-44,SAL,THS,FR	208.4 	183.0 	180.7 	162.0 b	172.9 	176.3 	184.7 	193.9 	169.3 	158.2 b
I,Y35-44,SAL,THS,HR	22.3 	18.8 	21.3 	15.7 b	13.7 	13.7 	16.7 	20.9 	17.0 	17.4 b
I,Y35-44,SAL,THS,HU	43.8 	45.4 	45.0 	41.1 	40.3 	40.4 	36.3 	31.0 	32.5 	34.7 b
I,Y35-44,SAL,THS,IE	32.3 b	30.2 	27.6 	25.6 	23.6 	21.0 	21.0 	19.8 	18.5 	17.8 b
I,Y35-44,SAL,THS,IS	1.3 	1.1 	1.1 	1.4 	0.9 	1.0 	0.8 	0.6 	0.6 	: bu
I,Y35-44,SAL,THS,IT	262.1 	245.2 	232.5 	223.2 	225.6 	232.7 	218.5 	214.7 	207.2 	211.4 b
I,Y35-44,SAL,THS,LT	6.3 u	6.1 u	5.4 u	6.1 u	5.4 u	5.6 u	7.0 u	6.8 u	6.5 u	: bu
I,Y35-44,SAL,THS,LU	1.7 	2.3 	2.0 b	1.8 	1.9 	2.2 	2.2 	1.3 	1.9 b	1.5 b
I,Y35-44,SAL,THS,LV	5.3 	5.4 	5.3 	4.7 	3.9 	5.0 	4.6 	7.4 	5.7 	6.0 b
I,Y35-44,SAL,THS,ME	3.1 	2.8 	2.8 	3.3 	3.7 	2.5 	2.7 	: 	: 	: 
I,Y35-44,SAL,THS,MK	7.0 	5.6 	5.4 	4.6 	5.2 	5.0 	5.2 	: 	: 	: 
I,Y35-44,SAL,THS,MT	2.7 	3.2 	3.1 	3.0 	2.8 	1.8 	1.7 	1.6 	1.9 	1.9 b
I,Y35-44,SAL,THS,NL	28.8 	27.2 	31.3 	27.5 	28.3 b	31.7 	31.8 b	36.7 b	34.6 	40.7 b
I,Y35-44,SAL,THS,NO	13.3 	12.1 	11.8 	11.8 	10.8 	9.9 	10.3 	11.6 	10.2 	10.9 b
I,Y35-44,SAL,THS,PL	63.1 	57.5 	51.1 	54.8 	59.5 	51.9 	50.9 	52.4 b	52.5 	55.8 b
I,Y35-44,SAL,THS,PT	57.6 	50.5 	45.9 	47.6 	55.5 	56.3 	53.1 b	55.8 	51.3 	51.9 b
I,Y35-44,SAL,THS,RO	52.6 	52.0 	43.0 	42.6 	43.3 	44.9 	44.9 	43.2 b	44.4 	39.6 b
I,Y35-44,SAL,THS,SE	25.2 	24.5 	22.5 	22.9 	21.9 	19.1 	19.0 	22.0 	20.3 	19.6 b
I,Y35-44,SAL,THS,SI	8.6 	6.8 	8.5 	10.1 	7.0 	6.9 	6.8 	7.5 	6.0 	7.0 b
I,Y35-44,SAL,THS,SK	22.7 	21.7 	21.9 	23.4 	20.6 	20.1 	20.5 b	20.0 	18.6 b	19.3 b
I,Y35-44,SAL,THS,TR	295.2 	293.9 	295.5 	263.9 b	248.7 	217.1 	204.2 	196.8 	185.9 	: 
I,Y35-44,SAL,THS,UK	233.9 	234.8 	246.6 	227.4 	211.2 	222.9 	214.7 	209.2 	197.1 	183.2 b
I,Y35-44,SELF,THS,AT	6.5 	8.4 	7.2 	8.1 	10.7 	12.0 	9.7 	9.8 	11.4 	14.8 b
I,Y35-44,SELF,THS,BE	9.8 b	12.3 	14.4 	12.5 	12.5 	16.3 	12.8 b	16.6 	15.9 	14.3 b
I,Y35-44,SELF,THS,BG	3.8 u	4.4 u	5.6 u	4.9 u	4.7 u	6.0 u	5.1 bu	6.0 bu	5.9 u	6.3 bu
I,Y35-44,SELF,THS,CH	7.4 	8.1 	7.2 	5.0 u	4.6 u	6.3 	8.1 	6.8 b	5.1 u	4.3 bu
I,Y35-44,SELF,THS,CY	0.6 u	0.7 u	: u	0.6 u	: u	0.9 u	1.0 u	1.1 u	1.3 bu	1.1 bu
I,Y35-44,SELF,THS,CZ	7.8 	9.1 	10.9 	10.3 	10.3 	10.7 	10.9 b	11.2 	10.5 	11.1 b
I,Y35-44,SELF,THS,DE	40.9 	40.0 	51.7 	53.0 	57.5 	58.6 	60.9 b	61.7 b	73.3 	72.7 b
I,Y35-44,SELF,THS,DK	3.0 bu	3.1 bu	3.9 u	3.6 u	3.2 u	3.4 u	3.4 u	2.7 u	4.6 	2.8 bu
I,Y35-44,SELF,THS,EA17	325.1 	336.7 	367.1 	383.0 	375.6 	375.9 	400.3 	395.9 	404.8 	428.5 b
I,Y35-44,SELF,THS,EA18	325.5 	337.1 	367.6 	383.8 	377.2 	376.8 	400.6 	396.3 	405.2 	429.0 b
I,Y35-44,SELF,THS,EA19	326.3 	337.5 	368.1 	384.3 	377.8 	377.7 	401.3 	396.7 	405.5 	430.0 b
I,Y35-44,SELF,THS,EE	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
I,Y35-44,SELF,THS,EL	23.2 	25.0 	23.8 	22.7 	27.2 	27.6 	28.3 	27.3 	27.9 b	29.2 b
I,Y35-44,SELF,THS,ES	76.8 	75.1 	87.0 	90.9 	81.2 	77.6 	93.6 	85.8 	79.1 b	95.6 b
I,Y35-44,SELF,THS,EU15	360.9 	373.3 	399.2 	411.1 	409.4 	413.1 	434.8 	438.6 	445.0 	466.6 b
I,Y35-44,SELF,THS,EU27	404.2 	420.7 	453.1 	460.9 	452.7 	456.2 	477.0 	489.1 	491.4 	512.6 b
I,Y35-44,SELF,THS,EU28	409.0 	424.7 	457.6 	465.7 	456.5 	459.5 	481.6 	494.9 	495.6 	515.9 b
I,Y35-44,SELF,THS,FI	: u	2.7 u	3.0 u	2.4 u	2.1 u	3.0 u	2.9 u	2.8 u	2.8 u	3.2 bu
I,Y35-44,SELF,THS,FR	36.9 	45.2 	47.8 	48.9 b	51.1 	47.5 	51.1 	51.4 	50.8 	52.2 b
I,Y35-44,SELF,THS,HR	4.8 u	4.0 u	4.5 u	4.8 bu	3.8 u	3.4 u	4.6 u	5.9 u	4.2 u	3.4 bu
I,Y35-44,SELF,THS,HU	5.0 	4.5 u	6.6 	7.4 	5.7 	5.9 	6.2 	7.2 	6.4 	7.6 b
I,Y35-44,SELF,THS,IE	3.1 b	3.6 	3.3 	4.1 	3.4 	4.4 	4.5 	3.8 	4.8 	4.7 b
I,Y35-44,SELF,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,Y35-44,SELF,THS,IT	96.0 	88.1 	94.4 	105.1 	97.6 	95.7 	101.2 	100.5 	105.5 	104.6 b
I,Y35-44,SELF,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,Y35-44,SELF,THS,LU	: u	: u	: bu	: u	: c	: u	: u	: u	: bu	0.7 bu
I,Y35-44,SELF,THS,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
I,Y35-44,SELF,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
I,Y35-44,SELF,THS,MK	0.9 u	1.3 	1.2 	1.3 	1.7 	0.6 u	1.6 	: 	: 	: 
I,Y35-44,SELF,THS,MT	1.0 	0.5 u	0.4 u	: u	: u	: u	: u	: u	: u	: bu
I,Y35-44,SELF,THS,NL	8.9 	15.3 	11.5 	9.9 	9.2 b	11.7 	13.2 b	13.2 b	13.6 	12.5 b
I,Y35-44,SELF,THS,NO	1.6 	1.8 	1.5 	1.3 u	1.2 u	1.0 u	0.7 u	: u	: u	: bu
I,Y35-44,SELF,THS,PL	16.0 	18.5 	17.0 	12.9 u	10.7 u	10.8 u	10.3 u	13.6 bu	12.0 u	10.1 bu
I,Y35-44,SELF,THS,PT	12.9 	13.2 	13.8 	14.9 	15.5 	16.0 	15.6 b	13.5 	11.0 	17.0 b
I,Y35-44,SELF,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I,Y35-44,SELF,THS,SE	6.8 	6.4 	7.0 	6.0 	6.5 	7.0 	7.7 	8.6 	8.2 	6.8 b
I,Y35-44,SELF,THS,SI	2.1 u	1.8 u	1.6 u	2.0 u	1.7 u	1.2 u	1.2 u	1.9 u	2.3 u	1.1 bu
I,Y35-44,SELF,THS,SK	4.2 	4.5 	6.1 	7.1 	4.2 	2.5 u	3.8 b	5.8 	4.7 b	4.2 b
I,Y35-44,SELF,THS,TR	82.8 	78.7 	76.9 	77.8 b	81.6 	74.5 	76.9 	82.3 	83.6 	: 
I,Y35-44,SELF,THS,UK	34.0 	34.8 	30.2 	28.8 	31.7 	32.1 	29.9 	40.6 	36.1 	35.5 b
I,Y45-54,CFAM,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,Y45-54,CFAM,THS,BE	: bu	: u	: u	: u	: u	: u	: bu	: u	2.4 u	: bu
I,Y45-54,CFAM,THS,BG	: u	: u	: u	: u	: u	: c	: bu	: bu	: u	: bu
I,Y45-54,CFAM,THS,CH	1.9 u	2.0 u	: u	: u	: u	: u	: u	: bu	: u	: bc
I,Y45-54,CFAM,THS,CY	: u	: u	: u	: u	: c	: u	: u	: u	: bu	: bu
I,Y45-54,CFAM,THS,CZ	: u	1.1 u	1.1 u	: u	: u	: u	: bu	: u	0.6 u	: bu
I,Y45-54,CFAM,THS,DE	: u	: u	: u	: u	: u	: u	6.3 b	5.5 b	7.7 	12.4 b
I,Y45-54,CFAM,THS,DK	: 	: bc	: 	: c	: c	: c	: 	: c	: c	: 
I,Y45-54,CFAM,THS,EA17	33.4 	37.1 	33.3 	34.9 	33.4 	36.7 	39.1 	41.7 	44.6 	52.8 b
I,Y45-54,CFAM,THS,EA18	33.4 	37.1 	33.3 	34.9 	33.4 	36.7 	39.1 	41.7 	44.6 	52.8 b
I,Y45-54,CFAM,THS,EA19	33.4 	37.2 	33.3 	34.9 	33.5 	36.9 	39.2 	41.7 	44.6 	52.9 b
I,Y45-54,CFAM,THS,EE	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 
I,Y45-54,CFAM,THS,EL	6.5 	6.6 	5.9 	5.0 	5.3 	4.8 	6.7 	6.8 	7.4 b	7.5 b
I,Y45-54,CFAM,THS,ES	3.8 u	4.2 u	3.1 u	3.4 u	4.7 u	6.9 	5.4 	8.7 	8.5 b	7.4 b
I,Y45-54,CFAM,THS,EU15	33.8 	37.9 	34.7 	35.5 	34.6 	38.2 	40.2 	42.5 	44.9 	53.1 b
I,Y45-54,CFAM,THS,EU27	36.7 	41.6 	37.3 	38.5 	37.1 	41.9 	43.6 	46.0 	48.4 	55.6 b
I,Y45-54,CFAM,THS,EU28	36.8 	41.8 	37.8 	38.8 	37.1 	41.9 	43.6 	46.0 	48.4 	55.8 b
I,Y45-54,CFAM,THS,FI	: c	: 	: c	: u	: c	: c	: c	: 	: 	: bc
I,Y45-54,CFAM,THS,FR	2.6 u	4.4 u	3.5 u	3.7 bu	3.1 u	: u	: u	5.6 u	6.8 u	8.8 bu
I,Y45-54,CFAM,THS,HR	: c	: c	: u	: bc	: c	: 	: 	: 	: 	: bc
I,Y45-54,CFAM,THS,HU	: u	: c	: 	: 	: c	: u	: u	: u	: u	: bu
I,Y45-54,CFAM,THS,IE	: bu	: u	: u	: u	: c	: u	: u	: u	: u	: bu
I,Y45-54,CFAM,THS,IT	12.3 	14.3 	13.6 	13.5 	13.2 	13.3 	14.5 	11.4 	9.0 	11.2 b
I,Y45-54,CFAM,THS,LT	: 	: c	: c	: 	: c	: c	: c	: 	: c	: bc
I,Y45-54,CFAM,THS,LU	: c	: c	: bc	: 	: 	: c	: c	: c	: 	: 
I,Y45-54,CFAM,THS,ME	: u	: 	: c	: 	: 	: 	: 	: 	: 	: 
I,Y45-54,CFAM,THS,MK	: 	: c	: c	: c	: 	: c	: c	: 	: 	: 
I,Y45-54,CFAM,THS,NL	: c	: u	: u	: u	: bu	: u	: bu	: bu	: u	: bu
I,Y45-54,CFAM,THS,NO	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 
I,Y45-54,CFAM,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bc
I,Y45-54,CFAM,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I,Y45-54,CFAM,THS,SE	: 	: c	: u	: c	: c	: 	: u	: u	: u	: bu
I,Y45-54,CFAM,THS,SI	: u	: 	: c	: u	: c	: u	: u	: u	: u	: bu
I,Y45-54,CFAM,THS,SK	: u	: u	: 	: 	: 	: 	: 	: c	: bc	: 
I,Y45-54,CFAM,THS,TR	13.4 	17.0 	12.9 	10.9 b	8.8 	9.8 	9.2 	8.3 	7.2 	: 
I,Y45-54,CFAM,THS,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,Y45-54,EMP,THS,AT	55.0 	55.9 	55.9 	54.8 	54.3 	54.9 	53.8 	51.6 	52.3 	47.5 b
I,Y45-54,EMP,THS,BE	32.2 b	35.1 	35.7 	37.6 	34.7 	33.4 	31.4 b	31.0 	27.4 	29.3 b
I,Y45-54,EMP,THS,BG	34.4 	33.3 	32.2 	32.7 	29.1 	29.8 	29.6 b	29.4 b	32.1 	31.4 b
I,Y45-54,EMP,THS,CH	44.1 	46.1 	44.3 	41.6 	40.6 	38.0 	37.9 	35.7 b	31.3 	25.7 b
I,Y45-54,EMP,THS,CY	4.9 	5.9 	6.0 	5.6 	6.0 	6.2 	6.5 	7.2 	7.1 b	7.2 b
I,Y45-54,EMP,THS,CZ	32.9 	38.9 	41.7 	38.7 	31.4 	32.2 	34.2 b	34.2 	32.9 	33.0 b
I,Y45-54,EMP,THS,DE	337.2 	349.0 	341.9 	348.1 	329.9 	334.6 	320.3 b	299.9 b	302.3 	296.6 b
I,Y45-54,EMP,THS,DK	11.6 b	13.7 b	13.2 	13.3 	13.6 	11.4 	12.1 	11.3 	10.6 	9.8 b
I,Y45-54,EMP,THS,EA17	1629.9 	1615.9 	1546.9 	1511.3 	1430.0 	1409.1 	1414.1 	1376.9 	1373.2 	1349.6 b
I,Y45-54,EMP,THS,EA18	1635.7 	1620.1 	1551.8 	1517.1 	1435.2 	1413.7 	1417.7 	1380.9 	1377.8 	1355.6 b
I,Y45-54,EMP,THS,EA19	1642.3 	1627.5 	1560.2 	1523.2 	1441.3 	1421.0 	1424.5 	1388.1 	1385.4 	1362.7 b
I,Y45-54,EMP,THS,EE	4.4 	3.6 	4.6 	4.5 	2.7 	2.4 u	2.5 u	3.4 	4.4 	5.1 b
I,Y45-54,EMP,THS,EL	75.9 	70.8 	62.7 	56.7 	51.9 	56.5 	64.7 	62.4 	61.9 b	59.4 b
I,Y45-54,EMP,THS,ES	388.9 	371.9 	342.0 	323.8 	306.4 	299.4 	304.8 	313.4 	312.2 	293.2 b
I,Y45-54,EMP,THS,EU15	1875.0 	1841.9 	1768.7 	1717.4 	1630.8 	1633.0 	1632.8 	1565.8 	1563.6 	1512.4 b
I,Y45-54,EMP,THS,EU27	2129.5 	2104.1 	2031.1 	1973.4 	1867.8 	1870.2 	1863.7 	1802.1 	1808.3 	1749.3 b
I,Y45-54,EMP,THS,EU28	2151.6 	2126.6 	2054.0 	1996.6 	1887.4 	1893.5 	1883.4 	1820.3 	1830.8 	1774.4 b
I,Y45-54,EMP,THS,FI	14.3 	14.6 	16.1 	16.3 	16.0 	14.3 	14.8 	15.0 	16.4 	16.7 b
