nace_r2,age,wstatus,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,Y35-44,CFAM,THS,CZ	7.7 	6.6 	7.0 	6.6 	8.7 	5.6 	5.5 b	7.7 	7.8 	7.4 
TOTAL,Y35-44,CFAM,THS,DE	16.4 	18.2 	18.1 	20.8 	24.8 	29.0 	32.4 b	35.3 b	45.1 	75.5 
TOTAL,Y35-44,CFAM,THS,DK	: bu	2.8 bu	: u	: u	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,CFAM,THS,EA17	155.8 	175.6 	185.6 	212.7 	216.6 	222.6 	248.9 	280.0 	322.1 	363.8 
TOTAL,Y35-44,CFAM,THS,EA18	157.1 	177.6 	187.1 	214.1 	217.4 	223.9 	250.7 	282.2 	323.9 	366.0 
TOTAL,Y35-44,CFAM,THS,EA19	158.9 	179.6 	189.1 	216.3 	220.6 	227.4 	254.4 	286.6 	328.9 	370.7 
TOTAL,Y35-44,CFAM,THS,EE	: u	: u	: c	: u	: u	: u	: u	: c	: u	: u
TOTAL,Y35-44,CFAM,THS,EL	32.1 	30.9 	37.4 	38.5 	37.8 	39.2 	44.9 	47.0 	56.0 b	55.6 
TOTAL,Y35-44,CFAM,THS,ES	16.5 	17.4 	16.4 	22.0 	21.4 	22.0 	26.0 	28.6 	36.9 b	40.4 
TOTAL,Y35-44,CFAM,THS,EU15	168.7 	186.7 	195.1 	218.6 	227.0 	231.8 	261.8 	290.4 	333.3 	378.7 
TOTAL,Y35-44,CFAM,THS,EU27	417.6 	441.7 	479.0 	547.0 	549.7 	567.0 	598.6 	656.7 	683.7 	709.4 
TOTAL,Y35-44,CFAM,THS,EU28	422.9 	445.7 	483.1 	550.3 	553.1 	572.3 	604.0 	661.6 	689.9 	716.1 
TOTAL,Y35-44,CFAM,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
TOTAL,Y35-44,CFAM,THS,FR	14.4 	20.3 	16.8 	21.3 b	22.5 	19.2 	22.0 	33.5 	39.5 	41.0 
TOTAL,Y35-44,CFAM,THS,HR	5.3 u	4.0 u	4.1 u	3.3 bu	3.4 u	5.3 u	5.4 u	4.9 u	6.2 u	6.6 u
TOTAL,Y35-44,CFAM,THS,HU	3.6 u	2.9 u	3.4 u	4.5 u	3.6 u	3.1 u	4.8 	2.9 u	3.1 u	: u
TOTAL,Y35-44,CFAM,THS,IE	: bu	2.0 u	2.3 u	2.5 u	2.0 u	: u	: u	: u	2.8 u	2.7 u
TOTAL,Y35-44,CFAM,THS,IS	: c	: 	: 	: 	: 	: 	: c	: c	: 	: 
TOTAL,Y35-44,CFAM,THS,IT	53.9 	60.2 	67.1 	73.7 	75.8 	77.4 	86.3 	88.3 	92.7 	102.3 
TOTAL,Y35-44,CFAM,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	5.0 u	: u
TOTAL,Y35-44,CFAM,THS,LU	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: u
TOTAL,Y35-44,CFAM,THS,LV	: u	2.0 u	1.5 u	: u	: u	: u	: u	2.3 u	1.8 u	2.2 
TOTAL,Y35-44,CFAM,THS,ME	1.6 u	1.3 u	1.2 u	: u	: u	: u	: u	: 	: 	: 
TOTAL,Y35-44,CFAM,THS,MK	8.9 	10.0 	12.7 	12.6 	12.1 	9.7 	11.3 	12.3 	12.5 	13.5 
TOTAL,Y35-44,CFAM,THS,MT	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 
TOTAL,Y35-44,CFAM,THS,NL	6.0 	7.5 	8.8 	10.4 	11.0 	11.1 	11.7 b	11.2 b	10.3 	10.8 
TOTAL,Y35-44,CFAM,THS,NO	: u	: u	0.6 u	0.7 u	: u	0.6 u	: u	: u	: u	: u
TOTAL,Y35-44,CFAM,THS,PL	100.5 	101.5 	107.3 	104.4 	102.6 	108.3 	114.0 	128.3 b	130.2 	123.0 
TOTAL,Y35-44,CFAM,THS,PT	: u	: u	: u	: u	: u	4.6 	: bu	8.2 	8.9 	6.0 
TOTAL,Y35-44,CFAM,THS,RO	125.9 	131.9 	154.3 	198.2 	193.7 	202.3 	196.4 	208.3 b	187.3 	177.3 
TOTAL,Y35-44,CFAM,THS,SE	1.1 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,CFAM,THS,SI	2.5 u	1.9 u	2.9 u	5.1 	4.0 u	3.6 u	3.1 u	4.7 	5.7 	4.6 
TOTAL,Y35-44,CFAM,THS,SK	: c	: u	: u	: u	: u	: 	: bc	: u	: u	: u
TOTAL,Y35-44,CFAM,THS,TR	599.2 	584.5 	613.1 	613.2 b	621.4 	654.6 	638.7 	580.7 	519.9 	485.2 
TOTAL,Y35-44,CFAM,THS,UK	13.7 	10.7 	11.4 	11.7 	14.3 	12.4 	15.6 	13.9 	16.0 	18.3 b
TOTAL,Y35-44,EMP,THS,AT	977.0 	969.0 	977.7 	990.3 	1019.6 	1050.6 	1082.4 	1103.7 	1129.9 	1166.2 
TOTAL,Y35-44,EMP,THS,BE	1211.8 b	1210.6 	1202.7 	1209.8 	1220.8 	1230.2 	1245.0 b	1269.3 	1275.2 	1305.1 
TOTAL,Y35-44,EMP,THS,BG	869.6 	846.9 	853.4 	850.9 	842.0 	827.0 	817.3 b	826.0 b	965.2 	965.9 b
TOTAL,Y35-44,EMP,THS,CH	1004.7 	997.9 	995.9 	990.3 	990.7 	1003.5 	1003.8 	1006.3 b	1061.4 	1075.1 
TOTAL,Y35-44,EMP,THS,CY	95.6 	94.0 	93.4 	95.0 	95.0 	97.4 	99.4 	97.3 	95.4 b	95.0 
TOTAL,Y35-44,EMP,THS,CZ	1555.1 	1555.8 	1532.9 	1503.8 	1470.0 	1439.7 	1397.8 b	1355.7 	1324.9 	1304.7 
TOTAL,Y35-44,EMP,THS,DE	8575.4 	8552.9 	8587.1 	8715.4 	8931.2 	9183.0 	9499.8 b	9831.8 b	10361.8 	10854.9 
TOTAL,Y35-44,EMP,THS,DK	607.8 b	628.7 b	635.3 	638.9 	640.9 	647.7 	671.3 	677.5 	695.8 	720.9 
TOTAL,Y35-44,EMP,THS,EA17	36457.0 	36534.0 	36517.8 	36650.6 	36828.6 	37569.4 	38451.0 	39063.1 	39962.6 	41104.1 
TOTAL,Y35-44,EMP,THS,EA18	36663.6 	36744.0 	36728.3 	36861.6 	37046.4 	37785.4 	38666.5 	39275.4 	40188.4 	41358.5 
TOTAL,Y35-44,EMP,THS,EA19	36957.7 	37047.6 	37035.2 	37175.3 	37367.6 	38115.2 	38997.5 	39610.8 	40543.5 	41747.9 
TOTAL,Y35-44,EMP,THS,EE	154.4 	152.4 	150.4 	152.4 	151.9 	152.3 	148.2 	140.9 	145.0 	157.8 
TOTAL,Y35-44,EMP,THS,EL	1147.5 	1148.8 	1127.6 	1102.0 	1094.1 	1146.4 	1244.7 	1305.7 	1331.8 b	1343.5 
TOTAL,Y35-44,EMP,THS,ES	5841.1 	5791.7 	5686.8 	5530.0 	5437.0 	5495.7 	5624.4 	5594.6 	5603.0 	5832.4 
TOTAL,Y35-44,EMP,THS,EU15	43819.5 	43879.2 	43938.9 	44043.8 	44227.2 	45106.4 	46114.9 	46828.5 	47945.5 	49267.1 
TOTAL,Y35-44,EMP,THS,EU27	56499.7 	56368.1 	56354.5 	56300.8 	56241.7 	57032.3 	57820.6 	58407.6 	59641.2 	60964.3 
TOTAL,Y35-44,EMP,THS,EU28	56960.1 	56812.4 	56799.1 	56733.2 	56643.5 	57445.3 	58249.1 	58844.3 	60098.2 	61433.0 
TOTAL,Y35-44,EMP,THS,FI	559.4 	548.2 	543.1 	543.9 	544.6 	558.7 	562.3 	560.1 	575.9 	595.7 b
TOTAL,Y35-44,EMP,THS,FR	6853.4 	6923.4 	6941.8 	7000.9 b	6904.3 	6991.9 	7068.5 	7166.3 	7293.2 	7381.6 
TOTAL,Y35-44,EMP,THS,HR	460.4 	444.3 	444.6 	432.4 	401.8 	413.0 	428.5 	436.7 	457.0 	468.6 
TOTAL,Y35-44,EMP,THS,HU	1325.6 	1324.2 	1305.5 	1284.9 	1223.2 	1194.8 	1144.6 	1126.1 	1115.1 	1109.2 
TOTAL,Y35-44,EMP,THS,IE	605.2 b	578.0 	559.6 	541.5 	515.8 	492.6 	486.1 	477.8 	488.2 	512.1 
TOTAL,Y35-44,EMP,THS,IS	40.8 	39.8 	38.2 	36.6 	35.2 	35.5 	35.9 	36.7 	37.1 	39.2 
TOTAL,Y35-44,EMP,THS,IT	6258.4 	6394.8 	6501.4 	6603.5 	6764.1 	6950.1 	7100.3 	7156.3 	7217.4 	7314.7 
TOTAL,Y35-44,EMP,THS,LT	294.1 	303.5 	306.9 	313.7 	321.2 	329.7 	331.0 	335.4 	355.1 	389.4 
TOTAL,Y35-44,EMP,THS,LU	76.7 	74.4 	74.7 b	72.3 	71.0 	70.1 	68.1 	68.0 	67.5 b	65.0 
TOTAL,Y35-44,EMP,THS,LV	206.6 	210.0 	210.5 	211.0 	217.8 	216.0 	215.5 	212.3 	225.9 	254.4 
TOTAL,Y35-44,EMP,THS,ME	57.1 	56.7 	57.2 	56.2 	53.0 	52.8 	51.7 	: 	: 	: 
TOTAL,Y35-44,EMP,THS,MK	210.6 	201.4 	195.3 	194.1 	182.7 	173.1 	175.9 	172.5 	173.2 	172.5 
TOTAL,Y35-44,EMP,THS,MT	55.8 	51.6 	49.6 	46.9 	43.6 	41.1 	38.1 	35.7 	34.7 	34.2 
TOTAL,Y35-44,EMP,THS,NL	1727.4 	1741.3 	1767.4 	1813.1 	1882.3 	1948.0 	2000.7 b	2075.3 b	2162.2 	2222.2 
TOTAL,Y35-44,EMP,THS,NO	596.7 	602.5 	610.7 	619.6 	621.7 	629.1 	630.7 	631.6 	633.8 	635.0 
TOTAL,Y35-44,EMP,THS,PL	4609.6 	4489.4 	4449.1 	4341.1 	4176.8 	4094.2 	3996.9 	3906.1 b	3995.0 	3964.6 
TOTAL,Y35-44,EMP,THS,PT	1306.8 	1308.1 	1295.9 	1284.1 	1240.3 	1265.8 	1300.2 b	1307.4 	1300.6 	1319.8 
TOTAL,Y35-44,EMP,THS,RO	2502.9 	2466.2 	2505.2 	2508.0 	2560.0 	2638.1 	2634.3 	2670.7 b	2558.9 	2518.4 
TOTAL,Y35-44,EMP,THS,SE	1120.0 	1114.8 	1108.1 	1101.2 	1109.0 	1114.1 	1119.3 	1119.4 	1131.4 	1154.7 
TOTAL,Y35-44,EMP,THS,SI	272.2 	267.6 	256.0 	255.5 	252.2 	256.0 	254.0 	253.4 	259.7 	272.1 
TOTAL,Y35-44,EMP,THS,SK	738.7 	727.2 	702.6 	693.9 	661.0 	639.6 	628.5 b	619.6 	620.9 	631.6 
TOTAL,Y35-44,EMP,THS,TR	7908.8 	7595.5 	7328.3 	7075.5 b	6963.9 	6730.2 	6453.0 	6112.8 	5722.8 	5672.0 
TOTAL,Y35-44,EMP,THS,UK	6951.4 	6894.5 	6929.7 	6896.8 	6852.3 	6961.5 	7041.5 	7115.4 	7311.5 	7478.1 b
TOTAL,Y35-44,NRP,THS,CZ	: c	: c	: 	: 	: 	: 	: 	: c	: 	: 
TOTAL,Y35-44,NRP,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,NRP,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,NRP,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,NRP,THS,ES	1.7 u	2.4 u	2.0 u	1.7 u	2.8 u	2.2 u	3.3 u	2.8 u	2.4 bu	3.8 u
TOTAL,Y35-44,NRP,THS,EU15	11.3 	10.1 	14.5 	23.9 	28.8 	27.9 	12.4 	16.7 	11.2 u	12.0 u
TOTAL,Y35-44,NRP,THS,EU27	11.3 u	11.0 u	15.9 	27.5 	28.9 	27.9 	12.4 u	16.9 	11.3 u	12.5 u
TOTAL,Y35-44,NRP,THS,EU28	11.3 u	11.0 u	15.9 	27.5 	28.9 	27.9 	12.4 u	16.9 	11.3 u	12.5 u
TOTAL,Y35-44,NRP,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
TOTAL,Y35-44,NRP,THS,FR	0.6 u	0.5 u	: u	: bu	: u	: 	: 	: 	: 	: 
TOTAL,Y35-44,NRP,THS,HU	: 	: u	: u	3.6 u	: 	: 	: 	: 	: 	: 
TOTAL,Y35-44,NRP,THS,IS	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
TOTAL,Y35-44,NRP,THS,LU	: u	: u	: bu	: 	: 	: 	: c	: c	: 	: 
TOTAL,Y35-44,NRP,THS,LV	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 
TOTAL,Y35-44,NRP,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
TOTAL,Y35-44,NRP,THS,NL	: 	: 	: 	: 	: 	: 	: bc	: bu	: c	: c
TOTAL,Y35-44,NRP,THS,NO	: c	: 	: c	: u	: 	: c	: u	: 	: c	: c
TOTAL,Y35-44,NRP,THS,SE	: 	: 	: 	: c	: c	: c	: 	: c	: c	: c
TOTAL,Y35-44,NRP,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
TOTAL,Y35-44,NRP,THS,UK	8.9 u	7.0 u	12.1 	21.8 	25.8 	25.6 	9.0 u	13.6 	8.7 u	8.0 bu
TOTAL,Y35-44,SAL,THS,AT	861.1 	852.4 	853.0 	865.6 	886.4 	914.5 	939.1 	957.4 	979.9 	1014.6 
TOTAL,Y35-44,SAL,THS,BE	1044.6 b	1029.6 	1021.7 	1034.3 	1031.1 	1050.4 	1054.7 b	1078.6 	1081.5 	1108.2 
TOTAL,Y35-44,SAL,THS,BG	770.7 	747.1 	748.5 	745.1 	737.9 	725.2 	718.6 b	717.6 b	836.2 	839.5 b
TOTAL,Y35-44,SAL,THS,CH	873.2 	857.8 	870.1 	856.0 	851.7 	861.9 	860.8 	856.6 b	906.3 	909.8 
TOTAL,Y35-44,SAL,THS,CY	86.6 	84.4 	82.2 	81.5 	82.3 	84.6 	84.5 	80.9 	77.5 b	78.0 
TOTAL,Y35-44,SAL,THS,CZ	1284.6 	1278.1 	1253.4 	1220.9 	1202.7 	1166.4 	1125.2 b	1103.9 	1083.6 	1074.6 
TOTAL,Y35-44,SAL,THS,DE	7759.0 	7699.4 	7687.0 	7776.2 	7903.4 	8061.2 	8311.6 b	8605.7 b	9065.4 	9483.5 
TOTAL,Y35-44,SAL,THS,DK	554.4 b	568.7 b	573.7 	577.7 	580.5 	586.3 	604.2 	608.0 	622.5 	654.4 
TOTAL,Y35-44,SAL,THS,EA17	31187.9 	31124.9 	31005.8 	30929.2 	30935.8 	31532.4 	32184.4 	32622.0 	33383.9 	34261.9 
TOTAL,Y35-44,SAL,THS,EA18	31366.4 	31304.4 	31187.1 	31113.1 	31125.7 	31722.2 	32373.3 	32808.8 	33581.4 	34485.7 
TOTAL,Y35-44,SAL,THS,EA19	31626.1 	31570.1 	31456.6 	31384.4 	31405.6 	32012.1 	32668.4 	33106.4 	33886.3 	34822.7 
TOTAL,Y35-44,SAL,THS,EE	136.6 	134.9 	133.7 	137.2 	135.3 	135.9 	132.8 	125.2 	129.3 	143.0 
TOTAL,Y35-44,SAL,THS,EL	806.0 	805.3 	780.3 	747.8 	724.8 	771.9 	840.5 	889.0 	895.5 b	898.3 
TOTAL,Y35-44,SAL,THS,ES	4970.6 	4912.0 	4791.7 	4620.8 	4537.4 	4608.0 	4724.9 	4660.7 	4654.1 b	4761.3 
TOTAL,Y35-44,SAL,THS,EU15	37498.6 	37403.5 	37389.6 	37272.6 	37308.2 	38005.6 	38828.9 	39330.5 	40288.0 	41333.6 
TOTAL,Y35-44,SAL,THS,EU27	47926.5 	47630.0 	47491.2 	47153.1 	46986.8 	47562.8 	48197.4 	48520.7 	49626.4 	50729.9 
TOTAL,Y35-44,SAL,THS,EU28	48327.0 	48018.1 	47879.0 	47525.2 	47329.4 	47905.6 	48543.3 	48874.5 	49998.8 	51111.9 
TOTAL,Y35-44,SAL,THS,FI	491.3 	479.3 	469.6 	472.0 	476.5 	486.4 	486.1 	486.1 	497.1 	518.5 b
TOTAL,Y35-44,SAL,THS,FR	6078.8 	6133.6 	6184.4 	6205.1 b	6119.7 	6190.2 	6230.6 	6312.2 	6456.0 	6567.9 
TOTAL,Y35-44,SAL,THS,HR	400.6 	388.2 	387.8 	372.1 b	342.7 	342.8 	345.9 	353.8 	372.4 	382.1 
TOTAL,Y35-44,SAL,THS,HU	1193.6 	1187.4 	1166.0 	1143.8 	1087.4 	1061.5 	1005.0 	991.3 	969.0 	961.6 
TOTAL,Y35-44,SAL,THS,IE	526.4 b	496.1 	478.2 	459.9 	436.3 	411.1 	402.8 	392.3 	390.3 	409.0 
TOTAL,Y35-44,SAL,THS,IS	36.1 	35.2 	33.4 	32.1 	30.9 	30.7 	30.7 	31.6 	32.6 	33.4 
TOTAL,Y35-44,SAL,THS,IT	4889.9 	4963.1 	5021.6 	5036.5 	5133.7 	5260.3 	5366.9 	5386.7 	5426.6 	5450.8 
TOTAL,Y35-44,SAL,THS,LT	259.7 	265.7 	269.5 	271.3 	279.9 	290.0 	295.1 	297.6 	304.8 	337.0 
TOTAL,Y35-44,SAL,THS,LU	69.6 	67.0 	68.2 b	67.5 	66.1 	64.6 	63.3 	63.0 	62.5 b	60.6 
TOTAL,Y35-44,SAL,THS,LV	178.5 	179.5 	181.3 	183.9 	189.9 	189.7 	188.9 	186.9 	197.5 	223.8 
TOTAL,Y35-44,SAL,THS,ME	43.5 	44.3 	43.7 	44.6 	43.4 	42.6 	41.9 	: 	: 	: 
TOTAL,Y35-44,SAL,THS,MK	167.9 	155.2 	144.2 	142.1 	130.0 	127.3 	126.6 	125.5 	125.7 	121.4 
TOTAL,Y35-44,SAL,THS,MT	46.2 	43.3 	41.9 	39.8 	37.8 	35.2 	32.2 	29.5 	29.1 	29.0 
TOTAL,Y35-44,SAL,THS,NL	1412.5 	1431.0 	1459.6 	1488.7 	1545.9 	1615.8 	1658.6 b	1729.8 b	1831.5 	1892.6 
TOTAL,Y35-44,SAL,THS,NO	557.2 	563.5 	570.5 	574.7 	579.2 	586.3 	586.8 	579.1 	578.8 	584.0 
TOTAL,Y35-44,SAL,THS,PL	3628.1 	3514.5 	3480.7 	3393.9 	3263.7 	3160.5 	3063.8 	2973.3 b	3048.1 	3014.8 
TOTAL,Y35-44,SAL,THS,PT	1154.7 	1155.1 	1123.6 	1101.4 	1052.1 	1078.3 	1105.3 b	1093.9 	1070.4 	1075.4 
TOTAL,Y35-44,SAL,THS,RO	1989.3 	1952.9 	1935.4 	1868.1 	1894.6 	1944.1 	1971.9 	1953.3 b	1925.9 	1923.6 
TOTAL,Y35-44,SAL,THS,SE	1019.2 	1012.7 	1009.7 	1001.8 	1001.3 	1001.3 	1007.8 	1004.3 	1013.3 	1039.7 
TOTAL,Y35-44,SAL,THS,SI	236.8 	233.4 	221.5 	219.8 	219.4 	224.5 	222.5 	216.1 	225.2 	239.4 
TOTAL,Y35-44,SAL,THS,SK	617.2 	605.2 	587.5 	575.1 	547.7 	539.6 	527.9 b	514.7 	512.1 	531.9 
TOTAL,Y35-44,SAL,THS,TR	5578.2 	5373.6 	5158.2 	4860.1 b	4642.6 	4389.8 	4145.9 	3857.0 	3549.9 	3566.6 
TOTAL,Y35-44,SAL,THS,UK	5860.5 	5798.4 	5867.2 	5817.4 	5813.0 	5905.2 	6032.6 	6062.7 	6241.5 	6398.9 b
TOTAL,Y35-44,SELF,THS,AT	112.8 	112.3 	120.6 	119.1 	126.6 	129.6 	136.6 	137.8 	141.4 	144.0 
TOTAL,Y35-44,SELF,THS,BE	163.4 b	174.2 	175.0 	168.3 	183.6 	173.7 	180.7 b	179.9 	180.8 	182.1 
TOTAL,Y35-44,SELF,THS,BG	94.2 	95.3 	100.8 	101.6 	99.6 	95.4 	92.5 b	101.8 b	121.1 	118.3 b
TOTAL,Y35-44,SELF,THS,CH	118.9 	127.6 	114.5 	121.8 	125.1 	128.0 	130.0 	135.1 b	139.2 	151.2 
TOTAL,Y35-44,SELF,THS,CY	8.7 	9.3 	10.9 	13.0 	12.0 	12.1 	14.2 	15.7 	17.4 b	16.4 
TOTAL,Y35-44,SELF,THS,CZ	262.7 	271.0 	272.4 	276.3 	258.7 	267.7 	267.1 b	244.0 	233.5 	222.7 
TOTAL,Y35-44,SELF,THS,DE	800.0 	835.3 	882.0 	918.5 	1003.0 	1092.8 	1155.8 b	1190.7 b	1251.3 	1295.9 
TOTAL,Y35-44,SELF,THS,DK	52.0 b	57.3 b	59.7 	60.5 	59.5 	60.8 	66.0 	67.8 	71.7 	64.6 
TOTAL,Y35-44,SELF,THS,EA17	5110.9 	5230.4 	5324.0 	5506.7 	5673.2 	5812.2 	6014.2 	6158.1 	6254.0 	6473.9 
TOTAL,Y35-44,SELF,THS,EA18	5137.7 	5259.0 	5351.7 	5532.3 	5700.3 	5837.2 	6039.1 	6181.2 	6280.6 	6502.2 
TOTAL,Y35-44,SELF,THS,EA19	5170.3 	5294.7 	5387.2 	5572.6 	5738.3 	5873.4 	6071.3 	6214.7 	6325.8 	6550.0 
TOTAL,Y35-44,SELF,THS,EE	17.5 	17.3 	16.7 	14.7 	16.4 	15.9 	14.9 	15.6 	15.5 	14.7 
TOTAL,Y35-44,SELF,THS,EL	309.3 	312.5 	309.9 	315.7 	331.4 	335.3 	359.3 	369.7 	380.3 b	389.7 
TOTAL,Y35-44,SELF,THS,ES	852.3 	860.0 	876.7 	885.6 	875.4 	863.5 	870.2 	902.5 	909.5 b	1026.9 
TOTAL,Y35-44,SELF,THS,EU15	6141.0 	6278.8 	6339.7 	6528.7 	6663.1 	6841.2 	7011.7 	7190.8 	7313.0 	7542.8 
TOTAL,Y35-44,SELF,THS,EU27	8144.3 	8285.4 	8368.3 	8573.2 	8676.4 	8874.7 	9012.1 	9213.3 	9319.8 	9512.5 
TOTAL,Y35-44,SELF,THS,EU28	8198.9 	8337.5 	8421.1 	8630.2 	8732.1 	8939.6 	9089.2 	9291.3 	9398.2 	9592.5 
TOTAL,Y35-44,SELF,THS,FI	67.4 	68.2 	73.1 	71.4 	67.8 	71.5 	75.6 	73.3 	78.1 	76.3 b
TOTAL,Y35-44,SELF,THS,FR	759.7 	769.0 	740.3 	774.2 b	762.0 	782.5 	815.9 	820.6 	797.7 	772.7 
TOTAL,Y35-44,SELF,THS,HR	54.6 	52.1 	52.8 	57.0 b	55.7 	64.9 	77.1 	78.0 	78.4 	79.9 
TOTAL,Y35-44,SELF,THS,HU	128.4 	133.0 	134.8 	133.1 	132.1 	130.2 	134.8 	131.9 	143.0 	145.6 
TOTAL,Y35-44,SELF,THS,IE	77.4 b	79.9 	79.0 	79.1 	77.5 	79.9 	81.6 	83.7 	95.1 	100.5 
TOTAL,Y35-44,SELF,THS,IS	4.6 	4.6 	4.8 	4.5 	4.2 	4.6 	5.0 	4.9 	4.3 	5.6 
TOTAL,Y35-44,SELF,THS,IT	1314.6 	1371.5 	1412.7 	1493.2 	1554.6 	1612.4 	1647.1 	1681.3 	1698.1 	1761.7 
TOTAL,Y35-44,SELF,THS,LT	32.6 	35.7 	35.4 	40.3 	38.1 	36.3 	32.2 	33.5 	45.2 	47.7 
TOTAL,Y35-44,SELF,THS,LU	6.6 	6.9 	6.1 b	4.7 	4.7 	5.4 	4.6 	4.7 	4.8 b	4.2 
TOTAL,Y35-44,SELF,THS,LV	26.8 	28.6 	27.7 	25.6 	27.1 	25.0 	24.9 	23.1 	26.5 	28.4 
TOTAL,Y35-44,SELF,THS,ME	11.9 	11.1 	12.3 	10.7 	9.0 	9.2 	9.5 	: 	: 	: 
TOTAL,Y35-44,SELF,THS,MK	33.7 	36.2 	38.5 	39.4 	40.7 	36.1 	37.9 	34.7 	35.0 	37.6 
TOTAL,Y35-44,SELF,THS,MT	9.7 	8.3 	7.7 	7.1 	5.8 	5.9 	5.8 	6.2 	5.5 	5.2 
TOTAL,Y35-44,SELF,THS,NL	308.9 	302.8 	299.0 	314.0 	325.4 	321.0 	330.3 b	334.1 b	320.4 	318.8 
TOTAL,Y35-44,SELF,THS,NO	39.2 	38.8 	39.5 	44.0 	42.1 	42.1 	43.4 	51.8 	54.6 	49.9 
TOTAL,Y35-44,SELF,THS,PL	881.0 	873.4 	861.1 	842.8 	810.4 	825.4 	819.1 	804.5 b	816.7 	826.7 
TOTAL,Y35-44,SELF,THS,PT	148.5 	149.5 	168.6 	179.8 	185.4 	182.9 	192.5 b	205.3 	221.3 	238.4 
TOTAL,Y35-44,SELF,THS,RO	387.7 	381.3 	415.6 	441.8 	471.7 	491.8 	466.0 	509.1 b	445.7 	417.5 
TOTAL,Y35-44,SELF,THS,SE	99.8 	101.1 	97.8 	98.7 	106.9 	111.8 	111.0 	114.3 	117.0 	114.3 
TOTAL,Y35-44,SELF,THS,SI	32.9 	32.3 	31.6 	30.6 	28.8 	27.9 	28.4 	32.6 	28.8 	28.1 
TOTAL,Y35-44,SELF,THS,SK	121.2 	121.0 	114.1 	117.7 	112.7 	100.1 	100.6 b	104.5 	107.8 	98.4 
TOTAL,Y35-44,SELF,THS,TR	1731.4 	1637.5 	1557.1 	1602.2 b	1699.9 	1685.7 	1668.4 	1675.1 	1653.0 	1620.2 
TOTAL,Y35-44,SELF,THS,UK	1068.3 	1078.3 	1039.0 	1045.9 	999.2 	1018.3 	984.4 	1025.2 	1045.4 	1052.9 b
TOTAL,Y45-54,CFAM,THS,AT	5.5 u	5.8 u	5.3 u	6.7 	6.2 	7.0 	7.8 	9.5 	8.9 	11.1 
TOTAL,Y45-54,CFAM,THS,BE	8.7 b	9.9 	10.5 	12.6 	14.6 	10.2 	14.2 b	14.5 	16.2 	17.1 
TOTAL,Y45-54,CFAM,THS,BG	4.7 u	3.9 u	3.6 u	4.2 u	4.1 u	4.4 u	6.0 bu	6.5 bu	6.4 u	5.7 bu
TOTAL,Y45-54,CFAM,THS,CH	14.4 	14.9 	13.5 	15.0 	15.4 	15.7 	14.9 	13.1 b	14.4 	11.3 
TOTAL,Y45-54,CFAM,THS,CY	: u	0.6 u	0.5 u	1.1 u	0.7 u	1.0 u	0.9 u	1.4 u	1.6 b	1.5 u
TOTAL,Y45-54,CFAM,THS,CZ	6.9 	7.4 	8.7 	7.9 	12.7 	7.7 	6.3 b	6.1 	6.6 	6.8 
TOTAL,Y45-54,CFAM,THS,DE	33.4 	34.1 	35.1 	39.4 	39.4 	49.7 	52.2 b	53.8 b	60.4 	86.8 
TOTAL,Y45-54,CFAM,THS,DK	: bu	2.2 bu	: u	: u	: u	: u	: u	: u	2.5 u	2.1 u
TOTAL,Y45-54,CFAM,THS,EA17	222.4 	242.5 	249.9 	263.0 	272.8 	293.5 	324.5 	333.6 	335.0 	376.2 
TOTAL,Y45-54,CFAM,THS,EA18	224.3 	244.3 	251.6 	264.7 	274.7 	295.6 	326.8 	336.6 	339.3 	380.3 
TOTAL,Y45-54,CFAM,THS,EA19	227.9 	248.3 	256.1 	271.0 	280.1 	301.2 	332.5 	342.5 	346.8 	387.3 
TOTAL,Y45-54,CFAM,THS,EE	: u	: c	: c	: u	: u	: u	: u	: c	: c	: u
TOTAL,Y45-54,CFAM,THS,EL	34.8 	33.9 	36.1 	38.1 	38.5 	39.3 	44.8 	55.0 	53.8 b	51.5 
TOTAL,Y45-54,CFAM,THS,ES	19.0 	19.4 	20.3 	22.3 	26.7 	30.3 	30.5 	33.5 	36.4 b	42.7 
TOTAL,Y45-54,CFAM,THS,EU15	232.7 	255.6 	260.5 	273.0 	284.0 	310.0 	336.4 	344.9 	341.1 	386.6 
