nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
H51,NRP,ED5-8,THS,EA18	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,ED5-8,THS,EA19	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,ED5-8,THS,ES	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,ED5-8,THS,EU15	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,ED5-8,THS,EU27	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,ED5-8,THS,EU28	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EA17	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EA18	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EA19	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,ES	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EU15	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EU27	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,NRP,TOTAL,THS,EU28	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,ED0-2,THS,AT	: c	: 	: c	: bc	: c	: u	: u	: c	: u	: bu
H51,SAL,ED0-2,THS,BE	2.8 bu	: u	: u	2.0 bu	: u	: u	: bu	: u	: u	: bu
H51,SAL,ED0-2,THS,BG	: c	: 	: 	: 	: 	: 	: 	: 	: u	: 
H51,SAL,ED0-2,THS,CH	: u	: u	: u	: bu	: c	: u	: u	: bc	: u	: bu
H51,SAL,ED0-2,THS,CY	: 	: 	: 	: 	: 	: 	: c	: u	: bc	: bc
H51,SAL,ED0-2,THS,CZ	: 	: 	: 	: 	: 	: 	: bc	: c	: 	: bu
H51,SAL,ED0-2,THS,DE	: u	: u	: u	: bu	: u	5.7 	: bu	5.3 b	: u	5.1 b
H51,SAL,ED0-2,THS,DK	: bu	: bu	: u	: bu	: u	: u	: u	: u	: u	2.2 bu
H51,SAL,ED0-2,THS,EA17	24.0 	24.2 	25.8 	23.4 b	23.5 	29.6 	32.0 	29.8 	29.4 	37.1 b
H51,SAL,ED0-2,THS,EA18	24.0 	24.2 	25.8 	23.4 b	23.5 	29.6 	32.0 	29.9 	29.5 	37.1 b
H51,SAL,ED0-2,THS,EA19	24.0 	24.2 	25.8 	23.4 b	23.5 	29.6 	32.0 	29.9 	29.5 	37.1 b
H51,SAL,ED0-2,THS,EL	: u	: u	1.9 u	: bu	: u	1.7 u	1.7 u	1.3 u	: bu	: bu
H51,SAL,ED0-2,THS,ES	4.7 u	3.3 u	4.4 u	3.2 bu	5.5 	5.3 	6.0 	5.9 	3.5 bu	8.5 b
H51,SAL,ED0-2,THS,EU15	29.6 	32.6 	33.9 	30.7 b	30.2 	37.1 	37.7 	34.4 	36.8 	46.4 b
H51,SAL,ED0-2,THS,EU27	30.6 	33.6 	35.1 	31.3 b	30.9 	37.8 	39.2 	36.1 	38.3 	48.5 b
H51,SAL,ED0-2,THS,EU28	30.6 	33.6 	35.1 	31.3 b	30.9 	37.8 	39.2 	36.1 	38.3 	48.5 b
H51,SAL,ED0-2,THS,FI	: c	: 	: c	: bu	: u	: 	: c	: u	: u	: bu
H51,SAL,ED0-2,THS,FR	4.4 u	5.6 u	7.9 u	4.6 bu	4.7 bu	7.0 u	7.3 u	5.6 u	6.6 u	8.4 bu
H51,SAL,ED0-2,THS,HU	: u	: c	: u	: bc	: 	: 	: c	: u	: u	: bc
H51,SAL,ED0-2,THS,IE	: bu	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,ED0-2,THS,IS	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,ED0-2,THS,IT	2.5 	2.7 	1.9 u	3.5 b	3.2 	2.6 	3.1 	2.1 u	2.8 	4.0 b
H51,SAL,ED0-2,THS,LU	: u	: u	0.6 bu	: bu	: u	: u	: u	: u	0.5 bu	0.9 bu
H51,SAL,ED0-2,THS,LV	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 
H51,SAL,ED0-2,THS,MK	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,ED0-2,THS,MT	: u	0.4 u	0.4 u	: bu	0.4 u	0.4 u	0.4 bu	: u	0.4 u	0.6 bu
H51,SAL,ED0-2,THS,NL	2.3 u	4.2 	2.5 	1.8 bu	2.1 bu	3.0 	4.2 b	4.1 b	4.2 	3.5 b
H51,SAL,ED0-2,THS,NO	0.8 	0.9 u	: u	: bu	0.9 u	0.7 u	0.6 u	: u	: u	: bu
H51,SAL,ED0-2,THS,PT	: u	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
H51,SAL,ED0-2,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
H51,SAL,ED0-2,THS,SE	: c	: u	: c	: bu	: c	: u	: u	: u	: u	: bu
H51,SAL,ED0-2,THS,SI	: c	: u	: 	: bc	: c	: c	: 	: u	: u	: 
H51,SAL,ED0-2,THS,SK	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,ED0-2,THS,TR	4.1 	3.5 	4.2 	2.7 b	2.6 	2.7 	2.0 u	3.7 	1.8 u	: 
H51,SAL,ED0-2,THS,UK	4.9 u	8.1 u	6.9 u	5.9 bu	6.0 u	6.1 u	4.9 bu	: bu	7.0 u	7.3 bu
H51,SAL,ED3_4,THS,AT	3.6 u	3.7 u	3.9 u	3.6 bu	6.5 	7.1 	8.4 	7.4 	8.6 	7.3 b
H51,SAL,ED3_4,THS,BE	3.6 bu	4.9 u	4.0 u	3.0 bu	4.5 u	6.3 	5.0 b	4.0 u	3.9 u	4.2 bu
H51,SAL,ED3_4,THS,BG	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
H51,SAL,ED3_4,THS,CH	5.1 	5.7 	4.0 u	3.2 bu	3.1 u	4.3 u	4.8 u	7.0 b	4.2 u	3.0 bu
H51,SAL,ED3_4,THS,CY	: c	: c	: u	: bu	: u	: u	: u	: u	0.7 bu	0.9 bu
H51,SAL,ED3_4,THS,CZ	4.0 	4.0 	2.9 u	4.2 b	6.0 	4.8 	8.9 b	7.6 	7.1 	7.1 b
H51,SAL,ED3_4,THS,DE	48.8 	49.8 	47.7 	47.0 b	52.5 	60.0 	54.4 b	56.4 b	58.2 	52.1 b
H51,SAL,ED3_4,THS,DK	3.2 bu	3.3 bu	3.6 u	4.7 b	3.7 u	3.8 u	4.4 	3.9 u	3.2 u	3.5 bu
H51,SAL,ED3_4,THS,EA17	143.5 	139.2 	141.2 	148.6 b	158.3 	171.6 	174.1 	178.8 	176.1 	176.2 b
H51,SAL,ED3_4,THS,EA18	143.9 	139.6 	141.5 	149.3 b	158.4 	172.2 	175.5 	180.1 	177.4 	176.9 b
H51,SAL,ED3_4,THS,EA19	144.2 	139.9 	141.7 	149.6 b	158.5 	172.3 	175.5 	180.2 	177.6 	177.2 b
H51,SAL,ED3_4,THS,EE	: c	: u	: c	: 	: c	: 	: c	: u	: u	: bu
H51,SAL,ED3_4,THS,EL	4.2 	4.0 	2.4 u	3.9 b	4.2 	4.7 	4.4 	2.9 u	3.3 bu	3.7 b
H51,SAL,ED3_4,THS,ES	13.6 	10.2 	12.0 	14.3 b	12.3 	12.3 	13.9 	18.2 	17.7 b	17.0 b
H51,SAL,ED3_4,THS,EU15	181.8 	177.8 	181.2 	185.8 b	191.3 	207.9 	214.9 	216.5 	217.7 	204.6 b
H51,SAL,ED3_4,THS,EU27	202.1 	195.3 	194.6 	206.6 b	213.1 	228.4 	241.0 	241.7 	243.3 	227.7 b
H51,SAL,ED3_4,THS,EU28	203.1 	195.3 	194.6 	207.6 b	213.9 	228.5 	241.0 	242.0 	243.7 	228.2 b
H51,SAL,ED3_4,THS,FI	3.0 u	2.9 u	2.9 u	3.1 bu	3.3 u	2.7 u	2.6 u	3.3 u	3.9 u	5.8 b
H51,SAL,ED3_4,THS,FR	26.2 	26.2 	29.8 	28.9 b	30.6 b	33.6 	33.4 	33.8 	27.8 	33.2 b
H51,SAL,ED3_4,THS,HR	: u	: 	: 	: bu	: u	: c	: 	: bc	: c	: bu
H51,SAL,ED3_4,THS,HU	3.1 u	3.5 u	3.2 u	3.5 bu	2.8 u	: u	3.3 u	3.3 u	: u	: bu
H51,SAL,ED3_4,THS,IE	3.1 b	3.2 	3.5 	4.0 b	3.2 	3.0 u	3.6 	3.9 	3.1 	3.0 bu
H51,SAL,ED3_4,THS,IS	1.8 	1.7 	1.0 	1.2 b	1.3 	1.0 	1.1 	1.2 	1.2 	1.3 b
H51,SAL,ED3_4,THS,IT	17.2 	14.1 	14.5 	20.1 b	21.6 	21.5 	23.2 	25.5 	23.5 	22.7 b
H51,SAL,ED3_4,THS,LT	: u	: u	: c	: bc	: c	: c	: 	: c	: u	: bu
H51,SAL,ED3_4,THS,LU	1.1 	1.3 	1.1 b	1.3 b	1.2 	1.1 	1.7 	1.2 	1.0 b	2.0 b
H51,SAL,ED3_4,THS,LV	: u	: u	: u	: bu	: c	: u	: u	: u	: u	: bu
H51,SAL,ED3_4,THS,ME	: u	: u	: u	: bu	: c	: u	: u	: 	: 	: 
H51,SAL,ED3_4,THS,MK	: c	: 	: c	: 	: c	: c	0.6 u	: 	: 	: 
H51,SAL,ED3_4,THS,MT	0.9 u	0.7 u	0.8 u	0.9 b	0.5 u	0.5 u	0.7 bu	0.8 	0.4 u	0.5 bu
H51,SAL,ED3_4,THS,NL	11.9 	11.2 	11.4 	12.3 b	12.6 b	13.6 	16.7 b	16.1 b	16.2 	14.5 b
H51,SAL,ED3_4,THS,NO	3.7 	3.9 	4.4 	4.6 b	5.3 	5.2 	3.8 	3.1 	4.3 	5.4 b
H51,SAL,ED3_4,THS,PL	5.7 u	: u	: u	: bu	: u	5.8 u	: u	: bu	: u	: bu
H51,SAL,ED3_4,THS,PT	5.4 	5.5 	5.4 	: bu	: u	: u	: bu	: u	5.0 	5.9 b
H51,SAL,ED3_4,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
H51,SAL,ED3_4,THS,SE	5.0 	5.0 	4.0 	3.4 b	4.6 	4.6 	4.1 	4.5 	4.8 	5.3 b
H51,SAL,ED3_4,THS,SI	: 	: u	0.6 u	: bu	0.8 u	0.6 u	1.0 u	1.2 u	0.9 u	0.7 bu
H51,SAL,ED3_4,THS,SK	: u	: u	: u	: bu	: u	: u	: bu	: u	: bu	2.2 bu
H51,SAL,ED3_4,THS,TR	6.9 	7.3 	5.0 	4.9 b	12.7 	8.0 	8.7 	6.9 	10.1 	: 
H51,SAL,ED3_4,THS,UK	31.8 	32.5 	35.0 	32.1 b	27.8 	30.2 	35.9 b	33.3 b	37.5 	24.4 b
H51,SAL,ED5-8,THS,AT	4.3 u	4.5 u	3.9 u	4.1 bu	: u	: u	: u	: u	: u	: bu
H51,SAL,ED5-8,THS,BE	4.6 bu	5.0 u	5.1 	4.8 bu	4.3 u	4.6 u	5.0 bu	6.9 	4.1 u	5.4 b
H51,SAL,ED5-8,THS,BG	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
H51,SAL,ED5-8,THS,CH	5.3 	6.2 	4.3 u	4.7 bu	4.9 u	5.0 	4.6 u	2.9 bu	2.7 u	2.4 bu
H51,SAL,ED5-8,THS,CY	: u	: u	: u	1.1 bu	1.2 u	0.6 u	1.3 u	0.9 u	0.9 bu	1.1 bu
H51,SAL,ED5-8,THS,CZ	4.1 	2.1 u	0.8 u	2.7 bu	2.5 u	1.8 u	2.6 bu	3.9 	2.2 u	1.8 bu
H51,SAL,ED5-8,THS,DE	24.1 	25.0 	24.4 	26.3 b	26.4 	28.1 	25.8 b	30.0 b	24.0 	22.5 b
H51,SAL,ED5-8,THS,DK	: bu	: bu	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,ED5-8,THS,EA17	125.5 	132.5 	143.9 	144.2 b	131.9 	131.7 	136.0 	136.1 	133.3 	137.1 b
H51,SAL,ED5-8,THS,EA18	127.6 	134.7 	145.1 	145.0 b	132.9 	133.6 	137.1 	137.2 	134.1 	137.9 b
H51,SAL,ED5-8,THS,EA19	128.0 	134.7 	145.4 	145.5 b	133.1 	133.8 	137.5 	137.4 	134.3 	138.1 b
H51,SAL,ED5-8,THS,EE	: u	: u	: u	: bu	: u	: u	: c	: 	: c	: bu
H51,SAL,ED5-8,THS,EL	2.7 u	3.4 u	4.8 	3.3 bu	2.6 u	2.1 u	2.6 u	2.9 u	2.5 bu	1.9 bu
H51,SAL,ED5-8,THS,ES	23.7 	24.6 	24.6 	26.7 b	26.5 	20.3 	29.5 	29.8 	29.6 b	27.7 b
H51,SAL,ED5-8,THS,EU15	155.6 	159.7 	168.8 	174.0 b	153.3 	156.7 	160.8 	159.4 	156.3 	156.0 b
H51,SAL,ED5-8,THS,EU27	177.1 	181.0 	191.2 	194.3 b	170.8 	175.5 	179.9 	177.0 	171.6 	171.4 b
H51,SAL,ED5-8,THS,EU28	177.1 	181.2 	191.2 	194.4 b	170.8 	175.5 	180.3 	177.4 	171.6 	171.8 b
H51,SAL,ED5-8,THS,FI	3.3 u	2.3 u	2.3 u	2.1 bu	2.0 u	2.4 u	2.9 u	2.7 u	2.9 u	2.7 bu
H51,SAL,ED5-8,THS,FR	36.5 	40.9 	49.1 	45.2 b	38.7 b	41.9 	42.7 	36.0 	34.5 	41.9 b
H51,SAL,ED5-8,THS,HR	: 	: c	: 	: bc	: 	: 	: c	: bc	: 	: bc
H51,SAL,ED5-8,THS,HU	: u	: u	: u	: bu	: u	: u	3.5 u	3.1 u	: u	: bu
H51,SAL,ED5-8,THS,IE	3.4 b	3.2 	5.0 	4.7 b	4.3 	4.0 	3.1 u	3.5 	3.9 	3.2 b
H51,SAL,ED5-8,THS,IS	1.0 	1.0 	0.9 	0.6 b	0.5 	: u	: u	: u	: u	: bu
H51,SAL,ED5-8,THS,IT	6.2 	5.1 	7.2 	8.5 b	5.5 	7.7 	5.9 	4.0 	5.1 	8.8 b
H51,SAL,ED5-8,THS,LT	: u	: c	: u	: bu	: c	: u	: u	: c	: u	: bu
H51,SAL,ED5-8,THS,LU	: u	: u	: bu	0.7 bu	0.9 u	0.7 u	0.5 u	0.8 u	0.7 bu	: bu
H51,SAL,ED5-8,THS,LV	2.1 	2.1 	: u	: bu	: u	1.9 u	: u	: u	: u	: bu
H51,SAL,ED5-8,THS,ME	: u	: u	: u	: bu	: u	: c	: u	: 	: 	: 
H51,SAL,ED5-8,THS,MK	: 	: c	: c	: bc	: c	: c	: c	: 	: 	: 
H51,SAL,ED5-8,THS,MT	0.5 u	0.4 u	0.4 u	0.4 bu	: u	0.4 u	0.4 bu	0.4 u	0.4 u	: bu
H51,SAL,ED5-8,THS,NL	9.7 	8.3 	10.4 	11.3 b	11.4 b	13.6 	11.8 b	13.1 b	15.5 	15.7 b
H51,SAL,ED5-8,THS,NO	1.0 	1.6 	2.2 	2.5 b	2.4 	2.8 	2.2 	3.3 	2.9 	1.6 bu
H51,SAL,ED5-8,THS,PL	7.8 u	6.4 u	7.9 u	6.9 bu	: u	: u	: u	: bu	: u	: bu
H51,SAL,ED5-8,THS,PT	4.9 	6.5 	: u	: bu	: u	: u	: bu	: u	5.2 	: bu
H51,SAL,ED5-8,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
H51,SAL,ED5-8,THS,SE	2.7 	2.9 	2.4 	2.1 b	1.7 u	1.8 u	1.7 u	1.9 u	: u	: bu
H51,SAL,ED5-8,THS,SI	: u	: u	: u	: bu	0.6 u	0.5 u	: u	0.5 u	0.9 u	0.9 bu
H51,SAL,ED5-8,THS,SK	: u	: u	: u	: bu	: c	: 	: bc	: u	: bu	: bu
H51,SAL,ED5-8,THS,TR	26.7 	25.1 	20.5 	14.4 b	25.5 	12.6 	12.1 	10.7 	14.3 	: 
H51,SAL,ED5-8,THS,UK	28.8 	27.1 	24.3 	29.5 b	21.6 	23.3 	24.0 b	23.0 b	24.2 	19.8 b
H51,SAL,NRP,THS,DE	: c	: c	: 	: 	: c	: 	: bc	: 	: c	: bu
H51,SAL,NRP,THS,DK	: bc	: bc	: 	: bu	: u	: u	: u	: u	: 	: bu
H51,SAL,NRP,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,FR	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SAL,NRP,THS,IE	: bu	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SAL,NRP,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: c	: bc
H51,SAL,NRP,THS,LU	0.5 u	: u	: bu	: 	: 	: 	: c	: u	: bu	: 
H51,SAL,NRP,THS,NL	: u	: u	: u	: bu	: bu	: u	: bu	: bc	: u	: bu
H51,SAL,NRP,THS,SE	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 
H51,SAL,NRP,THS,UK	: 	: c	: c	: bc	: c	: c	: bu	: bc	: c	: 
H51,SAL,TOTAL,THS,AT	8.0 	8.3 	7.9 	7.8 	9.2 	9.3 	10.1 	8.3 	10.5 	8.2 b
H51,SAL,TOTAL,THS,BE	11.0 b	11.8 	9.8 	9.8 	9.6 	12.2 	11.2 b	12.0 	9.1 	11.3 b
H51,SAL,TOTAL,THS,BG	: u	: u	: u	: u	3.3 u	: u	: bu	: bu	: u	: bu
H51,SAL,TOTAL,THS,CH	10.7 	12.2 	8.8 	8.2 	8.2 	9.7 	9.8 	10.0 b	7.2 	5.8 bu
H51,SAL,TOTAL,THS,CY	: u	: u	: u	1.3 u	1.6 	1.1 u	1.8 	1.4 u	1.6 b	2.0 b
H51,SAL,TOTAL,THS,CZ	8.1 	6.1 	3.6 	6.9 	8.5 	6.5 	11.8 b	11.6 	9.3 	9.2 b
H51,SAL,TOTAL,THS,DE	77.6 	78.6 	75.7 	77.2 	83.3 	93.8 	85.0 b	91.7 b	87.3 	80.2 b
H51,SAL,TOTAL,THS,DK	4.9 b	4.6 b	6.1 	7.0 	6.3 	7.5 	7.3 	5.3 	4.1 	6.9 b
H51,SAL,TOTAL,THS,EA17	294.7 	297.6 	312.0 	316.9 	314.5 	333.4 	342.5 	345.2 	340.3 	351.4 b
H51,SAL,TOTAL,THS,EA18	297.1 	300.0 	313.5 	318.5 	315.7 	335.9 	345.1 	347.8 	342.4 	352.8 b
H51,SAL,TOTAL,THS,EA19	297.8 	300.4 	313.9 	319.3 	316.0 	336.2 	345.5 	348.1 	342.9 	353.3 b
H51,SAL,TOTAL,THS,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,TOTAL,THS,EL	7.6 	8.1 	9.0 	8.5 	7.2 	8.5 	8.6 	7.2 	6.4 b	6.4 b
H51,SAL,TOTAL,THS,ES	42.0 	38.0 	40.9 	44.2 	44.2 	37.9 	49.4 	53.9 	50.8 b	53.3 b
H51,SAL,TOTAL,THS,EU15	368.8 	372.2 	385.5 	391.8 	376.7 	403.1 	414.6 	411.3 	412.7 	408.5 b
H51,SAL,TOTAL,THS,EU27	411.6 	412.0 	422.7 	433.6 	416.6 	443.0 	461.3 	455.8 	455.1 	449.0 b
H51,SAL,TOTAL,THS,EU28	412.6 	412.1 	422.7 	434.7 	417.4 	443.1 	461.7 	456.5 	455.6 	450.0 b
H51,SAL,TOTAL,THS,FI	6.5 	5.2 	5.3 	5.5 	5.5 	5.0 	5.6 	6.2 	7.1 	8.9 b
H51,SAL,TOTAL,THS,FR	67.2 	72.8 	86.7 	78.7 b	73.9 	82.5 	83.5 	75.5 	68.9 	83.4 b
H51,SAL,TOTAL,THS,HR	: u	: c	: 	1.1 bu	: u	: c	: c	: c	: c	: bu
H51,SAL,TOTAL,THS,HU	4.9 	5.8 	5.4 	5.7 	3.9 u	3.0 u	7.2 	6.8 	5.2 	4.2 bu
H51,SAL,TOTAL,THS,IE	7.1 b	7.5 	10.0 	10.4 	8.8 	8.2 	7.9 	9.2 	8.3 	7.2 b
H51,SAL,TOTAL,THS,IS	3.2 	3.0 	2.1 	2.0 	2.0 	1.5 	1.8 	1.9 	2.0 	2.0 b
H51,SAL,TOTAL,THS,IT	25.8 	22.0 	23.6 	32.1 	30.3 	31.7 	32.2 	31.6 	31.4 	35.6 b
H51,SAL,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,TOTAL,THS,LU	2.3 	2.3 	2.3 b	2.4 	2.2 	2.1 	2.6 	2.6 	2.4 b	3.2 b
H51,SAL,TOTAL,THS,LV	2.4 	2.4 	1.5 u	1.5 u	: u	2.6 u	2.6 u	2.5 u	2.1 u	1.5 bu
H51,SAL,TOTAL,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
H51,SAL,TOTAL,THS,MK	: c	: c	: c	: c	: c	: c	0.6 u	: 	: 	: 
H51,SAL,TOTAL,THS,MT	1.6 	1.5 	1.6 	1.7 	1.1 	1.2 	1.6 	1.6 	1.2 	1.4 b
H51,SAL,TOTAL,THS,NL	24.3 	24.1 	24.7 	25.6 	26.4 b	30.5 	33.0 b	33.3 b	36.3 	34.0 b
H51,SAL,TOTAL,THS,NO	5.5 	6.4 	6.9 	7.4 	8.6 	8.7 	6.5 	6.7 	7.4 	7.9 b
H51,SAL,TOTAL,THS,PL	13.4 u	9.7 u	9.9 u	11.8 u	7.6 u	9.7 u	7.6 u	6.4 bu	5.4 u	5.8 bu
H51,SAL,TOTAL,THS,PT	11.2 	12.9 	10.2 	8.7 	7.6 	7.0 	6.7 b	6.9 	13.5 	10.5 b
H51,SAL,TOTAL,THS,RO	6.5 u	7.0 u	8.0 u	: u	8.9 u	10.2 u	8.5 u	7.2 bu	8.7 u	7.7 bu
H51,SAL,TOTAL,THS,SE	7.8 	8.1 	6.5 	5.9 	6.4 	6.7 	6.1 	7.0 	7.5 	7.9 b
H51,SAL,TOTAL,THS,SI	: u	0.8 u	0.8 u	0.5 u	1.5 u	1.2 u	1.5 u	1.8 u	1.9 u	1.6 bu
H51,SAL,TOTAL,THS,SK	: u	2.5 u	2.4 u	2.3 u	: u	: u	: bu	: u	2.3 bu	2.8 bu
H51,SAL,TOTAL,THS,TR	37.7 	35.9 	29.8 	22.0 b	40.7 	23.2 	22.8 	21.3 	26.2 	: 
H51,SAL,TOTAL,THS,UK	65.5 	68.0 	66.9 	68.0 	55.8 	60.2 	65.3 	60.6 	69.0 	51.5 b
H51,SELF,ED0-2,THS,BE	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,ED0-2,THS,DE	: c	: c	: 	: bc	: 	: c	: bc	: bc	: 	: bc
H51,SELF,ED0-2,THS,DK	: bc	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,ED0-2,THS,EA17	: c	: u	: u	: bc	: c	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,EA18	: c	: u	: u	: bc	: c	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,EA19	: c	: u	: u	: bc	: c	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,ES	: 	: 	: 	: 	: 	: u	: c	: 	: 	: 
H51,SELF,ED0-2,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED0-2,THS,FI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,ED0-2,THS,IE	: 	: 	: u	: bc	: 	: c	: c	: c	: c	: bc
H51,SELF,ED0-2,THS,IS	: 	: 	: 	: 	: c	: c	: c	: 	: 	: 
H51,SELF,ED0-2,THS,IT	: 	: 	: 	: 	: 	: c	: c	: u	: u	: 
H51,SELF,ED0-2,THS,NL	: 	: c	: 	: 	: bc	: 	: 	: 	: 	: 
H51,SELF,ED0-2,THS,TR	: 	: 	: c	: 	: c	: 	0.6 u	: c	: 	: 
H51,SELF,ED0-2,THS,UK	: c	: c	: c	: bu	: c	: c	: bc	: bc	: c	: 
H51,SELF,ED3_4,THS,AT	: 	: 	: 	: bu	: u	: 	: u	: u	: u	: bc
H51,SELF,ED3_4,THS,BE	: bu	: c	: 	: 	: 	: c	: bc	: 	: c	: bc
H51,SELF,ED3_4,THS,CH	: 	: 	: c	: bc	: 	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,CZ	: 	: 	: 	: 	: 	: 	: bc	: c	: 	: 
H51,SELF,ED3_4,THS,DE	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
H51,SELF,ED3_4,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,EL	: 	: c	: c	: bc	: c	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,ES	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SELF,ED3_4,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
H51,SELF,ED3_4,THS,FI	: 	: 	: 	: bc	: u	: c	: c	: 	: 	: 
H51,SELF,ED3_4,THS,FR	: 	: 	: 	: 	: bc	: c	: u	: c	: 	: 
H51,SELF,ED3_4,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,SELF,ED3_4,THS,IE	: bc	: c	: u	: bc	: c	: u	: c	: c	: c	: bu
H51,SELF,ED3_4,THS,IS	: 	: c	: c	: 	: 	: c	: 	: 	: 	: 
H51,SELF,ED3_4,THS,IT	: c	: c	: c	: 	: c	: c	: c	: c	: u	: bu
H51,SELF,ED3_4,THS,LU	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,ME	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,MT	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,ED3_4,THS,NL	: c	: u	: c	: bc	: bu	: 	: bc	: bc	: c	: bc
H51,SELF,ED3_4,THS,PL	: c	: 	: 	: 	: 	: 	: c	: bc	: 	: 
H51,SELF,ED3_4,THS,PT	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,ED3_4,THS,RO	: 	: 	: 	: bc	: 	: 	: c	: bc	: 	: 
H51,SELF,ED3_4,THS,SE	: 	: 	: 	: bc	: u	: u	: u	: u	: 	: 
