nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,NRP,NRP,THS,EA17	: u	: u	: u	: bu	: u	: 	: c	: c	: c	: 
TOTAL,NRP,NRP,THS,EA18	: u	: u	: u	: bu	: u	: 	: c	: c	: c	: 
TOTAL,NRP,NRP,THS,EA19	: u	: u	: u	: bu	: u	: 	: c	: c	: c	: 
TOTAL,NRP,NRP,THS,EU15	: u	: u	: u	: bu	5.2 u	: u	: u	: u	: u	: u
TOTAL,NRP,NRP,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,NRP,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: u
TOTAL,NRP,NRP,THS,FR	: u	: u	: u	: bu	: bu	: 	: 	: 	: 	: 
TOTAL,NRP,NRP,THS,LU	: u	: u	: bc	: bc	: 	: 	: c	: c	: 	: 
TOTAL,NRP,NRP,THS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
TOTAL,NRP,NRP,THS,NO	: 	: 	: 	: bc	: c	: 	: 	: 	: 	: 
TOTAL,NRP,NRP,THS,UK	: 	: u	: u	: bu	5.2 u	: u	: bu	: bu	: u	: bu
TOTAL,NRP,TOTAL,THS,CZ	: u	: c	: 	: 	: 	: 	: 	: c	: 	: c
TOTAL,NRP,TOTAL,THS,EA17	8.7 u	8.0 u	7.1 u	9.6 u	11.2 	8.6 u	8.2 u	10.6 u	11.7 u	17.5 
TOTAL,NRP,TOTAL,THS,EA18	8.7 u	8.1 u	7.1 u	9.7 u	11.4 	8.6 u	8.2 u	10.6 u	11.7 u	17.5 
TOTAL,NRP,TOTAL,THS,EA19	8.7 u	8.1 u	7.1 u	9.7 u	11.4 	8.6 u	8.2 u	10.6 u	11.7 u	17.5 u
TOTAL,NRP,TOTAL,THS,ES	6.6 	6.2 	5.1 	7.3 	9.2 	8.2 	7.7 	9.2 	10.7 b	12.1 
TOTAL,NRP,TOTAL,THS,EU15	66.8 	69.6 	92.2 	116.3 	158.6 	143.1 	74.5 	97.1 	78.0 	76.1 
TOTAL,NRP,TOTAL,THS,EU27	66.9 	73.1 	99.1 	132.0 	158.8 	143.1 	74.5 	97.5 	78.4 	80.6 
TOTAL,NRP,TOTAL,THS,EU28	66.9 	73.1 	99.1 	132.0 	158.8 	143.1 	74.5 	97.5 	78.4 	80.6 
TOTAL,NRP,TOTAL,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
TOTAL,NRP,TOTAL,THS,FR	1.3 u	1.2 u	1.1 u	2.0 bu	1.3 u	: 	: 	: 	: 	: 
TOTAL,NRP,TOTAL,THS,HU	: 	3.4 u	6.8 	15.7 	: 	: 	: 	: 	: 	: 
TOTAL,NRP,TOTAL,THS,IS	: 	: 	: 	: 	1.2 	2.9 	1.1 	1.1 	1.0 	1.0 
TOTAL,NRP,TOTAL,THS,LU	0.9 u	0.6 u	0.8 bu	: u	0.7 u	: u	: u	: u	: 	: 
TOTAL,NRP,TOTAL,THS,LV	: 	: c	: c	: c	: u	: 	: 	: 	: 	: 
TOTAL,NRP,TOTAL,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
TOTAL,NRP,TOTAL,THS,NL	: 	: 	: 	: 	: 	: 	: bu	: bu	: u	: u
TOTAL,NRP,TOTAL,THS,NO	: u	: u	0.6 u	0.8 u	1.0 u	: u	: u	: 	: u	: u
TOTAL,NRP,TOTAL,THS,SE	: u	: c	: u	: u	: c	: u	: c	: u	: u	: c
TOTAL,NRP,TOTAL,THS,SK	: 	: 	: c	: 	: 	: 	: 	: u	: u	4.4 
TOTAL,NRP,TOTAL,THS,UK	57.9 	61.4 	84.9 	106.5 	147.4 	134.4 	66.2 	86.5 	66.5 	63.0 b
TOTAL,SAL,ED0-2,THS,AT	481.7 	486.9 	478.5 	490.0 b	532.0 	546.9 	566.2 	556.0 	561.1 	599.5 
TOTAL,SAL,ED0-2,THS,BE	620.4 b	649.5 	663.1 	709.8 b	728.9 	772.2 	784.1 b	808.0 	774.9 	830.4 b
TOTAL,SAL,ED0-2,THS,BG	276.5 	253.3 	259.6 	264.5 b	242.9 	256.3 	270.0 b	309.1 b	378.7 	401.6 b
TOTAL,SAL,ED0-2,THS,CH	571.9 	579.7 	584.8 	582.9 b	602.8 	628.3 	656.1 	641.0 b	615.9 	598.2 
TOTAL,SAL,ED0-2,THS,CY	45.5 	47.0 	46.6 	46.6 b	46.6 	52.8 	64.1 	67.7 	64.3 b	62.0 
TOTAL,SAL,ED0-2,THS,CZ	196.9 	187.8 	178.9 	183.2 b	184.6 	185.0 	198.7 b	214.9 	238.6 	265.8 
TOTAL,SAL,ED0-2,THS,DE	4887.4 	4824.0 	4651.6 	4577.1 b	4601.1 	4585.0 	4625.7 b	4766.7 b	5098.2 	5216.1 
TOTAL,SAL,ED0-2,THS,DK	492.4 b	519.2 b	502.2 	508.2 b	526.0 	543.2 	588.0 	621.4 	664.2 	718.1 
TOTAL,SAL,ED0-2,THS,EA17	24646.9 	24366.5 	24241.2 	24321.7 b	25004.3 	26542.0 	27862.7 	28737.0 	30066.1 	31805.3 
TOTAL,SAL,ED0-2,THS,EA18	24707.8 	24424.3 	24300.4 	24382.5 b	25067.7 	26608.4 	27932.1 	28805.1 	30146.7 	31919.3 
TOTAL,SAL,ED0-2,THS,EA19	24750.1 	24464.1 	24344.2 	24428.4 b	25112.3 	26651.2 	27972.4 	28848.7 	30205.5 	31994.3 
TOTAL,SAL,ED0-2,THS,EE	63.0 	59.9 	59.5 	61.6 b	49.2 	47.1 	47.9 	42.9 	47.5 	63.6 
TOTAL,SAL,ED0-2,THS,EL	390.0 	411.2 	427.8 	433.0 b	427.3 	489.9 	601.9 	695.7 	779.0 b	804.8 
TOTAL,SAL,ED0-2,THS,ES	5105.7 	4980.3 	4849.2 	4710.6 b	4754.6 	5042.0 	5580.4 	5811.2 	6145.7 b	6834.6 
TOTAL,SAL,ED0-2,THS,EU15	29625.7 	29350.1 	29021.1 	29116.4 b	29813.7 	31490.4 	33148.8 	34051.2 	35880.4 	38090.4 
TOTAL,SAL,ED0-2,THS,EU27	32213.3 	31909.5 	31571.8 	31647.3 b	32122.9 	33869.4 	35607.1 	36602.4 	38714.1 	41142.5 
TOTAL,SAL,ED0-2,THS,EU28	32314.7 	32025.2 	31680.8 	31753.8 b	32233.0 	33985.6 	35733.7 	36742.4 	38868.1 	41302.3 
TOTAL,SAL,ED0-2,THS,FI	211.4 	208.1 	210.2 	230.3 b	246.7 	266.8 	278.5 	288.4 	311.8 	348.6 b
TOTAL,SAL,ED0-2,THS,FR	3780.3 	3683.8 	3884.1 	4098.1 b	4394.7 b	4976.7 	5144.5 	5283.5 	5429.0 	5635.3 
TOTAL,SAL,ED0-2,THS,HR	101.4 	115.7 	109.0 	106.5 b	110.1 	116.2 	126.6 	140.0 b	154.0 	159.7 
TOTAL,SAL,ED0-2,THS,HU	501.0 	497.1 	466.3 	428.3 b	390.9 	392.3 	398.4 	402.6 	408.9 	450.4 
TOTAL,SAL,ED0-2,THS,IE	201.0 b	214.0 	208.6 	207.3 b	236.6 	238.6 	260.3 	269.7 	299.3 	373.5 
TOTAL,SAL,ED0-2,THS,IS	46.0 	45.9 	48.4 	48.2 b	47.8 	46.0 	47.1 	52.8 	55.0 	62.8 
TOTAL,SAL,ED0-2,THS,IT	5327.2 	5312.2 	5233.9 	5235.6 b	5380.1 	5610.4 	5730.7 	5761.3 	5995.5 	6236.3 
TOTAL,SAL,ED0-2,THS,LT	42.4 	39.8 	43.8 	45.9 b	44.6 	42.8 	40.3 	43.6 	58.8 	75.0 
TOTAL,SAL,ED0-2,THS,LU	39.6 	38.2 	48.2 b	36.1 b	38.0 	42.0 	41.1 	38.9 	39.3 b	54.1 
TOTAL,SAL,ED0-2,THS,LV	60.9 	57.8 	59.2 	60.8 b	63.4 	66.4 	69.3 	68.1 	80.5 	114.0 
TOTAL,SAL,ED0-2,THS,ME	9.6 	9.1 	7.7 	7.7 b	8.2 	8.6 	10.4 	: 	: 	: 
TOTAL,SAL,ED0-2,THS,MK	65.2 	63.8 	67.2 	68.4 b	61.7 	59.5 	62.7 	63.7 	70.1 	73.3 
TOTAL,SAL,ED0-2,THS,MT	66.3 	67.1 	66.7 	65.8 b	64.3 	65.7 	66.5 b	66.6 	69.5 	74.1 
TOTAL,SAL,ED0-2,THS,NL	1523.2 	1540.4 	1547.5 	1547.1 b	1602.9 b	1755.4 	1804.4 b	1840.9 b	1912.0 	1943.1 
TOTAL,SAL,ED0-2,THS,NO	410.8 	407.7 	396.6 	396.5 b	406.6 	436.5 	447.0 	442.6 	456.2 	480.4 
TOTAL,SAL,ED0-2,THS,PL	590.0 	599.1 	622.7 	605.2 b	608.0 	652.0 	680.4 	690.5 b	758.6 	808.7 
TOTAL,SAL,ED0-2,THS,PT	1724.3 	1679.4 	1703.6 	1709.9 b	1753.2 	1898.2 	2108.1 b	2266.8 	2361.4 	2523.2 
TOTAL,SAL,ED0-2,THS,RO	565.3 	586.1 	585.2 	606.2 b	466.7 	466.3 	464.4 	472.6 b	550.7 	530.9 
TOTAL,SAL,ED0-2,THS,SE	572.3 	553.1 	565.4 	575.7 b	585.8 	618.7 	632.8 	625.6 	644.7 	699.4 
TOTAL,SAL,ED0-2,THS,SI	65.3 	62.6 	65.8 	64.7 b	62.4 	69.3 	74.1 	88.3 	92.2 	102.3 
TOTAL,SAL,ED0-2,THS,SK	114.5 	101.9 	96.3 	98.0 b	85.7 	82.8 	84.2 b	84.4 	85.4 	103.7 
TOTAL,SAL,ED0-2,THS,TR	8968.1 	8840.1 	8760.3 	8630.0 b	8100.4 	7858.7 	7758.8 	7236.7 	6604.5 	6757.9 
TOTAL,SAL,ED0-2,THS,UK	4268.7 	4249.8 	4047.2 	4047.6 b	4005.8 	4104.3 	4402.0 b	4417.1 b	4864.2 	5273.4 b
TOTAL,SAL,ED3_4,THS,AT	1993.6 	1984.8 	1983.6 	1966.3 b	2333.2 	2329.1 	2312.7 	2286.2 	2272.0 	2286.7 
TOTAL,SAL,ED3_4,THS,BE	1528.5 b	1568.5 	1547.9 	1519.4 b	1547.5 	1520.6 	1535.3 b	1491.5 	1522.7 	1556.8 b
TOTAL,SAL,ED3_4,THS,BG	1623.3 	1540.6 	1539.6 	1512.2 b	1553.8 	1592.6 	1599.6 b	1635.0 b	1712.3 	1785.1 b
TOTAL,SAL,ED3_4,THS,CH	1798.7 	1815.9 	1841.2 	1837.1 b	1807.9 	1840.9 	1832.0 	1784.7 b	1823.3 	1836.0 
TOTAL,SAL,ED3_4,THS,CY	131.7 	117.7 	118.2 	114.2 b	120.7 	129.1 	127.9 	128.4 	124.8 b	124.1 
TOTAL,SAL,ED3_4,THS,CZ	3077.9 	3053.1 	3009.7 	2975.4 b	2988.8 	2986.1 	3023.8 b	3085.3 	3188.2 	3301.9 
TOTAL,SAL,ED3_4,THS,DE	22316.1 	22170.8 	21777.4 	21830.4 b	20874.5 	20617.0 	20522.3 b	20286.8 b	20321.2 	20611.4 
TOTAL,SAL,ED3_4,THS,DK	1068.3 b	1089.6 b	1089.8 	1065.8 b	1017.0 	1019.4 	1023.0 	1013.9 	1033.8 	1077.7 
TOTAL,SAL,ED3_4,THS,EA17	58092.5 	57559.5 	56635.6 	56232.6 b	55053.6 	55006.4 	55265.2 	55114.4 	55536.0 	56786.1 
TOTAL,SAL,ED3_4,THS,EA18	58519.0 	57983.7 	57077.9 	56685.1 b	55500.9 	55446.6 	55705.2 	55560.6 	56017.0 	57361.3 
TOTAL,SAL,ED3_4,THS,EA19	59123.1 	58592.3 	57671.9 	57285.1 b	56109.8 	56063.2 	56315.3 	56165.8 	56673.1 	58089.2 
TOTAL,SAL,ED3_4,THS,EE	291.5 	291.6 	292.9 	286.0 b	299.1 	295.4 	293.9 	276.6 	285.5 	330.3 
TOTAL,SAL,ED3_4,THS,EL	1061.3 	1026.0 	1001.2 	942.4 b	900.3 	972.2 	1079.8 	1196.8 	1239.5 b	1264.9 
TOTAL,SAL,ED3_4,THS,ES	3780.0 	3668.1 	3531.8 	3363.5 b	3282.7 	3495.9 	3689.9 	3752.1 	3823.9 b	4084.9 
TOTAL,SAL,ED3_4,THS,EU15	69641.4 	69073.7 	68219.2 	67689.1 b	66344.8 	66342.2 	66702.3 	66685.8 	67172.8 	68751.9 
TOTAL,SAL,ED3_4,THS,EU27	92100.2 	91116.1 	89831.0 	89065.0 b	87720.9 	87842.5 	88252.2 	88465.3 	90137.5 	92625.5 
TOTAL,SAL,ED3_4,THS,EU28	93005.2 	91973.1 	90668.5 	89906.4 b	88521.5 	88669.6 	89090.7 	89323.2 	91068.4 	93575.5 
TOTAL,SAL,ED3_4,THS,FI	972.7 	961.8 	954.6 	961.5 b	985.5 	997.3 	985.1 	973.3 	977.4 	1030.6 b
TOTAL,SAL,ED3_4,THS,FR	10546.4 	10525.0 	10481.7 	10439.8 b	10156.4 b	9941.5 	10030.9 	10062.7 	10113.6 	10486.3 
TOTAL,SAL,ED3_4,THS,HR	905.0 	857.0 	837.5 	841.4 b	800.7 	827.2 	838.5 	857.9 b	931.0 	950.0 
TOTAL,SAL,ED3_4,THS,HU	2451.8 	2396.1 	2295.3 	2255.2 b	2168.6 	2109.0 	2072.7 	2090.3 	2087.6 	2158.3 
TOTAL,SAL,ED3_4,THS,IE	686.2 b	677.1 	635.7 	630.7 b	569.1 	562.5 	565.7 	578.4 	626.7 	707.2 
TOTAL,SAL,ED3_4,THS,IS	60.0 	61.2 	57.3 	56.0 b	52.8 	50.4 	51.8 	47.5 	46.4 	47.9 
TOTAL,SAL,ED3_4,THS,IT	8540.6 	8467.7 	8336.4 	8278.9 b	8143.7 	8264.7 	8274.2 	8201.1 	8178.6 	8160.2 
TOTAL,SAL,ED3_4,THS,LT	604.1 	608.6 	594.0 	600.0 b	608.9 	616.6 	610.1 	605.2 	656.1 	727.8 
TOTAL,SAL,ED3_4,THS,LU	73.7 	73.5 	76.0 b	77.9 b	82.2 	81.7 	79.6 	81.7 	80.6 b	76.5 
TOTAL,SAL,ED3_4,THS,LV	426.4 	424.3 	442.3 	452.5 b	447.3 	440.2 	440.0 	446.2 	481.1 	575.2 
TOTAL,SAL,ED3_4,THS,ME	109.7 	107.2 	109.1 	109.1 b	105.8 	105.5 	106.8 	: 	: 	: 
TOTAL,SAL,ED3_4,THS,MK	325.8 	313.3 	301.4 	298.8 b	294.6 	276.3 	269.9 	272.8 	271.6 	266.1 
TOTAL,SAL,ED3_4,THS,MT	66.2 	60.8 	55.6 	53.3 b	50.6 	46.3 	43.2 b	41.6 	39.3 	35.4 
TOTAL,SAL,ED3_4,THS,NL	3023.1 	2956.0 	2926.8 	2933.6 b	2938.9 b	2988.4 	2974.7 b	3016.7 b	3143.2 	3172.5 
TOTAL,SAL,ED3_4,THS,NO	973.1 	971.0 	990.1 	998.7 b	1039.2 	1025.6 	1013.0 	998.2 	1010.8 	1016.3 
TOTAL,SAL,ED3_4,THS,PL	7690.6 	7632.9 	7509.5 	7493.6 b	7436.5 	7507.9 	7571.8 	7618.7 b	8008.0 	8177.4 
TOTAL,SAL,ED3_4,THS,PT	1129.6 	1058.7 	1004.5 	956.7 b	887.4 	839.2 	833.2 b	781.4 	729.4 	678.1 
TOTAL,SAL,ED3_4,THS,RO	4144.0 	3965.4 	3843.3 	3755.4 b	3819.8 	3851.7 	3850.2 	3893.0 b	4324.3 	4477.7 
TOTAL,SAL,ED3_4,THS,SE	2042.7 	2025.6 	2022.3 	2019.7 b	2027.0 	2033.7 	2048.5 	2000.2 	2006.6 	2070.2 
TOTAL,SAL,ED3_4,THS,SI	453.9 	440.5 	425.7 	423.4 b	434.8 	456.1 	468.7 	487.5 	503.6 	531.5 
TOTAL,SAL,ED3_4,THS,SK	1497.3 	1510.9 	1485.6 	1454.7 b	1447.1 	1469.4 	1447.8 b	1471.5 	1554.1 	1648.7 
TOTAL,SAL,ED3_4,THS,TR	4403.2 	4207.8 	4137.3 	3989.6 b	3956.7 	3784.5 	3595.2 	3380.3 	3299.3 	3462.3 
TOTAL,SAL,ED3_4,THS,UK	10878.6 	10820.5 	10849.5 	10702.6 b	10599.5 	10679.0 	10747.2 b	10963.0 b	11103.6 	11488.0 b
TOTAL,SAL,ED5-8,THS,AT	1257.7 	1211.7 	1147.1 	1109.8 b	697.7 	674.5 	635.6 	619.7 	605.9 	567.0 
TOTAL,SAL,ED5-8,THS,BE	1826.0 b	1688.2 	1649.8 	1650.3 b	1570.8 	1582.1 	1544.9 b	1544.4 	1469.0 	1426.2 b
TOTAL,SAL,ED5-8,THS,BG	875.5 	869.0 	868.0 	832.5 b	782.0 	745.2 	736.5 b	744.6 b	756.6 	757.1 b
TOTAL,SAL,ED5-8,THS,CH	1566.6 	1503.4 	1429.2 	1357.7 b	1301.0 	1207.7 	1135.3 	1107.8 b	1174.8 	1119.0 
TOTAL,SAL,ED5-8,THS,CY	152.3 	146.5 	139.9 	137.1 b	133.7 	139.3 	134.7 	125.8 	118.1 b	120.3 
TOTAL,SAL,ED5-8,THS,CZ	1052.2 	1015.7 	978.9 	920.3 b	881.7 	818.3 	770.0 b	718.4 	679.8 	627.9 
TOTAL,SAL,ED5-8,THS,DE	10143.6 	9902.7 	9405.5 	9055.8 b	9523.6 	9287.6 	9001.0 b	8497.4 b	8519.3 	8135.6 
TOTAL,SAL,ED5-8,THS,DK	934.7 b	894.5 b	891.8 	853.9 b	822.8 	809.2 	787.3 	768.1 	761.4 	758.3 
TOTAL,SAL,ED5-8,THS,EA17	41106.0 	39620.5 	38247.5 	37053.3 b	36121.8 	35280.0 	34397.5 	33445.5 	33137.8 	32321.5 
TOTAL,SAL,ED5-8,THS,EA18	41399.2 	39915.0 	38528.0 	37321.7 b	36401.1 	35549.3 	34651.8 	33683.8 	33379.9 	32579.0 
TOTAL,SAL,ED5-8,THS,EA19	41944.8 	40460.1 	39061.3 	37835.2 b	36888.1 	36024.6 	35122.1 	34147.0 	33824.6 	33036.6 
TOTAL,SAL,ED5-8,THS,EE	236.9 	232.1 	228.6 	220.2 b	216.1 	217.7 	208.4 	200.2 	211.1 	210.5 
TOTAL,SAL,ED5-8,THS,EL	1022.9 	984.1 	919.5 	889.0 b	886.1 	878.9 	904.7 	934.5 	930.5 b	926.4 
TOTAL,SAL,ED5-8,THS,ES	6829.4 	6579.8 	6392.5 	6211.7 b	6031.8 	6035.5 	6123.9 	6029.0 	5911.5 b	5941.8 
TOTAL,SAL,ED5-8,THS,EU15	54467.3 	52707.1 	50875.4 	49280.2 b	47956.2 	46605.4 	45225.4 	43987.1 	43172.6 	42078.0 
TOTAL,SAL,ED5-8,THS,EU27	65993.1 	63884.2 	61858.2 	59740.2 b	57944.4 	56206.3 	54450.1 	52794.8 	51845.2 	50370.0 
TOTAL,SAL,ED5-8,THS,EU28	66410.7 	64280.2 	62248.5 	60113.5 b	58276.7 	56515.2 	54754.6 	53117.4 	52150.7 	50661.2 
TOTAL,SAL,ED5-8,THS,FI	963.2 	934.5 	925.5 	912.8 b	894.3 	882.0 	879.4 	857.9 	833.5 	827.5 b
TOTAL,SAL,ED5-8,THS,FR	9354.0 	9161.2 	8919.8 	8712.7 b	8308.4 b	7931.6 	7587.7 	7426.7 	7319.7 	7066.1 
TOTAL,SAL,ED5-8,THS,HR	417.6 	396.0 	390.3 	373.2 b	332.3 	308.8 	304.4 	322.6 b	305.5 	291.2 
TOTAL,SAL,ED5-8,THS,HU	1011.7 	987.7 	985.4 	952.9 b	894.3 	876.8 	831.4 	779.8 	778.4 	769.7 
TOTAL,SAL,ED5-8,THS,IE	900.5 b	839.0 	818.4 	762.9 b	761.9 	731.3 	702.9 	692.9 	679.5 	680.6 
TOTAL,SAL,ED5-8,THS,IS	65.1 	60.6 	55.2 	51.0 b	49.8 	47.6 	45.0 	43.3 	44.0 	42.5 
TOTAL,SAL,ED5-8,THS,IT	3813.1 	3530.5 	3417.4 	3265.7 b	3158.7 	3070.1 	2934.9 	2870.2 	2856.4 	2816.8 
TOTAL,SAL,ED5-8,THS,LT	545.6 	545.1 	533.3 	513.4 b	487.1 	475.3 	470.4 	463.2 	444.8 	457.6 
TOTAL,SAL,ED5-8,THS,LU	88.1 	96.8 	97.7 b	107.2 b	94.0 	88.2 	82.0 	74.1 	74.1 b	58.6 
TOTAL,SAL,ED5-8,THS,LV	293.1 	294.5 	280.5 	268.5 b	279.3 	269.3 	254.3 	238.3 	242.1 	257.5 
TOTAL,SAL,ED5-8,THS,ME	59.6 	59.7 	58.6 	58.7 b	55.7 	50.9 	46.8 	: 	: 	: 
TOTAL,SAL,ED5-8,THS,MK	173.9 	171.8 	152.9 	139.0 b	131.8 	140.1 	130.4 	119.5 	111.4 	98.1 
TOTAL,SAL,ED5-8,THS,MT	55.2 	50.9 	48.6 	45.9 b	41.9 	38.2 	34.4 b	31.1 	28.6 	27.2 
TOTAL,SAL,ED5-8,THS,NL	2535.1 	2436.4 	2385.5 	2322.6 b	2296.0 b	2252.6 	2195.0 b	2209.5 b	2315.0 	2282.8 
TOTAL,SAL,ED5-8,THS,NO	1087.0 	1075.7 	1067.8 	1038.7 b	953.1 	925.9 	885.6 	853.3 	817.1 	812.5 
TOTAL,SAL,ED5-8,THS,PL	4789.4 	4609.4 	4536.7 	4375.8 b	4125.1 	3939.4 	3751.7 	3608.7 b	3493.4 	3192.4 
TOTAL,SAL,ED5-8,THS,PT	1094.8 	1049.0 	1002.5 	944.4 b	816.8 	805.2 	777.8 b	717.5 	683.7 	670.5 
TOTAL,SAL,ED5-8,THS,RO	1680.5 	1649.0 	1633.7 	1488.7 b	1457.1 	1416.5 	1382.7 	1283.0 b	1338.1 	1308.2 
TOTAL,SAL,ED5-8,THS,SE	1900.4 	1833.8 	1740.5 	1678.4 b	1589.7 	1512.4 	1456.5 	1396.0 	1356.8 	1332.0 
TOTAL,SAL,ED5-8,THS,SI	300.0 	282.0 	274.5 	258.3 b	255.8 	248.3 	236.0 	223.5 	226.1 	221.6 
TOTAL,SAL,ED5-8,THS,SK	533.3 	494.9 	474.7 	446.6 b	434.2 	416.7 	414.4 b	391.1 	355.7 	341.8 
TOTAL,SAL,ED5-8,THS,TR	5595.3 	5337.1 	4973.4 	4510.3 b	4294.4 	3976.2 	3517.7 	3141.6 	2864.4 	2705.4 
TOTAL,SAL,ED5-8,THS,UK	11803.8 	11564.8 	11161.9 	10802.8 b	10503.6 	10064.0 	9612.0 b	9349.2 b	8856.0 	8587.6 b
TOTAL,SAL,NRP,THS,BE	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
TOTAL,SAL,NRP,THS,CH	10.8 	12.1 	8.5 	8.9 b	7.8 	8.5 	12.6 	12.4 b	3.2 u	4.2 u
TOTAL,SAL,NRP,THS,CZ	0.6 u	: c	: u	: bu	: c	: u	0.7 bu	0.6 u	: u	: c
TOTAL,SAL,NRP,THS,DE	66.8 	67.9 	52.4 	39.7 b	106.3 	108.8 	113.3 b	46.2 b	73.2 	86.4 
TOTAL,SAL,NRP,THS,DK	88.8 b	79.0 b	30.0 	45.4 b	79.8 	71.5 	58.1 	56.4 	52.1 	46.4 
TOTAL,SAL,NRP,THS,EA17	331.2 	302.3 	253.3 	226.0 b	287.9 	214.4 	222.1 	155.7 	201.4 	220.9 
TOTAL,SAL,NRP,THS,EA18	332.4 	303.9 	254.4 	226.7 b	288.3 	214.5 	222.4 	156.0 	201.5 	221.0 
TOTAL,SAL,NRP,THS,EA19	332.4 	303.9 	254.4 	226.7 b	288.3 	214.5 	222.4 	156.0 	201.5 	221.0 
TOTAL,SAL,NRP,THS,EE	: 	: 	: 	: bc	: c	: c	: c	: u	: u	: 
TOTAL,SAL,NRP,THS,EU15	476.4 	439.5 	673.2 	618.6 b	701.6 	580.1 	589.1 	454.9 	481.6 	451.3 
TOTAL,SAL,NRP,THS,EU27	478.1 	441.2 	674.5 	619.8 b	702.3 	580.7 	590.3 	456.0 	482.3 	451.6 
TOTAL,SAL,NRP,THS,EU28	478.1 	441.2 	674.5 	619.8 b	707.8 	585.4 	591.7 	456.5 	482.3 	451.6 
TOTAL,SAL,NRP,THS,FI	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,SAL,NRP,THS,FR	68.6 	72.3 	74.6 	61.6 b	17.9 b	: u	: u	: u	: u	: u
TOTAL,SAL,NRP,THS,HR	: 	: 	: 	: 	5.5 u	4.7 u	1.4 u	: bu	: 	: 
TOTAL,SAL,NRP,THS,IE	69.6 b	59.5 	58.6 	57.7 b	43.2 	34.4 	44.3 	55.0 	58.9 	71.0 
TOTAL,SAL,NRP,THS,IS	: 	: 	: u	: bu	: u	0.6 	: u	: u	: u	0.9 
TOTAL,SAL,NRP,THS,LU	42.7 	25.2 	9.8 b	2.6 b	2.8 	2.8 	2.7 	7.8 	4.2 b	: 
TOTAL,SAL,NRP,THS,LV	: u	1.6 u	: u	: bu	: u	: c	: c	: c	: c	: c
TOTAL,SAL,NRP,THS,NL	83.5 	77.3 	57.9 	64.3 b	117.5 b	66.6 	60.7 b	45.5 b	63.4 	62.8 
TOTAL,SAL,NRP,THS,NO	: 	: 	: u	2.4 b	20.0 	17.5 	11.7 	13.6 	13.2 	8.3 
TOTAL,SAL,NRP,THS,SE	11.1 	6.9 	12.5 	5.1 b	3.7 	5.6 	6.1 	6.4 	10.2 	13.3 
TOTAL,SAL,NRP,THS,UK	45.3 	51.3 	377.4 	342.2 b	330.4 	289.0 	303.1 b	236.6 b	218.3 	170.8 b
TOTAL,SAL,TOTAL,THS,AT	3733.1 	3683.4 	3609.1 	3566.2 	3562.9 	3550.5 	3514.4 	3461.9 	3439.0 	3453.2 
TOTAL,SAL,TOTAL,THS,BE	3974.9 b	3906.2 	3860.7 	3879.6 	3847.2 	3874.9 	3864.4 b	3844.1 	3766.5 	3813.5 
TOTAL,SAL,TOTAL,THS,BG	2775.4 	2662.9 	2667.2 	2609.1 	2578.7 	2594.1 	2606.1 b	2688.7 b	2847.6 	2943.8 b
TOTAL,SAL,TOTAL,THS,CH	3947.9 	3911.1 	3863.7 	3786.7 	3719.5 	3685.4 	3636.0 	3546.0 b	3617.1 	3557.3 
TOTAL,SAL,TOTAL,THS,CY	329.6 	311.2 	304.7 	297.9 	301.0 	321.3 	326.7 	321.9 	307.2 b	306.5 
TOTAL,SAL,TOTAL,THS,CZ	4327.6 	4256.8 	4167.7 	4079.3 	4055.2 	3989.5 	3993.2 b	4019.2 	4107.0 	4195.9 
TOTAL,SAL,TOTAL,THS,DE	37413.9 	36965.4 	35886.9 	35503.0 	35105.4 	34598.5 	34262.3 b	33597.0 b	34012.0 	34049.5 
TOTAL,SAL,TOTAL,THS,DK	2584.2 b	2582.3 b	2513.9 	2473.2 	2445.6 	2443.3 	2456.4 	2459.8 	2511.5 	2600.4 
TOTAL,SAL,TOTAL,THS,EA17	124176.7 	121848.7 	119377.6 	117833.6 	116467.5 	117042.7 	117747.5 	117452.6 	118941.3 	121133.8 
TOTAL,SAL,TOTAL,THS,EA18	124958.2 	122626.9 	120160.6 	118616.1 	117257.9 	117818.8 	118511.4 	118205.5 	119745.1 	122080.6 
TOTAL,SAL,TOTAL,THS,EA19	126150.4 	123820.4 	121331.8 	119775.5 	118398.5 	118953.5 	119632.2 	119317.4 	120904.7 	123341.1 
TOTAL,SAL,TOTAL,THS,EE	591.4 	583.6 	581.0 	567.9 	564.6 	560.5 	550.6 	519.9 	544.4 	604.4 
TOTAL,SAL,TOTAL,THS,EL	2474.1 	2421.2 	2348.5 	2264.3 	2213.7 	2341.0 	2586.4 	2826.9 	2949.0 b	2996.2 
