worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,SAL,F,I55,THS,SI	7.2 	5.3 	6.0 	7.0 	7.8 	7.2 	7.8 	7.2 	5.6 	7.8 b
TOTAL,SAL,F,I55,THS,SK	14.9 	16.2 	21.3 	20.5 	18.6 	17.7 	15.4 b	17.6 	17.4 b	16.0 b
TOTAL,SAL,F,I55,THS,TR	87.2 	78.7 	81.3 	70.4 b	76.2 	60.4 	52.5 	43.5 	43.0 	: 
TOTAL,SAL,F,I55,THS,UK	198.6 	184.4 	180.5 	182.3 	174.0 	171.9 	171.5 	159.3 	167.6 	154.0 b
TOTAL,SAL,F,N79,THS,AT	11.1 	10.9 	10.3 	9.8 	10.8 	9.5 	11.4 	10.4 	9.8 	12.1 b
TOTAL,SAL,F,N79,THS,BE	6.4 b	6.2 	6.0 	4.7 u	6.7 	6.1 	6.6 b	5.4 	6.2 	5.7 b
TOTAL,SAL,F,N79,THS,BG	4.9 u	: u	: u	4.4 u	3.5 u	: u	: bu	3.6 bu	: u	: bu
TOTAL,SAL,F,N79,THS,CH	8.9 	9.1 	8.8 	10.4 	9.8 	8.5 	8.5 	8.3 b	7.6 	6.7 bu
TOTAL,SAL,F,N79,THS,CY	1.5 	1.4 u	0.7 u	0.6 u	1.1 u	1.5 	1.0 u	1.5 u	1.6 b	1.4 bu
TOTAL,SAL,F,N79,THS,CZ	5.3 	7.8 	8.3 	8.2 	7.1 	6.5 	5.7 b	5.4 	6.5 	7.5 b
TOTAL,SAL,F,N79,THS,DE	86.0 	84.4 	78.6 	81.8 	83.2 	73.6 	69.1 b	70.2 b	76.9 	75.3 b
TOTAL,SAL,F,N79,THS,DK	4.1 b	5.4 b	4.8 	2.9 u	3.4 u	3.6 u	4.1 	3.9 u	4.1 	4.8 b
TOTAL,SAL,F,N79,THS,EA17	246.7 	231.2 	232.7 	232.1 	233.8 	234.4 	224.8 	219.4 	228.4 	239.7 b
TOTAL,SAL,F,N79,THS,EA18	248.0 	232.1 	234.3 	233.9 	235.7 	236.2 	225.5 	220.5 	229.7 	241.1 b
TOTAL,SAL,F,N79,THS,EA19	249.3 	233.8 	236.8 	235.6 	236.8 	237.4 	227.2 	223.2 	232.2 	242.9 b
TOTAL,SAL,F,N79,THS,EE	: u	: u	: u	: u	1.6 u	1.7 u	: u	: u	: u	2.4 bu
TOTAL,SAL,F,N79,THS,EL	6.7 	7.0 	6.6 	8.7 	6.0 	5.7 	6.3 	7.6 	8.4 b	8.3 b
TOTAL,SAL,F,N79,THS,ES	35.3 	30.7 	35.4 	28.0 	32.4 	36.2 	37.5 	32.3 	33.4 b	40.8 b
TOTAL,SAL,F,N79,THS,EU15	315.2 	298.3 	301.1 	288.4 	297.2 	304.4 	292.2 	286.6 	310.0 	313.9 b
TOTAL,SAL,F,N79,THS,EU27	362.4 	345.6 	346.5 	338.6 	339.3 	342.6 	332.4 	327.9 	351.2 	356.1 b
TOTAL,SAL,F,N79,THS,EU28	365.2 	349.5 	349.8 	342.2 	340.3 	343.3 	333.4 	329.8 	353.0 	358.1 b
TOTAL,SAL,F,N79,THS,FI	3.2 u	2.8 u	3.2 u	3.3 u	3.5 u	: u	2.4 u	2.9 u	3.4 u	3.8 bu
TOTAL,SAL,F,N79,THS,FR	39.2 	34.3 	33.1 	39.8 b	35.9 	43.4 	32.8 	32.5 	34.1 	34.4 b
TOTAL,SAL,F,N79,THS,HR	2.9 u	3.9 u	3.3 u	3.6 bu	1.0 u	: u	: u	1.8 u	1.8 u	2.0 bu
TOTAL,SAL,F,N79,THS,HU	5.9 	4.7 u	4.5 u	6.1 	4.1 u	3.9 u	4.9 	5.2 	3.9 u	4.4 bu
TOTAL,SAL,F,N79,THS,IE	4.7 b	3.8 	4.4 	4.4 	3.5 	4.0 	4.1 	4.3 	4.6 	4.1 b
TOTAL,SAL,F,N79,THS,IS	1.6 	1.2 	0.8 	0.8 	0.7 	0.7 	: u	: u	: u	: bu
TOTAL,SAL,F,N79,THS,IT	28.6 	26.8 	28.3 	25.7 	25.7 	28.6 	30.4 	28.1 	25.9 	25.5 b
TOTAL,SAL,F,N79,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
TOTAL,SAL,F,N79,THS,LU	: u	: u	: bu	: u	0.5 u	: u	: u	: u	: bu	: bu
TOTAL,SAL,F,N79,THS,LV	: u	: u	1.6 u	1.8 u	1.9 u	1.8 u	: u	: u	: u	1.4 bu
TOTAL,SAL,F,N79,THS,ME	: u	: u	1.7 u	1.9 u	: u	: c	: u	: 	: 	: 
TOTAL,SAL,F,N79,THS,MK	0.6 u	: u	0.9 u	1.4 	0.8 u	: u	: u	: 	: 	: 
TOTAL,SAL,F,N79,THS,MT	: u	0.5 u	0.7 u	0.7 u	0.6 u	: u	0.4 u	0.5 u	0.4 u	0.5 bu
TOTAL,SAL,F,N79,THS,NL	13.2 	12.5 	12.6 	12.2 	12.4 b	13.2 	13.6 b	13.1 b	13.7 	16.1 b
TOTAL,SAL,F,N79,THS,NO	4.5 	3.9 	3.6 	3.4 	3.8 	4.8 	3.6 	4.1 	6.9 	6.0 b
TOTAL,SAL,F,N79,THS,PL	11.5 u	14.1 u	10.6 u	12.5 u	11.3 u	11.3 u	11.9 u	10.3 bu	11.1 u	10.5 bu
TOTAL,SAL,F,N79,THS,PT	6.0 	5.7 	7.8 	7.2 	5.7 	4.6 	4.8 b	6.0 	4.8 	4.8 b
TOTAL,SAL,F,N79,THS,RO	10.8 u	9.2 u	8.6 u	9.3 u	: u	: u	7.0 u	6.8 bu	: u	: bu
TOTAL,SAL,F,N79,THS,SE	7.0 	6.2 	5.9 	7.1 	8.3 	8.7 	7.2 	7.2 	8.9 	9.2 b
TOTAL,SAL,F,N79,THS,SI	1.7 u	1.2 u	1.0 u	1.9 u	2.4 u	1.3 u	0.8 u	1.4 u	1.6 u	1.5 bu
TOTAL,SAL,F,N79,THS,SK	: u	: u	3.0 u	2.0 u	: u	2.3 u	2.4 bu	2.6 u	2.5 bu	2.8 bu
TOTAL,SAL,F,N79,THS,TR	12.8 	16.2 	12.7 	13.7 b	11.8 	13.0 	12.7 	8.9 	9.9 	: 
TOTAL,SAL,F,N79,THS,UK	63.6 	61.2 	63.9 	52.5 	59.2 	64.9 	61.4 	62.4 	75.5 	68.8 b
TOTAL,SAL,F,TOTAL,THS,AT	1808.5 	1786.4 	1751.2 	1733.6 	1721.5 	1712.6 	1688.3 	1659.2 	1642.6 	1627.4 
TOTAL,SAL,F,TOTAL,THS,BE	1913.4 b	1895.4 	1883.5 	1879.3 	1857.1 	1841.9 	1832.8 b	1811.7 	1766.7 	1771.4 
TOTAL,SAL,F,TOTAL,THS,BG	1335.0 	1283.3 	1298.7 	1273.2 	1262.2 	1269.6 	1266.6 b	1290.5 b	1371.9 	1413.9 b
TOTAL,SAL,F,TOTAL,THS,CH	1874.6 	1865.0 	1832.5 	1801.6 	1761.6 	1738.5 	1709.1 	1666.8 b	1709.6 	1683.3 
TOTAL,SAL,F,TOTAL,THS,CY	163.5 	156.4 	154.2 	155.5 	154.8 	163.5 	166.5 	162.2 	153.3 b	148.7 
TOTAL,SAL,F,TOTAL,THS,CZ	2008.5 	1962.6 	1922.9 	1880.2 	1853.3 	1827.7 	1825.2 b	1833.1 	1870.0 	1912.0 
TOTAL,SAL,F,TOTAL,THS,DE	17912.4 	17733.7 	17302.7 	17086.3 	16896.9 	16594.8 	16456.9 b	16088.5 b	16163.8 	15959.5 
TOTAL,SAL,F,TOTAL,THS,DK	1258.7 b	1257.1 b	1221.7 	1210.8 	1206.3 	1205.0 	1211.8 	1219.3 	1244.9 	1269.1 
TOTAL,SAL,F,TOTAL,THS,EA17	59677.5 	58621.7 	57572.0 	56872.1 	56165.3 	56214.8 	56255.3 	55868.7 	56162.9 	56308.2 
TOTAL,SAL,F,TOTAL,THS,EA18	60084.3 	59031.8 	57981.2 	57279.0 	56576.1 	56621.9 	56660.1 	56274.6 	56594.9 	56792.5 
TOTAL,SAL,F,TOTAL,THS,EA19	60713.9 	59663.6 	58593.7 	57882.1 	57169.3 	57221.2 	57253.0 	56873.7 	57217.9 	57436.3 
TOTAL,SAL,F,TOTAL,THS,EE	300.1 	294.4 	292.3 	287.5 	288.6 	289.8 	284.9 	274.9 	286.8 	305.8 
TOTAL,SAL,F,TOTAL,THS,EL	1112.6 	1089.1 	1072.9 	1029.8 	985.9 	1047.3 	1141.2 	1233.9 	1273.5 b	1263.9 
TOTAL,SAL,F,TOTAL,THS,ES	7512.9 	7276.9 	7065.2 	6874.8 	6795.4 	6999.0 	7258.2 	7279.6 	7315.4 b	7521.4 
TOTAL,SAL,F,TOTAL,THS,EU15	74564.0 	73334.5 	72143.2 	71208.6 	70251.9 	70106.0 	70093.0 	69611.7 	69983.4 	70223.6 
TOTAL,SAL,F,TOTAL,THS,EU27	91767.5 	90121.0 	88606.9 	87304.7 	85989.2 	85783.2 	85649.2 	85165.8 	86175.1 	86657.3 
TOTAL,SAL,F,TOTAL,THS,EU28	92437.3 	90773.9 	89247.3 	87933.2 	86583.6 	86364.6 	86226.9 	85772.5 	86818.9 	87289.6 
TOTAL,SAL,F,TOTAL,THS,FI	1083.2 	1070.7 	1075.7 	1081.9 	1090.2 	1099.1 	1090.6 	1081.7 	1093.7 	1111.9 b
TOTAL,SAL,F,TOTAL,THS,FR	11820.4 	11740.7 	11716.9 	11676.0 b	11396.8 	11355.2 	11278.6 	11283.2 	11298.5 	11335.4 
TOTAL,SAL,F,TOTAL,THS,HR	669.8 	652.8 	640.4 	628.5 b	594.4 	581.4 	577.7 	606.7 	643.8 	632.3 
TOTAL,SAL,F,TOTAL,THS,HU	1838.6 	1824.6 	1769.8 	1726.2 	1641.8 	1623.4 	1589.6 	1584.3 	1564.6 	1604.5 
TOTAL,SAL,F,TOTAL,THS,IE	929.5 b	899.0 	864.6 	838.5 	819.3 	810.3 	811.8 	822.2 	852.7 	894.7 
TOTAL,SAL,F,TOTAL,THS,IS	83.2 	82.6 	81.0 	78.2 	75.5 	72.2 	72.4 	72.3 	72.9 	74.4 
TOTAL,SAL,F,TOTAL,THS,IT	8028.0 	7802.3 	7661.3 	7610.7 	7583.1 	7654.6 	7565.5 	7456.1 	7464.2 	7479.8 
TOTAL,SAL,F,TOTAL,THS,LT	629.6 	631.8 	612.6 	603.1 	593.2 	599.3 	592.9 	599.1 	623.0 	643.8 
TOTAL,SAL,F,TOTAL,THS,LU	114.3 	107.0 	105.6 b	101.5 	96.4 	95.4 	90.2 	89.1 	86.7 b	81.3 
TOTAL,SAL,F,TOTAL,THS,LV	406.7 	410.1 	409.1 	406.9 	410.8 	407.1 	404.8 	405.9 	432.0 	484.3 
TOTAL,SAL,F,TOTAL,THS,ME	85.3 	85.1 	85.3 	83.7 	81.1 	78.0 	76.0 	: 	: 	: 
TOTAL,SAL,F,TOTAL,THS,MK	233.6 	227.5 	221.9 	211.7 	203.3 	196.9 	194.0 	184.9 	183.9 	176.4 
TOTAL,SAL,F,TOTAL,THS,MT	80.6 	76.9 	71.6 	69.3 	65.1 	60.0 	54.9 	52.4 	50.2 	49.6 
TOTAL,SAL,F,TOTAL,THS,NL	3460.1 	3375.6 	3323.6 	3297.9 	3358.2 	3395.0 	3374.8 b	3403.7 b	3533.9 	3522.3 
TOTAL,SAL,F,TOTAL,THS,NO	1197.7 	1193.8 	1188.5 	1188.6 	1176.2 	1172.8 	1155.0 	1133.8 	1132.2 	1137.6 
TOTAL,SAL,F,TOTAL,THS,PL	6172.9 	6040.8 	5944.5 	5827.8 	5649.6 	5609.0 	5544.1 	5520.4 b	5711.6 	5637.2 
TOTAL,SAL,F,TOTAL,THS,PT	2020.8 	1943.3 	1906.3 	1856.1 	1767.6 	1802.9 	1864.4 b	1853.7 	1850.6 	1850.5 
TOTAL,SAL,F,TOTAL,THS,RO	2850.8 	2731.9 	2663.6 	2573.1 	2529.5 	2534.4 	2531.0 	2514.6 b	2797.9 	2849.1 
TOTAL,SAL,F,TOTAL,THS,SE	2254.3 	2204.6 	2163.3 	2128.9 	2097.8 	2083.4 	2056.3 	1993.0 	2007.0 	2042.6 
TOTAL,SAL,F,TOTAL,THS,SI	391.5 	378.7 	360.6 	350.7 	355.4 	369.8 	372.3 	380.5 	392.3 	402.1 
TOTAL,SAL,F,TOTAL,THS,SK	1025.6 	995.0 	963.8 	942.6 	933.0 	923.6 	923.4 b	936.1 	938.0 	982.6 
TOTAL,SAL,F,TOTAL,THS,TR	5540.0 	5278.5 	4969.6 	4631.9 b	4323.6 	3967.0 	3598.7 	3259.1 	2998.1 	2972.5 
TOTAL,SAL,F,TOTAL,THS,UK	13334.7 	13152.6 	13028.7 	12802.5 	12579.5 	12409.5 	12371.6 	12336.9 	12389.1 	12492.6 b
TOTAL,SAL,M,H51,THS,AT	: u	: u	3.9 u	5.4 u	5.7 u	4.5 u	4.8 u	4.0 u	4.8 u	5.1 bu
TOTAL,SAL,M,H51,THS,BE	7.5 b	8.6 	6.9 	7.0 	6.3 	8.2 	8.0 b	8.5 	5.8 	7.3 b
TOTAL,SAL,M,H51,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
TOTAL,SAL,M,H51,THS,CH	6.5 	6.6 	5.6 	4.7 u	4.8 u	5.4 	5.6 	4.5 bu	3.1 u	3.2 bu
TOTAL,SAL,M,H51,THS,CY	: u	: u	: u	0.6 u	1.0 u	0.6 u	1.1 u	0.9 u	0.7 bu	0.9 bu
TOTAL,SAL,M,H51,THS,CZ	5.7 	3.9 	2.1 u	5.1 	6.1 	4.5 	8.4 b	8.4 	7.0 	5.9 b
TOTAL,SAL,M,H51,THS,DE	39.4 	42.2 	40.4 	40.8 	43.1 	50.0 	43.1 b	49.1 b	46.3 	43.9 b
TOTAL,SAL,M,H51,THS,DK	3.3 bu	3.3 bu	4.4 	4.3 	4.5 	5.2 	4.9 	3.5 u	3.1 u	4.7 b
TOTAL,SAL,M,H51,THS,EA17	169.4 	177.9 	179.1 	182.6 	190.2 	199.8 	197.6 	197.4 	199.4 	204.9 b
TOTAL,SAL,M,H51,THS,EA18	171.0 	179.2 	179.8 	183.6 	191.1 	201.4 	198.9 	198.8 	200.9 	205.7 b
TOTAL,SAL,M,H51,THS,EA19	171.1 	179.3 	180.0 	184.2 	191.2 	201.6 	199.2 	199.1 	201.0 	205.9 b
TOTAL,SAL,M,H51,THS,EE	: u	: u	: u	: 	: c	: u	: c	: c	: u	: bu
TOTAL,SAL,M,H51,THS,EL	3.7 	4.4 	5.4 	5.6 	4.8 	5.3 	5.5 	4.8 	4.0 b	3.5 b
TOTAL,SAL,M,H51,THS,ES	25.7 	22.5 	23.3 	25.8 	28.4 	21.5 	29.1 	29.9 	27.3 b	31.4 b
TOTAL,SAL,M,H51,THS,EU15	213.1 	220.5 	222.9 	227.1 	228.8 	241.3 	241.1 	236.1 	244.0 	236.1 b
TOTAL,SAL,M,H51,THS,EU27	239.8 	245.4 	244.8 	253.0 	255.4 	266.6 	274.5 	265.3 	271.4 	260.0 b
TOTAL,SAL,M,H51,THS,EU28	240.0 	245.6 	244.8 	253.5 	255.7 	266.7 	274.9 	266.1 	271.9 	260.4 b
TOTAL,SAL,M,H51,THS,FI	3.7 u	2.7 u	2.2 u	2.8 u	3.2 u	2.0 u	2.6 u	3.8 u	4.0 u	4.9 b
TOTAL,SAL,M,H51,THS,FR	40.9 	49.4 	50.6 	44.2 b	49.2 	53.2 	44.8 	39.2 	45.3 	47.4 b
TOTAL,SAL,M,H51,THS,HR	: c	: c	: 	: bu	: c	: c	: c	: c	: c	: bc
TOTAL,SAL,M,H51,THS,HU	3.5 u	3.5 u	: u	3.6 u	2.9 u	: u	5.2 	4.2 u	3.0 u	2.7 bu
TOTAL,SAL,M,H51,THS,IE	4.4 b	4.4 	6.0 	6.7 	5.3 	4.3 	4.2 	5.0 	4.9 	3.8 b
TOTAL,SAL,M,H51,THS,IS	1.6 	1.6 	1.1 	1.4 	1.3 	0.8 	0.8 	1.1 	1.3 	1.3 b
TOTAL,SAL,M,H51,THS,IT	16.4 	13.9 	14.8 	18.9 	18.1 	21.1 	22.9 	22.3 	20.1 	22.7 b
TOTAL,SAL,M,H51,THS,LT	: c	: c	: c	: u	: c	: u	: u	: u	: c	: bu
TOTAL,SAL,M,H51,THS,LU	1.7 	1.8 	1.8 b	1.9 	1.4 	1.6 	1.7 	2.1 	1.9 b	2.3 b
TOTAL,SAL,M,H51,THS,LV	1.6 u	1.3 u	: u	: u	: u	1.6 u	: u	: u	: u	: bu
TOTAL,SAL,M,H51,THS,ME	: u	: u	: u	: u	: c	: c	: u	: 	: 	: 
TOTAL,SAL,M,H51,THS,MK	: c	: 	: 	: 	: c	: c	0.5 u	: 	: 	: 
TOTAL,SAL,M,H51,THS,MT	1.0 	1.0 	1.1 	1.0 	0.8 u	0.9 	1.2 	1.2 	1.0 	1.1 b
TOTAL,SAL,M,H51,THS,NL	15.7 	15.2 	14.8 	14.7 	16.3 b	20.1 	21.5 b	20.3 b	22.5 	20.6 b
TOTAL,SAL,M,H51,THS,NO	3.7 	4.1 	4.4 	5.4 	5.4 	5.2 	3.5 	3.4 	3.9 	4.2 b
TOTAL,SAL,M,H51,THS,PL	7.9 u	5.9 u	6.7 u	7.2 u	5.2 u	5.9 u	5.5 u	: bu	: u	: bu
TOTAL,SAL,M,H51,THS,PT	5.2 	6.1 	5.7 	5.7 	: u	5.0 	5.0 b	: u	7.5 	6.3 b
TOTAL,SAL,M,H51,THS,RO	: u	: u	: u	: u	: u	: u	6.8 u	: bu	: u	: bu
TOTAL,SAL,M,H51,THS,SE	4.4 	5.0 	3.9 	3.2 	3.5 	4.0 	3.6 	3.5 	4.1 	4.3 b
TOTAL,SAL,M,H51,THS,SI	: u	: u	: u	: u	1.2 u	0.8 u	1.2 u	1.3 u	1.4 u	1.2 bu
TOTAL,SAL,M,H51,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
TOTAL,SAL,M,H51,THS,TR	23.9 	20.2 	17.8 	13.4 b	30.3 	16.9 	16.2 	14.3 	15.2 	: 
TOTAL,SAL,M,H51,THS,UK	38.3 	37.9 	38.9 	40.0 	34.5 	35.4 	39.5 	36.2 	42.5 	27.8 b
TOTAL,SAL,M,I,THS,AT	82.9 	78.2 	71.0 	69.4 	71.8 	75.4 	70.3 	70.7 	69.7 	61.6 b
TOTAL,SAL,M,I,THS,BE	51.6 b	51.9 	49.8 	51.8 	47.6 	50.7 	49.9 b	44.1 	46.4 	46.1 b
TOTAL,SAL,M,I,THS,BG	58.2 	52.4 	52.9 	50.6 	44.0 	47.1 	50.4 b	51.5 b	48.4 	48.3 b
TOTAL,SAL,M,I,THS,CH	69.0 	59.9 	67.5 	63.8 	62.1 	57.6 	62.6 	64.5 b	49.3 	53.2 b
TOTAL,SAL,M,I,THS,CY	15.7 	13.9 	12.8 	11.2 	11.5 	11.8 	10.1 	10.6 	10.5 b	9.5 b
TOTAL,SAL,M,I,THS,CZ	57.5 	58.0 	61.8 	58.8 	53.7 	52.9 	58.6 b	58.5 	59.8 	59.1 b
TOTAL,SAL,M,I,THS,DE	558.3 	559.9 	517.1 	510.2 	491.6 	477.9 	457.5 b	445.6 b	463.7 	449.7 b
TOTAL,SAL,M,I,THS,DK	50.3 b	49.9 b	46.1 	42.8 	39.8 	38.3 	34.5 	32.3 	32.2 	34.1 b
TOTAL,SAL,M,I,THS,EA17	2716.9 	2628.7 	2500.7 	2337.1 	2264.9 	2286.7 	2208.5 	2180.8 	2177.8 	2144.9 b
TOTAL,SAL,M,I,THS,EA18	2724.0 	2635.6 	2509.2 	2344.2 	2269.2 	2293.7 	2214.2 	2185.8 	2181.7 	2149.0 b
TOTAL,SAL,M,I,THS,EA19	2732.1 	2642.1 	2516.3 	2350.2 	2276.0 	2300.0 	2220.0 	2191.3 	2185.8 	2153.2 b
TOTAL,SAL,M,I,THS,EE	6.4 	5.5 	4.6 	5.9 	5.3 	3.5 	3.8 	4.7 	4.0 	4.2 b
TOTAL,SAL,M,I,THS,EL	121.3 	115.2 	112.5 	99.3 	81.6 	85.1 	86.7 	86.7 	93.9 b	93.2 b
TOTAL,SAL,M,I,THS,ES	584.5 	583.0 	538.6 	486.4 	457.0 	466.6 	457.1 	444.9 	449.6 b	444.0 b
TOTAL,SAL,M,I,THS,EU15	3472.8 	3388.5 	3229.4 	3041.8 	2926.4 	2900.2 	2812.4 	2782.7 	2742.3 	2662.7 b
TOTAL,SAL,M,I,THS,EU27	3922.5 	3842.2 	3660.5 	3440.9 	3313.0 	3285.7 	3197.6 	3167.3 	3116.3 	3027.6 b
TOTAL,SAL,M,I,THS,EU28	3964.1 	3874.2 	3691.9 	3473.3 	3345.9 	3321.2 	3232.6 	3201.0 	3145.0 	3061.6 b
TOTAL,SAL,M,I,THS,FI	20.9 	20.5 	19.8 	21.2 	20.9 	19.6 	19.5 	18.8 	17.0 	18.0 b
TOTAL,SAL,M,I,THS,FR	421.6 	407.2 	397.2 	359.2 b	384.4 	394.8 	388.7 	383.2 	360.6 	346.7 b
TOTAL,SAL,M,I,THS,HR	41.6 	32.0 	31.4 	32.4 b	32.9 	35.5 	35.0 	33.7 	28.8 	34.0 b
TOTAL,SAL,M,I,THS,HU	71.9 	80.4 	71.5 	59.7 	56.6 	54.6 	50.5 	51.6 	53.1 	56.7 b
TOTAL,SAL,M,I,THS,IE	69.4 b	66.4 	63.5 	64.3 	61.8 	54.0 	49.7 	51.9 	54.8 	54.0 b
TOTAL,SAL,M,I,THS,IS	5.1 	4.9 	3.9 	4.0 	3.2 	2.7 	2.8 	3.3 	3.2 	2.5 b
TOTAL,SAL,M,I,THS,IT	485.8 	451.7 	437.4 	386.6 	366.4 	378.9 	356.5 	355.4 	346.1 	352.2 b
TOTAL,SAL,M,I,THS,LT	8.1 	6.4 u	7.0 u	6.0 u	6.8 u	6.2 u	5.7 u	5.5 u	: u	: bu
TOTAL,SAL,M,I,THS,LU	2.9 	4.3 	4.8 b	3.9 	3.2 	3.9 	3.6 	2.3 	2.9 b	2.2 b
TOTAL,SAL,M,I,THS,LV	7.0 	6.9 	8.5 	7.2 	4.3 	7.0 	5.7 	4.9 	3.9 	4.1 b
TOTAL,SAL,M,I,THS,ME	9.9 	9.1 	7.4 	7.5 	8.3 	6.9 	6.2 	: 	: 	: 
TOTAL,SAL,M,I,THS,MK	16.2 	14.2 	14.0 	13.0 	13.0 	12.5 	13.1 	: 	: 	: 
TOTAL,SAL,M,I,THS,MT	8.0 	8.8 	8.2 	8.4 	9.8 	8.5 	7.9 	7.6 	7.6 	6.7 b
TOTAL,SAL,M,I,THS,NL	142.9 	131.9 	138.5 	132.5 	125.7 b	138.2 	130.7 b	133.2 b	132.3 	132.0 b
TOTAL,SAL,M,I,THS,NO	33.5 	28.4 	30.2 	27.5 	25.3 	25.0 	24.5 	25.5 	23.5 	20.9 b
TOTAL,SAL,M,I,THS,PL	94.6 	96.3 	85.0 	82.3 	87.6 	89.5 	85.4 	80.9 b	80.2 	76.5 b
TOTAL,SAL,M,I,THS,PT	96.9 	83.5 	74.4 	77.8 	81.4 	75.5 	74.0 b	74.4 	71.9 	76.6 b
TOTAL,SAL,M,I,THS,RO	74.4 	78.2 	68.2 	59.9 	61.9 	62.0 	64.5 	62.1 b	55.5 	47.5 b
TOTAL,SAL,M,I,THS,SE	69.6 	68.4 	65.5 	60.0 	55.2 	50.4 	50.0 	53.9 	50.6 	47.7 b
TOTAL,SAL,M,I,THS,SI	12.3 	12.0 	15.8 	11.8 	10.1 	11.3 	13.1 	16.1 	13.7 	15.0 b
TOTAL,SAL,M,I,THS,SK	35.6 	34.8 	34.8 	37.3 	35.0 	31.0 	29.4 b	30.6 	33.1 b	33.2 b
TOTAL,SAL,M,I,THS,TR	873.4 	854.8 	863.5 	797.1 b	770.1 	716.6 	689.7 	664.1 	636.0 	: 
TOTAL,SAL,M,I,THS,UK	713.8 	716.4 	693.1 	676.4 	638.2 	590.9 	583.7 	585.3 	550.6 	504.6 b
TOTAL,SAL,M,I55,THS,AT	22.6 	21.8 	19.5 	20.4 	22.8 	20.9 	20.2 	21.3 	22.5 	24.0 b
TOTAL,SAL,M,I55,THS,BE	7.8 b	10.1 	8.1 	10.5 	8.8 	10.6 	8.6 b	7.4 	8.9 	8.8 b
TOTAL,SAL,M,I55,THS,BG	15.0 	14.8 	14.1 	13.0 	11.5 	13.5 	12.3 b	12.7 b	12.3 	12.9 b
TOTAL,SAL,M,I55,THS,CH	20.5 	21.0 	22.2 	19.1 	20.7 	17.9 	18.8 	19.2 b	16.7 	18.1 b
TOTAL,SAL,M,I55,THS,CY	5.7 	5.8 	5.1 	4.5 	4.9 	5.1 	4.6 	4.3 	4.6 b	5.2 b
TOTAL,SAL,M,I55,THS,CZ	13.8 	15.1 	15.7 	14.5 	12.9 	14.3 	13.8 b	13.0 	15.5 	16.8 b
TOTAL,SAL,M,I55,THS,DE	142.6 	148.5 	133.9 	139.9 	138.8 	122.7 	117.4 b	109.5 b	123.5 	96.3 b
TOTAL,SAL,M,I55,THS,DK	8.7 b	8.9 b	7.7 	6.8 	7.7 	7.2 	7.9 	6.8 	8.1 	7.2 b
TOTAL,SAL,M,I55,THS,EA17	655.0 	664.5 	618.9 	578.5 	562.8 	572.6 	574.5 	556.0 	571.8 	575.2 b
TOTAL,SAL,M,I55,THS,EA18	656.7 	666.1 	619.4 	579.3 	563.6 	573.6 	575.6 	557.5 	572.4 	575.8 b
TOTAL,SAL,M,I55,THS,EA19	658.7 	667.0 	620.9 	581.3 	566.1 	575.4 	576.9 	558.4 	573.0 	577.0 b
TOTAL,SAL,M,I55,THS,EE	2.4 u	: u	: u	2.4 u	2.3 u	1.4 u	1.3 u	2.6 u	2.0 u	: bu
TOTAL,SAL,M,I55,THS,EL	28.6 	26.7 	28.3 	26.4 	20.4 	24.6 	20.2 	18.2 	22.3 b	25.0 b
TOTAL,SAL,M,I55,THS,ES	157.5 	159.8 	144.1 	123.5 	117.0 	132.7 	141.4 	130.1 	122.7 b	128.5 b
TOTAL,SAL,M,I55,THS,EU15	783.3 	809.4 	760.6 	711.0 	690.2 	695.2 	693.6 	676.4 	684.4 	687.2 b
TOTAL,SAL,M,I55,THS,EU27	893.3 	929.8 	877.7 	819.5 	796.2 	804.8 	800.6 	780.6 	790.5 	797.0 b
TOTAL,SAL,M,I55,THS,EU28	907.3 	940.3 	890.9 	833.1 	807.9 	819.9 	814.7 	792.9 	800.2 	809.7 b
TOTAL,SAL,M,I55,THS,FI	4.0 u	3.2 u	3.6 u	4.0 u	3.5 u	4.4 	4.6 	4.6 	3.8 u	4.7 b
TOTAL,SAL,M,I55,THS,FR	85.8 	101.1 	89.7 	71.6 b	69.8 	76.5 	82.7 	81.7 	82.9 	101.2 b
TOTAL,SAL,M,I55,THS,HR	14.0 	10.4 	13.2 	13.6 b	11.8 	15.1 	14.1 	12.4 	9.7 u	12.6 b
TOTAL,SAL,M,I55,THS,HU	12.7 	17.1 	16.0 	12.2 	13.0 	14.8 	13.6 	13.4 	11.8 	14.6 b
TOTAL,SAL,M,I55,THS,IE	22.2 b	20.5 	22.5 	24.6 	23.7 	21.2 	17.2 	19.9 	21.3 	20.6 b
TOTAL,SAL,M,I55,THS,IS	1.4 	1.3 	0.9 	1.0 	0.9 	0.8 	0.8 	1.1 	0.9 	0.5 b
TOTAL,SAL,M,I55,THS,IT	104.3 	97.9 	93.2 	84.9 	84.9 	83.5 	83.3 	82.5 	85.3 	88.8 b
TOTAL,SAL,M,I55,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
