worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
FT,EMP,F,TOTAL,THS,NL	957.0 	908.5 	879.1 	872.2 	870.8 	879.4 	887.4 b	905.0 b	954.6 	966.9 
FT,EMP,F,TOTAL,THS,NO	778.8 	762.9 	757.0 	748.2 	714.8 	704.8 	686.9 	675.5 	672.5 	670.8 
FT,EMP,F,TOTAL,THS,PL	6564.7 	6509.1 	6456.4 	6299.5 	6159.1 	6158.4 	6141.0 	6104.8 b	6318.6 	6252.1 
FT,EMP,F,TOTAL,THS,PT	2003.8 	1932.8 	1895.4 	1857.5 	1789.1 	1818.4 	1882.2 b	1963.7 	1966.8 	1975.2 
FT,EMP,F,TOTAL,THS,RO	3464.5 	3308.1 	3296.2 	3351.3 	3336.9 	3365.8 	3346.5 	3386.5 b	3702.6 	3756.4 
FT,EMP,F,TOTAL,THS,SE	1537.9 	1481.9 	1440.8 	1399.2 	1369.1 	1337.3 	1308.4 	1255.1 	1257.7 	1271.6 
FT,EMP,F,TOTAL,THS,SI	376.2 	365.8 	356.6 	355.3 	355.9 	368.6 	372.6 	377.6 	390.8 	401.3 
FT,EMP,F,TOTAL,THS,SK	1048.3 	1022.6 	985.6 	974.1 	967.6 	966.8 	962.5 b	976.9 	991.0 	1025.0 
FT,EMP,F,TOTAL,THS,TR	7065.8 	6729.2 	6383.9 	5953.5 b	5743.3 	5525.9 	5244.6 	4896.9 	4477.7 	4466.0 
FT,EMP,F,TOTAL,THS,UK	8767.1 	8552.9 	8408.3 	8232.2 	8007.0 	7792.2 	7752.3 	7697.5 	7794.3 	7928.9 b
FT,EMP,M,H51,THS,AT	: u	: u	3.1 u	4.9 u	5.3 u	4.3 u	4.3 u	3.8 u	4.4 u	4.7 bu
FT,EMP,M,H51,THS,BE	7.8 b	7.9 	6.5 	6.1 	5.5 	7.2 	6.9 b	7.1 	5.0 u	6.1 b
FT,EMP,M,H51,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
FT,EMP,M,H51,THS,CH	5.7 	5.4 	4.6 u	4.3 u	4.0 u	4.8 u	5.3 	4.0 bu	2.5 u	2.7 bu
FT,EMP,M,H51,THS,CY	: c	: u	: u	0.6 u	1.0 u	0.6 u	1.1 u	0.9 u	0.7 bu	0.9 bu
FT,EMP,M,H51,THS,CZ	5.6 	3.9 	2.1 u	5.1 	6.1 	4.5 	8.6 b	8.6 	6.9 	5.9 b
FT,EMP,M,H51,THS,DE	36.7 	38.5 	37.5 	36.9 	38.5 	43.5 	38.4 b	43.5 b	41.2 	42.8 b
FT,EMP,M,H51,THS,DK	3.1 bu	3.0 bu	3.9 u	3.8 u	4.2 	4.9 	4.6 	3.4 u	2.9 u	4.4 b
FT,EMP,M,H51,THS,EA17	156.1 	160.1 	165.1 	163.3 	173.9 	183.7 	183.1 	180.3 	182.9 	193.5 b
FT,EMP,M,H51,THS,EA18	157.6 	161.3 	165.8 	164.3 	174.8 	185.3 	184.5 	181.8 	184.3 	194.3 b
FT,EMP,M,H51,THS,EA19	157.8 	161.4 	166.0 	164.9 	174.9 	185.5 	184.8 	182.0 	184.5 	194.5 b
FT,EMP,M,H51,THS,EE	: u	: u	: u	: 	: c	: u	: c	: c	: u	: bu
FT,EMP,M,H51,THS,EL	3.7 	4.2 	5.3 	5.3 	4.8 	5.3 	5.4 	4.8 	3.9 b	3.7 b
FT,EMP,M,H51,THS,ES	22.5 	19.8 	21.0 	22.4 	25.4 	20.4 	26.3 	26.9 	22.9 	28.8 b
FT,EMP,M,H51,THS,EU15	197.9 	199.2 	205.0 	206.6 	211.3 	224.0 	226.2 	217.3 	225.4 	222.1 b
FT,EMP,M,H51,THS,EU27	224.9 	223.8 	226.5 	232.4 	237.9 	249.5 	259.8 	246.6 	252.2 	245.8 b
FT,EMP,M,H51,THS,EU28	225.1 	224.0 	226.5 	232.9 	238.2 	249.6 	260.2 	247.3 	252.6 	246.2 b
FT,EMP,M,H51,THS,FI	3.4 u	2.3 u	: u	2.9 u	3.4 u	: u	2.3 u	3.6 u	4.0 u	4.8 b
FT,EMP,M,H51,THS,FR	38.5 	44.7 	46.3 	39.1 b	46.9 	51.8 	44.2 	36.5 	43.5 	45.3 b
FT,EMP,M,H51,THS,HR	: c	: c	: 	: u	: c	: c	: c	: c	: c	: bc
FT,EMP,M,H51,THS,HU	3.2 u	3.3 u	: u	3.6 u	2.8 u	: u	5.1 	4.2 u	3.0 u	: bu
FT,EMP,M,H51,THS,IE	4.2 b	4.2 	6.0 	6.5 	5.1 	4.3 	4.2 	5.0 	5.0 	4.0 b
FT,EMP,M,H51,THS,IS	1.6 	1.5 	1.1 	1.4 	1.3 	0.8 	0.9 	1.0 	1.3 	1.2 b
FT,EMP,M,H51,THS,IT	15.0 	12.5 	14.2 	17.1 	16.3 	19.3 	21.8 	22.0 	20.4 	22.6 b
FT,EMP,M,H51,THS,LT	: u	: c	: c	: u	: c	: u	: u	: u	: c	: bu
FT,EMP,M,H51,THS,LU	1.6 	1.8 	1.7 b	1.9 	1.3 	1.6 	1.7 	2.1 	1.9 b	2.3 b
FT,EMP,M,H51,THS,LV	1.6 u	1.3 u	: u	: u	: u	1.6 u	: u	: u	: u	: bu
FT,EMP,M,H51,THS,ME	: u	: u	: u	: u	: u	: c	: u	: 	: 	: 
FT,EMP,M,H51,THS,MK	: c	: 	: 	: 	: c	: c	0.5 u	: 	: 	: 
FT,EMP,M,H51,THS,MT	0.7 u	0.9 	1.0 	0.8 u	0.6 u	0.8 u	1.2 	1.1 	1.0 	1.1 b
FT,EMP,M,H51,THS,NL	13.2 	12.6 	12.6 	11.8 	13.5 b	16.0 	18.4 b	16.6 b	18.3 	17.3 b
FT,EMP,M,H51,THS,NO	3.5 	3.7 	3.5 	4.8 	5.2 	4.9 	3.0 	3.1 	3.7 	4.0 b
FT,EMP,M,H51,THS,PL	8.4 u	5.7 u	6.3 u	7.2 u	5.4 u	5.9 u	5.7 u	: bu	: u	: bu
FT,EMP,M,H51,THS,PT	: u	5.6 	5.7 	5.6 	: u	4.8 	4.8 b	: u	7.3 	5.6 b
FT,EMP,M,H51,THS,RO	: u	: u	: u	: u	: u	: u	6.8 u	: bu	: u	: bu
FT,EMP,M,H51,THS,SE	3.2 	3.8 	2.6 	2.6 	3.0 	3.8 	3.5 	3.2 	3.6 	3.4 bu
FT,EMP,M,H51,THS,SI	: u	: u	: u	: u	1.2 u	0.8 u	1.2 u	1.2 u	1.4 u	1.2 bu
FT,EMP,M,H51,THS,SK	: u	2.1 u	: u	: u	: u	: u	: bu	: u	: bu	: bu
FT,EMP,M,H51,THS,TR	22.6 	20.2 	17.9 	12.9 b	30.5 	17.4 	16.6 	14.7 	14.8 	: 
FT,EMP,M,H51,THS,UK	38.1 	36.1 	36.8 	39.7 	34.1 	34.9 	39.3 	34.7 	41.1 	26.3 b
FT,EMP,M,I,THS,AT	77.5 	76.0 	68.9 	71.0 	74.6 	83.0 	76.8 	77.5 	75.4 	73.0 b
FT,EMP,M,I,THS,BE	55.2 b	61.1 	62.7 	65.0 	54.6 	64.3 	59.9 b	58.3 	58.8 	58.2 b
FT,EMP,M,I,THS,BG	67.5 	61.3 	62.1 	61.3 	53.1 	55.6 	59.8 b	62.6 b	58.7 	59.2 b
FT,EMP,M,I,THS,CH	72.2 	62.2 	69.7 	66.5 	66.4 	61.8 	66.5 	64.9 b	50.7 	52.5 b
FT,EMP,M,I,THS,CY	14.9 	13.9 	12.8 	11.5 	12.2 	12.7 	11.5 	12.3 	12.3 b	11.9 b
FT,EMP,M,I,THS,CZ	73.5 	76.1 	81.5 	77.3 	69.5 	69.6 	77.8 b	79.4 	78.5 	78.7 b
FT,EMP,M,I,THS,DE	470.8 	472.3 	460.4 	460.5 	449.4 	454.6 	442.9 b	437.4 b	458.4 	453.8 b
FT,EMP,M,I,THS,DK	30.4 b	29.9 b	30.8 	28.5 	26.2 	25.7 	23.5 	21.5 	23.2 	22.7 b
FT,EMP,M,I,THS,EA17	2727.5 	2683.8 	2615.6 	2503.2 	2424.1 	2495.1 	2499.8 	2514.6 	2542.1 	2565.2 b
FT,EMP,M,I,THS,EA18	2735.0 	2690.8 	2624.8 	2511.4 	2429.4 	2502.4 	2505.2 	2519.7 	2546.2 	2570.1 b
FT,EMP,M,I,THS,EA19	2743.1 	2697.2 	2631.4 	2517.0 	2436.2 	2507.8 	2510.5 	2525.4 	2550.6 	2574.7 b
FT,EMP,M,I,THS,EE	6.3 	4.7 	4.3 	5.9 	6.0 	3.4 	3.4 	4.1 	4.0 	4.5 b
FT,EMP,M,I,THS,EL	162.3 	157.4 	153.3 	136.6 	126.5 	134.3 	145.9 	150.3 	157.7 b	163.9 b
FT,EMP,M,I,THS,ES	618.7 	612.9 	591.5 	555.7 	505.8 	530.8 	551.1 	552.7 	562.8 	580.4 b
FT,EMP,M,I,THS,EU15	3264.6 	3215.5 	3127.8 	2992.8 	2880.7 	2924.0 	2931.4 	2933.7 	2931.4 	2933.8 b
FT,EMP,M,I,THS,EU27	3770.5 	3733.5 	3620.2 	3455.8 	3324.0 	3359.9 	3379.6 	3389.7 	3376.2 	3371.4 b
FT,EMP,M,I,THS,EU28	3819.7 	3773.8 	3661.6 	3497.5 	3368.4 	3404.2 	3422.5 	3432.8 	3417.1 	3416.7 b
FT,EMP,M,I,THS,FI	17.8 	18.6 	17.2 	18.9 	20.4 	19.0 	18.5 	18.3 	17.8 	16.6 b
FT,EMP,M,I,THS,FR	417.4 	425.7 	429.8 	398.1 b	421.4 	420.5 	409.8 	423.7 	414.6 	395.8 b
FT,EMP,M,I,THS,HR	49.1 	40.3 	41.4 	41.6 	44.4 	44.3 	42.9 	43.1 	40.9 	45.3 b
FT,EMP,M,I,THS,HU	80.1 	87.9 	76.4 	66.1 	62.7 	61.9 	57.7 	59.7 	63.7 	68.2 b
FT,EMP,M,I,THS,IE	53.9 b	51.6 	49.3 	49.4 	46.1 	41.8 	40.2 	44.2 	46.6 	45.9 b
FT,EMP,M,I,THS,IS	4.1 	3.5 	3.0 	3.2 	2.5 	2.0 	2.1 	2.4 	2.4 	2.1 b
FT,EMP,M,I,THS,IT	561.8 	540.5 	526.2 	483.6 	467.4 	501.0 	503.7 	493.4 	484.9 	501.0 b
FT,EMP,M,I,THS,LT	8.1 	6.3 u	6.6 u	5.6 u	6.7 u	5.4 u	5.3 u	5.7 u	: u	: bu
FT,EMP,M,I,THS,LU	3.2 	4.4 	5.0 b	4.2 	3.3 	4.3 	3.8 	2.7 	3.0 b	2.7 b
FT,EMP,M,I,THS,LV	7.6 	7.0 	9.2 	8.2 	5.3 	7.3 	5.4 	5.1 	4.1 	4.9 b
FT,EMP,M,I,THS,ME	11.9 	10.7 	9.2 	9.4 	10.1 	8.9 	7.5 	: 	: 	: 
FT,EMP,M,I,THS,MK	19.2 	16.4 	16.6 	14.6 	16.1 	14.3 	15.6 	: 	: 	: 
FT,EMP,M,I,THS,MT	8.2 	8.8 	7.6 	7.4 	8.4 	7.7 	7.0 	7.2 	7.4 	6.9 b
FT,EMP,M,I,THS,NL	80.1 	73.5 	70.7 	72.7 	68.5 b	72.5 	74.2 b	71.2 b	69.9 	73.6 b
FT,EMP,M,I,THS,NO	22.1 	18.8 	18.6 	18.8 	16.0 	17.4 	17.1 	17.7 	15.2 	15.1 b
FT,EMP,M,I,THS,PL	107.6 	113.5 	99.3 	95.4 	98.6 	98.5 	101.6 	96.9 b	93.2 	88.3 b
FT,EMP,M,I,THS,PT	124.4 	106.2 	97.3 	104.6 	105.7 	97.4 	99.3 b	104.1 	109.5 	119.6 b
FT,EMP,M,I,THS,RO	77.3 	82.1 	74.0 	66.1 	67.0 	66.0 	67.0 	65.8 b	59.3 	53.1 b
FT,EMP,M,I,THS,SE	56.7 	55.7 	54.0 	51.1 	45.7 	41.9 	43.6 	46.9 	43.3 	44.2 b
FT,EMP,M,I,THS,SI	13.1 	12.5 	16.6 	12.9 	11.8 	11.8 	14.1 	17.2 	15.0 	14.7 b
FT,EMP,M,I,THS,SK	41.8 	43.8 	42.1 	45.3 	42.0 	36.0 	37.6 b	39.8 	44.1 b	42.7 b
FT,EMP,M,I,THS,TR	1095.8 	1079.6 	1081.3 	1029.3 b	983.2 	935.7 	904.8 	889.3 	869.2 	: 
FT,EMP,M,I,THS,UK	534.3 	529.7 	510.8 	493.0 	465.0 	433.0 	438.0 	431.3 	405.6 	382.2 b
FT,EMP,M,I55,THS,AT	22.5 	22.3 	21.6 	22.2 	24.4 	23.9 	23.3 	25.4 	26.4 	27.6 b
FT,EMP,M,I55,THS,BE	7.0 b	10.1 	9.2 	9.8 	9.2 	10.8 	8.0 b	7.2 	9.6 	8.9 b
FT,EMP,M,I55,THS,BG	16.7 	16.3 	15.3 	14.4 	12.4 	14.1 	12.6 b	13.9 b	14.0 	13.7 b
FT,EMP,M,I55,THS,CH	21.5 	20.9 	23.1 	19.8 	20.4 	18.5 	20.4 	18.8 b	15.9 	19.0 b
FT,EMP,M,I55,THS,CY	5.6 	5.6 	4.9 	4.4 	4.7 	4.9 	4.8 	4.3 	4.6 b	5.5 b
FT,EMP,M,I55,THS,CZ	16.6 	18.3 	19.2 	15.6 	13.9 	17.5 	17.0 b	16.5 	18.5 	20.0 b
FT,EMP,M,I55,THS,DE	135.0 	142.5 	131.8 	142.6 	140.0 	123.7 	122.2 b	114.4 b	124.3 	100.1 b
FT,EMP,M,I55,THS,DK	5.2 b	5.6 b	5.6 	4.6 	5.5 	5.3 	5.3 	4.7 	6.0 	5.8 b
FT,EMP,M,I55,THS,EA17	656.7 	680.5 	628.3 	594.7 	577.7 	577.5 	587.0 	582.9 	603.5 	609.3 b
FT,EMP,M,I55,THS,EA18	658.7 	682.0 	629.1 	595.9 	578.8 	578.6 	588.1 	584.4 	604.0 	609.8 b
FT,EMP,M,I55,THS,EA19	660.8 	682.8 	630.5 	597.7 	581.1 	580.5 	589.4 	585.3 	604.8 	611.3 b
FT,EMP,M,I55,THS,EE	2.3 u	: u	: u	2.9 	2.9 	1.4 u	: u	2.0 u	1.9 u	1.4 bu
FT,EMP,M,I55,THS,EL	38.5 	36.0 	35.1 	34.4 	27.0 	30.8 	27.7 	25.2 	28.8 b	34.2 b
FT,EMP,M,I55,THS,ES	155.1 	162.2 	141.8 	122.2 	118.1 	132.8 	140.5 	132.8 	127.3 	137.4 b
FT,EMP,M,I55,THS,EU15	761.8 	799.3 	745.1 	706.0 	679.8 	673.9 	683.0 	687.3 	694.0 	697.6 b
FT,EMP,M,I55,THS,EU27	882.4 	932.1 	872.4 	823.0 	793.1 	791.9 	797.5 	800.5 	812.0 	816.6 b
FT,EMP,M,I55,THS,EU28	898.0 	943.2 	885.5 	837.1 	806.0 	808.1 	812.1 	814.5 	823.2 	829.5 b
FT,EMP,M,I55,THS,FI	3.6 u	2.8 u	3.1 u	3.6 u	3.1 u	3.7 u	3.8 u	4.4 	3.5 u	4.0 b
FT,EMP,M,I55,THS,FR	87.9 	105.6 	95.0 	81.7 b	72.8 	75.2 	82.7 	87.3 	93.2 	105.7 b
FT,EMP,M,I55,THS,HR	15.5 	11.2 	13.1 	14.2 	12.9 	16.3 	14.6 	14.1 	11.1 	12.9 b
FT,EMP,M,I55,THS,HU	13.0 	17.2 	16.6 	12.6 	12.7 	14.6 	13.0 	13.2 	12.4 	15.3 b
FT,EMP,M,I55,THS,IE	16.8 b	16.2 	17.6 	19.0 	17.8 	16.1 	12.7 	16.6 	17.1 	17.1 b
FT,EMP,M,I55,THS,IS	1.4 	1.2 	0.9 	1.1 	0.9 	0.8 	0.8 	1.1 	0.9 	0.5 b
FT,EMP,M,I55,THS,IT	119.3 	114.6 	105.5 	92.6 	98.3 	97.5 	96.8 	100.2 	105.9 	107.6 b
FT,EMP,M,I55,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,EMP,M,I55,THS,LU	: u	0.8 u	1.6 b	1.2 	0.7 u	0.6 u	1.2 	0.6 u	0.8 bu	0.9 bu
FT,EMP,M,I55,THS,LV	2.0 u	1.4 u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,EMP,M,I55,THS,ME	4.0 	3.9 	3.1 	2.9 	3.6 	2.8 	2.2 	: 	: 	: 
FT,EMP,M,I55,THS,MK	3.5 	3.2 	2.3 	2.4 	2.5 	2.3 	2.4 	: 	: 	: 
FT,EMP,M,I55,THS,MT	4.1 	4.0 	3.4 	3.7 	5.0 	4.6 	4.3 	4.6 	4.9 	4.1 b
FT,EMP,M,I55,THS,NL	17.9 	15.4 	15.8 	16.5 	17.6 b	17.3 	20.9 b	17.0 b	15.7 	16.2 b
FT,EMP,M,I55,THS,NO	7.8 	5.4 	4.6 	5.7 	6.3 	6.9 	4.4 	5.2 	6.1 	5.9 b
FT,EMP,M,I55,THS,PL	30.7 	36.5 	32.4 	28.7 	30.1 	29.0 	27.5 	24.5 b	29.0 	28.4 b
FT,EMP,M,I55,THS,PT	27.9 	25.7 	23.2 	23.2 	22.3 	20.8 	22.9 b	26.2 	24.1 	23.7 b
FT,EMP,M,I55,THS,RO	14.8 	15.7 	14.7 	17.0 	14.1 	15.4 	17.7 	17.1 b	16.1 	13.7 b
FT,EMP,M,I55,THS,SE	10.0 	12.0 	11.9 	9.7 	8.9 	8.5 	9.0 	9.9 	8.4 	9.6 b
FT,EMP,M,I55,THS,SI	2.7 u	2.8 u	5.6 	4.1 	2.7 u	3.8 u	4.6 	5.0 	3.8 u	3.5 bu
FT,EMP,M,I55,THS,SK	10.1 	12.8 	12.4 	10.5 	11.2 	9.7 	9.7 b	9.6 	11.5 b	11.4 b
FT,EMP,M,I55,THS,TR	198.7 	181.4 	211.1 	184.2 b	185.6 	177.7 	157.0 	145.8 	137.6 	: 
FT,EMP,M,I55,THS,UK	114.6 	127.5 	126.4 	122.6 	114.3 	107.1 	106.0 	115.4 	102.8 	98.9 b
FT,EMP,M,N79,THS,AT	5.8 u	5.1 u	5.6 u	5.6 u	6.3 	5.1 u	3.0 u	5.1 u	7.1 	6.4 b
FT,EMP,M,N79,THS,BE	2.6 bu	2.8 u	3.0 u	3.6 u	4.1 u	4.2 u	2.9 bu	4.7 u	3.1 u	4.3 bu
FT,EMP,M,N79,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
FT,EMP,M,N79,THS,CH	3.8 u	5.0 u	6.6 	6.2 	4.3 u	3.7 u	5.0 	6.0 b	6.3 u	4.7 bu
FT,EMP,M,N79,THS,CY	0.5 u	: u	: u	: u	0.5 u	: u	: u	: u	0.6 bu	1.0 bu
FT,EMP,M,N79,THS,CZ	4.9 	3.2 	3.1 	4.4 	6.3 	4.8 	3.4 b	3.5 	5.4 	5.1 b
FT,EMP,M,N79,THS,DE	47.0 	47.4 	45.4 	45.1 	43.7 	39.0 	39.7 b	39.9 b	39.6 	42.3 b
FT,EMP,M,N79,THS,DK	: bu	: bu	2.2 u	3.1 u	2.4 u	2.2 u	2.5 u	2.6 u	2.2 u	2.0 bu
FT,EMP,M,N79,THS,EA17	133.1 	128.8 	134.3 	127.9 	117.4 	112.2 	102.3 	118.3 	119.8 	122.4 b
FT,EMP,M,N79,THS,EA18	133.9 	129.1 	135.0 	128.4 	117.9 	112.6 	102.3 	118.3 	120.4 	123.2 b
FT,EMP,M,N79,THS,EA19	134.4 	129.7 	135.9 	129.2 	118.6 	112.9 	102.8 	118.8 	120.8 	123.3 b
FT,EMP,M,N79,THS,EE	: c	: u	: u	: u	: u	: u	: u	: 	: c	: bc
FT,EMP,M,N79,THS,EL	10.8 	11.0 	10.1 	11.1 	6.0 	5.0 	5.3 	5.3 	5.9 b	8.7 b
FT,EMP,M,N79,THS,ES	20.5 	19.6 	26.2 	23.9 	14.6 	10.3 	9.0 	15.9 	17.1 	15.7 b
FT,EMP,M,N79,THS,EU15	179.6 	165.2 	168.6 	162.9 	158.3 	144.8 	127.8 	158.8 	152.8 	157.9 b
FT,EMP,M,N79,THS,EU27	206.9 	188.0 	190.4 	189.4 	184.0 	165.9 	149.5 	180.8 	174.6 	177.0 b
FT,EMP,M,N79,THS,EU28	208.2 	191.8 	191.9 	190.5 	184.4 	166.5 	150.3 	182.8 	176.5 	179.1 b
FT,EMP,M,N79,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,EMP,M,N79,THS,FR	13.0 	13.8 	9.6 u	8.5 bu	12.5 	13.0 	8.9 u	11.5 	12.8 u	8.5 bu
FT,EMP,M,N79,THS,HR	1.3 u	3.8 u	1.5 u	1.1 u	: u	: u	: u	1.9 u	2.0 u	2.2 bu
FT,EMP,M,N79,THS,HU	: u	: u	: u	3.5 u	2.7 u	: u	: u	: u	: u	: bu
FT,EMP,M,N79,THS,IE	2.2 bu	: u	2.2 u	2.3 u	2.5 u	2.6 u	: u	2.1 u	: u	2.2 bu
FT,EMP,M,N79,THS,IS	1.4 	1.2 	0.9 	1.0 	0.5 	: u	: u	: u	: u	: bu
FT,EMP,M,N79,THS,IT	19.2 	15.3 	16.9 	15.6 	15.5 	18.8 	20.2 	18.1 	17.4 	21.8 b
FT,EMP,M,N79,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
FT,EMP,M,N79,THS,LU	: c	: u	: bu	: u	: u	: u	: u	: u	: bu	: bu
FT,EMP,M,N79,THS,LV	: u	: u	: u	: u	: u	: u	: 	: 	: u	: bu
FT,EMP,M,N79,THS,ME	: c	: u	: u	: u	: u	: u	: u	: 	: 	: 
FT,EMP,M,N79,THS,MK	0.7 u	: u	0.6 u	0.7 u	0.6 u	0.7 u	: u	: 	: 	: 
FT,EMP,M,N79,THS,MT	0.5 u	0.4 u	0.4 u	: u	: u	: u	0.5 u	0.4 u	: u	: bu
FT,EMP,M,N79,THS,NL	3.9 	3.2 	5.3 	3.7 	4.1 b	5.6 	3.6 b	5.2 b	5.5 	5.0 b
FT,EMP,M,N79,THS,NO	2.1 	2.2 	2.0 	2.0 	2.2 	1.7 	1.1 u	2.0 	2.3 	2.6 b
FT,EMP,M,N79,THS,PL	8.2 u	6.8 u	: u	6.9 u	5.8 u	6.4 u	7.2 u	7.6 bu	: u	: bu
FT,EMP,M,N79,THS,PT	: u	: u	5.6 	4.9 	: u	: u	: bu	6.4 	4.8 	: bu
FT,EMP,M,N79,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
FT,EMP,M,N79,THS,SE	3.3 	3.3 	2.7 	2.7 	3.9 	3.3 	2.7 	2.8 	2.9 u	3.3 bu
FT,EMP,M,N79,THS,SI	0.9 u	0.9 u	: u	1.0 u	1.1 u	1.1 u	0.9 u	: u	0.5 u	: bu
FT,EMP,M,N79,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	2.1 bu	: bu
FT,EMP,M,N79,THS,TR	29.1 	31.5 	34.1 	29.2 b	23.5 	19.2 	18.5 	17.4 	21.3 	: 
FT,EMP,M,N79,THS,UK	44.3 	34.9 	32.4 	32.0 	37.9 	31.0 	24.0 	38.4 	31.5 	33.8 b
FT,EMP,M,TOTAL,THS,AT	1986.9 	1970.3 	1948.7 	1937.2 	1955.9 	1972.4 	1969.6 	1950.9 	1944.8 	1986.6 
FT,EMP,M,TOTAL,THS,BE	2226.1 b	2213.7 	2188.6 	2212.8 	2219.7 	2228.1 	2219.6 b	2236.4 	2220.6 	2265.8 
FT,EMP,M,TOTAL,THS,BG	1646.0 	1577.0 	1575.0 	1540.9 	1513.4 	1508.2 	1533.7 b	1604.3 b	1697.2 	1757.0 b
FT,EMP,M,TOTAL,THS,CH	2016.1 	2005.8 	1996.4 	1982.0 	1999.7 	2002.5 	1989.4 	1960.7 b	1984.2 	1974.2 
FT,EMP,M,TOTAL,THS,CY	177.8 	165.4 	163.1 	164.4 	172.1 	185.3 	192.7 	194.6 	193.7 b	202.1 
FT,EMP,M,TOTAL,THS,CZ	2813.6 	2783.1 	2748.3 	2725.2 	2703.2 	2697.2 	2707.9 b	2716.0 	2744.5 	2799.4 
FT,EMP,M,TOTAL,THS,DE	19714.1 	19604.8 	19095.4 	19009.0 	18897.5 	18843.5 	18687.3 b	18470.3 b	18808.8 	19070.9 
FT,EMP,M,TOTAL,THS,DK	1226.2 b	1225.1 b	1216.0 	1198.4 	1186.2 	1186.3 	1203.3 	1200.7 	1231.3 	1300.3 
FT,EMP,M,TOTAL,THS,EA17	70678.0 	69694.9 	68524.6 	67939.7 	67619.2 	68731.2 	69865.5 	70445.8 	71807.7 	74316.1 
FT,EMP,M,TOTAL,THS,EA18	71094.5 	70102.4 	68946.5 	68354.8 	68031.7 	69128.6 	70251.0 	70815.8 	72211.0 	74821.5 
FT,EMP,M,TOTAL,THS,EA19	71711.4 	70725.6 	69560.9 	68956.5 	68622.8 	69700.1 	70811.8 	71366.2 	72797.7 	75506.2 
FT,EMP,M,TOTAL,THS,EE	314.8 	304.3 	306.4 	299.1 	295.2 	291.2 	285.7 	258.1 	270.7 	320.6 
FT,EMP,M,TOTAL,THS,EL	2033.5 	1979.7 	1944.0 	1916.2 	1949.7 	2060.3 	2282.1 	2501.6 	2634.4 b	2707.0 
FT,EMP,M,TOTAL,THS,ES	9514.3 	9224.3 	8987.5 	8705.5 	8585.9 	8974.9 	9548.6 	9867.1 	10209.5 	11308.8 
FT,EMP,M,TOTAL,THS,EU15	86411.3 	85295.0 	83928.9 	83120.6 	82412.4 	83346.2 	84456.7 	84942.1 	86357.7 	89323.9 
FT,EMP,M,TOTAL,THS,EU27	109848.7 	108284.5 	106631.7 	105541.4 	104446.4 	105313.8 	106311.0 	106799.0 	108927.9 	112457.6 
FT,EMP,M,TOTAL,THS,EU28	110689.5 	109098.4 	107438.1 	106348.6 	105221.8 	106120.2 	107142.8 	107660.2 	109829.5 	113385.6 
FT,EMP,M,TOTAL,THS,FI	1129.8 	1118.2 	1104.4 	1116.2 	1132.2 	1144.6 	1141.9 	1132.5 	1138.9 	1197.3 b
FT,EMP,M,TOTAL,THS,FR	12784.1 	12628.1 	12557.7 	12573.1 b	12463.6 	12580.3 	12606.0 	12617.8 	12675.2 	12905.7 
FT,EMP,M,TOTAL,THS,HR	840.8 	813.8 	806.4 	807.2 	775.4 	806.4 	831.8 	861.2 	901.6 	928.0 
FT,EMP,M,TOTAL,THS,HU	2342.1 	2277.7 	2180.6 	2113.1 	2008.3 	1952.3 	1923.9 	1913.5 	1945.1 	2023.2 
FT,EMP,M,TOTAL,THS,IE	1046.3 b	993.0 	962.2 	920.7 	887.7 	854.4 	869.3 	898.8 	962.9 	1121.8 
FT,EMP,M,TOTAL,THS,IS	90.4 	88.0 	83.8 	81.4 	80.1 	77.5 	77.4 	76.1 	76.8 	87.1 
FT,EMP,M,TOTAL,THS,IT	12185.6 	12079.1 	11966.8 	11862.3 	11894.0 	12252.7 	12555.5 	12641.4 	12852.8 	13090.3 
FT,EMP,M,TOTAL,THS,LT	616.9 	623.2 	614.4 	601.7 	591.1 	571.5 	560.8 	550.4 	586.7 	684.7 
FT,EMP,M,TOTAL,THS,LU	135.8 	133.2 	132.1 b	128.1 	125.3 	124.7 	121.0 	119.7 	117.2 b	112.4 
FT,EMP,M,TOTAL,THS,LV	416.5 	407.5 	421.8 	415.1 	412.5 	397.4 	385.5 	370.1 	403.3 	505.4 
FT,EMP,M,TOTAL,THS,ME	121.0 	116.7 	113.9 	111.4 	106.7 	106.4 	105.4 	: 	: 	: 
FT,EMP,M,TOTAL,THS,MK	431.8 	419.5 	405.7 	392.5 	389.6 	369.9 	366.4 	372.5 	370.8 	356.1 
FT,EMP,M,TOTAL,THS,MT	122.5 	116.9 	111.5 	106.5 	103.4 	101.5 	101.0 	100.5 	100.0 	100.9 
