unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PROF,N_GE4,OUT,R_CAMP,MT	: 	: c	: u	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,R_CAMP,NL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_CAMP,NO	: 	: u	: u	: 	: u	: 
THS_NAC,PROF,N_GE4,OUT,R_CAMP,PL	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_CAMP,PT	: c	: u	: 	: u	: 	: u
THS_NAC,PROF,N_GE4,OUT,R_CAMP,SI	: 	: 	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,R_CAMP,UK	: 	: 	: 	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_HOT,AT	339430.22 	472530.45 	324474.6 	364848.15 	338539.52 	275263.52 
THS_NAC,PROF,N_GE4,OUT,R_HOT,BE	232990.16 b	231657.14 	183416.64 	145586.22 	259071.09 	191312.75 
THS_NAC,PROF,N_GE4,OUT,R_HOT,BG	: c	: u	: u	: u	12703.89 u	: u
THS_NAC,PROF,N_GE4,OUT,R_HOT,CH	: 	257162.95 	299347.66 	186829.07 u	282308.22 u	328468.79 u
THS_NAC,PROF,N_GE4,OUT,R_HOT,CY	67003.51 	44958.66 	49370.72 	56442.51 	42780.16 b	35450.77 
THS_NAC,PROF,N_GE4,OUT,R_HOT,CZ	1746522.61 u	452364.6 u	942425.22 u	1133513.74 u	1026518.04 u	1457070.74 u
THS_NAC,PROF,N_GE4,OUT,R_HOT,DE	3084898.84 	3045256.35 	2206318.64 	2397016.06 	3296711.91 	3557305.13 
THS_NAC,PROF,N_GE4,OUT,R_HOT,DK	: 	1151640.79 	2071996.56 	1779225.34 b	1504776.65 b	2339474.77 
THS_NAC,PROF,N_GE4,OUT,R_HOT,EE	43236.12 	44932.72 	37776.19 	65721.62 	26126.92 	27343.9 u
THS_NAC,PROF,N_GE4,OUT,R_HOT,EL	: 	18816.55 	11333.09 	9251.79 	20116.95 	6890.73 u
THS_NAC,PROF,N_GE4,OUT,R_HOT,ES	340047.45 	450917.73 	212820.82 b	110710.67 	132097.14 	67732.9 
THS_NAC,PROF,N_GE4,OUT,R_HOT,EU28	: 	: 	: 	: 	: 	22256419.69 e
THS_NAC,PROF,N_GE4,OUT,R_HOT,FI	331412.43 	319734.69 	364115.49 	247085.03 	299345.1 	371571.46 
THS_NAC,PROF,N_GE4,OUT,R_HOT,FR	512598.5 	435965.18 	411010.28 	434500.13 	479462.71 	441324.78 
THS_NAC,PROF,N_GE4,OUT,R_HOT,HR	580288.23 	: 	481659.99 	526114.5 	823251 	426049.07 
THS_NAC,PROF,N_GE4,OUT,R_HOT,HU	12097431 	14313343 	13778882 	9538630 	10161899 	9648821 
THS_NAC,PROF,N_GE4,OUT,R_HOT,IE	177851.53 	202405.89 	130788.16 	128822.08 	127704.3 	100262.63 
THS_NAC,PROF,N_GE4,OUT,R_HOT,IT	396007.48 u	260879.27 u	310974.9 u	337451.69 bu	238679.36 u	684307.41 
THS_NAC,PROF,N_GE4,OUT,R_HOT,LT	53436.89 	45722.26 	33037.62 	30402.51 	108578.9 	74740.13 
THS_NAC,PROF,N_GE4,OUT,R_HOT,LU	: 	32274.57 	39846.31 	46294.37 	61859.14 	51597.66 
THS_NAC,PROF,N_GE4,OUT,R_HOT,LV	: 	23004.59 u	26935.48 u	: u	24106.22 u	10085.97 u
THS_NAC,PROF,N_GE4,OUT,R_HOT,MT	15311.19 	12546.91 	16666.01 	11883.38 b	13062.49 	12864.38 
THS_NAC,PROF,N_GE4,OUT,R_HOT,NL	: 	279621.47 	207619.11 	213278.41 	213272.56 	162955.34 
THS_NAC,PROF,N_GE4,OUT,R_HOT,NO	2188222.03 	1927555.92 	1318318.51 	878598.97 	482777.35 	: 
THS_NAC,PROF,N_GE4,OUT,R_HOT,PL	489674.28 	389322.22 	422755.86 	480099.55 b	969148.74 	946166.99 
THS_NAC,PROF,N_GE4,OUT,R_HOT,PT	37817.43 	41497.83 	38008.09 	34053.35 	16292.46 	23374.95 
THS_NAC,PROF,N_GE4,OUT,R_HOT,RO	: c	: 	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_HOT,SE	: 	955358.43 u	785233.96 u	812315.36 u	: 	: 
THS_NAC,PROF,N_GE4,OUT,R_HOT,SI	42830.53 	56959.68 	50400.61 	46365.93 	24529.89 	41358.56 
THS_NAC,PROF,N_GE4,OUT,R_HOT,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_HOT,UK	: 	: 	: 	: 	1564796.08 	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,AT	45816.62 u	36527.79 u	79595.74 u	34157.57 u	77602.4 u	54379.62 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,BE	70901.61 bu	21534.92 	31606.98 u	24726.84 	34663.34 u	34359.09 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,BG	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,CY	: c	: u	: u	: u	: u	26389.8 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,CZ	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,DE	: c	226877.88 u	: u	: u	: u	335335.53 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,DK	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,EE	15274.31 u	13929.4 u	8204.78 u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,EL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,ES	86686.89 u	45492.24 u	28993.42 bu	22803.68 	28386.36 	17016.88 
THS_NAC,PROF,N_GE4,OUT,R_OTH,EU28	: 	: 	: 	: 	: 	2127777.46 e
THS_NAC,PROF,N_GE4,OUT,R_OTH,FI	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,FR	58639.26 u	68004.57 u	68278.97 u	73087.61 u	81574.68 u	45362.78 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,HR	: u	: 	: u	95114.18 u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,HU	564946 u	923274 u	547330 u	608634 u	347907 u	629773 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,IE	12413.16 u	30046.91 u	: u	15550.9 u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,IT	: u	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,LT	13047.87 	18791.72 	15893.09 	14039.92 	32302.85 	51122.98 
THS_NAC,PROF,N_GE4,OUT,R_OTH,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,LV	: 	: c	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,MT	: c	: c	: c	: u	2031.45 	861.85 
THS_NAC,PROF,N_GE4,OUT,R_OTH,NL	: 	25056.31 u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,NO	: u	: u	: u	169549.11 u	32340.49 u	: 
THS_NAC,PROF,N_GE4,OUT,R_OTH,PL	181134.39 	166160.13 	149121.41 	162913.53 b	1091290.7 	298797.24 
THS_NAC,PROF,N_GE4,OUT,R_OTH,PT	8971.45 u	7187.9 u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,RO	: 	: 	: u	: 	: u	: 
THS_NAC,PROF,N_GE4,OUT,R_OTH,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,OUT,R_OTH,SI	: c	: u	12283.78 u	10669.03 u	17340.93 u	7167.26 u
THS_NAC,PROF,N_GE4,OUT,R_OTH,SK	: 	: 	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,R_OTH,UK	: 	: 	: 	: 	81519.14 	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,AT	385246.84 	509058.24 	404766.19 	399147.24 	416211.18 	336985.18 
THS_NAC,PROF,N_GE4,OUT,TOTAL,BE	315589.83 b	253192.07 	218059.64 	172097.83 	295045.01 	319833.71 
THS_NAC,PROF,N_GE4,OUT,TOTAL,BG	20595.91 u	: u	13930.29 u	: u	17514.26 u	18215.25 u
THS_NAC,PROF,N_GE4,OUT,TOTAL,CH	: 	290141.43 	359874.79 	222002.41 	341286.13 u	352754.22 u
THS_NAC,PROF,N_GE4,OUT,TOTAL,CY	72033.21 	51366.68 	52895.79 	61599.43 	47305.34 b	61968.57 
THS_NAC,PROF,N_GE4,OUT,TOTAL,CZ	1796759.9 u	694601.52 u	1729127.75 u	1185343.66 u	1181837.4 u	1687063.71 
THS_NAC,PROF,N_GE4,OUT,TOTAL,DE	3285593.98 	3374024.16 	2471660.7 	2805440.29 	3924642.03 	3965116.82 
THS_NAC,PROF,N_GE4,OUT,TOTAL,DK	: 	1190783.5 	2344292.75 	2562515.8 b	1617000.38 b	2485976.7 
THS_NAC,PROF,N_GE4,OUT,TOTAL,EE	58744.32 	60463.69 	48282.04 	72018.09 	27151.66 	29385.12 
THS_NAC,PROF,N_GE4,OUT,TOTAL,EL	: 	23207.2 	13870.09 	12009.49 	25575.8 	8516.74 
THS_NAC,PROF,N_GE4,OUT,TOTAL,ES	431780.4 	497503.04 	243440.59 b	135617.04 	164078.29 	95065.69 
THS_NAC,PROF,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	: 	25269751.09 e
THS_NAC,PROF,N_GE4,OUT,TOTAL,FI	416641.69 	407741.97 	371117.71 	285526.56 	327374.02 	407338.93 
THS_NAC,PROF,N_GE4,OUT,TOTAL,FR	594602.59 	511773.04 	490738.04 	515680.83 	573742.51 	503280.74 
THS_NAC,PROF,N_GE4,OUT,TOTAL,HR	708811.2 	: 	603026.72 	634290.83 	908876.89 	441690.96 
THS_NAC,PROF,N_GE4,OUT,TOTAL,HU	12761156 	15279808 	14391595 	10172507 	10718487 	10410510 
THS_NAC,PROF,N_GE4,OUT,TOTAL,IE	190264.69 	232473.27 	154339.1 	144372.98 	156200.19 	110079.26 
THS_NAC,PROF,N_GE4,OUT,TOTAL,IT	534084.59 u	290238.82 u	407809 u	398506.06 b	241569.02 u	731194.23 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LT	67023.99 	64672.29 	48967.13 	44466.52 	149734.61 	140851.01 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LU	: 	35542.67 	42306.51 	56627.57 	70648.25 	54197.58 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LV	: 	27730.06 u	27884.72 u	11757.02 u	28137.52 	12463.38 
THS_NAC,PROF,N_GE4,OUT,TOTAL,MT	16110.53 	12696.24 	17211.9 	12183.79 b	15093.94 	13746.31 
THS_NAC,PROF,N_GE4,OUT,TOTAL,NL	: 	320547.61 	248118.01 	252959.16 	287826.16 	200814.94 
THS_NAC,PROF,N_GE4,OUT,TOTAL,NO	2397099.95 	2360745.7 	1391419.04 	1068077.48 	536253.2 	: 
THS_NAC,PROF,N_GE4,OUT,TOTAL,PL	704810.85 	586971.41 	609259.41 	659848.73 b	2150884.29 	1401912.83 
THS_NAC,PROF,N_GE4,OUT,TOTAL,PT	47806.99 	51969.78 	57148.63 	41544.14 	20492.19 	29929.73 
THS_NAC,PROF,N_GE4,OUT,TOTAL,RO	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,SE	: 	1035160.85 u	828400.84 u	848972.21 u	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOTAL,SI	54109.14 	65942.7 	64179.49 	57034.96 	41870.82 	49081.25 
THS_NAC,PROF,N_GE4,OUT,TOTAL,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	1704109.67 	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,AT	0 u	0 u	0 u	0 u	0 u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,BE	: u	0 	0 	0 	1282.03 u	94030.98 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,CY	: c	: u	: u	: u	375.05 bu	128 u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,CZ	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,DE	152589.3 u	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,DK	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,EE	: c	1456.1 u	2301.06 u	782.97 u	30.41 u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,EL	: 	: u	: u	: u	293.26 u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,ES	: c	1093.08 u	1391.76 bu	1949.98 	3069.99 	9189.55 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,EU28	: 	: 	: 	: 	: 	703807.72 e
THS_NAC,PROF,N_GE4,OUT,TOT_NR,FI	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,FR	7881.4 u	3269.91 u	7392.43 u	7180.61 u	12362.42 	11882.24 u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,HR	: u	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,HU	: c	: u	: u	25243 u	208681 u	131916 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,IE	: c	20.47 u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,IT	: u	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,LT	486.34 	0 	0 	0 	8714.02 	14823.11 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,LU	: 	: u	: u	0 u	0 u	282.41 u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,LV	: 	: c	: u	: u	3022.86 u	787.62 u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,MT	: c	: c	145.01 u	: u	0 	20.08 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,NL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,NO	: u	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,PL	31739.34 	31088.53 	22467.89 	16096.24 b	87632.2 u	89765.73 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,PT	197.35 u	2505.12 u	14800.71 	5608.98 u	1264.23 u	2174.33 u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,RO	: c	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOT_NR,SI	: c	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,SK	: c	: 	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_NR,UK	: 	: 	: 	: 	57430.21 	: u
THS_NAC,PROF,N_GE4,OUT,TOT_R,AT	385246.84 	509058.24 	404766.19 	399147.24 	416211.18 	329643.14 
THS_NAC,PROF,N_GE4,OUT,TOT_R,BE	305662.71 b	253192.07 	218059.64 	172097.83 	293762.98 	225802.73 
THS_NAC,PROF,N_GE4,OUT,TOT_R,BG	20595.91 u	: u	13930.29 u	: u	17514.26 u	18215.25 u
THS_NAC,PROF,N_GE4,OUT,TOT_R,CH	: 	285006.89 	308286.75 	217542.09 	341286.13 u	342491.37 u
THS_NAC,PROF,N_GE4,OUT,TOT_R,CY	72033.21 	50825.66 	52791.15 	61599.43 	46930.29 b	61840.57 
THS_NAC,PROF,N_GE4,OUT,TOT_R,CZ	1796759.9 u	694601.52 u	1726488.33 u	1185343.66 u	1180611.36 u	1687063.71 u
THS_NAC,PROF,N_GE4,OUT,TOT_R,DE	3133004.68 	3344326.18 	2424508.86 	2779413.63 	3808246 	3893006.4 
THS_NAC,PROF,N_GE4,OUT,TOT_R,DK	: 	1180472.89 	2166820.68 	2433232.58 b	1597637.95 b	2431716.65 
THS_NAC,PROF,N_GE4,OUT,TOT_R,EE	58510.43 	59007.6 	45980.98 	71235.12 	27121.24 	28486.61 u
THS_NAC,PROF,N_GE4,OUT,TOT_R,EL	: 	23207.2 	13870.09 	12009.49 	25282.54 	8516.74 u
THS_NAC,PROF,N_GE4,OUT,TOT_R,ES	427689.52 	496409.96 	242048.83 b	133667.05 	161008.3 	85876.13 
THS_NAC,PROF,N_GE4,OUT,TOT_R,EU28	: 	: 	: 	: 	: 	24565943.37 e
THS_NAC,PROF,N_GE4,OUT,TOT_R,FI	416038.92 	407741.97 	367888.49 	285074.97 	325712.77 	407088.92 
THS_NAC,PROF,N_GE4,OUT,TOT_R,FR	586721.19 	508503.13 	483345.61 	508500.22 	561380.09 	491398.5 
THS_NAC,PROF,N_GE4,OUT,TOT_R,HR	708811.2 	: 	603026.72 	634290.83 	884074.76 	441083.3 
THS_NAC,PROF,N_GE4,OUT,TOT_R,HU	12662377 	15236617 	14326212 	10147264 	10509806 	10278594 
THS_NAC,PROF,N_GE4,OUT,TOT_R,IE	190264.69 	232452.8 	153771.28 	144372.98 	156200.19 	109505 
THS_NAC,PROF,N_GE4,OUT,TOT_R,IT	534084.59 u	290238.82 u	407809 u	398506.06 b	241569.02 u	731194.23 
THS_NAC,PROF,N_GE4,OUT,TOT_R,LT	66537.65 	64672.29 	48967.13 	44466.52 	141020.6 	126027.89 
THS_NAC,PROF,N_GE4,OUT,TOT_R,LU	: 	35542.67 	42306.51 	56627.57 	70648.25 	53915.17 
THS_NAC,PROF,N_GE4,OUT,TOT_R,LV	: 	27662.03 u	27884.72 u	: u	25114.66 u	11675.76 
THS_NAC,PROF,N_GE4,OUT,TOT_R,MT	16110.53 	12696.24 	17066.88 	12183.79 b	15093.94 	13726.23 
THS_NAC,PROF,N_GE4,OUT,TOT_R,NL	: 	305074.81 	238225.63 	243773.73 	272857.79 	189309.29 
THS_NAC,PROF,N_GE4,OUT,TOT_R,NO	2391514.93 	2333706.4 	1376126.5 	1048148.08 	515260.24 	: 
THS_NAC,PROF,N_GE4,OUT,TOT_R,PL	673071.5 	555882.88 	586791.51 	643752.48 b	2063252.09 	1312147.1 
THS_NAC,PROF,N_GE4,OUT,TOT_R,PT	47609.64 	49464.66 	42347.93 	35935.16 	19227.95 	27755.4 
THS_NAC,PROF,N_GE4,OUT,TOT_R,RO	: c	: 	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_R,SE	: 	1035160.85 u	828400.84 u	848972.21 u	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOT_R,SI	54109.14 	65942.7 	62684.39 	57034.96 	41870.82 	48629.62 
THS_NAC,PROF,N_GE4,OUT,TOT_R,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,OUT,TOT_R,UK	: 	: 	: 	: 	1646679.47 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,AT	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,BE	: u	0 	: u	0 u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,CH	: 	: u	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,CY	: 	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,CZ	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,DE	59745.48 u	15112.88 u	15747.87 u	66442.31 u	154696.18 u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,DK	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,EE	: c	247.62 u	501.04 u	516.36 	30.41 u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,EL	: 	: u	: u	: u	293.26 u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,ES	: c	156.02 u	0 bu	: u	: u	1182.61 u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,EU28	: 	: 	: 	: 	: 	167820.74 e
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,FI	: c	: u	: u	451.59 u	: u	0 u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,FR	5702.91 	2470.31 	15185.63 	4187.75 	7866.6 	5035.48 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,HR	: u	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,HU	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,IE	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,IT	: u	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,LT	103.61 	0 u	0 	0 	4893.73 	6625.95 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,LU	: 	: u	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,LV	: 	: c	: u	: u	2975.64 u	757.27 u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,MT	: c	: c	: c	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,NL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,NO	: u	: u	: u	142568.46 u	2741 u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,PL	1985.66 	4054.38 	3138.78 	2586.2 bu	63497.92 u	61973.44 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,PT	2193.26 u	: u	: 	: 	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,RO	484.24 	422.74 	1145.75 	1512.19 u	5513.81 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,SI	: 	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,SK	: 	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OTH,UK	: 	: 	: 	: 	35649.15 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,AT	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,BE	: 	0 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,CH	: 	: u	: 	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,CY	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,CZ	: 	: 	: 	: 	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,DE	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,DK	: 	: u	: u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,EE	: c	: 	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,EL	: 	0 u	: u	0 u	0 u	0 u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,ES	: c	: u	0 bu	302.76 	2797.49 	8676.23 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,EU28	: 	: 	: 	: 	: 	414869.11 e
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,FI	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,FR	426.09 u	3969.65 	3402.78 u	1670.84 	22.44 	1917.97 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,HR	: u	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,HU	: c	: u	: u	0 u	: u	297962 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,IE	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,IT	: 	: u	: u	: u	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,LT	: c	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,LV	: 	: 	: 	: 	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,MT	: c	: c	: c	: u	0 u	0 u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,NO	: u	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,PL	901.16 u	: u	1022.92 u	4764.35 bu	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,PT	0 u	0 	16190.53 	759.77 u	6.08 u	11.51 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,RO	13897.48 u	: u	: u	: u	12231.45 u	7318.25 u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,SI	: c	: 	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_OWN,UK	: 	: 	: 	: 	2567.38 u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,AT	0 u	0 u	0 u	0 u	0 u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,BE	: u	0 	0 u	0 u	1282.03 u	83788.47 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,CY	: c	: u	: u	: u	: u	0 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,CZ	: 	: u	: 	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,DE	: c	: u	1226.94 u	: u	: u	14664.74 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,DK	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,EE	: c	: u	1974.69 u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,EL	: 	0 u	0 u	0 	0 u	0 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,ES	4463.33 	1725.61 	1527.79 b	4080.6 	9258.94 	11744.53 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,EU28	: 	: 	: 	: 	: 	534993.77 e
THS_NAC,PROF,N_GE4,WORLD,NR_RF,FI	602.76 u	: u	2682.05 u	: u	: u	449.19 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,FR	20265.94 	12736.33 	16631.27 	27555.04 	28212.05 	19055.06 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,HR	: u	: 	: u	: u	: u	607.66 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,HU	: c	: u	: u	: u	206256 u	98527 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,IE	: c	0 u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,IT	: u	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,LT	382.73 	0 	0 	0 	3820.29 	8197.16 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,LU	: 	: u	: u	0 u	: u	221.34 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,LV	: 	: c	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,MT	: c	: c	: c	: u	0 u	20.08 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,NL	: 	: u	: u	: u	: u	: u
