unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N1-3,DOM,TOTAL,SE	: 	745129.79 	662727.8 	483938.52 	: 	: 
THS_EUR,PERS,N1-3,DOM,TOTAL,SI	36831.77 	35535.29 	30791.88 	33376.34 	28957.18 	27202.62 
THS_EUR,PERS,N1-3,DOM,TOTAL,SK	160260.61 	101880.58 	77184.86 	74397.21 	58297.86 b	57801.19 
THS_EUR,PERS,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	3678026.01 	: u
THS_EUR,PERS,N1-3,DOM,TOT_NR,AT	0 	0 	0 	0 	0 	2268.45 
THS_EUR,PERS,N1-3,DOM,TOT_NR,BE	7010.81 b	0 	0 	0 	2995.83 	4977.41 
THS_EUR,PERS,N1-3,DOM,TOT_NR,BG	0 	0 	0 	0 	0 	0 
THS_EUR,PERS,N1-3,DOM,TOT_NR,CH	: 	6794.55 	4178.36 	1540.32 	2450.52 	2947.26 
THS_EUR,PERS,N1-3,DOM,TOT_NR,CY	0 	24.78 	5.12 	0 	17.25 b	10.22 
THS_EUR,PERS,N1-3,DOM,TOT_NR,CZ	9433.97 	3881.33 	2473.62 	707.73 	1462.47 	1683.04 
THS_EUR,PERS,N1-3,DOM,TOT_NR,DE	155708.93 	169771.27 	115487.42 	137477.46 	147145.81 	144156.61 
THS_EUR,PERS,N1-3,DOM,TOT_NR,DK	: 	704775.66 	718186.73 	799199.22 b	797628.36 b	404128.54 
THS_EUR,PERS,N1-3,DOM,TOT_NR,EA	: 	: 	: 	772787.52 e	897566.22 e	896584.19 e
THS_EUR,PERS,N1-3,DOM,TOT_NR,EE	781.38 	228.24 	505.54 	35.89 	0 	953.84 
THS_EUR,PERS,N1-3,DOM,TOT_NR,EL	: 	0 	0 	0 	31.68 	947.37 
THS_EUR,PERS,N1-3,DOM,TOT_NR,ES	5037.13 	8784.84 	9579.47 b	586732.93 	705045.02 	690372.02 
THS_EUR,PERS,N1-3,DOM,TOT_NR,EU27	: 	: 	1146167.95 e	1887663.85 e	1893259.87 e	1580867.49 e
THS_EUR,PERS,N1-3,DOM,TOT_NR,EU28	: 	: 	1144907.94 e	1885365.83 e	1894297.25 e	1580974.77 e
THS_EUR,PERS,N1-3,DOM,TOT_NR,FI	1240.5 	2622.45 	1578.74 	2042.83 	1737.13 	2563.86 
THS_EUR,PERS,N1-3,DOM,TOT_NR,FR	43316.21 	31453.09 	32009.1 	39268.63 	32795.78 	34148.87 
THS_EUR,PERS,N1-3,DOM,TOT_NR,HR	141.29 	: 	118.3 	0 	1321.5 	357.23 
THS_EUR,PERS,N1-3,DOM,TOT_NR,HU	1094.36 	697.05 	184.51 	839.65 	182.03 	457.39 
THS_EUR,PERS,N1-3,DOM,TOT_NR,IE	118.02 	41.64 	0 	0 	0 	3170.01 
THS_EUR,PERS,N1-3,DOM,TOT_NR,IT	0 	0 	0 	0 b	459.22 	0 
THS_EUR,PERS,N1-3,DOM,TOT_NR,LT	0 	0 	0 	30.58 	0 	62.05 
THS_EUR,PERS,N1-3,DOM,TOT_NR,LU	: 	: u	: u	0 u	0 	3.24 
THS_EUR,PERS,N1-3,DOM,TOT_NR,LV	: 	51.46 	0 	882.51 	1017.46 	747.01 
THS_EUR,PERS,N1-3,DOM,TOT_NR,MT	3.99 	31.95 	0 	0 b	132.7 	0 
THS_EUR,PERS,N1-3,DOM,TOT_NR,NL	: 	3757.66 	4752.25 	3723.41 	5500.58 	9521.33 
THS_EUR,PERS,N1-3,DOM,TOT_NR,NO	87589.38 	81459.56 	42442.98 	61895.3 	36509.95 	: 
THS_EUR,PERS,N1-3,DOM,TOT_NR,PL	108107.74 	88918.62 	93497.03 	53929.11 b	24570.31 	143241.29 
THS_EUR,PERS,N1-3,DOM,TOT_NR,PT	1861.01 	1371.21 	4249.48 	3371.85 	1421.41 	3054.71 
THS_EUR,PERS,N1-3,DOM,TOT_NR,RO	22327.91 	20246.73 	16811.35 	19906.77 	16446.09 	20202.39 
THS_EUR,PERS,N1-3,DOM,TOT_NR,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N1-3,DOM,TOT_NR,SI	0 	0 	0 	0 	0 	86.57 
THS_EUR,PERS,N1-3,DOM,TOT_NR,SK	2160.77 	0 	1438.08 	788.76 	173.67 b	239.38 
THS_EUR,PERS,N1-3,DOM,TOT_NR,UK	: 	: 	: 	: 	118373.69 	: u
THS_EUR,PERS,N1-3,DOM,TOT_R,AT	736740.54 	740867.09 	645077.93 	612039.24 	626709.46 	764497.39 
THS_EUR,PERS,N1-3,DOM,TOT_R,BE	159204.99 b	110228.23 	153056.87 	99852.05 	121372.77 	101640.64 
THS_EUR,PERS,N1-3,DOM,TOT_R,BG	33527.86 	21548.81 	19394.97 	27109.89 	20854.68 	17580.45 
THS_EUR,PERS,N1-3,DOM,TOT_R,CH	: 	351905.43 	363060.27 	321715.07 	368572.03 	269553.79 
THS_EUR,PERS,N1-3,DOM,TOT_R,CY	30937.49 	28790.26 	31517.46 	30610.04 	19134.12 b	38877.58 
THS_EUR,PERS,N1-3,DOM,TOT_R,CZ	121657.06 	112183.66 	78579.25 	71028.82 	68574.75 	72361.23 
THS_EUR,PERS,N1-3,DOM,TOT_R,DE	4294095.36 	4291938.49 	4240043.03 	3859305.78 	4726175.02 	4022786.78 
THS_EUR,PERS,N1-3,DOM,TOT_R,DK	: 	365226.6 	246927.27 	266145.76 b	200302.9 b	80561.89 
THS_EUR,PERS,N1-3,DOM,TOT_R,EA	: 	: 	: 	9588459.85 e	10357717.43 e	10017426.16 e
THS_EUR,PERS,N1-3,DOM,TOT_R,EE	41334.56 	41863.96 	31516.8 	22547.95 	15454.47 	16115.51 
THS_EUR,PERS,N1-3,DOM,TOT_R,EL	: 	35210.98 	36318.39 	34763.51 	29332.37 	49607.25 
THS_EUR,PERS,N1-3,DOM,TOT_R,ES	1929991.17 	1709922.43 	1651973.34 b	882964.3 	790284.62 	695228.68 
THS_EUR,PERS,N1-3,DOM,TOT_R,EU27	: 	: 	14407476.76 e	12415047.18 e	15320142.2 e	14889522.17 e
THS_EUR,PERS,N1-3,DOM,TOT_R,EU28	: 	: 	14412696.97 e	12435600.76 e	15355444.62 e	14925475.94 e
THS_EUR,PERS,N1-3,DOM,TOT_R,FI	495255.94 	458173.88 	445740.69 	440131.03 	482633.33 	501268.95 
THS_EUR,PERS,N1-3,DOM,TOT_R,FR	2575699.43 	1969426.79 	1860683.94 	1992033.18 	1895672.74 	1891875.24 
THS_EUR,PERS,N1-3,DOM,TOT_R,HR	27726.94 	: 	19896.55 	31180.53 	37092.38 	37649.76 
THS_EUR,PERS,N1-3,DOM,TOT_R,HU	248859.84 	196953.17 	180167.42 	159087.96 	124468.63 	143292.01 
THS_EUR,PERS,N1-3,DOM,TOT_R,IE	403904.24 	360535.86 	325777.23 	272678.94 	258071.63 	251204.2 
THS_EUR,PERS,N1-3,DOM,TOT_R,IT	1147255.49 	1278199.7 	1019325.71 	836578.57 b	841280.75 	1092710.58 
THS_EUR,PERS,N1-3,DOM,TOT_R,LT	50364.43 	43459.3 	35737.51 	26833.21 	18424.77 	23479.73 
THS_EUR,PERS,N1-3,DOM,TOT_R,LU	: 	: u	1074.59 u	1355.5 u	1343.84 u	1035.79 u
THS_EUR,PERS,N1-3,DOM,TOT_R,LV	: 	8235.24 	8023.76 	9364.56 	9608.57 	6820.6 
THS_EUR,PERS,N1-3,DOM,TOT_R,MT	10465.25 	9545.73 	8133 	8429.32 b	5747.59 	9513.32 
THS_EUR,PERS,N1-3,DOM,TOT_R,NL	: 	506498.21 	443574.12 	381902.49 	417867.86 	444158.31 
THS_EUR,PERS,N1-3,DOM,TOT_R,NO	388645.9 	299546.59 	311066.34 	340346.44 	301584.2 	: 
THS_EUR,PERS,N1-3,DOM,TOT_R,PL	299745.24 	246391.04 	191993.49 	148678.13 b	613503.4 	466590.16 
THS_EUR,PERS,N1-3,DOM,TOT_R,PT	90577.09 	73349.36 	79043 	60750.04 	38284.6 	50995.68 
THS_EUR,PERS,N1-3,DOM,TOT_R,RO	91663.8 	89570.02 	76986.13 	60586.63 	55997.58 	47617.08 
THS_EUR,PERS,N1-3,DOM,TOT_R,SE	: 	745129.79 	662727.8 	483938.52 	: 	: 
THS_EUR,PERS,N1-3,DOM,TOT_R,SI	36831.77 	35535.29 	30791.88 	33376.34 	28957.18 	27116.05 
THS_EUR,PERS,N1-3,DOM,TOT_R,SK	158099.84 	101880.58 	75746.78 	73608.45 	58124.18 b	57561.81 
THS_EUR,PERS,N1-3,DOM,TOT_R,UK	: 	: 	: 	: 	3559652.31 	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,AT	: c	: u	: 	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,BE	: u	0 	: u	0 u	416.82 u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,CY	: c	: u	: u	: 	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,DK	: 	7190.03 u	6591.59 u	13489.26 bu	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,EA	: 	: 	: 	2952.51 e	11007.17 e	10491.8 e
THS_EUR,PERS,N1-3,OUT,NR_OTH,EE	: c	: u	: u	: u	300.4 u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,EL	: 	: u	: 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OTH,ES	0 u	0 u	: u	534.42 u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,EU27	: 	: 	16890.86 e	19360.81 e	20542.51 e	19091.71 e
THS_EUR,PERS,N1-3,OUT,NR_OTH,EU28	: 	: 	16969.96 e	19360.85 e	20628.31 e	19453.65 e
THS_EUR,PERS,N1-3,OUT,NR_OTH,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,FR	139.71 u	9.25 u	1082.19 u	0 u	1619.78 u	55.58 u
THS_EUR,PERS,N1-3,OUT,NR_OTH,HR	: u	: 	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,HU	24.4 	0 	0 	147.82 	151.41 	18.12 
THS_EUR,PERS,N1-3,OUT,NR_OTH,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,IT	: u	: u	: u	: u	: 	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,LT	0 	0 	0 	0 u	419.88 u	188.73 
THS_EUR,PERS,N1-3,OUT,NR_OTH,LU	: 	: 	: u	0 u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,LV	: 	: c	: u	: u	199.7 u	1043.24 u
THS_EUR,PERS,N1-3,OUT,NR_OTH,MT	: c	: c	: c	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OTH,NL	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N1-3,OUT,NR_OTH,PL	4.75 u	0 u	34.04 	315.38 bu	: u	2335.4 u
THS_EUR,PERS,N1-3,OUT,NR_OTH,PT	: c	: u	: 	: 	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,RO	: c	: u	: u	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OTH,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OTH,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,SK	: c	: 	: u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,NR_OTH,UK	: 	: 	: 	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,NR_OWN,AT	: c	0 u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,BE	1594.13 bu	0 	0 u	0 u	0 u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,BG	: c	: 	: 	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,CH	: 	: 	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,DE	24389.94 u	31644.88 u	34168.87 u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,DK	: 	17011.9 	8916.34 	14671.44 b	18068.79 bu	3184.12 u
THS_EUR,PERS,N1-3,OUT,NR_OWN,EA	: 	: 	: 	11746.66 e	10605.1 e	11013.59 e
THS_EUR,PERS,N1-3,OUT,NR_OWN,EE	: 	: 	: 	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,EL	: 	: u	: u	: 	: u	0 u
THS_EUR,PERS,N1-3,OUT,NR_OWN,ES	0 	0 	0 b	102.42 	1095.96 	2403.91 
THS_EUR,PERS,N1-3,OUT,NR_OWN,EU27	: 	: 	50580.6 e	30350.75 e	29846.1 e	15128.24 e
THS_EUR,PERS,N1-3,OUT,NR_OWN,EU28	: 	: 	50570.63 e	30313.81 e	30360.36 e	15125.78 e
THS_EUR,PERS,N1-3,OUT,NR_OWN,FI	: c	: u	0 u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,HR	0 u	: 	: u	0 u	: u	0 u
THS_EUR,PERS,N1-3,OUT,NR_OWN,HU	34.87 	69.77 	0 	0 	0 	30.98 
THS_EUR,PERS,N1-3,OUT,NR_OWN,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,IT	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,LU	: 	0 u	0 u	0 	0 	0 u
THS_EUR,PERS,N1-3,OUT,NR_OWN,LV	: 	: c	: u	: u	: 	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,MT	: c	: c	: c	: u	0 u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,NL	: 	0 	0 	0 	0 	0 
THS_EUR,PERS,N1-3,OUT,NR_OWN,NO	894.27 u	6856.8 u	1919.95 	2528.41 u	1741.33 	: 
THS_EUR,PERS,N1-3,OUT,NR_OWN,PL	: c	: u	: u	0 bu	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OWN,PT	: c	: u	918.27 u	86.05 u	: 	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,RO	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,SE	: 	0 u	0 u	0 u	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_OWN,SI	0 	0 	0 	0 	0 	424.73 
THS_EUR,PERS,N1-3,OUT,NR_OWN,SK	: c	: u	: u	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,NR_OWN,UK	: 	: 	: 	: 	: u	: 
THS_EUR,PERS,N1-3,OUT,NR_RF,AT	0 	0 	198.81 	0 	0 	5871.18 
THS_EUR,PERS,N1-3,OUT,NR_RF,BE	10639.2 b	0 	0 	0 	3575.87 	4057.09 u
THS_EUR,PERS,N1-3,OUT,NR_RF,BG	0 u	0 u	0 u	0 u	0 u	: u
THS_EUR,PERS,N1-3,OUT,NR_RF,CH	: 	4503.83 	3333.55 	7484.25 	45503.43 	5044.55 
THS_EUR,PERS,N1-3,OUT,NR_RF,CY	0 u	48.88 	0 	45.11 u	0 b	6.15 
THS_EUR,PERS,N1-3,OUT,NR_RF,CZ	543.67 	364.23 	0 	211.43 	0 	106.45 
THS_EUR,PERS,N1-3,OUT,NR_RF,DE	70304.24 	18650.07 	16584.55 	5944.92 	11956.93 	5561.59 
THS_EUR,PERS,N1-3,OUT,NR_RF,DK	: 	55707.68 	53895.49 	41540.41 b	44815.09 b	23877.08 
THS_EUR,PERS,N1-3,OUT,NR_RF,EA	: 	: 	: 	28812.65 e	37363.95 e	48698.46 e
THS_EUR,PERS,N1-3,OUT,NR_RF,EE	43.89 	143.77 	104.09 	84.34 	15.13 	6357.59 
THS_EUR,PERS,N1-3,OUT,NR_RF,EL	: 	0 u	0 u	0 u	0 u	0 u
THS_EUR,PERS,N1-3,OUT,NR_RF,ES	192.03 	178.44 	211.98 b	17601.12 	19838.84 	21654.89 
THS_EUR,PERS,N1-3,OUT,NR_RF,EU27	: 	: 	99217.29 e	86272.62 e	172683.25 e	147185.27 e
THS_EUR,PERS,N1-3,OUT,NR_RF,EU28	: 	: 	99130.56 e	86167.59 e	172800.15 e	147824.68 e
THS_EUR,PERS,N1-3,OUT,NR_RF,FI	0 	408.2 	731.31 	368.01 	166.04 	294.38 
THS_EUR,PERS,N1-3,OUT,NR_RF,FR	1732.51 	1627.26 	1322.81 	3668.29 	1437.41 	1901.59 
THS_EUR,PERS,N1-3,OUT,NR_RF,HR	231.15 	: 	29.78 	0 	142.39 	650.83 
THS_EUR,PERS,N1-3,OUT,NR_RF,HU	356.58 	120.23 	156.58 	249.11 	68.39 	90.74 
THS_EUR,PERS,N1-3,OUT,NR_RF,IE	712.38 	407.11 	184.3 	0 	0 	729.15 
THS_EUR,PERS,N1-3,OUT,NR_RF,IT	0 u	: u	0 u	0 bu	0 	0 
THS_EUR,PERS,N1-3,OUT,NR_RF,LT	0 	0 	0 	0 	1072.14 	456 
THS_EUR,PERS,N1-3,OUT,NR_RF,LU	: 	0 	0 	0 	0 	54.08 
THS_EUR,PERS,N1-3,OUT,NR_RF,LV	: 	0 u	190.7 	21.37 	385.39 	622.68 
THS_EUR,PERS,N1-3,OUT,NR_RF,MT	0 u	: c	: c	: u	0 	3.32 
THS_EUR,PERS,N1-3,OUT,NR_RF,NL	: 	0 	0 	864.05 	233.09 	674.25 
THS_EUR,PERS,N1-3,OUT,NR_RF,NO	15043.87 	15585.69 	6758.5 	5727.79 	6634.48 	: 
THS_EUR,PERS,N1-3,OUT,NR_RF,PL	9951.95 	13982.76 	12269.99 	4496.29 b	1433.35 	8867.34 
THS_EUR,PERS,N1-3,OUT,NR_RF,PT	110.73 	271.89 	0 u	233.12 u	88.32 u	1073.75 
THS_EUR,PERS,N1-3,OUT,NR_RF,RO	0 u	6.37 	0 u	0 u	: u	68.23 u
THS_EUR,PERS,N1-3,OUT,NR_RF,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N1-3,OUT,NR_RF,SI	0 	0 	0 	0 	0 	3.03 
THS_EUR,PERS,N1-3,OUT,NR_RF,SK	0 	0 u	779.4 u	224.57 	47.73 bu	450.45 u
THS_EUR,PERS,N1-3,OUT,NR_RF,UK	: 	: 	: 	: 	84254.73 	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,AT	5996.78 u	7974.71 u	: u	6455.16 u	4899.96 u	6568.52 u
THS_EUR,PERS,N1-3,OUT,R_CAMP,BE	4539.46 b	3152.75 	3784.51 	5399.4 	3828.84 	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,BG	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,DE	: c	: u	: u	: u	: u	38396.38 u
THS_EUR,PERS,N1-3,OUT,R_CAMP,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,EA	: 	: 	: 	76691.79 e	64090.76 e	68472.06 e
THS_EUR,PERS,N1-3,OUT,R_CAMP,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,ES	12451.45 	4606.06 u	6615.97 b	3403.69 	2215.51 	2767.6 
THS_EUR,PERS,N1-3,OUT,R_CAMP,EU27	: 	: 	73710.87 e	100352.65 e	89537.13 e	78577.17 e
THS_EUR,PERS,N1-3,OUT,R_CAMP,EU28	: 	: 	73753.65 e	100403.77 e	89648.96 e	81405.39 e
THS_EUR,PERS,N1-3,OUT,R_CAMP,FI	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,FR	: u	: u	: u	3388.83 u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,HR	: u	: 	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,HU	582.22 u	: u	226.75 u	569.24 u	363.3 u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,IE	: c	1154.68 u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,LT	338.94 u	970.25 	2367 	965.49 	949.48 	708.9 
THS_EUR,PERS,N1-3,OUT,R_CAMP,LU	: 	: u	536.39 u	447.69 u	: u	128.47 u
THS_EUR,PERS,N1-3,OUT,R_CAMP,LV	: 	1969.29 u	1874.33 u	: u	893.15 u	1167.05 u
THS_EUR,PERS,N1-3,OUT,R_CAMP,MT	: 	639.55 u	: u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,R_CAMP,NL	: 	5284.51 	4479.96 	4976.96 	6368.33 	8112.91 
THS_EUR,PERS,N1-3,OUT,R_CAMP,NO	: u	: u	4823.57 u	9938.76 u	8751.34 u	: 
THS_EUR,PERS,N1-3,OUT,R_CAMP,PL	3466.7 u	2921.23 	1148.49 u	1053.44 bu	: u	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,PT	: c	: u	: u	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,R_CAMP,RO	: c	: u	: u	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,R_CAMP,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N1-3,OUT,R_CAMP,SI	2197.01 u	3680.28 	3639.75 	3452.17 	3724.04 	2970.22 
THS_EUR,PERS,N1-3,OUT,R_CAMP,SK	: c	: u	: 	: 	: 	: u
THS_EUR,PERS,N1-3,OUT,R_CAMP,UK	: 	: 	: 	: 	16246.72 	: u
THS_EUR,PERS,N1-3,OUT,R_HOT,AT	412477.98 	369787.25 	360876.27 	370847.93 	350926.12 	375729.55 
THS_EUR,PERS,N1-3,OUT,R_HOT,BE	296663.98 b	320873.48 	229775.25 	250904.67 	244091.86 	201660.14 
THS_EUR,PERS,N1-3,OUT,R_HOT,BG	7331.09 	6022.08 	7034.84 	6791.71 	6267.96 	4796.24 
THS_EUR,PERS,N1-3,OUT,R_HOT,CH	: 	482880.98 	476289.23 	405350.81 	455007.82 	339262.69 
THS_EUR,PERS,N1-3,OUT,R_HOT,CY	22164.19 	15608.42 	14656.27 	13403.65 	15114.32 b	17734.21 
THS_EUR,PERS,N1-3,OUT,R_HOT,CZ	43890.21 	36226.05 	33030.9 	32608.16 	29787.62 	26284.51 
THS_EUR,PERS,N1-3,OUT,R_HOT,DE	1518208.94 	1479551.18 	1476837.06 	1319593.75 	1559421.89 	1376966.71 
THS_EUR,PERS,N1-3,OUT,R_HOT,DK	: 	187766.73 	181566 	149192.01 b	129563.24 b	82232.36 
THS_EUR,PERS,N1-3,OUT,R_HOT,EA	: 	: 	: 	3370005 e	3613398.62 e	3392463.9 e
THS_EUR,PERS,N1-3,OUT,R_HOT,EE	21802.13 	16241.37 	14604.79 	22585.2 	19464.49 	14201.08 
THS_EUR,PERS,N1-3,OUT,R_HOT,EL	: 	6941.36 	6882.16 	7250.97 	5340.78 	3985.91 
THS_EUR,PERS,N1-3,OUT,R_HOT,ES	293197.14 	277406.54 	247118.16 b	182698.85 	142952.29 	125687.92 
THS_EUR,PERS,N1-3,OUT,R_HOT,EU27	: 	: 	4884151.22 e	4396911.59 e	5197463.82 e	4761859.66 e
THS_EUR,PERS,N1-3,OUT,R_HOT,EU28	: 	: 	4923588.76 e	4431375.32 e	5231203.72 e	4800433.64 e
THS_EUR,PERS,N1-3,OUT,R_HOT,FI	254288.53 	198276.27 	212762.4 	192808.02 	214522.89 	205038.46 
THS_EUR,PERS,N1-3,OUT,R_HOT,FR	460767.78 	347086.35 	396840.29 	423424.56 	373480.05 	370884.84 
THS_EUR,PERS,N1-3,OUT,R_HOT,HR	41235.81 	: 	39674.15 	34807.51 	33935.41 	38606.38 
THS_EUR,PERS,N1-3,OUT,R_HOT,HU	60462.1 	54483.22 	41128.7 	42011.42 	36561.42 	27306.34 
THS_EUR,PERS,N1-3,OUT,R_HOT,IE	183335.77 	125686.48 	150112.83 	127922.66 	117019.63 	111398.1 
THS_EUR,PERS,N1-3,OUT,R_HOT,IT	319387.04 	227803.97 	171341.08 	148612.54 b	241181.91 	234738.28 
THS_EUR,PERS,N1-3,OUT,R_HOT,LT	10797.02 	12935.65 	13856.84 	9568.49 	9597.71 	8522.08 
THS_EUR,PERS,N1-3,OUT,R_HOT,LU	: 	42199.92 	54877.9 	50843.83 	37475.4 	38543.3 
THS_EUR,PERS,N1-3,OUT,R_HOT,LV	: 	15811.26 	18014.55 	10722.32 	10271.56 	6739.74 
THS_EUR,PERS,N1-3,OUT,R_HOT,MT	12284.27 	10748.81 	8662.83 	7909.19 b	6023.01 	5350.94 
THS_EUR,PERS,N1-3,OUT,R_HOT,NL	: 	223973.33 	212454.66 	197214.68 	239712.11 	262351.92 
THS_EUR,PERS,N1-3,OUT,R_HOT,NO	286159.64 	278111.67 	254473.01 	314347.66 	242590.91 	: 
THS_EUR,PERS,N1-3,OUT,R_HOT,PL	111844.36 	71614.18 	70916.82 	51060.79 b	100222.31 	85135.89 
THS_EUR,PERS,N1-3,OUT,R_HOT,PT	25311.96 	23161.18 	18530.47 	17214.48 	11897.56 	17311.93 
THS_EUR,PERS,N1-3,OUT,R_HOT,RO	6996.31 	9573.48 u	6349.47 	4743.83 u	8224.3 	6654.36 u
THS_EUR,PERS,N1-3,OUT,R_HOT,SE	: 	265795.96 	269903.22 	162822.82 	: 	: 
THS_EUR,PERS,N1-3,OUT,R_HOT,SI	30996.57 	27269.33 	29070.18 	18993.44 	21746.77 	15984.95 
THS_EUR,PERS,N1-3,OUT,R_HOT,SK	38972.18 	32756.64 u	16991.18 u	15433.76 u	12584.18 bu	14478.31 u
THS_EUR,PERS,N1-3,OUT,R_HOT,UK	: 	: 	: 	: 	1154844.92 	: u
THS_EUR,PERS,N1-3,OUT,R_OTH,AT	41842.46 	42631.72 	37352.88 	38940.27 	41771.2 	26352.01 
THS_EUR,PERS,N1-3,OUT,R_OTH,BE	50121.44 b	65686.23 	40676.23 	38707.22 	37207.37 	30466.85 
THS_EUR,PERS,N1-3,OUT,R_OTH,BG	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N1-3,OUT,R_OTH,CH	: 	38702.99 u	44912.74 u	38446.57 u	85496.14 u	21846.6 u
THS_EUR,PERS,N1-3,OUT,R_OTH,CY	: c	: u	: u	: u	1303.5 bu	1310.45 u
THS_EUR,PERS,N1-3,OUT,R_OTH,CZ	10475.78 	13934.05 	9743.57 	8469.23 	10430.76 	7042.37 
THS_EUR,PERS,N1-3,OUT,R_OTH,DE	165005.09 u	281912.39 	183402.88 	152718.02 	144637.82 u	226239.93 
THS_EUR,PERS,N1-3,OUT,R_OTH,DK	: 	10208.83 u	15526.77 u	11554.9 bu	15742.83 bu	3592.61 u
THS_EUR,PERS,N1-3,OUT,R_OTH,EA	: 	: 	: 	470608.96 e	424535.37 e	515717.24 e
