unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N1-3,OUT,ACC,PL	156322.17 	103027.68 	102472.98 	72075.49 b	133695.97 	119500.52 
THS_EUR,PERS,N1-3,OUT,ACC,PT	27773.66 	27142.18 	20120.37 	18047.19 	12439.23 	18506.2 
THS_EUR,PERS,N1-3,OUT,ACC,RO	8173.49 	10087.01 	7051.22 	4970.2 	9027.16 	7179.54 
THS_EUR,PERS,N1-3,OUT,ACC,SE	: 	295945.3 	305695.58 	184886.48 	: 	: 
THS_EUR,PERS,N1-3,OUT,ACC,SI	47308.34 	38990.71 	42607.43 	30685.6 	32066.39 	25273.15 
THS_EUR,PERS,N1-3,OUT,ACC,SK	44447.46 	38312.7 	26994.58 	22877.38 	15936.29 b	17397.67 
THS_EUR,PERS,N1-3,OUT,ACC,UK	: 	: 	: 	: 	1265092.25 	: u
THS_EUR,PERS,N1-3,OUT,DUR,AT	35841.99 	25571.27 	32179.39 	48691.24 	16067.7 	2350.05 
THS_EUR,PERS,N1-3,OUT,DUR,BE	25442.25 b	21557.42 	35088.62 	37997.72 	44062.69 	33199.61 
THS_EUR,PERS,N1-3,OUT,DUR,BG	0 	0 	0 	0 	0 	0 
THS_EUR,PERS,N1-3,OUT,DUR,CH	: 	30306.78 	55849.2 	41630.9 	: 	: 
THS_EUR,PERS,N1-3,OUT,DUR,CY	1097.9 	0 	0 	67.67 	1599.29 	661.6 
THS_EUR,PERS,N1-3,OUT,DUR,CZ	0 	0 	0 	272.77 	0 	3105.03 
THS_EUR,PERS,N1-3,OUT,DUR,DE	327100.16 	439790 	571636.69 	194958.63 	786155.59 	266123.35 
THS_EUR,PERS,N1-3,OUT,DUR,DK	: 	105757.95 	111742.54 	93905.19 b	91770.64 b	50192.12 
THS_EUR,PERS,N1-3,OUT,DUR,EA	: 	: 	: 	375358.22 e	1077445.17 e	520117.02 e
THS_EUR,PERS,N1-3,OUT,DUR,EE	3114.11 	483.53 	1743.5 	7499.88 	2791.98 	6550.82 
THS_EUR,PERS,N1-3,OUT,DUR,EL	: 	772.8 	0 	283.93 	0 	5264.31 
THS_EUR,PERS,N1-3,OUT,DUR,ES	12021.34 	3130.61 	12360.1 b	1588.93 	6990.63 	34439.07 
THS_EUR,PERS,N1-3,OUT,DUR,EU27	: 	: 	1154977.57 e	570932.91 e	1335442.62 e	1600025.22 e
THS_EUR,PERS,N1-3,OUT,DUR,EU28	: 	: 	1153571.51 e	570237.86 e	1336640.11 e	1603760.63 e
THS_EUR,PERS,N1-3,OUT,DUR,FI	26036.51 	27826.56 	119282.14 	33480.85 	109908.55 	25831.91 
THS_EUR,PERS,N1-3,OUT,DUR,FR	9867.1 	39796.88 	50305.67 	23713.53 	27554.41 	47303.59 
THS_EUR,PERS,N1-3,OUT,DUR,HR	0 	0 	0 	0 	1389.08 	3920.07 
THS_EUR,PERS,N1-3,OUT,DUR,HU	26734.15 	27171.31 	22758.16 	14334.02 	7708.97 	10163.14 
THS_EUR,PERS,N1-3,OUT,DUR,IE	21479.49 	8694.35 	16840.68 	10642.3 	7416.44 	11968.62 
THS_EUR,PERS,N1-3,OUT,DUR,IT	0 	0 	0 	6700.6 b	0 	872.28 
THS_EUR,PERS,N1-3,OUT,DUR,LT	3475.47 	6690.77 	2298.27 	0 	82.46 	10604.2 
THS_EUR,PERS,N1-3,OUT,DUR,LU	: 	354.58 	543.23 	3510.38 	471.52 	951.81 
THS_EUR,PERS,N1-3,OUT,DUR,LV	: 	1939 	0 	416.2 	720.26 	7082.35 
THS_EUR,PERS,N1-3,OUT,DUR,MT	1789.45 	1867.25 	5301.2 	5844.26 b	0 	0 
THS_EUR,PERS,N1-3,OUT,DUR,NL	3196.9 	13397.79 	518.63 	2351.77 	72369.49 	73002.29 
THS_EUR,PERS,N1-3,OUT,DUR,NO	1614.7 	5556.3 	1386.04 	1524.81 	4922.89 	: 
THS_EUR,PERS,N1-3,OUT,DUR,PL	3110.94 	21568.93 	24760.07 	13812.86 b	20659.15 	29946.41 
THS_EUR,PERS,N1-3,OUT,DUR,PT	20940.48 	422.9 	189.56 	0 	774.67 	112.26 
THS_EUR,PERS,N1-3,OUT,DUR,RO	60.21 	195.04 	273.71 	449.97 	0 	0 
THS_EUR,PERS,N1-3,OUT,DUR,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N1-3,OUT,DUR,SI	7.32 	36.24 	93.93 	0 	298.76 	507.55 
THS_EUR,PERS,N1-3,OUT,DUR,SK	1673.15 	983.57 	814.78 	521.95 	851.26 b	10913.91 
THS_EUR,PERS,N1-3,OUT,DUR,UK	: 	: 	: 	: 	111707.95 	: u
THS_EUR,PERS,N1-3,OUT,OTH,AT	450319.29 	428829.83 	374627.41 	401311.77 	314011.62 	287545.26 
THS_EUR,PERS,N1-3,OUT,OTH,BE	113433.8 b	128197.7 	293120.62 	281523.1 	280611.9 	183095.18 
THS_EUR,PERS,N1-3,OUT,OTH,BG	6720.61 	6471.93 	3000.55 	3673.72 	4817.37 	6314.13 
THS_EUR,PERS,N1-3,OUT,OTH,CH	: 	252731.11 	307217.51 	199244.41 	254593.8 	200802.15 
THS_EUR,PERS,N1-3,OUT,OTH,CY	45297.87 	30645.69 	19058.26 	14482.76 	11532.91 	12774.4 
THS_EUR,PERS,N1-3,OUT,OTH,CZ	65095.62 	62871.19 	63713.99 	54433.06 	58084.42 	50291 
THS_EUR,PERS,N1-3,OUT,OTH,DE	1508071.09 	1510040.37 	1846787.45 	1127760.08 	1417112.73 	1137072.23 
THS_EUR,PERS,N1-3,OUT,OTH,DK	: 	315001.16 	336030.12 	281694.93 b	275237.27 b	150515.94 
THS_EUR,PERS,N1-3,OUT,OTH,EA	: 	: 	: 	3637846.6 e	3817148.95 e	3563271.71 e
THS_EUR,PERS,N1-3,OUT,OTH,EE	22796.74 	22379.22 	19228.85 	16162.4 	14318.75 	9077.38 
THS_EUR,PERS,N1-3,OUT,OTH,EL	: 	4433.59 	7319.13 	4880.94 	2586.65 	1907.13 
THS_EUR,PERS,N1-3,OUT,OTH,ES	265572.98 	223474.47 	201059.52 b	238109.7 	252396.2 	249805.33 
THS_EUR,PERS,N1-3,OUT,OTH,EU27	: 	: 	6373587.12 e	5251005.59 e	4813463.94 e	4486437.27 e
THS_EUR,PERS,N1-3,OUT,OTH,EU28	: 	: 	6420852.48 e	5295991.87 e	4903770.7 e	4521744.4 e
THS_EUR,PERS,N1-3,OUT,OTH,FI	436080.84 	431700.77 	401237.8 	426113.74 	481903.96 	496589.35 
THS_EUR,PERS,N1-3,OUT,OTH,FR	546405.97 	369817.26 	417479.55 	419087.97 	367229.55 	389628.32 
THS_EUR,PERS,N1-3,OUT,OTH,HR	26783.85 	20157.08 	48102.35 	44915.28 	89370.44 	35357.16 
THS_EUR,PERS,N1-3,OUT,OTH,HU	246656.32 	224980.37 	160933.14 	168165.59 	158149.04 	124223.61 
THS_EUR,PERS,N1-3,OUT,OTH,IE	320291.88 	238696.91 	255661.83 	222063.74 	197960.66 	199141.28 
THS_EUR,PERS,N1-3,OUT,OTH,IT	340411.09 	308711.38 	327711.31 	207767.11 b	282765.76 	381228.49 
THS_EUR,PERS,N1-3,OUT,OTH,LT	24174.82 	25461.43 	21041.72 	28586.37 	32281.31 	23269.76 
THS_EUR,PERS,N1-3,OUT,OTH,LU	: 	26237.2 	34879.08 	39389.13 	31647.06 	22287.32 
THS_EUR,PERS,N1-3,OUT,OTH,LV	: 	18310.25 	21118.76 	12883.45 	13148.28 	19108.74 
THS_EUR,PERS,N1-3,OUT,OTH,MT	35437.25 	27156.11 	20440.34 	17427.81 b	19490.73 	15341.48 
THS_EUR,PERS,N1-3,OUT,OTH,NL	177394.63 	146350.74 	133386.12 	137834.69 	92568.31 	97328.71 
THS_EUR,PERS,N1-3,OUT,OTH,NO	241387.15 	197133.89 	256111.79 	318880.76 	259386.04 	: 
THS_EUR,PERS,N1-3,OUT,OTH,PL	138634.25 	101885.16 	82513.11 	97591.63 b	79145.89 	114625.35 
THS_EUR,PERS,N1-3,OUT,OTH,PT	12242.85 	10471.24 	15958.79 	12994.47 	4810.08 	5375.08 
THS_EUR,PERS,N1-3,OUT,OTH,RO	5346.48 	7227.38 	5604.92 	2518.86 	2576.71 	6518.42 
THS_EUR,PERS,N1-3,OUT,OTH,SE	: 	416697.31 	440188.77 	297905.41 	: 	: 
THS_EUR,PERS,N1-3,OUT,OTH,SI	36135.6 	23591.78 	25415.81 	26259.62 	27517.13 	23334.54 
THS_EUR,PERS,N1-3,OUT,OTH,SK	48835.39 	37126.57 	37281.49 	43157.99 	18216.59 b	51301.86 
THS_EUR,PERS,N1-3,OUT,OTH,UK	: 	: 	: 	: 	281502.25 	: u
THS_EUR,PERS,N1-3,OUT,REST,BE	199450.6 b	256143.1 	0 	0 	0 	: 
THS_EUR,PERS,N1-3,OUT,REST,BG	9139.91 	8030.16 	7184.85 	7976.47 	9341.92 	7016.86 
THS_EUR,PERS,N1-3,OUT,REST,CH	: 	380207.17 	414948.13 	300739.36 	310079.58 	231083.46 
THS_EUR,PERS,N1-3,OUT,REST,CY	27312.04 	20996.07 	19169.76 	17630.94 	21454.66 	: 
THS_EUR,PERS,N1-3,OUT,REST,CZ	37606.74 	44710.34 	35701.7 	34725.99 	34940.99 	30236.2 
THS_EUR,PERS,N1-3,OUT,REST,DK	: 	: 	: 	: b	: b	: 
THS_EUR,PERS,N1-3,OUT,REST,EA	: 	: 	: 	1198141.56 e	1129537.39 e	1124932.45 e
THS_EUR,PERS,N1-3,OUT,REST,EE	19398.46 	16714.03 	16445.86 	20781.46 	18687.63 	14707.03 
THS_EUR,PERS,N1-3,OUT,REST,EL	: 	8042.23 	8420.02 	8392.57 	6267.5 	4588.61 
THS_EUR,PERS,N1-3,OUT,REST,ES	325999.47 	284020.35 	281280.2 b	161846.58 	125837.31 	120195.98 
THS_EUR,PERS,N1-3,OUT,REST,EU27	: 	: 	1747799.39 e	1560093.98 e	1386216.89 e	1358057.47 e
THS_EUR,PERS,N1-3,OUT,REST,EU28	: 	: 	1806611.21 e	1609614.22 e	1418666 e	1389983.69 e
THS_EUR,PERS,N1-3,OUT,REST,FI	405583.48 	396028.14 	373123.55 	327698.07 	357179.52 	394818.75 
THS_EUR,PERS,N1-3,OUT,REST,FR	372060.86 	340554.89 	354480.68 	384662.07 	335936.84 	335617.7 
THS_EUR,PERS,N1-3,OUT,REST,HR	49417.47 	31396.32 	53273.28 	44950.84 	32057.59 	31541.31 
THS_EUR,PERS,N1-3,OUT,REST,HU	79146.1 	69404.35 	44864.62 	41782.29 	32686 	24557.69 
THS_EUR,PERS,N1-3,OUT,REST,IT	: 	: 	: 	: b	: 	: 
THS_EUR,PERS,N1-3,OUT,REST,LT	9370.58 	9660.24 	10543.36 	8812.82 	7689.69 	10132.11 
THS_EUR,PERS,N1-3,OUT,REST,LU	: 	41128.34 	54845.92 	45204.41 	34424.35 	32954.21 
THS_EUR,PERS,N1-3,OUT,REST,LV	: 	9004.18 	9524.32 	5533.65 	7665.73 	5949.01 
THS_EUR,PERS,N1-3,OUT,REST,MT	: 	: 	: 	: b	: 	: 
THS_EUR,PERS,N1-3,OUT,REST,NL	246169.41 	182187.19 	164433.56 	160304.9 	188241.77 	184963.51 
THS_EUR,PERS,N1-3,OUT,REST,NO	356051.37 	375680.54 	374198.35 	442388.6 	371112.51 	: 
THS_EUR,PERS,N1-3,OUT,REST,PL	145239.01 	88432.76 	76895.31 	63445.48 b	133056.6 	125687.4 
THS_EUR,PERS,N1-3,OUT,REST,PT	27595.36 	24627.46 	21890.12 	15350.18 	7605.29 	12374.1 
THS_EUR,PERS,N1-3,OUT,REST,RO	5461.87 	5626.6 	4696.24 	1906.97 	4988.16 	3886.73 
THS_EUR,PERS,N1-3,OUT,REST,SI	31963.13 	24092.7 	25847.83 	23932.62 	24969.22 	24574.16 
THS_EUR,PERS,N1-3,OUT,REST,SK	42646.21 	26997.55 	16715.55 	21252.7 	8794.7 b	: 
THS_EUR,PERS,N1-3,OUT,REST,UK	: 	: 	: 	: 	0 	: u
THS_EUR,PERS,N1-3,OUT,TOTAL,AT	1310139.73 	1233538.56 	1134861.83 	1224971.76 	1066761.07 	1029678.17 
THS_EUR,PERS,N1-3,OUT,TOTAL,BE	953979.2 b	1055463.89 	767898.25 	781022.76 	766032.75 	597194.82 
THS_EUR,PERS,N1-3,OUT,TOTAL,BG	36572.82 	34315.43 	28090.02 	34432.14 	31802.33 	26904.84 
THS_EUR,PERS,N1-3,OUT,TOTAL,CH	: 	1599611.05 	1728871.71 	1292369.16 	1600393.83 	1085819.7 
THS_EUR,PERS,N1-3,OUT,TOTAL,CY	140968.45 	102434.18 	81520.91 	76849.22 	88243.22 	66785.61 
THS_EUR,PERS,N1-3,OUT,TOTAL,CZ	209937.03 	212929.39 	189231.86 	182949.07 	182319.59 	158040.12 
THS_EUR,PERS,N1-3,OUT,TOTAL,DE	5283352.38 	5174516.39 	5374725.31 	4346236.26 	4987903.06 	5136056.38 
THS_EUR,PERS,N1-3,OUT,TOTAL,DK	: 	890885.74 	909842.4 	788289.04 b	742353.51 b	405971.31 
THS_EUR,PERS,N1-3,OUT,TOTAL,EA	: 	: 	: 	13268197.73 e	13573552.59 e	13814073.4 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EE	94655.77 	85508.49 	75954.92 	83695.92 	76895.75 	68273.31 
THS_EUR,PERS,N1-3,OUT,TOTAL,EL	: 	30003.19 	35411.96 	32039.77 	22731.94 	21433.03 
THS_EUR,PERS,N1-3,OUT,TOTAL,ES	1393413.26 	1217349.27 	1142590.24 b	830159.34 	719265.58 	700212.43 
THS_EUR,PERS,N1-3,OUT,TOTAL,EU27	: 	: 	20744935.37 e	18295156.22 e	18279565.4 e	17497280.1 e
THS_EUR,PERS,N1-3,OUT,TOTAL,EU28	: 	: 	20965028.19 e	18494014.46 e	18509754.61 e	17679412.33 e
THS_EUR,PERS,N1-3,OUT,TOTAL,FI	1564388.03 	1435682.61 	1409035.23 	1347238.87 	1485339.41 	1526037.91 
THS_EUR,PERS,N1-3,OUT,TOTAL,FR	2272403.07 	1695512.41 	1873594.12 	1968398.99 	1746331.32 	1778389.97 
THS_EUR,PERS,N1-3,OUT,TOTAL,HR	179880.35 	130525.91 	214482.44 	193312.04 	228766.79 	181490.39 
THS_EUR,PERS,N1-3,OUT,TOTAL,HU	453533.29 	397817.32 	286459.36 	285363.03 	241577.65 	188056.08 
THS_EUR,PERS,N1-3,OUT,TOTAL,IE	795185.36 	567486.62 	634152.86 	550569.94 	497711.47 	501844.28 
THS_EUR,PERS,N1-3,OUT,TOTAL,IT	1206750.64 	946588.58 	908801.11 	691099.21 b	877962.71 	1094675.7 
THS_EUR,PERS,N1-3,OUT,TOTAL,LT	70858.58 	72826.53 	74264.29 	72784.61 	67989.96 	64268.37 
THS_EUR,PERS,N1-3,OUT,TOTAL,LU	: 	158781.32 	205756.18 	207712.31 	152173.65 	143485.38 
THS_EUR,PERS,N1-3,OUT,TOTAL,LV	: 	68852.04 	80426.14 	52770.9 	56511.04 	68006.06 
THS_EUR,PERS,N1-3,OUT,TOTAL,MT	62078.66 	49940.19 	38406.76 	34303.2 b	34427.92 	28525.77 
THS_EUR,PERS,N1-3,OUT,TOTAL,NL	1372414.71 	845731.95 	783075.1 	758979.35 	821607.52 	849114.18 
THS_EUR,PERS,N1-3,OUT,TOTAL,NO	1452059.17 	1400815.36 	1407882.19 	1630119.57 	1323294 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,PL	613059.82 	420192.46 	413864.63 	336134.8 b	537673.29 	621680.03 
THS_EUR,PERS,N1-3,OUT,TOTAL,PT	107240.4 	100630.45 	87794.31 	72196.58 	41517.76 	58415.32 
THS_EUR,PERS,N1-3,OUT,TOTAL,RO	31903.13 	35556.13 	28641.91 	16275.03 	27128.93 	25753.52 
THS_EUR,PERS,N1-3,OUT,TOTAL,SE	: 	1024577.81 	1310148.81 	951723.83 	: 	: 
THS_EUR,PERS,N1-3,OUT,TOTAL,SI	166557.01 	126121.32 	135780.71 	124434.36 	129866.3 	116000.69 
THS_EUR,PERS,N1-3,OUT,TOTAL,SK	183921.59 	135212.48 	102096.31 	113925.42 	57115.69 b	96250.99 
THS_EUR,PERS,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	2471548.18 	: u
THS_EUR,PERS,N1-3,OUT,TRA,AT	399503.21 	384315.06 	360409.86 	407416.63 	355152.16 	325498.23 
THS_EUR,PERS,N1-3,OUT,TRA,BE	277346.97 b	281410.63 	200541.64 	204488.37 	196300.09 	175882.43 
THS_EUR,PERS,N1-3,OUT,TRA,BG	12240.7 	13542.26 	10560.62 	14355.85 	10532.19 	7890.78 
THS_EUR,PERS,N1-3,OUT,TRA,CH	: 	430979.1 	478475.02 	338489 	444649.66 	286308.16 
THS_EUR,PERS,N1-3,OUT,TRA,CY	45816.1 	34490.14 	28135.06 	30664.15 	38837.84 	34960.4 
THS_EUR,PERS,N1-3,OUT,TRA,CZ	50627.57 	52313.89 	45384.28 	51846.83 	48402.64 	43564.44 
THS_EUR,PERS,N1-3,OUT,TRA,DE	1987483.35 	1811503.3 	1786563.61 	1680730.97 	1799720.49 	2339182.45 
THS_EUR,PERS,N1-3,OUT,TRA,DK	: 	292749.71 	305294.97 	270820.46 b	250245.08 b	136849.43 
THS_EUR,PERS,N1-3,OUT,TRA,EA	: 	: 	: 	4471391.99 e	4465865.28 e	5079012.18 e
THS_EUR,PERS,N1-3,OUT,TRA,EE	28827.61 	27098.87 	23869.6 	22396.56 	22783.55 	20680.69 
THS_EUR,PERS,N1-3,OUT,TRA,EL	: 	10399.71 	11813.82 	11233.53 	8451.26 	10873.04 
THS_EUR,PERS,N1-3,OUT,TRA,ES	422681.68 	384974.21 	364934.69 b	213318.86 	164935.76 	172094.2 
THS_EUR,PERS,N1-3,OUT,TRA,EU27	: 	: 	6764865.29 e	6235700.4 e	6063858.06 e	6067921.51 e
THS_EUR,PERS,N1-3,OUT,TRA,EU28	: 	: 	6834687.16 e	6300528.82 e	6130030.22 e	6134815.42 e
THS_EUR,PERS,N1-3,OUT,TRA,FI	416975.75 	349187.3 	376142.36 	344674.35 	370609.39 	362724.72 
THS_EUR,PERS,N1-3,OUT,TRA,FR	797422.26 	519042.79 	627937.4 	668297.89 	616705.41 	633606.1 
THS_EUR,PERS,N1-3,OUT,TRA,HR	51058.44 	43393.8 	68237.63 	63309.21 	65893.07 	66601.02 
THS_EUR,PERS,N1-3,OUT,TRA,HU	54942.08 	42491.34 	32165.36 	28631.97 	8083 	7768.95 
THS_EUR,PERS,N1-3,OUT,TRA,IE	257099.57 	182961.29 	207439.57 	187366.84 	173442.37 	177183.69 
THS_EUR,PERS,N1-3,OUT,TRA,IT	489453.34 	319912.05 	356912.27 	297461.44 b	335551.96 	427318.36 
THS_EUR,PERS,N1-3,OUT,TRA,LT	22243.23 	20792.63 	23267.24 	22440.49 	15743.33 	19772.55 
THS_EUR,PERS,N1-3,OUT,TRA,LU	: 	44951.19 	56575.58 	68372.83 	45823.93 	47803.96 
THS_EUR,PERS,N1-3,OUT,TRA,LV	: 	22230.42 	28009.46 	19946.72 	22570.77 	32029.08 
THS_EUR,PERS,N1-3,OUT,TRA,MT	12030.39 	11152.07 	8399.9 	8626.34 b	8522.86 	7603.98 
THS_EUR,PERS,N1-3,OUT,TRA,NL	558750.11 	241481.56 	231659.47 	221412.18 	252335.41 	250444.87 
THS_EUR,PERS,N1-3,OUT,TRA,NO	516061.89 	485461.6 	481539.65 	501580.86 	405940.76 	: 
THS_EUR,PERS,N1-3,OUT,TRA,PL	172864.4 	126846.86 	151983.23 	103022.2 b	191774.84 	261866.75 
THS_EUR,PERS,N1-3,OUT,TRA,PT	39628.53 	38389.57 	29825.03 	25804.73 	16663.17 	22159.94 
THS_EUR,PERS,N1-3,OUT,TRA,RO	12921.29 	12615.13 	11289.53 	6878.99 	10536.9 	8168.83 
THS_EUR,PERS,N1-3,OUT,TRA,SE	: 	311935.19 	564264.46 	468931.95 	: 	: 
THS_EUR,PERS,N1-3,OUT,TRA,SI	51149.94 	39446.13 	41909.64 	43556.53 	45313.56 	42818.83 
THS_EUR,PERS,N1-3,OUT,TRA,SK	47992.52 	32775.66 	21104.69 	26637.35 	14168.11 b	27551.46 
THS_EUR,PERS,N1-3,OUT,TRA,UK	: 	: 	: 	: 	924953.67 	: u
THS_EUR,PERS,N1-3,WORLD,ACC,AT	1197057.76 	1161260.76 	1044902.47 	1028282.6 	1024306.75 	1183400.52 
THS_EUR,PERS,N1-3,WORLD,ACC,BE	529963.63 b	499940.69 	427292.86 	394863.34 	413489.37 	344835.26 
THS_EUR,PERS,N1-3,WORLD,ACC,BG	41999.45 	27819.88 	26738.97 	35536 	27965.52 	23263.52 
THS_EUR,PERS,N1-3,WORLD,ACC,CH	: 	894393.65 	895469.69 	777151.77 	962093.34 	640126.97 
THS_EUR,PERS,N1-3,WORLD,ACC,CY	53479.93 	45117.33 	46680.41 	44681.4 	35569.19 	57938.61 
THS_EUR,PERS,N1-3,WORLD,ACC,CZ	187698.14 	169098.95 	125484.76 	113679.73 	110928.75 	107992.75 
THS_EUR,PERS,N1-3,WORLD,ACC,DE	6237602.23 	6314682.49 	6096904.7 	5534528.45 	6644390.66 	5826745.08 
THS_EUR,PERS,N1-3,WORLD,ACC,DK	: 	1353137.13 	1233631.31 	1301118.62 b	1214802.42 b	603296.38 
THS_EUR,PERS,N1-3,WORLD,ACC,EA	: 	: 	: 	14322064.95 e	15416284.63 e	14960867.41 e
THS_EUR,PERS,N1-3,WORLD,ACC,EE	65748.9 	61408.56 	48432.96 	46939.34 	36560.29 	40877.56 
THS_EUR,PERS,N1-3,WORLD,ACC,EL	: 	42338.63 	44177.38 	42296.24 	34790.58 	54618.88 
THS_EUR,PERS,N1-3,WORLD,ACC,ES	2314187.43 	2043587.51 	1956868.64 b	1686581.43 	1671425.95 	1543717.62 
THS_EUR,PERS,N1-3,WORLD,ACC,EU27	: 	: 	21412328.28 e	19551067.29 e	23229428.58 e	22055253.51 e
THS_EUR,PERS,N1-3,WORLD,ACC,EU28	: 	: 	21460482.25 e	19608846.13 e	23307029.56 e	22139319.53 e
THS_EUR,PERS,N1-3,WORLD,ACC,FI	802244.4 	719562.73 	705850.95 	690926.57 	760017.01 	775737.9 
THS_EUR,PERS,N1-3,WORLD,ACC,FR	3175529.62 	2466977.35 	2366389.54 	2527652.87 	2354928.04 	2345561.96 
THS_EUR,PERS,N1-3,WORLD,ACC,HR	80488.81 	61811.69 	64884.03 	71317.24 	79859.58 	85997.89 
THS_EUR,PERS,N1-3,WORLD,ACC,HU	322742.99 	258591.48 	228848.19 	206710.8 	167310.28 	175255.24 
THS_EUR,PERS,N1-3,WORLD,ACC,IE	621816.17 	506405.92 	496828.68 	413818.29 	384380.07 	379893.52 
THS_EUR,PERS,N1-3,WORLD,ACC,IT	1524141.69 	1596164.85 	1243503.24 	1022449.23 b	1101384.96 	1378839.44 
THS_EUR,PERS,N1-3,WORLD,ACC,LT	65434.39 	60371.53 	55149.49 	39808.71 	30700.4 	34635.72 
THS_EUR,PERS,N1-3,WORLD,ACC,LU	: 	47093.38 	60530.18 	56101.44 	41622.15 	41478.92 
THS_EUR,PERS,N1-3,WORLD,ACC,LV	: 	27593.87 	29797.36 	24654.16 	23752.3 	18486.84 
THS_EUR,PERS,N1-3,WORLD,ACC,MT	25080.25 	21209.7 	17699.52 	16678.37 b	12294.62 	15093.63 
THS_EUR,PERS,N1-3,WORLD,ACC,NL	909615.05 	785968.33 	701922.31 	625053.49 	711830.47 	770056.72 
THS_EUR,PERS,N1-3,WORLD,ACC,NO	814794.03 	723545.48 	649541.72 	769511.09 	624948.84 	: 
THS_EUR,PERS,N1-3,WORLD,ACC,PL	564175.15 	438337.34 	387963.5 	274682.73 b	771769.68 	729331.97 
THS_EUR,PERS,N1-3,WORLD,ACC,PT	120211.76 	101862.75 	103412.85 	82169.08 	52145.24 	72556.59 
THS_EUR,PERS,N1-3,WORLD,ACC,RO	122165.19 	119903.76 	100848.7 	85463.6 	81470.83 	74999.02 
THS_EUR,PERS,N1-3,WORLD,ACC,SE	: 	1041075.09 	968423.38 	668825 	: 	: 
THS_EUR,PERS,N1-3,WORLD,ACC,SI	84140.11 	74526 	73399.31 	64061.94 	61023.57 	52475.78 
THS_EUR,PERS,N1-3,WORLD,ACC,SK	204708.07 	140193.28 	104179.44 	97274.6 	74234.14 b	75198.86 
THS_EUR,PERS,N1-3,WORLD,ACC,UK	: 	: 	: 	: 	4943118.25 	: u
THS_EUR,PERS,N1-3,WORLD,DUR,AT	90033.18 	47694.33 	52852.75 	83640.38 	45560.25 	21765.51 
THS_EUR,PERS,N1-3,WORLD,DUR,BE	32186.29 b	25437.59 	48819.1 	46180.98 	59045.18 	47928.61 
THS_EUR,PERS,N1-3,WORLD,DUR,BG	0 	0 	0 	0 	0 	0 
THS_EUR,PERS,N1-3,WORLD,DUR,CH	: 	39547.27 	56076.4 	51723 	: 	: 
THS_EUR,PERS,N1-3,WORLD,DUR,CY	1563.98 	0 	0 	67.67 	1599.29 	1609.47 
THS_EUR,PERS,N1-3,WORLD,DUR,CZ	2588.16 	704.24 	2415.74 	272.77 	529.24 	3105.03 
THS_EUR,PERS,N1-3,WORLD,DUR,DE	1052043.37 	1499426.62 	1618223.12 	1673430.39 	1908447 	1090688.19 
THS_EUR,PERS,N1-3,WORLD,DUR,DK	: 	525033.07 	511829.71 	525983.27 b	514085.2 b	255389.67 
THS_EUR,PERS,N1-3,WORLD,DUR,EA	: 	: 	: 	2207589.84 e	2668134.24 e	1931415.56 e
THS_EUR,PERS,N1-3,WORLD,DUR,EE	3114.11 	1061.02 	1901.1 	16303.61 	10640.98 	9529.71 
THS_EUR,PERS,N1-3,WORLD,DUR,EL	: 	792.7 	646.61 	931.01 	208.67 	72408.18 
THS_EUR,PERS,N1-3,WORLD,DUR,ES	183464.25 	185866.3 	308988.53 b	10842.74 	32454.6 	117563.41 
THS_EUR,PERS,N1-3,WORLD,DUR,EU27	: 	: 	3629971.93 e	3294614.69 e	5441482.69 e	5651196.69 e
THS_EUR,PERS,N1-3,WORLD,DUR,EU28	: 	: 	3625552.83 e	3290603.85 e	5444110.25 e	5660246.66 e
THS_EUR,PERS,N1-3,WORLD,DUR,FI	83779.73 	164200.38 	153088.81 	147957.92 	221304.62 	116214.95 
THS_EUR,PERS,N1-3,WORLD,DUR,FR	142451.75 	173055.26 	179560.2 	153004.63 	164041.75 	168934.7 
THS_EUR,PERS,N1-3,WORLD,DUR,HR	0 	2768.76 	0 	0 	3450.84 	9780.24 
THS_EUR,PERS,N1-3,WORLD,DUR,HU	29558.17 	27818.18 	24099.99 	19811.8 	8447.67 	11611.27 
THS_EUR,PERS,N1-3,WORLD,DUR,IE	50829.09 	38142.97 	35329.28 	30477.09 	23994.5 	30151.68 
THS_EUR,PERS,N1-3,WORLD,DUR,IT	0 	14117.6 	29250.6 	18704.63 b	0 	19010.5 
THS_EUR,PERS,N1-3,WORLD,DUR,LT	4345.31 	7427.35 	3480.34 	465.65 	872.72 	10986.62 
THS_EUR,PERS,N1-3,WORLD,DUR,LU	: 	503.8 	543.23 	3510.38 	471.52 	951.81 
THS_EUR,PERS,N1-3,WORLD,DUR,LV	: 	1939 	889.94 	898.49 	3102.21 	8018.27 
THS_EUR,PERS,N1-3,WORLD,DUR,MT	1822.93 	1917.08 	5330.91 	6622.46 b	0 	0 
THS_EUR,PERS,N1-3,WORLD,DUR,NL	4623.11 	18376.53 	866.72 	3392.71 	192971.77 	209318.5 
