unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,TOTAL,N1-3,OUT,ACC,IT	466045.96 	436909.29 	325095.51 	270214.4 b	386812.67 	481137.12 
THS_NAC,TOTAL,N1-3,OUT,ACC,LT	36716.19 	38752.53 	37305.19 	26669.41 	86864.49 	73523.04 
THS_NAC,TOTAL,N1-3,OUT,ACC,LU	: 	85827.7 	100869.62 	104313.93 	88179.89 	82195.63 
THS_NAC,TOTAL,N1-3,OUT,ACC,LV	: 	34869.5 	36493.28 	26932.15 	34510.12 	13888.81 
THS_NAC,TOTAL,N1-3,OUT,ACC,MT	30354.26 	20853.03 	19096.23 	16103.42 b	12285.41 	10596.4 
THS_NAC,TOTAL,N1-3,OUT,ACC,NL	734051.39 	444441.58 	396511.99 	394125.09 	436119.18 	485174.42 
THS_NAC,TOTAL,N1-3,OUT,ACC,NO	4985808.23 	5626670.49 	4413646.01 	4221157.23 	3086201.41 	: 
THS_NAC,TOTAL,N1-3,OUT,ACC,PL	932291.15 	680735.69 	594811.21 	488124.23 b	910705.22 	1194650.87 
THS_NAC,TOTAL,N1-3,OUT,ACC,PT	42599.86 	43680.43 	33252.11 	38456.78 	16483.91 	26856.64 
THS_NAC,TOTAL,N1-3,OUT,ACC,RO	41747.49 	44840.81 	31345.48 	23666.32 	39891.01 	32015.74 
THS_NAC,TOTAL,N1-3,OUT,ACC,SE	: 	3666339.22 	3684986.13 	2428410.5 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,ACC,SI	98630.58 	73881.4 	83632.79 	67354.78 	61721.22 	61813.3 
THS_NAC,TOTAL,N1-3,OUT,ACC,SK	116219.18 	72139.18 	51429.76 	73948.63 	22439.72 b	34403.23 
THS_NAC,TOTAL,N1-3,OUT,ACC,UK	: 	: 	: 	: 	1727085.35 	: u
THS_NAC,TOTAL,N1-3,OUT,DUR,AT	44915.08 	49304.01 	57061.56 	84314.19 	75206.49 	12781.86 
THS_NAC,TOTAL,N1-3,OUT,DUR,BE	26452.69 b	26615.92 	37677.54 	41959.93 	47220.18 	46090.67 
THS_NAC,TOTAL,N1-3,OUT,DUR,BG	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,OUT,DUR,CH	: 	33040.45 	59641.36 	50564.89 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,DUR,CY	1097.9 	0 	0 	67.67 	1599.29 	1044.17 
THS_NAC,TOTAL,N1-3,OUT,DUR,CZ	0 	23902.87 	0 	7510.97 	0 	78088.5 
THS_NAC,TOTAL,N1-3,OUT,DUR,DE	704332.35 	516965.8 	642938.36 	516588.75 	841002.34 	331221.78 
THS_NAC,TOTAL,N1-3,OUT,DUR,DK	: 	822815 	898430.43 	750177.79 b	740999.02 b	457364.69 
THS_NAC,TOTAL,N1-3,OUT,DUR,EE	3114.11 	1339.78 	1789.28 	10246.11 	4473.87 	6643.94 
THS_NAC,TOTAL,N1-3,OUT,DUR,EL	: 	772.8 	511.8 	283.93 	0 	6793.86 
THS_NAC,TOTAL,N1-3,OUT,DUR,ES	22772.3 	3130.61 	48142.79 b	1588.93 	6990.63 	106624.98 
THS_NAC,TOTAL,N1-3,OUT,DUR,EU28	: 	: 	: 	: 	: 	7330661.24 e
THS_NAC,TOTAL,N1-3,OUT,DUR,FI	66996.29 	27826.56 	119282.14 	34609.22 	115032.39 	28611.98 
THS_NAC,TOTAL,N1-3,OUT,DUR,FR	18568.47 	80795.79 	61145.24 	40654.63 	43788.56 	60612.64 
THS_NAC,TOTAL,N1-3,OUT,DUR,HR	0 	7823.21 	0 	0 	18321.99 	38866.72 
THS_NAC,TOTAL,N1-3,OUT,DUR,HU	8893435 	9035096 	7807737 	4762293 	2517157 	4614602 
THS_NAC,TOTAL,N1-3,OUT,DUR,IE	23631.28 	15763.27 	19935.62 	13697.29 	11406.64 	18595.08 
THS_NAC,TOTAL,N1-3,OUT,DUR,IT	0 	0 	0 	6700.6 b	0 	5437.3 
THS_NAC,TOTAL,N1-3,OUT,DUR,LT	8889.69 	8168.52 	2921.38 	542.92 	361.46 	38191.65 
THS_NAC,TOTAL,N1-3,OUT,DUR,LU	: 	509.84 	663.75 	4907.1 	7810.58 	5125.35 
THS_NAC,TOTAL,N1-3,OUT,DUR,LV	: 	1939 	0 	693.54 	760.69 	4996.09 
THS_NAC,TOTAL,N1-3,OUT,DUR,MT	1789.45 	8729.01 	6039.35 	6166.7 b	0 	0 
THS_NAC,TOTAL,N1-3,OUT,DUR,NL	7068.66 	13397.79 	518.63 	2351.77 	72369.49 	73002.29 
THS_NAC,TOTAL,N1-3,OUT,DUR,NO	15060.34 	64163.33 	12404.51 	20442.53 	114017.8 	: 
THS_NAC,TOTAL,N1-3,OUT,DUR,PL	13243.26 	94109.57 	153473.29 	66846.75 b	773111.94 	198725.4 
THS_NAC,TOTAL,N1-3,OUT,DUR,PT	20940.48 	472.71 	216.64 	0 	774.67 	112.26 
THS_NAC,TOTAL,N1-3,OUT,DUR,RO	275.08 	867.03 	1216.76 	1999.55 	0 	0 
THS_NAC,TOTAL,N1-3,OUT,DUR,SE	: 	0 	0 	0 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,DUR,SI	7.32 	36.24 	2865.81 	499.8 	589.86 	1049.41 
THS_NAC,TOTAL,N1-3,OUT,DUR,SK	1673.15 	983.57 	814.78 	521.95 	851.26 b	10913.91 
THS_NAC,TOTAL,N1-3,OUT,DUR,UK	: 	: 	: 	: 	153630.5 	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,AT	587179.57 	555568.8 	526415.28 	566382.36 	463788.44 	405055.74 
THS_NAC,TOTAL,N1-3,OUT,OTH,BE	142768.27 b	152198.75 	359423.73 	332744.19 	344866.17 	262327.91 
THS_NAC,TOTAL,N1-3,OUT,OTH,BG	19347.19 	16617 	5868.48 	7610.24 	11293.55 	14051.46 
THS_NAC,TOTAL,N1-3,OUT,OTH,CH	: 	319941.35 	373629.63 	272927.76 	336408.48 	270228.27 
THS_NAC,TOTAL,N1-3,OUT,OTH,CY	54751.57 	42693.49 	24613.56 	18348.95 	15215.79 	21838.62 
THS_NAC,TOTAL,N1-3,OUT,OTH,CZ	2026254.97 	2104278.52 	1980205.68 	1714059.35 	1873760.09 	1750223.86 
THS_NAC,TOTAL,N1-3,OUT,OTH,DE	2020258.19 	1993690.75 	2322405.84 	1431400.69 	1995418.25 	1662833.61 
THS_NAC,TOTAL,N1-3,OUT,OTH,DK	: 	2752645.16 	3239223.72 	2676581.31 b	2703461.78 b	2083415.45 
THS_NAC,TOTAL,N1-3,OUT,OTH,EE	30205.77 	34194.94 	24021.26 	19329.53 	17807.59 	11646.84 
THS_NAC,TOTAL,N1-3,OUT,OTH,EL	: 	6086.35 	9413.25 	5341.4 	4454.06 	2351.06 
THS_NAC,TOTAL,N1-3,OUT,OTH,ES	292925.34 	245279.81 	219664.96 b	315457.92 	380847.95 	387597.33 
THS_NAC,TOTAL,N1-3,OUT,OTH,EU28	: 	: 	: 	: 	: 	60561483.15 e
THS_NAC,TOTAL,N1-3,OUT,OTH,FI	503335.38 	498230.46 	470344.33 	515522.18 	555518.13 	591557.88 
THS_NAC,TOTAL,N1-3,OUT,OTH,FR	727750.59 	509871.77 	553520.38 	552876 	506375.11 	518624.03 
THS_NAC,TOTAL,N1-3,OUT,OTH,HR	260582.2 	253776 	486855.28 	475040.91 	897513.5 	349594.27 
THS_NAC,TOTAL,N1-3,OUT,OTH,HU	84680711 	80567693 	60912718 	60909951 	58654901 	49099393 
THS_NAC,TOTAL,N1-3,OUT,OTH,IE	414479.58 	332481.02 	347737.71 	287025.8 	269171.9 	248986.37 
THS_NAC,TOTAL,N1-3,OUT,OTH,IT	399917.96 	366406.17 	380394.1 	257026.84 b	373553.09 	491661.58 
THS_NAC,TOTAL,N1-3,OUT,OTH,LT	35400.31 	35322.49 	30935.82 	41694.14 	146866.19 	109791.98 
THS_NAC,TOTAL,N1-3,OUT,OTH,LU	: 	30662.08 	39175.56 	50954.15 	31647.06 	22287.32 
THS_NAC,TOTAL,N1-3,OUT,OTH,LV	: 	22581.87 	26991.66 	16841.05 	18359.1 	18497.74 
THS_NAC,TOTAL,N1-3,OUT,OTH,MT	49859.05 	37686.32 	29356.16 	25294.47 b	27054.86 	22560.59 
THS_NAC,TOTAL,N1-3,OUT,OTH,NL	223016.01 	170622.72 	153047.44 	169326.94 	116663.38 	128536.55 
THS_NAC,TOTAL,N1-3,OUT,OTH,NO	2764662.57 	2349758.77 	2966187.47 	3701553.54 	3418942.25 	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,PL	695402.09 	530956.27 	407826.34 	464672.1 b	400052.59 	861427.08 
THS_NAC,TOTAL,N1-3,OUT,OTH,PT	17513.91 	14914.36 	24331.77 	20029.25 	6486.87 	6801.62 
THS_NAC,TOTAL,N1-3,OUT,OTH,RO	24427.02 	32128.61 	24916.12 	11930.5 	11386.5 	29067.58 
THS_NAC,TOTAL,N1-3,OUT,OTH,SE	: 	4189645.55 	4527391.55 	2817827.8 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,SI	53072.97 	32711.14 	31971.76 	33838.93 	36847.42 	31849.32 
THS_NAC,TOTAL,N1-3,OUT,OTH,SK	68895.25 	50537.39 	39675.2 	64542.49 	23557.65 b	71303.38 
THS_NAC,TOTAL,N1-3,OUT,OTH,UK	: 	: 	: 	: 	305358 	: u
THS_NAC,TOTAL,N1-3,OUT,REST,BE	243269.41 b	327507.32 	0 	0 	0 	: 
THS_NAC,TOTAL,N1-3,OUT,REST,BG	22668.52 	20839.73 	17331.45 	18116.23 	22962.4 	16423.14 
THS_NAC,TOTAL,N1-3,OUT,REST,CH	: 	484412.95 	508069.36 	426892.26 	488521.03 	411886.03 
THS_NAC,TOTAL,N1-3,OUT,REST,CY	43399.61 	33992.72 	33385.18 	28736.91 	33995.68 	: 
THS_NAC,TOTAL,N1-3,OUT,REST,CZ	1317316.45 	1607088.44 	1212547.29 	1196711.69 	1306619.76 	1166934.49 
THS_NAC,TOTAL,N1-3,OUT,REST,DK	: 	: 	: 	: b	: b	: 
THS_NAC,TOTAL,N1-3,OUT,REST,EE	37677.13 	32223.51 	24814.43 	30214.01 	25076.94 	19401.36 
THS_NAC,TOTAL,N1-3,OUT,REST,EL	: 	10787.07 	13402.96 	12253.75 	11243.66 	6914.17 
THS_NAC,TOTAL,N1-3,OUT,REST,ES	418113.07 	368631.42 	339627.48 b	179891.24 	132210.96 	124793.45 
THS_NAC,TOTAL,N1-3,OUT,REST,EU28	: 	: 	: 	: 	: 	17921011.82 e
THS_NAC,TOTAL,N1-3,OUT,REST,FI	502043.24 	498211.01 	470398.12 	435634.94 	451427.2 	534027.76 
THS_NAC,TOTAL,N1-3,OUT,REST,FR	525523.88 	465895.88 	481727.47 	518485.41 	465688.21 	464194.07 
THS_NAC,TOTAL,N1-3,OUT,REST,HR	512105.39 	451255.16 	583786.7 	558843.82 	358204.61 	355616.29 
THS_NAC,TOTAL,N1-3,OUT,REST,HU	34983505 	30677578 	23009735 	19711537 	15806274 	13778216 
THS_NAC,TOTAL,N1-3,OUT,REST,IT	: 	: 	: 	: b	: 	: 
THS_NAC,TOTAL,N1-3,OUT,REST,LT	17213.53 	16771.81 	16318.82 	12834.66 	44905.61 	58643.34 
THS_NAC,TOTAL,N1-3,OUT,REST,LU	: 	64187 	77930.89 	72589.7 	53947.26 	52950.65 
THS_NAC,TOTAL,N1-3,OUT,REST,LV	: 	12180.25 	12977.24 	8001.24 	13684.9 	6722.81 
THS_NAC,TOTAL,N1-3,OUT,REST,MT	: 	: 	: 	: b	: 	: 
THS_NAC,TOTAL,N1-3,OUT,REST,NL	415824.79 	247853.54 	220596.7 	223813.34 	249871.58 	257754.43 
THS_NAC,TOTAL,N1-3,OUT,REST,NO	4488126.72 	5222564.06 	4983689.45 	5054786.16 	3984545.4 	: 
THS_NAC,TOTAL,N1-3,OUT,REST,PL	773924.16 	523349.66 	411196.25 	360752.79 b	773732.92 	1049542.05 
THS_NAC,TOTAL,N1-3,OUT,REST,PT	40177.38 	36563.45 	32092.35 	25981.58 	9168.57 	14184.53 
THS_NAC,TOTAL,N1-3,OUT,REST,RO	24954.19 	25012.5 	20876.67 	9585.73 	22042.69 	17332.08 
THS_NAC,TOTAL,N1-3,OUT,REST,SI	49785.72 	36744.65 	44860.69 	39169.99 	36449.09 	39604.73 
THS_NAC,TOTAL,N1-3,OUT,REST,SK	81569.97 	58233.53 	38615.36 	41981.02 	14492.61 b	: 
THS_NAC,TOTAL,N1-3,OUT,REST,UK	: 	: 	: 	: 	0 	: u
THS_NAC,TOTAL,N1-3,OUT,TOTAL,AT	2082987.25 	1987672.9 	1974983.13 	2174509.65 	2014820.46 	1860543.86 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,BE	1385064.42 b	1548150.48 	1057580.18 	1032816.05 	1129184.25 	998784.46 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,BG	97611.64 	94042.96 	68106.7 	77193.57 	82238.76 	68466.8 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CH	: 	2159960.94 	2305020.93 	2018556.4 	2563196.05 	2233738.47 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CY	243986.01 	194913.84 	150538.17 	137831.73 	152384.69 	141947.76 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CZ	7593737.84 	8682027.88 	6720863.79 	6580624.62 	7301919 	6605039.78 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,DE	9618780.97 	9367279.48 	9817030.89 	7852153 	9567550.5 	11222645.1 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,DK	: 	9998002.2 	12186389.06 	9682737.62 b	10084694.05 b	10958995.59 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EE	196135 	213153.09 	145277.47 	161673.17 	139607.75 	120719.86 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EL	: 	44231.79 	55884.79 	52750.23 	48555.61 	35509.6 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,ES	2041408.31 	1799376.72 	1489130.15 b	986729.5 	918104.79 	855808.53 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EU28	: 	: 	: 	: 	: 	138731017.85 e
THS_NAC,TOTAL,N1-3,OUT,TOTAL,FI	2458088.03 	2278785 	2196577.76 	2199906.24 	2277979.91 	2586487.88 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,FR	3811527.61 	2832316.96 	3253337.02 	3344313.37 	2968597.33 	2939357.03 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,HR	2124050.97 	2191788.63 	2764441.23 	2895217.31 	2665558.49 	2081535.45 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,HU	178741508 	162060474.6 	127434560 	117530170 	101571712 	84219564 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,IE	1121505.59 	916749.68 	1001986.71 	825522.74 	761337.19 	717424.97 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,IT	1537469.44 	1411239.51 	1442832.53 	1032896.88 b	1311227.59 	1727688.48 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LT	131437.38 	131078.71 	128025.75 	125184.02 	392284.21 	352488.29 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LU	: 	271721.21 	330236.7 	364579.45 	282487.74 	258752.34 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LV	: 	104806.79 	117509.06 	83991.7 	106103.67 	73240.86 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,MT	107970.82 	78554.5 	69084.21 	59899.98 b	56529.16 	49382.02 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,NL	2420176.78 	1322885.39 	1190964.96 	1260164.22 	1287740.68 	1329238.78 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,NO	19549355.71 	21205097.02 	19273931.71 	18826324.99 	14946529.65 	: 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,PL	3505062.22 	2574087.53 	2256346.23 	1971424.89 b	3378530.73 	6107596.01 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,PT	166363.84 	168657.9 	144921.46 	145823.02 	64510.49 	80943.22 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,RO	152848.14 	158061.23 	127324.75 	77438.79 	119882.75 	114842.69 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SE	: 	11579523.54 	15827390.91 	10978678.62 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SI	321684 	233920.79 	260231.67 	242753.04 	225996.78 	240402.36 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SK	442840.19 	265951.46 	170970.17 	249965.61 	87680.65 b	155610.15 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	3302751.58 	: u
THS_NAC,TOTAL,N1-3,OUT,TRA,AT	754028.36 	767542.6 	769138.39 	885016.82 	848865.48 	701291.16 
THS_NAC,TOTAL,N1-3,OUT,TRA,BE	464595.27 b	514175.42 	326468.01 	313732.08 	369454.71 	373504.68 
THS_NAC,TOTAL,N1-3,OUT,TRA,BG	30554.65 	36585.98 	26298.17 	32410.51 	27990.58 	24005.23 
THS_NAC,TOTAL,N1-3,OUT,TRA,CH	: 	638519.14 	733670.92 	592424.82 	862760.62 	806256.88 
THS_NAC,TOTAL,N1-3,OUT,TRA,CY	95316.89 	76170.47 	57867.61 	59512.53 	67350.62 	73880.79 
THS_NAC,TOTAL,N1-3,OUT,TRA,CZ	2171213.11 	2610344.03 	1870602.37 	2015007.52 	2372413.6 	2093899.32 
THS_NAC,TOTAL,N1-3,OUT,TRA,DE	4467075.31 	4425121.51 	4321888.67 	3920216.26 	4391444.83 	6354212.52 
THS_NAC,TOTAL,N1-3,OUT,TRA,DK	: 	3465871.82 	4777304.79 	3839424.63 b	4514618.91 b	5125437.85 
THS_NAC,TOTAL,N1-3,OUT,TRA,EE	64192.61 	88271.72 	57631.83 	45597.98 	45202.54 	40086.82 
THS_NAC,TOTAL,N1-3,OUT,TRA,EL	: 	15936.63 	19509.41 	21491.04 	20298.14 	17676.79 
THS_NAC,TOTAL,N1-3,OUT,TRA,ES	744950.59 	665802 	516794.87 b	229924.36 	174815.57 	175233.43 
THS_NAC,TOTAL,N1-3,OUT,TRA,EU28	: 	: 	: 	: 	: 	26133835.97 e
THS_NAC,TOTAL,N1-3,OUT,TRA,FI	898199.46 	792071.81 	778265.09 	768598.79 	771311.61 	905458.78 
THS_NAC,TOTAL,N1-3,OUT,TRA,FR	1590855.03 	1105254.31 	1453731.78 	1442066.46 	1281402.8 	1263139.08 
THS_NAC,TOTAL,N1-3,OUT,TRA,HR	685883.68 	884837.16 	956060.74 	1096109.74 	838787.94 	802563.96 
THS_NAC,TOTAL,N1-3,OUT,TRA,HU	26382004 	21787597 	18333397 	14630231 	4561666 	3042327 
THS_NAC,TOTAL,N1-3,OUT,TRA,IE	383727.16 	318900.96 	357386.29 	307024.21 	286063.75 	273196.89 
THS_NAC,TOTAL,N1-3,OUT,TRA,IT	671505.51 	607924.06 	737342.91 	505655.64 b	550861.83 	754889.77 
THS_NAC,TOTAL,N1-3,OUT,TRA,LT	42107.36 	40231.88 	43465.93 	43985.81 	113647.92 	110529.93 
THS_NAC,TOTAL,N1-3,OUT,TRA,LU	: 	91044.43 	112260.62 	136721.67 	108713.53 	101318.74 
THS_NAC,TOTAL,N1-3,OUT,TRA,LV	: 	35175.16 	41046.89 	32217.26 	39549.56 	34131.5 
THS_NAC,TOTAL,N1-3,OUT,TRA,MT	27757.5 	20015.16 	20631.83 	18502.09 b	17188.89 	16225.03 
THS_NAC,TOTAL,N1-3,OUT,TRA,NL	1047284.59 	459967.56 	420808.83 	472898.85 	485086.54 	457773.38 
THS_NAC,TOTAL,N1-3,OUT,TRA,NO	7310758.19 	8006103.7 	6910408.79 	5848828.06 	4456840.59 	: 
THS_NAC,TOTAL,N1-3,OUT,TRA,PL	1103444.81 	839045.91 	842512.42 	657875.77 b	1294040.01 	3001976 
THS_NAC,TOTAL,N1-3,OUT,TRA,PT	66072.68 	73499.66 	55245.23 	61355.42 	32371.14 	33100.43 
THS_NAC,TOTAL,N1-3,OUT,TRA,RO	61719.44 	56079.3 	50186.48 	32256.25 	46562.55 	36427.28 
THS_NAC,TOTAL,N1-3,OUT,TRA,SE	: 	3723683.9 	7615273.44 	5732312.62 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,TRA,SI	120194.72 	90583.61 	99766.43 	102389.34 	90979.06 	107135.01 
THS_NAC,TOTAL,N1-3,OUT,TRA,SK	176155.79 	85041.36 	41249.85 	69493.47 	27190.66 b	49903.55 
THS_NAC,TOTAL,N1-3,OUT,TRA,UK	: 	: 	: 	: 	1270308.22 	: u
THS_NAC,TOTAL,N1-3,WORLD,ACC,AT	1696887.48 	1655889.68 	1530259.62 	1540674.62 	1600498.23 	1842265.86 
THS_NAC,TOTAL,N1-3,WORLD,ACC,BE	712631.49 b	676853.55 	532985.53 	489919.06 	545920.05 	480950.53 
THS_NAC,TOTAL,N1-3,WORLD,ACC,BG	98003.21 	67244.31 	63056.38 	81423.78 	67285.6 	53684.61 
THS_NAC,TOTAL,N1-3,WORLD,ACC,CH	: 	1152360.22 	1147647.58 	1157322.52 	1466060.21 	1164600.97 
THS_NAC,TOTAL,N1-3,WORLD,ACC,CY	81745.72 	71542.48 	67495.42 	63558.64 	59325.18 	86882.43 
THS_NAC,TOTAL,N1-3,WORLD,ACC,CZ	6422342.94 	6419590.28 	4554243.46 	4238302.06 	4437725.44 	4191715 
THS_NAC,TOTAL,N1-3,WORLD,ACC,DE	11117231.65 	10706895.3 	10433661.69 	9470389.68 	11479689.86 	11123472.27 
THS_NAC,TOTAL,N1-3,WORLD,ACC,DK	: 	13337245.48 	13237053.13 	12172219.26 b	11580510.8 b	8362349.77 
THS_NAC,TOTAL,N1-3,WORLD,ACC,EE	119818.32 	112197.54 	79515.67 	97347.63 	71730.09 	69048.23 
THS_NAC,TOTAL,N1-3,WORLD,ACC,EL	: 	53616.14 	58047.51 	56611.47 	52071.26 	65550.93 
THS_NAC,TOTAL,N1-3,WORLD,ACC,ES	3018988.85 	2795455.14 	2461632.16 b	1928242.63 	1971151.09 	1693997.08 
THS_NAC,TOTAL,N1-3,WORLD,ACC,EU28	: 	: 	: 	: 	: 	112281790.19 e
THS_NAC,TOTAL,N1-3,WORLD,ACC,FI	1456132.5 	1362604.64 	1285912.8 	1309362.03 	1399504.61 	1507661.44 
THS_NAC,TOTAL,N1-3,WORLD,ACC,FR	5148367.34 	3709933.29 	3539815.34 	3930343.06 	3814579.38 	3823009.28 
THS_NAC,TOTAL,N1-3,WORLD,ACC,HR	1041727.01 	996116.24 	1068886.86 	1265749.24 	1158970.4 	1129204.74 
THS_NAC,TOTAL,N1-3,WORLD,ACC,HU	112900734.12 	92335083.48 	83764122.23 	74064403.54 	62638799.58 	61970637.61 
THS_NAC,TOTAL,N1-3,WORLD,ACC,IE	773100.4 	664611.03 	661207.31 	536364.92 	494228.77 	473564.21 
THS_NAC,TOTAL,N1-3,WORLD,ACC,IT	1938574.3 	2085632.27 	1718862.98 	1375872.65 b	1602317.01 	2253707.25 
THS_NAC,TOTAL,N1-3,WORLD,ACC,LT	103878.64 	97491.38 	87870.32 	65890.25 	174754.07 	157995.82 
THS_NAC,TOTAL,N1-3,WORLD,ACC,LU	: 	86639.76 	102344.07 	106823.55 	89729.54 	83892.32 
THS_NAC,TOTAL,N1-3,WORLD,ACC,LV	: 	44544.4 	46195.9 	40458.54 	48291.39 	20887.87 
THS_NAC,TOTAL,N1-3,WORLD,ACC,MT	40999.87 	30657.59 	27299.41 	24774.77 b	18485.06 	20299.72 
THS_NAC,TOTAL,N1-3,WORLD,ACC,NL	1395462.4 	1068477.66 	941563.74 	865768.03 	972945.82 	1056985.51 
THS_NAC,TOTAL,N1-3,WORLD,ACC,NO	14694475.59 	13239327.09 	11139766.47 	11325190.27 	7475052.79 	: 
THS_NAC,TOTAL,N1-3,WORLD,ACC,PL	2974224.54 	2411425.26 	2004998.66 	1540692.3 b	4368277.66 	4433738.63 
THS_NAC,TOTAL,N1-3,WORLD,ACC,PT	156830.95 	145136.38 	136003.95 	122580.88 	65273.66 	98132.61 
THS_NAC,TOTAL,N1-3,WORLD,ACC,RO	569607.35 	541214.11 	455355.98 	384161.38 	360922.15 	337118.65 
THS_NAC,TOTAL,N1-3,WORLD,ACC,SE	: 	20361191.22 	14650859.38 	12819347.64 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,ACC,SI	145268.35 	117757.33 	120390.16 	107799.74 	97267.87 	95316.58 
THS_NAC,TOTAL,N1-3,WORLD,ACC,SK	313039.75 	210539.77 	159785.54 	174097.41 	105787.78 b	123010.09 
THS_NAC,TOTAL,N1-3,WORLD,ACC,UK	: 	: 	: 	: 	6314581.74 	: u
THS_NAC,TOTAL,N1-3,WORLD,DUR,AT	101955.11 	88196.17 	80617.65 	120670.16 	109082.06 	34365.57 
THS_NAC,TOTAL,N1-3,WORLD,DUR,BE	33196.73 b	30649.43 	51625.67 	50144.3 	62252.37 	62943.66 
THS_NAC,TOTAL,N1-3,WORLD,DUR,BG	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,WORLD,DUR,CH	: 	43114.43 	59883.99 	62822.75 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,DUR,CY	1563.98 	0 	0 	67.67 	1599.29 	1992.04 
THS_NAC,TOTAL,N1-3,WORLD,DUR,CZ	68135.93 	42941.29 	95832.53 	7510.97 	13749.58 	78088.5 
THS_NAC,TOTAL,N1-3,WORLD,DUR,DE	1825737.13 	1679589.27 	1790089.69 	2037622.24 	2025934.26 	2178311 
THS_NAC,TOTAL,N1-3,WORLD,DUR,DK	: 	3962264.15 	3916145.7 	3992917.33 b	3944199.52 b	2017103.6 
THS_NAC,TOTAL,N1-3,WORLD,DUR,EE	3114.11 	2178.85 	2059.06 	19987.06 	12415.11 	9652.28 
THS_NAC,TOTAL,N1-3,WORLD,DUR,EL	: 	1113.24 	1158.41 	931.01 	208.67 	78388.23 
THS_NAC,TOTAL,N1-3,WORLD,DUR,ES	245016.5 	189357.51 	382116.9 b	10842.74 	33151.52 	279464.55 
THS_NAC,TOTAL,N1-3,WORLD,DUR,EU28	: 	: 	: 	: 	: 	14283177.77 e
THS_NAC,TOTAL,N1-3,WORLD,DUR,FI	135993.8 	183667.22 	157896.1 	234846.36 	232355.68 	145544.3 
THS_NAC,TOTAL,N1-3,WORLD,DUR,FR	162983.88 	248774.15 	214547.86 	200466.6 	213180.94 	237218.08 
THS_NAC,TOTAL,N1-3,WORLD,DUR,HR	0 	28903.72 	0 	0 	34608.55 	89823.2 
THS_NAC,TOTAL,N1-3,WORLD,DUR,HU	9766592.5 	9235626 	8311544.5 	6753217 	2736457 	5071109.49 
THS_NAC,TOTAL,N1-3,WORLD,DUR,IE	54001.78 	45739.86 	39296.08 	34041.94 	28595.27 	38415.51 
THS_NAC,TOTAL,N1-3,WORLD,DUR,IT	0 	35300.79 	91148.51 	281316.4 b	0 	23575.51 
THS_NAC,TOTAL,N1-3,WORLD,DUR,LT	9759.52 	8994.62 	4103.45 	1008.57 	3486.47 	39650.24 
THS_NAC,TOTAL,N1-3,WORLD,DUR,LU	: 	659.06 	663.75 	4907.1 	7929.64 	5185.47 
THS_NAC,TOTAL,N1-3,WORLD,DUR,LV	: 	1939 	889.94 	1175.83 	3178.12 	5649.64 
THS_NAC,TOTAL,N1-3,WORLD,DUR,MT	1822.93 	8778.84 	6069.06 	6944.9 b	0 	0 
