unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,TOTAL,N1-3,WORLD,BUS,DE	421484.74 	487391.89 	351094.81 	307486.51 	318159.54 	292902.82 
THS_NAC,TOTAL,N1-3,WORLD,BUS,DK	: 	588839.47 	474748.51 	493988.1 b	492440.03 b	296025.17 
THS_NAC,TOTAL,N1-3,WORLD,BUS,EE	11853.64 	12466.25 	10994.65 	11836.85 	8233.82 	12018.18 
THS_NAC,TOTAL,N1-3,WORLD,BUS,EL	: 	7396.12 	9423.28 	10686.91 	8039.56 	10361.91 
THS_NAC,TOTAL,N1-3,WORLD,BUS,ES	170816.24 	154378.84 	164103.9 b	80672.29 	85928.66 	75500.66 
THS_NAC,TOTAL,N1-3,WORLD,BUS,EU28	: 	: 	: 	: 	: 	5612752.3 e
THS_NAC,TOTAL,N1-3,WORLD,BUS,FI	73298.34 	62089.86 	75351.81 	63802.39 	70151.25 	65302.46 
THS_NAC,TOTAL,N1-3,WORLD,BUS,FR	189584.32 	83049.98 	86226.88 	99806.11 	91656.27 	91639.59 
THS_NAC,TOTAL,N1-3,WORLD,BUS,HR	158515.76 	165414.1 	265801.95 	294454.77 	276202.06 	267373.86 
THS_NAC,TOTAL,N1-3,WORLD,BUS,HU	2134446.73 	2298395.66 	2661948.98 	2976601.18 	2408510.85 	3044220.1 
THS_NAC,TOTAL,N1-3,WORLD,BUS,IE	9836.33 	10091 	8930.32 	10317.66 	10601.03 	11315.96 
THS_NAC,TOTAL,N1-3,WORLD,BUS,IT	137912.49 	95456.47 	100688.16 	99380.15 b	104547.44 	116268.33 
THS_NAC,TOTAL,N1-3,WORLD,BUS,LT	6579.34 	5848.65 	9517.61 	5234.67 	11145.45 	12499.38 
THS_NAC,TOTAL,N1-3,WORLD,BUS,LU	: 	2711.53 	3307.88 	5604.58 	4271 	3435.9 
THS_NAC,TOTAL,N1-3,WORLD,BUS,LV	: 	7773.23 	7824.53 	8348.32 	10989.66 	7897.07 
THS_NAC,TOTAL,N1-3,WORLD,BUS,NL	20689.28 	14311.19 	13613.11 	16918.29 	18591.6 	19391.16 
THS_NAC,TOTAL,N1-3,WORLD,BUS,NO	356444.8 	485930.64 	497531.51 	379587.29 	351561.96 	: 
THS_NAC,TOTAL,N1-3,WORLD,BUS,PL	337273.78 	296341.58 	325532.1 	229602.44 b	418511.83 	476802.32 
THS_NAC,TOTAL,N1-3,WORLD,BUS,PT	11464.35 	10915.05 	11636.73 	16331.31 	9542.05 	14349.61 
THS_NAC,TOTAL,N1-3,WORLD,BUS,RO	239776.97 	243609.71 	212147.71 	225897.09 	212930.18 	166151.66 
THS_NAC,TOTAL,N1-3,WORLD,BUS,SE	: 	780493.66 	772189.62 	507132.7 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,BUS,SI	12928.88 	10050.09 	10773.89 	11897.81 	12332.18 	13392.48 
THS_NAC,TOTAL,N1-3,WORLD,BUS,SK	14236.18 	23051.04 	11952.5 	26247.42 	6607.65 b	15503.13 
THS_NAC,TOTAL,N1-3,WORLD,BUS,UK	: 	: 	: 	: 	125965.52 	: u
THS_NAC,TOTAL,N1-3,WORLD,CAR,AT	595913.25 	623755.94 	605235.7 	648735.04 	620409.93 	452620.45 
THS_NAC,TOTAL,N1-3,WORLD,CAR,BE	171629.39 b	171402.73 	151168.35 	130483.6 	132629.74 	123853.54 
THS_NAC,TOTAL,N1-3,WORLD,CAR,BG	88172.32 	62071.62 	64251.15 	112917.99 	90131.6 	76092.02 
THS_NAC,TOTAL,N1-3,WORLD,CAR,CH	: 	239325.57 	321802.08 	295914.17 	346249.84 	224723.97 
THS_NAC,TOTAL,N1-3,WORLD,CAR,CY	16150.61 	14920.24 	22557.35 	21443.4 	19097.33 	25057.99 
THS_NAC,TOTAL,N1-3,WORLD,CAR,CZ	5726771.23 	5714370.64 	4811341.06 	5736676.19 	5351738.99 	5027640.84 
THS_NAC,TOTAL,N1-3,WORLD,CAR,DE	5030587.45 	5075296.22 	5853133.05 	5663879.7 	6428071.44 	6652227.56 
THS_NAC,TOTAL,N1-3,WORLD,CAR,DK	: 	7751860.3 	8438464.15 	10429777.76 b	8318279.81 b	4232201.85 
THS_NAC,TOTAL,N1-3,WORLD,CAR,EE	62997.37 	71496.58 	60816.02 	50264.22 	42577.01 	31204.93 
THS_NAC,TOTAL,N1-3,WORLD,CAR,EL	: 	44131.65 	45813.04 	47446.06 	47541.54 	77210.26 
THS_NAC,TOTAL,N1-3,WORLD,CAR,ES	2244424.97 	2085049.64 	2165734.14 b	1419580.28 	1436368.48 	1348190.39 
THS_NAC,TOTAL,N1-3,WORLD,CAR,EU28	: 	: 	: 	: 	: 	64203441.93 e
THS_NAC,TOTAL,N1-3,WORLD,CAR,FI	809913.78 	810467.34 	841712.22 	866938.18 	957713.32 	1025426.99 
THS_NAC,TOTAL,N1-3,WORLD,CAR,FR	3911348.76 	2905433.31 	3113643.37 	3513054.21 	3499957.79 	3554286.56 
THS_NAC,TOTAL,N1-3,WORLD,CAR,HR	855916.91 	921520.94 	998881.63 	1159342.91 	1129860.12 	1217481.99 
THS_NAC,TOTAL,N1-3,WORLD,CAR,HU	41800366.53 	38246936.97 	35674315.76 	34714582.34 	26378530.74 	30004343.58 
THS_NAC,TOTAL,N1-3,WORLD,CAR,IE	163773.51 	162585.84 	164837.01 	146149.7 	140132.78 	143250.33 
THS_NAC,TOTAL,N1-3,WORLD,CAR,IT	985743.53 	1042718.06 	812689.09 	740225.17 b	809730.73 	1299640.99 
THS_NAC,TOTAL,N1-3,WORLD,CAR,LT	43000.96 	44115.76 	47391.07 	37953.94 	114237.22 	102034.74 
THS_NAC,TOTAL,N1-3,WORLD,CAR,LU	: 	25958.44 	33733.91 	44852.8 	26134.6 	24958.22 
THS_NAC,TOTAL,N1-3,WORLD,CAR,LV	: 	40395.06 	46428.36 	38367.82 	42903.94 	35956.3 
THS_NAC,TOTAL,N1-3,WORLD,CAR,NL	522307.71 	358791.92 	352923.47 	396168.23 	385777.82 	404193 
THS_NAC,TOTAL,N1-3,WORLD,CAR,NO	7236372.45 	6040001.13 	5860392.66 	6194089.36 	4223578.59 	: 
THS_NAC,TOTAL,N1-3,WORLD,CAR,PL	2246001.94 	1883436.44 	1659877.15 	1476400.51 b	3791802.45 	5448741.02 
THS_NAC,TOTAL,N1-3,WORLD,CAR,PT	256035.46 	229557.4 	185568.01 	192264.6 	155198.85 	154903.12 
THS_NAC,TOTAL,N1-3,WORLD,CAR,RO	1059197.95 	844816.43 	757031.81 	667496.62 	609590.52 	257709.61 
THS_NAC,TOTAL,N1-3,WORLD,CAR,SE	: 	4272399.79 	4262129.19 	4093572.86 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,CAR,SI	80246.64 	66912.89 	76022.57 	88840.46 	78365.03 	81861.18 
THS_NAC,TOTAL,N1-3,WORLD,CAR,SK	146231.64 	107424.8 	86878.58 	105529.72 	66682.32 b	107777.32 
THS_NAC,TOTAL,N1-3,WORLD,CAR,UK	: 	: 	: 	: 	2269754.18 	: u
THS_NAC,TOTAL,N1-3,WORLD,LAND,AT	818472.77 	856348.81 	806356.16 	872328.28 	838794.45 	664979.3 
THS_NAC,TOTAL,N1-3,WORLD,LAND,BE	245093.45 b	260680.93 	223150.85 	198546.34 	211562.33 	217113.15 
THS_NAC,TOTAL,N1-3,WORLD,LAND,BG	111577.67 	82837.44 	82845.77 	145046.36 	112325.5 	100790.81 
THS_NAC,TOTAL,N1-3,WORLD,LAND,CH	: 	419557.81 	511727.24 	482646.2 	546141.38 	418292.09 
THS_NAC,TOTAL,N1-3,WORLD,LAND,CY	16703.91 	15442.14 	23335.74 	21814.21 	19541.09 	25898.09 
THS_NAC,TOTAL,N1-3,WORLD,LAND,CZ	6934761.88 	6861358.23 	6005949.69 	6713460.41 	6470389.46 	6123858.02 
THS_NAC,TOTAL,N1-3,WORLD,LAND,DE	7902716.36 	7772243.04 	8318229.02 	8224192.28 	9198010.24 	9431708.91 
THS_NAC,TOTAL,N1-3,WORLD,LAND,DK	: 	9808245.95 	10304041.39 	12788557.61 b	10622357.97 b	5581956.71 
THS_NAC,TOTAL,N1-3,WORLD,LAND,EE	78801.55 	86460.84 	73445.07 	63920.77 	51772.41 	43998.51 
THS_NAC,TOTAL,N1-3,WORLD,LAND,EL	: 	52858.18 	56668.53 	59795.37 	58098.89 	90391.63 
THS_NAC,TOTAL,N1-3,WORLD,LAND,ES	2780368.69 	2618485.05 	2658649.62 b	1652439.93 	1673259.35 	1539222.15 
THS_NAC,TOTAL,N1-3,WORLD,LAND,EU28	: 	: 	: 	: 	: 	81890251.97 e
THS_NAC,TOTAL,N1-3,WORLD,LAND,FI	1064372.68 	1044053.07 	1101184.08 	1141165.67 	1248279.6 	1319930.18 
THS_NAC,TOTAL,N1-3,WORLD,LAND,FR	5980317.23 	4339861.18 	4575938.33 	5306444.41 	5276699.06 	5391845.55 
THS_NAC,TOTAL,N1-3,WORLD,LAND,HR	1035200.28 	1258912.95 	1292939.16 	1504789.79 	1457686.04 	1586794.15 
THS_NAC,TOTAL,N1-3,WORLD,LAND,HU	47069764.42 	43258553.87 	41196528.08 	41336584.17 	31831386.16 	36545656.09 
THS_NAC,TOTAL,N1-3,WORLD,LAND,IE	191928.6 	190997.76 	188523.42 	173318.34 	169604.09 	172258.96 
THS_NAC,TOTAL,N1-3,WORLD,LAND,IT	1489531.36 	1535480.22 	1252145.44 	1168607.67 b	1309961.22 	1769533.79 
THS_NAC,TOTAL,N1-3,WORLD,LAND,LT	53883 	52950.48 	59125.24 	47859.17 	132666.96 	127688.15 
THS_NAC,TOTAL,N1-3,WORLD,LAND,LU	: 	38684.44 	48912.44 	70168.06 	46756.9 	42022.46 
THS_NAC,TOTAL,N1-3,WORLD,LAND,LV	: 	50059.31 	57041.19 	49020.07 	56677.4 	45038.17 
THS_NAC,TOTAL,N1-3,WORLD,LAND,NL	681163.44 	493464.77 	463157.08 	491743.83 	502211.79 	530876.13 
THS_NAC,TOTAL,N1-3,WORLD,LAND,NO	8641513.72 	7368453.96 	7124996.96 	7383197.97 	4960546.59 	: 
THS_NAC,TOTAL,N1-3,WORLD,LAND,PL	2791312.87 	2379225.38 	2135211.15 	1832405.17 b	4619400.71 	6303934.91 
THS_NAC,TOTAL,N1-3,WORLD,LAND,PT	280800.31 	253634.07 	206911.14 	221697.44 	173535.04 	178300.9 
THS_NAC,TOTAL,N1-3,WORLD,LAND,RO	1444351.11 	1234952.3 	1130526.23 	1055825.16 	975323.49 	545880.74 
THS_NAC,TOTAL,N1-3,WORLD,LAND,SE	: 	8016464.16 	7524927.99 	7132945.99 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,LAND,SI	94306.72 	78267.81 	88668.6 	103029.98 	93134.65 	98184.72 
THS_NAC,TOTAL,N1-3,WORLD,LAND,SK	178837.18 	145255.63 	112013.15 	141407.44 	86760.69 b	132691.77 
THS_NAC,TOTAL,N1-3,WORLD,LAND,UK	: 	: 	: 	: 	3301585.49 	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,AT	19472.68 	30634.43 	17064.98 	18692.75 	12916.91 	6263.32 
THS_NAC,TOTAL,N1-3,WORLD,OTH,BE	: u	1831.73 	1471.6 u	1948.93 u	7443.51 	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,BG	: c	: 	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,CY	: c	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,CZ	4715.22 u	824.65 u	: u	21355.56 	4905.41 u	13319.7 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,DE	128802.35 	142410.14 	99993.81 	98230.39 	189154.81 	311234.46 
THS_NAC,TOTAL,N1-3,WORLD,OTH,DK	: 	308790.36 	253491.41 	432656.04 b	172092.22 b	195065.53 
THS_NAC,TOTAL,N1-3,WORLD,OTH,EE	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,EL	: 	: u	: 	: u	: u	1214.65 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,ES	2758.72 	896.37 	2054.46 b	7076.23 	8109.82 	4873.81 
THS_NAC,TOTAL,N1-3,WORLD,OTH,EU28	: 	: 	: 	: 	: 	727016.41 e
THS_NAC,TOTAL,N1-3,WORLD,OTH,FI	: c	: u	: u	: u	: u	5372.06 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,FR	50541.16 	21490.86 	14718.29 	64374.7 	19438.5 	18879.62 
THS_NAC,TOTAL,N1-3,WORLD,OTH,HR	: u	: u	: u	: u	17023.92 u	47930.21 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,HU	5710 	3024 	2130 	5061 	293 	2442 
THS_NAC,TOTAL,N1-3,WORLD,OTH,IE	2394.95 	1042.83 	1526.45 u	1177.93 u	2175.22 u	1078.46 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,IT	59863.21 	110582.55 	77643.7 	48540.89 b	31988.37 	44386.98 
THS_NAC,TOTAL,N1-3,WORLD,OTH,LT	933.14 	237.58 	154.74 	176.15 	61.64 u	179.64 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,LU	: 	848.67 u	680.1 u	1987.24 u	1957.52 u	371.57 u
THS_NAC,TOTAL,N1-3,WORLD,OTH,LV	: 	: c	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,NL	401.92 	33341.51 	11955.75 	6052.93 	4549.4 	1322.96 
THS_NAC,TOTAL,N1-3,WORLD,OTH,NO	118816.42 	127508.39 u	125693.42 u	166127.79 	: u	: 
THS_NAC,TOTAL,N1-3,WORLD,OTH,PL	3409.02 u	8424.75 u	7477.02 	1515.59 b	34792.16 u	49910.53 
THS_NAC,TOTAL,N1-3,WORLD,OTH,PT	3409.39 	2134.28 	1430.41 	3322.39 	1189.46 	1764.68 
THS_NAC,TOTAL,N1-3,WORLD,OTH,RO	5292.55 	7385.94 u	4205.43 	4423.57 	4788.64 	21078.09 
THS_NAC,TOTAL,N1-3,WORLD,OTH,SE	: 	162006.09 	141149.96 	186809.21 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,OTH,SI	: c	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,SK	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,OTH,UK	: 	: 	: 	: 	9471.58 	: u
THS_NAC,TOTAL,N1-3,WORLD,RAIL,AT	133063.5 	135578.04 	127565.22 	142193.81 	144503.11 	136274.41 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,BE	62739.21 b	55146.35 	54771.03 	50578.35 	53940.03 	76104.29 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,BG	1122.19 u	1074.42 u	1079.12 u	2591.24 	2755.58 	3206.59 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,CH	: 	159316.8 	159594.67 	171247.16 	171171.57 	165691.14 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,CY	: 	: 	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,CZ	577408.73 	534549.53 	396346.74 	442179.77 	539969.59 	542663.17 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,DE	2321841.83 	2067144.79 	2014007.36 	2154595.68 	2262624.46 	2175344.06 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,DK	: 	1158755.82 	1137337.32 	1432135.72 b	1639545.91 b	858664.15 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,EE	3597.66 	1945.36 	1607.32 	1770.7 	896.91 	572.11 u
THS_NAC,TOTAL,N1-3,WORLD,RAIL,EL	: 	1031.67 u	1432.21 	1501.88 	2154.57 	1604.81 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,ES	362368.76 	378160.21 	326757.13 b	145111.13 	142852.39 	110657.3 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,EU28	: 	: 	: 	: 	: 	11347041.33 e
THS_NAC,TOTAL,N1-3,WORLD,RAIL,FI	179493.37 	171025.51 	183963.94 	209837.45 	217929.29 	223828.68 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,FR	1828842.99 	1329887.03 	1361349.8 	1629209.39 	1665646.51 	1727039.78 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,HR	12970.72 u	8611.85 u	17891.37 u	26268.53 	34599.95 	54008.09 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,HU	3129241.17 	2710197.24 	2858133.34 	3640339.65 	3044051.57 	3494650.41 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,IE	15923.82 	17278.09 	13229.64 	15673.05 	16695.06 	16614.21 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,IT	306012.13 	286723.14 	261124.49 	280461.46 b	363694.68 	309237.49 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,LT	3369.56 	2748.49 	2061.81 	4494.41 	7222.65 	12974.4 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,LU	: 	9165.81 	11190.56 	17723.44 	14393.78 	13256.77 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,LV	: 	1352.56 	2782.07 	2191.85 	2611.85 	1112.27 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,NL	137764.53 	87020.15 	84664.76 	72604.38 	93292.97 	105969.01 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,NO	929880.05 	715013.79 	641379.36 	643393.53 	337919.45 	: 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,PL	204628.13 	191022.61 	142324.87 	124886.63 b	374294.27 	328481.04 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,PT	9891.1 	11027.34 	8275.98 	9779.14 	7604.68 	7283.5 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,RO	140083.65 	139140.21 	157141.27 	158007.89 	148014.16 	100941.38 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,SE	: 	2801564.62 	2349459.22 	2345431.23 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,SI	1131.2 u	1294.64 	1283.41 u	2291.71 	2415.55 	2437.16 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,SK	18369.36 	14779.79 	13182.07 	9353.98 	13420.52 b	9073.76 
THS_NAC,TOTAL,N1-3,WORLD,RAIL,UK	: 	: 	: 	: 	896394.21 	: u
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,AT	1238199.44 	1268475.12 	1262887.35 	1392051.44 	1360271.91 	1076164.53 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,BE	516013.16 b	552648.55 	370834.35 	350268.13 	411103.99 	420771.92 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,BG	124814.82 	101660.66 	91788.51 	152786.85 	124795.98 	113051.7 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,CH	: 	792267.17 	893868.8 	765092.98 	1066139.06 	988440.11 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,CY	112020.8 	91612.61 	80975.52 	81326.74 	86891.71 	99778.88 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,CZ	7454906.13 	7473521.12 	6325244.91 	7224550.04 	7120079.9 	6732857.51 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,DE	12073912.53 	12312158.97 	12311968.79 	11842079.91 	13431154.18 	15874803.04 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,DK	: 	12494174.91 	13728076.9 	15422404.02 b	14214504.1 b	9890997.69 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,EE	124895.43 	150478.86 	119168.68 	98211.47 	82274.63 	72366.38 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,EL	: 	86232.36 	93860.18 	103460.45 	97710.65 	126804.8 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,ES	3895473.89 	3671488.78 	3419950.1 b	1969961.7 	1947946.94 	1794926.24 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	: 	103451841.72 e
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,FI	2077659.34 	1941560.62 	1984158.91 	2006736.96 	2119779.76 	2361692.73 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,FR	7679157.3 	5642032.63 	6179768.44 	6911907.48 	6757081.8 	6825441.47 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,HR	1204292.05 	1416795.02 	1591108.45 	2029646.84 	1811835.47 	1868289.05 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,HU	63337073.42 	55613273.87 	53083884.08 	49975431.17 	36237182.36 	39594434.14 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,IE	552528.25 	489449.7 	525218.01 	462091.36 	438286.27 	423460.14 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,IT	2353147.87 	2315186.9 	2200995.7 	1739972.26 b	1978128.28 	2765792.08 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,LT	74623.21 	73755.92 	77418.09 	68610.76 	190091.47 	186369.65 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,LU	: 	92325.99 	113983.82 	140726.93 	111979.21 	102854.79 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,LV	: 	70030.6 	77714.46 	68584.66 	80810.75 	63858.04 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,MT	30090.95 	22202.51 	22315.05 	20338.32 b	18725.95 	17754.82 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,NL	1454226.75 	813885.9 	743881.19 	832648.96 	827695.2 	829532.87 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,NO	21332493.46 	20165088.17 	18090411.23 	16773861.44 	11186489.69 	: 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,PL	3322832.04 	2799367.87 	2497196.21 	2139422.93 b	5024525.71 	7108416.08 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,PT	353348.22 	325695.74 	262356.74 	276072.24 	206207.13 	206272.24 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,RO	1489372.73 	1276272.74 	1162163.66 	1091294.31 	1003005.06 	570572.21 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,SE	: 	12770383.28 	17814233.06 	13262907.85 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,SI	145695.06 	111475.21 	119034.04 	127328.39 	120188.28 	137270.78 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,SK	285620.04 	177492.42 	119109.47 	166231.73 	94151.17 b	144016.2 
THS_NAC,TOTAL,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	4638027.66 	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,AT	: c	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,WORLD,WW,BE	: u	5500.16 	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,CH	: 	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,WORLD,WW,CY	: c	: u	: u	: u	1669.22 u	2566.74 u
THS_NAC,TOTAL,N1-3,WORLD,WW,CZ	: 	: u	: 	: u	: u	: 
THS_NAC,TOTAL,N1-3,WORLD,WW,DE	: c	: u	: u	: u	: u	112499.72 u
THS_NAC,TOTAL,N1-3,WORLD,WW,DK	: 	164679.57 	92288.57 	162617.38 b	99171.22 b	51733.42 u
THS_NAC,TOTAL,N1-3,WORLD,WW,EE	10232.25 	13071.36 	13664.82 	13854.06 	9081.71 	9555.71 
THS_NAC,TOTAL,N1-3,WORLD,WW,EL	: 	13218.08 	9220.05 	17274.91 	12788.67 	14793.82 
THS_NAC,TOTAL,N1-3,WORLD,WW,ES	47446.05 	38122.63 	35140.65 b	21033.71 	18882.45 	14577.67 
THS_NAC,TOTAL,N1-3,WORLD,WW,EU28	: 	: 	: 	: 	: 	615477.74 e
THS_NAC,TOTAL,N1-3,WORLD,WW,FI	212174.5 	211892.93 	205160.14 	217999 	220394.06 	233275.81 
THS_NAC,TOTAL,N1-3,WORLD,WW,FR	33026.99 	9758.23 u	10794.92 u	10417.19 u	8960.02 u	11861.95 u
THS_NAC,TOTAL,N1-3,WORLD,WW,HR	5067.85 u	10220.45 u	: u	17551.53 	17131.92 	26019.69 u
THS_NAC,TOTAL,N1-3,WORLD,WW,HU	: 	: 	: 	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,IE	13125.44 	8779.18 	11751.34 	14999.55 	10000.08 	13781.87 
THS_NAC,TOTAL,N1-3,WORLD,WW,IT	: u	: u	: u	: u	15536.34 u	20219.34 u
THS_NAC,TOTAL,N1-3,WORLD,WW,LT	809.37 	805.1 	436.13 	2078.38 	1373.98 	2384.79 
THS_NAC,TOTAL,N1-3,WORLD,WW,LU	: 	: u	: u	: u	: 	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,LV	: 	3017.02 u	3865.77 u	2889.91 u	3896.08 	4584.47 
THS_NAC,TOTAL,N1-3,WORLD,WW,MT	4264.07 	4920.15 	3807.46 	3441.89 b	2633.84 	2087.04 
THS_NAC,TOTAL,N1-3,WORLD,WW,NL	6112.14 	7570.93 u	4597.77 	4502.83 u	7502.54 u	10081.61 u
THS_NAC,TOTAL,N1-3,WORLD,WW,NO	665419.65 	778092.69 	656412.95 	751915.15 	646372.22 	: 
THS_NAC,TOTAL,N1-3,WORLD,WW,PL	16569.35 	17613.36 	13883.85 	13891.35 b	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,PT	1150.27 	424.15 	436.54 	428.14 	266.72 	324.93 
THS_NAC,TOTAL,N1-3,WORLD,WW,RO	6144.43 	13129.81 	11822.06 	13679.96 	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,SE	: 	799017.51 	979491.85 	747242.12 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,WW,SI	: 	: u	: u	: u	: 	: u
THS_NAC,TOTAL,N1-3,WORLD,WW,UK	: 	: 	: 	: 	127506.98 	: u
THS_NAC,TOTAL,N_GE1,DOM,AIR,AT	: c	13402.16 u	: u	: u	: u	21436.8 u
THS_NAC,TOTAL,N_GE1,DOM,AIR,BG	: c	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N_GE1,DOM,AIR,CH	: 	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N_GE1,DOM,AIR,CZ	: 	: 	: 	: 	: 	: u
THS_NAC,TOTAL,N_GE1,DOM,AIR,DE	1371181.86 	1851802.12 	1433747.72 	1419636.2 	1433601.58 	2205040.53 
THS_NAC,TOTAL,N_GE1,DOM,AIR,DK	: 	632301.88 	343259.44 	247830.91 b	422535.95 b	176735.81 
THS_NAC,TOTAL,N_GE1,DOM,AIR,EE	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N_GE1,DOM,AIR,EL	: 	38571.77 	38763.02 	41988.85 	30592.88 	35024.33 
THS_NAC,TOTAL,N_GE1,DOM,AIR,ES	1202857.22 	1214848.56 	932534.64 b	611566.26 	552894.4 	543105.64 
THS_NAC,TOTAL,N_GE1,DOM,AIR,EU28	: 	: 	: 	: 	: 	6565618.27 e
THS_NAC,TOTAL,N_GE1,DOM,AIR,FI	181652.13 	173380.93 	173414.32 	153022.35 	167104.61 	231393.18 
THS_NAC,TOTAL,N_GE1,DOM,AIR,FR	1612366.1 	1599862.56 	1598971.96 	1809545.37 	1782015.44 	1662984.26 
THS_NAC,TOTAL,N_GE1,DOM,AIR,HR	36050.99 u	: u	41370.7 u	37881.59 u	44757.01 u	51119.56 u
THS_NAC,TOTAL,N_GE1,DOM,AIR,HU	: c	: 	: u	: u	: u	: u
