unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,TOTAL,N1-3,OUT,BUS,DE	113341.74 u	209325.55 	126510.45 u	96060.42 u	109029.45 u	123835.52 
THS_NAC,TOTAL,N1-3,OUT,BUS,DK	: 	101598.74 u	152279.32 u	95594.23 bu	85150.49 bu	57434.71 u
THS_NAC,TOTAL,N1-3,OUT,BUS,EE	3789.35 	4809.33 	3785.8 	2790.33 	3530.67 	4598.64 u
THS_NAC,TOTAL,N1-3,OUT,BUS,EL	: 	1085.24 u	1118.18 u	1147.97 u	1719.05 u	2381.79 u
THS_NAC,TOTAL,N1-3,OUT,BUS,ES	11133.06 	10577.64 	13487.18 b	4936.12 	7532.06 	7289.72 
THS_NAC,TOTAL,N1-3,OUT,BUS,EU28	: 	: 	: 	: 	: 	772510.27 e
THS_NAC,TOTAL,N1-3,OUT,BUS,FI	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,BUS,FR	45813.14 	24550.51 	32313.11 	33589.81 	26320.76 	29992.81 
THS_NAC,TOTAL,N1-3,OUT,BUS,HR	106000.54 	96186.03 	176710.74 	165736.61 	137132.2 	127134.24 
THS_NAC,TOTAL,N1-3,OUT,BUS,HU	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,BUS,IE	2230.62 u	: u	2327.6 u	2936.2 u	2974.24 u	2611.89 u
THS_NAC,TOTAL,N1-3,OUT,BUS,IT	: u	: u	: u	26495.64 bu	42589.39 u	16316.35 u
THS_NAC,TOTAL,N1-3,OUT,BUS,LT	3983.16 	3097.25 	6653.33 	3149.22 	4793.61 	3986.52 
THS_NAC,TOTAL,N1-3,OUT,BUS,LU	: 	2450.68 	2860.6 	4883.14 	3821.02 	3313.55 
THS_NAC,TOTAL,N1-3,OUT,BUS,LV	: 	3463.93 	3567.16 u	2834.4 	4995.37 	3519.85 
THS_NAC,TOTAL,N1-3,OUT,BUS,NL	14134.12 	9756.55 	8779.33 	13926.56 	12830.92 	15223.67 
THS_NAC,TOTAL,N1-3,OUT,BUS,NO	85978.99 u	74186.25 u	: u	: u	62775.66 u	: 
THS_NAC,TOTAL,N1-3,OUT,BUS,PL	104374.17 	70492.73 	114048.95 	57719.91 b	146504.92 	135499.66 
THS_NAC,TOTAL,N1-3,OUT,BUS,PT	1704.63 u	2685.28 	2063.91 u	3064.77 u	1640.43 u	1657.08 
THS_NAC,TOTAL,N1-3,OUT,BUS,RO	6196.76 u	9463.19 u	14772.41 u	9685.35 u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,BUS,SE	: 	189639.1 	210452.26 	152148.17 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,BUS,SI	12086.78 	9456.51 	10406.81 	11152.01 	11078.68 	12899.94 
THS_NAC,TOTAL,N1-3,OUT,BUS,SK	8030.43 u	: u	: u	18422.03 u	: u	8729.98 u
THS_NAC,TOTAL,N1-3,OUT,CAR,AT	242450.47 	256510.77 	223995.01 	263383.31 	241971.12 	192525.98 
THS_NAC,TOTAL,N1-3,OUT,CAR,BE	128078.62 b	138428.92 	112866.86 	97514.05 	95968.61 	85801.43 
THS_NAC,TOTAL,N1-3,OUT,CAR,BG	9868.63 	10084.46 	9659.36 	11195.9 	10035.35 	7313.78 
THS_NAC,TOTAL,N1-3,OUT,CAR,CH	: 	154285.63 	220392.24 	189233.68 	212759.49 	120101.06 
THS_NAC,TOTAL,N1-3,OUT,CAR,CZ	1258714.96 	1562383.3 	1134165.82 	1267380.6 	1401282.13 	1144759.56 
THS_NAC,TOTAL,N1-3,OUT,CAR,DE	923798.25 	824977.51 	1050907.47 	986909.2 	909817.66 	1083772.77 
THS_NAC,TOTAL,N1-3,OUT,CAR,DK	: 	1149505.84 	1335999.22 	1273614.52 b	1113001.83 b	867759.92 
THS_NAC,TOTAL,N1-3,OUT,CAR,EE	14558.98 	19524.95 	8336.91 	9926 	11140.95 	7268.53 
THS_NAC,TOTAL,N1-3,OUT,CAR,EL	: 	2283.31 u	2273.42 u	1539.34 	1306.81 u	3327.06 u
THS_NAC,TOTAL,N1-3,OUT,CAR,ES	104064.57 	86008.89 	79668.14 b	57262.24 	46187.93 	48604.1 
THS_NAC,TOTAL,N1-3,OUT,CAR,EU28	: 	: 	: 	: 	: 	6536376.02 e
THS_NAC,TOTAL,N1-3,OUT,CAR,FI	22389.74 	22822.12 	17526.14 	21544.33 	27954.15 	26907.04 
THS_NAC,TOTAL,N1-3,OUT,CAR,FR	308888.39 	146802.91 	177755.91 	188097.19 	200273.32 	203713.54 
THS_NAC,TOTAL,N1-3,OUT,CAR,HR	413017.25 	486147.54 	496899.27 	420151.34 	367078.92 	404799.69 
THS_NAC,TOTAL,N1-3,OUT,CAR,HU	10114416 	9428208 	6456948 	5934650 	0 	0 
THS_NAC,TOTAL,N1-3,OUT,CAR,IE	18605.77 	14996.58 	18066.68 	13222.03 	12789.3 	15492.65 
THS_NAC,TOTAL,N1-3,OUT,CAR,IT	125871.98 	84911.94 u	140332.22 	65979.25 bu	87456.02 	162834.67 
THS_NAC,TOTAL,N1-3,OUT,CAR,LT	14675.44 	14169.28 	16930.05 	15888.37 	45145.86 	35915.92 
THS_NAC,TOTAL,N1-3,OUT,CAR,LU	: 	25098.82 	32501.06 	42742.48 	25144.62 	24428.2 
THS_NAC,TOTAL,N1-3,OUT,CAR,LV	: 	10920.13 	14893.03 	8980.81 	9869.77 	11649.22 
THS_NAC,TOTAL,N1-3,OUT,CAR,NL	195931.57 	106083.39 	99220.71 	93489.86 	115305.69 	110667.8 
THS_NAC,TOTAL,N1-3,OUT,CAR,NO	802373.25 	881885.23 	942617.69 	919991.33 	720751.68 	: 
THS_NAC,TOTAL,N1-3,OUT,CAR,PL	472412.69 	327772.65 	365622.21 	293103.37 b	761513.94 	2279946.22 
THS_NAC,TOTAL,N1-3,OUT,CAR,PT	12864.19 	13879.67 	6889.73 	9904.04 	4581.39 	6954.96 
THS_NAC,TOTAL,N1-3,OUT,CAR,RO	17713.64 	22823.05 	16297.17 u	6468.2 u	11435.82 u	7170.53 u
THS_NAC,TOTAL,N1-3,OUT,CAR,SE	: 	416330.54 	571379.24 	623361.35 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,CAR,SI	55842.52 	47328.33 	57397.47 	65320.15 	51320.16 	53089.67 
THS_NAC,TOTAL,N1-3,OUT,CAR,SK	54997.34 	29805.4 	24098.61 	24665.35 	13783.63 bu	29728.25 
THS_NAC,TOTAL,N1-3,OUT,LAND,AT	341777.49 	365260.98 	314912.12 	378549.73 	342208.15 	306108.59 
THS_NAC,TOTAL,N1-3,OUT,LAND,BE	193853.85 b	222227.75 	178784.51 	162010.29 	169913.06 	169953.51 
THS_NAC,TOTAL,N1-3,OUT,LAND,BG	17456.2 	17762.77 	17985.97 	24670.02 	15520.1 	12556.17 
THS_NAC,TOTAL,N1-3,OUT,LAND,CH	: 	265809.79 	352625.18 	310487.43 	342866.94 	236942.21 
THS_NAC,TOTAL,N1-3,OUT,LAND,CY	: 	: 	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,LAND,CZ	1651068.86 	2003310.05 	1551307.14 	1504693.18 	1724598.56 	1485615.48 
THS_NAC,TOTAL,N1-3,OUT,LAND,DE	1317386.93 	1228120.03 	1372445 	1335099.4 	1351662.04 	1496799.55 
THS_NAC,TOTAL,N1-3,OUT,LAND,DK	: 	1420421.65 	1632770.58 	1465795.9 b	1349194.88 b	994615.51 
THS_NAC,TOTAL,N1-3,OUT,LAND,EE	18620.53 	24571.95 	12205.89 	12848.95 	14918.25 	11867.17 
THS_NAC,TOTAL,N1-3,OUT,LAND,EL	: 	3608.96 	3391.61 	2788.68 	3074.19 	5708.85 
THS_NAC,TOTAL,N1-3,OUT,LAND,ES	119561.56 	99302.81 	98037.8 b	67125.15 	57086.25 	61538.73 
THS_NAC,TOTAL,N1-3,OUT,LAND,EU28	: 	: 	: 	: 	: 	8308655.16 e
THS_NAC,TOTAL,N1-3,OUT,LAND,FI	32098.67 	38308.54 	31294.65 	31175.3 	41852.25 	46270.05 
THS_NAC,TOTAL,N1-3,OUT,LAND,FR	559966.51 	307000.55 	357651.6 	384708.88 	408828.99 	381051.4 
THS_NAC,TOTAL,N1-3,OUT,LAND,HR	531767.76 	739249.63 	681643.59 	615331.07 	519167.62 	567237.17 
THS_NAC,TOTAL,N1-3,OUT,LAND,HU	10118184 	9432877 	6461211 	5996420 	163020 	5307 
THS_NAC,TOTAL,N1-3,OUT,LAND,IE	25018.88 	21459.33 	22104.4 	19910.53 	18673.71 	23263.58 
THS_NAC,TOTAL,N1-3,OUT,LAND,IT	170864.85 	106130.27 	184084.82 	113073.17 b	144594.55 	203451.54 
THS_NAC,TOTAL,N1-3,OUT,LAND,LT	21367.15 	19426.44 	25173.09 	23234.22 	56223.42 	51848.44 
THS_NAC,TOTAL,N1-3,OUT,LAND,LU	: 	37402.88 	47189.24 	66219 	43491.22 	40898.14 
THS_NAC,TOTAL,N1-3,OUT,LAND,LV	: 	15203.87 	20373.62 	12652.66 	15416.21 	15311.63 
THS_NAC,TOTAL,N1-3,OUT,LAND,NL	277622.81 	141969.02 	141521.95 	133000.36 	160451.2 	164659.02 
THS_NAC,TOTAL,N1-3,OUT,LAND,NO	973579.42 	1079924.83 	1136873.1 	1056892.05 	817327.7 	: 
THS_NAC,TOTAL,N1-3,OUT,LAND,PL	586065.84 	429992.09 	490033.1 	362496.13 b	939899.33 	2440513.58 
THS_NAC,TOTAL,N1-3,OUT,LAND,PT	15149.31 	16873.96 	9080.3 	13191.33 	6693.35 	9176.39 
THS_NAC,TOTAL,N1-3,OUT,LAND,RO	23910.39 	32417.14 	32630.18 	16153.56 	25549.37 	12919.05 
THS_NAC,TOTAL,N1-3,OUT,LAND,SE	: 	784852.82 	1209616.33 	1152213.85 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,LAND,SI	68806.38 	57378.01 	69400.99 	78090.92 	63925.42 	68048.94 
THS_NAC,TOTAL,N1-3,OUT,LAND,SK	70674.93 	52804.57 	34153.53 	44669.18 	19800.18 b	39735.02 
THS_NAC,TOTAL,N1-3,OUT,LAND,UK	: 	: 	: 	: 	200570.6 	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,AT	11760.77 	19428.99 	9418.87 u	13375.3 u	7129.7 u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,BE	: u	1291.03 	: u	: u	6719.32 	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,BG	: 	: 	: 	: 	: u	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,CH	: 	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,CZ	: 	: 	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,DE	: c	: u	: u	: u	: u	69528.28 u
THS_NAC,TOTAL,N1-3,OUT,OTH,DK	: 	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,EE	: c	: u	: 	: 	: u	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,EL	: 	: u	: 	: 	: u	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,ES	: c	: u	: u	808.3 	1486.33 u	849.84 u
THS_NAC,TOTAL,N1-3,OUT,OTH,EU28	: 	: 	: 	: 	: 	117580.1 e
THS_NAC,TOTAL,N1-3,OUT,OTH,FR	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,HR	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,HU	0 	3024 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,OUT,OTH,IE	: c	: 	: 	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,IT	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,LT	: c	: u	8.32 	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,LU	: 	: u	680.1 u	1491.68 u	: u	307.62 u
THS_NAC,TOTAL,N1-3,OUT,OTH,LV	: 	: c	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,NL	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,NO	: u	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,PL	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,PT	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,RO	: 	: 	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,SE	: 	: u	: u	82900.81 u	: 	: 
THS_NAC,TOTAL,N1-3,OUT,OTH,SI	: c	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,OUT,OTH,SK	: 	: 	: 	: u	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,AT	49694 	52840.97 	47164.39 	59516.03 	51205.95 	64090.14 
THS_NAC,TOTAL,N1-3,OUT,RAIL,BE	56638.15 b	50889.93 	50107.8 	48368.78 	50096.34 	68448.05 
THS_NAC,TOTAL,N1-3,OUT,RAIL,BG	: 	: 	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,CH	: 	93303.53 	105829.4 	107841.81 	109266.84 	96313.58 
THS_NAC,TOTAL,N1-3,OUT,RAIL,CY	: 	: 	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,CZ	76992.11 u	91798.91 u	: u	55641.69 u	77756.14 u	87151.95 u
THS_NAC,TOTAL,N1-3,OUT,RAIL,DE	229659.22 	178433.97 	183984.55 	226391.68 	301486.15 	219662.97 
THS_NAC,TOTAL,N1-3,OUT,RAIL,DK	: 	165301.02 	135757.96 	60444.81 bu	150723.88 b	58255.7 u
THS_NAC,TOTAL,N1-3,OUT,RAIL,EE	: c	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,EL	: 	: u	: 	: u	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,ES	3857.07 u	: u	4882.47 bu	4118.49 u	1879.93 u	4795.08 
THS_NAC,TOTAL,N1-3,OUT,RAIL,EU28	: 	: 	: 	: 	: 	882188.77 e
THS_NAC,TOTAL,N1-3,OUT,RAIL,FI	: c	: u	8787.74 u	: u	: u	13201.54 u
THS_NAC,TOTAL,N1-3,OUT,RAIL,FR	202824.27 	130300.08 	147097.39 	161562.57 	174379.42 	146455.09 
THS_NAC,TOTAL,N1-3,OUT,RAIL,HR	: u	: u	: u	9244.99 u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,IE	3469.53 u	5931.36 u	1710.12 u	3524.79 u	2431.37 u	4912.98 u
THS_NAC,TOTAL,N1-3,OUT,RAIL,IT	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,LT	2703.67 	2155.83 	1581.39 u	4186.44 	6283.95 	11946.01 
THS_NAC,TOTAL,N1-3,OUT,RAIL,LU	: 	9114.88 	11147.49 	17101.7 	14200.79 	12848.78 
THS_NAC,TOTAL,N1-3,OUT,RAIL,LV	: 	: c	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,NL	67557.12 	25947.87 	31279.37 	24557.77 	32266.64 	38485.12 
THS_NAC,TOTAL,N1-3,OUT,RAIL,NO	72022 u	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,PL	8632.3 	29083.17 	8432.98 	11332.7 b	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,PT	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,RO	: 	: u	: u	: 	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,SE	: 	163741.57 	407814.67 	293803.52 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,RAIL,SI	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,SK	7647.16 u	5533.7 u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,RAIL,UK	: 	: 	: 	: 	200570.6 	: u
THS_NAC,TOTAL,N1-3,OUT,TOTAL,AT	754028.36 	767542.6 	769138.39 	885016.82 	848865.48 	701291.16 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,BE	464595.27 b	514175.42 	326468.01 	313732.08 	369454.71 	373504.68 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,BG	30554.65 	36585.98 	26298.17 	32410.51 	27990.58 	24005.23 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CH	: 	638519.14 	733670.92 	592424.82 	862760.62 	806256.88 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CY	95316.89 	76170.47 	57867.61 	59512.53 	67350.62 	73880.79 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,CZ	2171213.11 	2610344.03 	1870602.37 	2015007.52 	2372413.6 	2093899.32 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,DE	4467075.31 	4425121.51 	4321888.67 	3920216.26 	4391444.83 	6354212.52 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,DK	: 	3465871.82 	4777304.79 	3839424.63 b	4514618.91 b	5125437.85 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EE	64192.61 	88271.72 	57631.83 	45597.98 	45202.54 	40086.82 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EL	: 	15936.63 	19509.41 	21491.04 	20298.14 	17676.79 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,ES	744950.59 	665802 	516794.87 b	229924.36 	174815.57 	175233.43 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,EU28	: 	: 	: 	: 	: 	26133835.97 e
THS_NAC,TOTAL,N1-3,OUT,TOTAL,FI	898199.46 	792071.81 	778265.09 	768598.79 	771311.61 	905458.78 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,FR	1590855.03 	1105254.31 	1453731.78 	1442066.46 	1281402.8 	1263139.08 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,HR	685883.68 	884837.16 	956060.74 	1096109.74 	838787.94 	802563.96 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,HU	26382004 	21787597 	18333397 	14630231 	4561666 	3042327 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,IE	383727.16 	318900.96 	357386.29 	307024.21 	286063.75 	273196.89 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,IT	671505.51 	607924.06 	737342.91 	505655.64 b	550861.83 	754889.77 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LT	42107.36 	40231.88 	43465.93 	43985.81 	113647.92 	110529.93 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LU	: 	91044.43 	112260.62 	136721.67 	108713.53 	101318.74 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,LV	: 	35175.16 	41046.89 	32217.26 	39549.56 	34131.5 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,MT	27757.5 	20015.16 	20631.83 	18502.09 b	17188.89 	16225.03 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,NL	1047284.59 	459967.56 	420808.83 	472898.85 	485086.54 	457773.38 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,NO	7310758.19 	8006103.7 	6910408.79 	5848828.06 	4456840.59 	: 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,PL	1103444.81 	839045.91 	842512.42 	657875.77 b	1294040.01 	3001976 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,PT	66072.68 	73499.66 	55245.23 	61355.42 	32371.14 	33100.43 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,RO	61719.44 	56079.3 	50186.48 	32256.25 	46562.55 	36427.28 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SE	: 	3723683.9 	7615273.44 	5732312.62 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SI	120194.72 	90583.61 	99766.43 	102389.34 	90979.06 	107135.01 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,SK	176155.79 	85041.36 	41249.85 	69493.47 	27190.66 b	49903.55 
THS_NAC,TOTAL,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	1270308.22 	: u
THS_NAC,TOTAL,N1-3,OUT,WW,AT	: c	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,OUT,WW,BE	: u	5480.22 	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,CH	: 	: u	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,OUT,WW,CY	: c	: u	: u	: u	1669.22 u	2566.74 u
THS_NAC,TOTAL,N1-3,OUT,WW,DE	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,DK	: 	59147.65 u	46426.13 u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,EE	9995.01 	12856.55 	13484.72 	12318.21 	8872.38 	9436.07 
THS_NAC,TOTAL,N1-3,OUT,WW,EL	: 	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,ES	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,EU28	: 	: 	: 	: 	: 	454526.95 e
THS_NAC,TOTAL,N1-3,OUT,WW,FI	203064.13 	202803.83 	198021.68 	210867.95 	206416.11 	224897.55 
THS_NAC,TOTAL,N1-3,OUT,WW,FR	6842.89 u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,HR	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,IE	12703.72 	8406.83 	11519.42 	14422.91 	9470.99 	13315.41 
THS_NAC,TOTAL,N1-3,OUT,WW,IT	: u	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,LT	809.37 	805.1 	436.13 	2078.38 	1373.98 	2384.79 
THS_NAC,TOTAL,N1-3,OUT,WW,LU	: 	: u	: u	: u	: 	: u
THS_NAC,TOTAL,N1-3,OUT,WW,LV	: 	3017.02 u	: u	2889.91 u	3896.08 	4584.47 
THS_NAC,TOTAL,N1-3,OUT,WW,MT	1930.63 	2732.79 	2124.24 u	1605.66 bu	1096.78 	557.26 
THS_NAC,TOTAL,N1-3,OUT,WW,NL	2744.27 u	5497.83 u	3160.54 u	3603.86 u	6654.48 u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,NO	464005.48 	538001.59 	502498.09 	633348.04 	504687.83 	: 
THS_NAC,TOTAL,N1-3,OUT,WW,PL	16552.89 	15946.55 	12549.89 	12215.92 bu	: u	: u
THS_NAC,TOTAL,N1-3,OUT,WW,SE	: 	630902.14 	755865.23 	594295.23 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,WW,SI	: 	: u	: u	: u	: 	: u
THS_NAC,TOTAL,N1-3,OUT,WW,UK	: 	: 	: 	: 	115164.15 	: u
THS_NAC,TOTAL,N1-3,WORLD,AIR,AT	418561.52 	411264.1 	456075.71 	518359.2 	521024.12 	411185.23 
THS_NAC,TOTAL,N1-3,WORLD,AIR,BE	265535.73 b	286467.45 	147321.21 	150545.02 	199369.77 	202816.48 
THS_NAC,TOTAL,N1-3,WORLD,AIR,BG	13237.15 u	18823.22 u	: u	: u	12470.48 u	: u
THS_NAC,TOTAL,N1-3,WORLD,AIR,CH	: 	370844.55 	377592.92 	282446.78 	519893.68 	570148.02 
THS_NAC,TOTAL,N1-3,WORLD,AIR,CY	95163.39 	75689.33 	56370.93 	57507.78 	65681.4 	71314.05 
THS_NAC,TOTAL,N1-3,WORLD,AIR,CZ	520144.24 u	607033.98 u	: u	510314.33 u	647815.03 u	608999.49 u
THS_NAC,TOTAL,N1-3,WORLD,AIR,DE	4132577.27 	4490099.36 	3945399.57 	3575812.42 	4182692.23 	6330594.42 
THS_NAC,TOTAL,N1-3,WORLD,AIR,DK	: 	2521249.4 	3331746.94 	2471229.03 b	3492974.91 b	4257307.56 
THS_NAC,TOTAL,N1-3,WORLD,AIR,EE	35861.64 	50946.66 	32058.79 	20436.65 	21420.52 	18812.16 
THS_NAC,TOTAL,N1-3,WORLD,AIR,EL	: 	20156.1 	27971.6 	26390.18 	26823.09 	21619.35 
THS_NAC,TOTAL,N1-3,WORLD,AIR,ES	1067659.16 	1014881.09 	726159.83 b	296488.07 	255805.14 	241126.42 
THS_NAC,TOTAL,N1-3,WORLD,AIR,EU28	: 	: 	: 	: 	: 	20946112.01 e
THS_NAC,TOTAL,N1-3,WORLD,AIR,FI	801112.16 	685614.62 	677814.69 	647572.29 	651106.1 	808486.74 
THS_NAC,TOTAL,N1-3,WORLD,AIR,FR	1665813.08 	1292413.22 	1593035.19 	1595045.87 	1471422.72 	1421733.98 
THS_NAC,TOTAL,N1-3,WORLD,AIR,HR	164023.92 	147661.62 	293996.13 	507305.52 	337017.51 	255475.2 
THS_NAC,TOTAL,N1-3,WORLD,AIR,HU	16267309 	12354720 	11887356 	8635979 	4403516.2 	3042242.05 
THS_NAC,TOTAL,N1-3,WORLD,AIR,IE	347474.22 	289672.76 	324943.25 	273773.47 	258682.11 	237419.3 
THS_NAC,TOTAL,N1-3,WORLD,AIR,IT	813460.47 	731332 	919629.41 	535466.67 b	652630.72 	976038.95 
THS_NAC,TOTAL,N1-3,WORLD,AIR,LT	19930.85 	20000.33 	17856.71 	18673.2 	56050.52 	56296.71 
THS_NAC,TOTAL,N1-3,WORLD,AIR,LU	: 	53582.67 	64991.97 	70555.07 	65222.31 	60490.93 
THS_NAC,TOTAL,N1-3,WORLD,AIR,LV	: 	16954.28 	16807.5 	16674.69 	20237.26 	14235.41 
THS_NAC,TOTAL,N1-3,WORLD,AIR,MT	25826.87 	17282.37 	18507.58 	16896.43 b	16092.12 	15667.77 
THS_NAC,TOTAL,N1-3,WORLD,AIR,NL	766951.17 	312850.2 	276126.34 	336402.3 	317980.87 	288575.12 
THS_NAC,TOTAL,N1-3,WORLD,AIR,NO	12025560.09 	12018541.52 	10309001.33 	8638748.32 	5579570.88 	: 
THS_NAC,TOTAL,N1-3,WORLD,AIR,PL	514949.81 	402529.13 	348101.22 	293126.42 b	394070.04 	793042.72 
THS_NAC,TOTAL,N1-3,WORLD,AIR,PT	71397.65 	71637.52 	55009.06 	53946.66 	32405.37 	27646.42 
THS_NAC,TOTAL,N1-3,WORLD,AIR,RO	38877.18 u	28190.64 u	19815.37 u	21789.19 	26550.64 	: u
THS_NAC,TOTAL,N1-3,WORLD,AIR,SE	: 	3954901.62 	9309813.21 	5382719.74 	: 	: 
THS_NAC,TOTAL,N1-3,WORLD,AIR,SI	51388.34 	33196.3 	30238.98 	24220.73 	27053.63 	39081.65 
THS_NAC,TOTAL,N1-3,WORLD,AIR,SK	: c	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,WORLD,AIR,UK	: 	: 	: 	: 	1208935.18 	: u
THS_NAC,TOTAL,N1-3,WORLD,BUS,AT	70023.35 	66380.41 	56490.25 	62706.68 	60964.5 	69821.13 
THS_NAC,TOTAL,N1-3,WORLD,BUS,BE	10547.67 b	32300.13 	15739.87 	15535.46 	17549.05 	16748.46 
THS_NAC,TOTAL,N1-3,WORLD,BUS,BG	22252.95 	19691.4 	17515.51 	29537.13 	18964.75 	21281 
THS_NAC,TOTAL,N1-3,WORLD,BUS,CH	: 	19728.63 	28858.11 u	14983.9 u	27352.11 u	26412.78 u
THS_NAC,TOTAL,N1-3,WORLD,BUS,CY	524.02 	521.43 	541.24 	370.81 u	442.75 u	799.38 
THS_NAC,TOTAL,N1-3,WORLD,BUS,CZ	625866.69 	611613.41 	619199.29 	513248.9 	573775.47 	540234.31 
