unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_NAC,PROF,N_GE4,OUT,Y25-34,HR	666481.75 u	310273.31 u	: u	777244.47 u	385763.17 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,HU	15130225 	12591433 	14282301 	9992118 	7487119 	8709598 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,IE	: c	141723.69 u	: u	42530.43 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,IT	: u	: u	: u	: u	: u	347384.07 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,LT	50427.23 	52466.92 	42848.31 	41102.47 	117273.46 	172615.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,LU	: 	: u	: u	22901.48 u	42892.91 u	32863.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,LV	: 	: c	: u	: u	23367.25 u	12933.21 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,MT	19293.92 	17309.49 u	18537.49 u	16359.64 bu	11893.61 	11441.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,NL	431831.69 	182776.33 u	195331.51 u	151496.12 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,NO	: u	: u	843198.27 u	519416.98 u	725129.15 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,PL	755730.48 	581876.27 	533607.72 	633162.36 b	1148976.6 	1337978.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,PT	20394.52 u	22190.82 u	21700.32 u	17139.96 u	16734.92 u	17438.88 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,RO	: c	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,SI	: c	47540.62 u	31550.84 u	63633.32 u	33247.31 u	40632.83 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-34,UK	: 	: 	: 	: 	698747.77 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,AT	450252.16 	537095.62 	382404.66 	666893.7 	535048.65 	507728.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,BE	307053.15 b	347325.71 	251098.67 	244447.98 	355074.04 	351653.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,CH	: 	: u	318156.45 u	354574.43 u	: u	424402.94 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,CY	122046.7 u	67513.11 	82721.58 	91347.88 	90085.86 	61927.06 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,CZ	3064944.67 u	: u	2156209.3 u	2181022.03 u	2298336.76 u	3206532.04 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,DE	5726800.53 	4039020.58 	2540364.7 	3958037.77 	5351799.6 	6258653.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,DK	: 	772743.98 u	1229444.67 u	2712944.38 bu	2005395.89 bu	3116975.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,EE	93212.77 	106022.75 	93865.78 	82695.87 	45750.75 	33285.63 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,EL	: 	38157.89 u	23756.67 u	17393.54 u	44361.68 	15266.53 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,ES	783976.17 	816343.8 	461856.63 b	276802.52 	354124.75 	238078.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,EU28	: 	: 	: 	: 	: 	44076832.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,FI	577034.3 	569844.35 	622783.02 	524263.61 	554824.91 	694470.18 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,FR	912492.3 	839771.19 	986935.66 	973089.57 	964020.39 	1081821.57 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,HR	1150964.98 	554559.42 u	1910886.73 u	1258119.24 	1050666.91 	513918.81 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,HU	41758144 	42955076 	38900649 	27882822 	21007405 	21042443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,IE	309849.66 	339423.03 	275872.02 	174004.39 	188196.23 	161171.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,IT	: u	: u	418767.18 u	464582.71 bu	432007.33 u	778807.27 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,LT	99805.28 	98839.12 	90445.02 	85093.21 	225935.52 	298099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,LU	: 	53624.01 u	53321.93 u	58124.03 	86867.51 	79258.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,LV	: 	: c	: u	: u	38510.7 u	26281.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,MT	28341.57 	23066.99 	31719.64 	25960.07 b	24892.01 	23827.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,NL	790860.22 	346939.22 	386736.78 	399938.99 	402870.33 	259548.53 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,NO	3220276.98 u	3120788.13 u	2150244.28 	1692918.89 	1306276.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,PL	1438758.93 	1184206.1 	1165491.3 	1183584.23 b	1957852.84 	2998100.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,PT	60373.16 	66182.45 	82098.08 	53365.9 	46856.06 	43917.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,RO	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,SI	70086.3 u	91187.26 	84817.33 	93036.55 	81179.58 	72261.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y25-44,UK	: 	: 	: 	: 	1685968.89 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,AT	201426.03 u	346633.55 	130178.12 u	262694 	250004.73 u	295969.69 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,BE	135199.63 bu	233129.87 	142695.87 	151687.67 	169267.92 	193779.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,BG	: c	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,CH	: 	: u	: u	236688.55 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,CY	79534.87 u	51048.13 u	55887.66 u	64130.51 u	46076.52 u	35900.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,CZ	2356422.54 u	: u	1692553.17 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,DE	2625832.15 u	2003832.1 u	1386014.38 u	1871551.79 	1940211.39 u	4191049.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,DK	: 	595377.53 u	703464.95 u	1199419.5 bu	: u	2148306.48 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,EE	38702.02 u	46286.47 u	30451.56 u	30960.51 u	24169.68 u	22160.33 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,EL	: 	22700.56 u	: u	: u	20308.52 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,ES	423932.8 	441830.42 	298348.43 b	159172.97 	213467.7 	137399.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,EU28	: 	: 	: 	: 	: 	25762903.79 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,FI	284864.56 u	312930.41 u	333889.43 u	278463.39 u	343814.38 	370260.32 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,FR	549802.96 	462240.59 	520680.54 	682642.25 	576181.26 	463037.24 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,HR	484483.23 u	244286.11 u	1859998.74 u	480874.77 u	664903.74 u	323832.04 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,HU	26627919 	30363643 	24618348 	17890704 	13520286 	12332845 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,IE	235044.43 	197699.34 	171256.76 u	131473.96 	175661.4 	137106.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,LT	49378.05 	46372.2 	47596.72 	43990.74 	108662.06 	125483.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,LU	: 	35851.47 u	41251.21 u	35222.55 	43974.6 u	46395.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,LV	: 	: c	: u	: u	: u	13348.69 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,MT	9047.65 u	: c	13182.14 u	9600.43 bu	12998.39 	12385.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,NL	359028.53 	164162.89 u	191405.27 u	248442.87 u	320768.17 	144065.44 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,NO	2098026.85 u	1339421.59 u	1307046.01 u	1173501.92 u	581147.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,PL	683028.45 	602329.83 	631883.57 	550421.87 b	808876.24 	1660121.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,PT	39978.64 u	43991.63 	60397.76 	36225.95 u	30121.15 	26478.14 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,RO	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,SI	33319.49 u	43646.64 u	53266.49 u	: u	47932.27 u	31628.53 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,SK	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y35-44,UK	: 	: 	: 	: 	987221.12 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,AT	254337.48 	376944.37 	211664.9 	260564.63 	300187.48 u	158535.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,BE	165360.14 b	189722.74 	146693.35 	105729.04 u	215696.32 	200429.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,CH	: 	591962.01 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,CY	: c	50487.7 u	47621.87 u	48999.04 u	32579.57 u	20210.2 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,DE	2286811.13 u	3356429.83 	2895752.3 u	2371036.95 	3493249.56 	2516832.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,DK	: 	918354.18 u	1384926.74 	2459106.53 bu	1470077.87 bu	1972472.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,EE	: c	28201.4 u	39653.71 u	52717.97 	6234.13 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,EL	: 	14829.07 u	9161.66 u	: u	27744.43 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,ES	396134.44 	400901.52 	155544.88 b	152728.24 	110424.16 	188309.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,EU28	: 	: 	: 	: 	: 	16513415.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,FI	255089.9 u	318599.33 	269810.88 u	193052.72 u	188285.96 u	316467.05 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,FR	472844.54 	375944.43 	267764.35 u	292583.24 u	417873.62 	267608.24 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,HR	: u	: u	: u	480424.88 u	: u	561013.98 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,HU	6722739 u	10429690 	9853247 	9013712 	7430757 	6924704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,IE	158563.33 	224845.99 	147110.64 	160297.5 	152095.34 	114600.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,IT	: u	: u	: u	: u	: u	326824.87 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,LT	29619.87 	25775.61 	25609.25 	25281.97 	86542.3 	52056.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,LU	: 	31778.83 u	37415.19 	66969.37 	47895.57 	36483.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,LV	: 	: c	: u	: u	: u	9285.41 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,MT	6967.42 u	: c	: c	: u	10892.92 	9707.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,NL	441077.03 	306672.59 	175427.07 u	127434.63 u	216441.93 u	163267.31 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,NO	2109982.95 u	1253314.74 u	1607828.39 	1624275.21 u	656338.11 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,PL	453233.7 	259121.95 	375722.05 	291644.33 b	405619 u	747975.99 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,PT	31205.84 	35560.93 	32994.06 u	38776.58 u	10204.88 u	12376.92 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,RO	: c	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,SI	: c	34803.7 u	: u	26595.68 u	: u	25432.43 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-54,UK	: 	: 	: 	: 	892879.19 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,AT	358784.92 	476974.93 	364495.29 	397518.52 	435980.27 	229051.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,BE	279220.18 b	328964.99 	193322.35 	182899.68 	374427.5 	377844.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,CH	: 	810190.27 u	649243.22 u	: u	472759.15 u	854654 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,CY	69566.62 u	74040.83 	59461.91 u	75287.47 u	53243.46 	34470.16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,CZ	: c	: u	: u	: u	: u	1050525.85 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,DE	3705662.94 	5508318.96 	3740475.1 	3542366.59 	5110224.68 	3936788.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,DK	: 	1999217.18 	2552932.72 	3381915.25 b	1804549.77 bu	2391961.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,EE	48511.96 u	31692.54 u	40147.11 u	67952.25 	13537.46 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,EL	: 	21426.56 u	16007.72 u	24839.32 u	31784.91 	9304.76 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,ES	508342.95 	553226.87 	301195 b	238596.11 	217239.54 	250535.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,Y45-64,EU28	: 	: 	: 	: 	: 	21666418.98 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
