unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_EUR,PERS,N1-3,DOM,Y35-44,EA	: 	: 	: 	7557208.66 e	7846795.55 e	8506486.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,EE	34772.59 	36779.15 	31921.91 	23467.04 	17218.51 	12401.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,EL	: 	42077.7 	47624.85 	49165.32 	38001.04 	58489.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,ES	2415677.53 	2252671.57 	2112781.51 b	1412715.64 	1351890.23 	1369201.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,EU27	: 	: 	11971697.28 e	10254785.2 e	11218065.6 e	12034370.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,EU28	: 	: 	11996490.62 e	10292901.03 e	11260234.83 e	12080299.27 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,FI	475424.95 	518861.29 	487373.37 	452412.16 	541544.46 	522865.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,FR	2606786.89 	2306158.8 	2394480.2 	2537880.62 	2545132.73 	2768129.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,HR	25430.72 	24496.36 	34415.09 	44234.38 	43171.16 	46981.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,HU	123784.41 	103892.67 	99785.43 	85673.72 	70050.38 	83356.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,IE	237609.65 	222223.05 	226664.35 	149000.83 	153352.4 	134664.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,IT	868110.19 	933046.02 	895442.08 	643668.26 b	711718.61 	924006.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,LT	20234.72 	17259.51 	15917.78 	14269.18 	12091.47 	14437.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,LV	: 	16576.88 	13885.33 	21905.87 	18488.9 	18746.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,MT	4210.43 	3627.11 	3767.02 	2889.59 b	4053.12 u	4636.95 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,NL	229546.92 	203810.86 	195085.95 	177751.33 	195305.82 	193332.69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,NO	442157.04 	375516.06 	540492.82 	483846.68 	446639.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,PL	300050.45 	255703.39 	268519.5 	184948.1 b	405296.76 	514099.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,PT	157739.05 	137481.95 	138537.89 	111834.11 	83263.11 	81169.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,RO	180574.64 	184056.14 	153537.35 	151762.51 	135611.99 	114387.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,SE	: 	436309.39 	416852.35 	313951.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,SI	21124.41 	17052.26 	13007.37 	21979.8 	20034.74 	18348.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,SK	127199.63 	134848.71 	69296.06 	88278.95 	60070.65 b	58125.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y35-44,UK	: 	: 	: 	: 	1944965.1 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,AT	407790.34 	394713.76 	413147.28 	393773.45 	356273.98 	322044.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,BE	64364.74 b	46836 	69818.03 	61170.73 	64047.18 	56976.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,BG	30280.22 	19940.48 	15116.32 	23422.17 	19836.97 	17753.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,CH	: 	210921.34 	223872.24 	159652.89 	221144.25 	179638.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,CY	17772.11 	13307.37 	12649.55 	14944.59 	11939.68 	7285.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,CZ	148184.94 	118603.89 	103375.95 	110248.83 	95432.34 	94794.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,DE	2326623.72 	2390258.72 	2697406.58 	2864175.31 	3012426.75 	3203775.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,DK	: 	609232.14 	464219.92 	621078.54 b	578971.86 b	217966.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,EA	: 	: 	: 	8094171.87 e	8263200.38 e	8667237.01 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,EE	30093.27 	26679.52 	28937.93 	17980.56 	11147.93 	9755.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,EL	: 	47799.62 	40543.46 	45701.3 	34225.12 	63556.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,ES	2067450.57 	1894124.28 	1746005.98 b	1334338.1 	1434973.13 	1368878.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,EU27	: 	: 	11197302.76 e	10927264.35 e	12180367.08 e	12234475.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,EU28	: 	: 	11212244.06 e	10965360.55 e	12239444.4 e	12279332.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,FI	573439.78 	550495.55 	520631 	515436.23 	621218.21 	630051.29 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,FR	2125543.32 	1795247.53 	1680972.76 	1772509.45 	1626649.32 	1673824.01 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,HR	28465.59 	27598.92 	24978.31 	44932.89 	59913.74 	45962.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,HU	101795.45 	88552.6 	80504.29 	72623.1 	64659.2 	66901.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,IE	181795.05 	156520.83 	173006.27 	171134.53 	146178.27 	155450.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,IT	811720.36 	943538.5 	626061.12 	517420.44 b	633404.52 	801610.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,LT	19219.47 	17400.26 	14948.87 	13633.52 	11202.62 	12787.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,LV	: 	16326.87 	13980.71 	13667.19 	13558.99 	17607.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,MT	5380.64 	6060.03 	3122.43 	3770.57 b	3053.35 u	4322.97 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,NL	270990.45 	252675.16 	242553.16 	263165.06 	205358.98 	235449.91 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,NO	576341.05 	412046.46 	430932.93 	430181.18 	336536.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,PL	284731.13 	232405.23 	184632.62 	173368.04 b	396128.94 	388289.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,PT	139810.67 	100953.63 	96145.24 	80203.44 	55274.9 	76006.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,RO	151573.67 	104802.76 	86077.5 	79217.17 	72811.52 	67734.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,SE	: 	491147.68 	390740 	364246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,SI	23592.79 	17966.65 	17095.14 	16362.1 	17315.97 	18593.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,SK	90363 	50948.38 	52233.16 	45409.29 	28177.29 b	37931.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-54,UK	: 	: 	: 	: 	2433176.95 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,AT	680731.02 	710251.28 	702743.39 	674174.31 	599609.9 	506958.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,BE	135809.91 b	125476.25 	161040.42 	106791.27 	117842.33 	108363.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,BG	50736.39 	32856.39 	26643.78 	42109.92 	32062.9 	28601.34 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,CH	: 	404878.04 	380332.75 	254943.95 	407647.22 	270532.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,CY	35237.85 	30421.03 	27415.8 	27824.56 	23275.29 	13775.11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,CZ	283699.01 	237390.54 	208264.46 	221453.31 	181372.85 	214153.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,DE	4690170.34 	4740932.49 	5271876.54 	5172142.88 	5366543.75 	5569092.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,DK	: 	1140599.61 	962441.76 	1231729.72 b	1269009.23 b	488444.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,EA	: 	: 	: 	15785559.76 e	15869632.3 e	16378854.87 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,EE	53516.47 	46723.75 	47257.09 	29671.3 	19409.4 	23742.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,EL	: 	78517.3 	75384.49 	79253.87 	66277.28 	98202.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,ES	3761530.61 	3316530.74 	2957326.81 b	2625994.38 	2629360.28 	2542425.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,EU27	: 	: 	22029846.77 e	21245660.26 e	23172685.99 e	22948970.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,EU28	: 	: 	22053267.5 e	21309914.8 e	23263330.7 e	23025097.98 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,FI	1097411.9 	1022661.26 	1056977.57 	1025725.03 	1116615.41 	1200024.01 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,FR	4603253.22 	4154287.37 	4034940.09 	4079505.86 	3915762.99 	3931869.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,HR	44680.57 	43154.18 	43919.46 	78781.76 	92647.42 	78351.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,HU	191932.06 	167934.35 	161711.61 	155093.69 	133286.33 	151089.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,IE	345410.11 	295045.09 	314021.36 	340145.77 	292935.05 	319619.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,IT	1496996.73 	1576418.62 	1110460.63 	875074.14 b	1065348.32 	1312096.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,LT	33713.8 	29805.24 	25363.26 	24161.72 	18388.89 	21485.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,LU	: 	: u	2000.93 u	1179.62 u	896.36 u	973.92 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,LV	: 	27900.61 	29714.8 	24361.4 	25234.97 	31007.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,MT	9450.7 	8441.5 	5460.88 	5684.1 b	5338.56 	6738.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,NL	534348.53 	517699.53 	466855.34 	489813.16 	421810.67 	468942.07 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,NO	1020175.83 	754637.24 	776531.06 	881327.16 	647133.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,PL	599706.99 	536720.01 	421071.7 	373951.97 b	816374.77 	715520.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,PT	284724.53 	219211.82 	212776.33 	185849.21 	135586.37 	169022.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,RO	235721.12 	181549.14 	154836.95 	142327.93 	131497.35 	121181.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,SE	: 	751732.03 	660916.66 	593194.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,SI	36012.97 	32863.19 	31372.37 	27712.5 	32641.33 	34565.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,SK	197484.29 	107736.22 	104985.82 	96643.5 	58431.84 b	70425.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y45-64,UK	: 	: 	: 	: 	4255639.14 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,AT	272940.67 	315537.51 	289596.11 	280400.86 	243335.92 	184914.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,BE	71445.18 b	78640.25 	91222.39 	45620.54 	53795.16 	51387.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,BG	20456.17 	12915.9 	11527.46 	18687.75 	12225.93 	10847.54 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,CH	: 	193956.71 	156460.51 	95291.06 	186502.96 	90893.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,CY	17465.74 	17113.66 	14766.25 	12879.97 	11335.61 	6489.21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,CZ	135514.06 	118786.66 	104888.51 	111204.48 	85940.51 	119358.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,DE	2363546.62 	2350673.77 	2574469.96 	2307967.57 	2354117 	2365316.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,DK	: 	531367.47 	498221.85 	610651.18 b	690037.37 b	270477.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,EA	: 	: 	: 	7691387.89 e	7606431.92 e	7711617.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,EE	23423.2 	20044.23 	18319.16 	11690.74 	8261.47 	13987.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,EL	: 	30717.69 	34841.03 	33552.56 	32052.15 	34646.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,ES	1694080.04 	1422406.47 	1211320.83 b	1291656.28 	1194387.15 	1173547.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,EU27	: 	: 	10832544.02 e	10318395.9 e	10992318.91 e	10714494.51 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,EU28	: 	: 	10841023.44 e	10344554.25 e	11023886.29 e	10745765.22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,FI	523972.12 	472165.71 	536346.57 	510288.8 	495397.19 	569972.72 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,FR	2477709.9 	2359039.84 	2353967.33 	2306996.41 	2289113.67 	2258045.29 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,HR	16214.99 	15555.25 	18941.15 	33848.86 	32733.68 	32389.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,HU	90136.62 	79381.75 	81207.32 	82470.59 	68627.13 	84187.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,IE	163615.06 	138524.26 	141015.09 	169011.24 	146756.78 	164168.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,IT	685276.36 	632880.12 	484399.51 	357653.7 b	431943.8 	510486.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,LT	14494.33 	12404.98 	10414.39 	10528.2 	7186.27 	8697.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,LV	: 	11573.73 	15734.09 	10694.21 	11675.98 	13400.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,MT	4070.06 	2381.47 	2338.46 u	1913.52 bu	2285.21 u	2415.82 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,NL	263358.08 	265024.37 	224302.17 	226648.1 	216451.68 	233492.16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,NO	443834.77 	342590.78 	345598.13 	451145.98 	310597.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,PL	314975.86 	304314.78 	236439.08 	200583.94 b	420245.83 	327230.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,PT	144913.86 	118258.19 	116631.09 	105645.77 	80311.46 	93015.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,DOM,Y55-64,RO	84147.45 	76746.38 	68759.45 	63110.76 	58685.82 	53447.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
