unit,partner,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NR,AFR,I552_I553,DE	16822 	15730 	17787 	14918 	13883 	13302 b	10230 	10645 	12253 	14218 	16504 	15179 	15087 	15861 	14844 	16177 	15625 	17180 	16470 	14505 	14673 	16415 	15825 	17140 	20546 	17474 	17205 	15934 
NR,AFR,I552_I553,DK	2915 e	2265 e	1095 e	595 e	568 	344 b	267 	332 	336 	396 	408 	402 	327 	95 	143 	387 	519 	176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,EA	378284 e	349335 	307134 	: 	: 	: 	: 	: 	: 	80105 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,EE	289 	275 	247 	223 	174 	158 b	111 	66 	151 	65 	125 	91 	210 	117 	53 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,EL	30984 e	31779 e	32934 e	26900 e	23936 	25388 e	194 	280 	221 	170 	150 	132 	164 	121 	267 	292 	206 	357 	367 	426 	466 	416 	505 	562 	: 	: 	: 	: 
NR,AFR,I552_I553,ES	90237 	79800 	69624 	59358 	47608 	34596 b	27480 	22433 	20292 	17606 	19390 	26773 	24268 	14241 	12792 	14674 	19037 	17682 	2253 	2443 	1897 	: 	: 	53164 	39020 	143746 	166562 	137973 
NR,AFR,I552_I553,EU27	: u	796097 	808367 	330645 e	281341 e	253468 b	188356 e	: 	: 	109806 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,EU28	: u	813231 	820142 	340577 e	288523 e	258384 b	190476 e	: 	: 	112616 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,FI	388 	275 	306 	394 	507 	475 b	590 	492 	489 	431 	307 	312 	306 	255 	313 	330 	212 	233 	247 	419 	305 	273 	374 	311 	293 	: 	: 	: 
NR,AFR,I552_I553,FR	157264 	123403 	101498 	107152 	80375 	71021 b	75250 	2683 	2269 	1888 	1729 	1815 	2118 	1740 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	232660 	: 	: 	: 
NR,AFR,I552_I553,HR	19859 	17134 	11775 	9233 	7182 	4916 b	2120 	1712 	2309 	2730 	2252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,HU	1976 	1588 	1521 	930 	966 	501 b	360 	124 	354 	319 	199 	192 	285 	390 	444 	188 	435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,IE	: 	3553 u	2940 u	1826 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95000 	5000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,IS	: 	1327 	872 	400 	342 	625 b	338 	101 	87 	317 	147 	208 	182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,IT	78093 	67091 	59465 	48234 	46428 	44353 b	39617 	31059 	31334 	31554 	28974 	33431 	30641 	30537 	27566 	23946 	26197 	17656 	12854 	11389 	9237 	6894 	5955 	402407 	375117 	370715 	386559 	8615 
NR,AFR,I552_I553,LI	15 	13 	14 	13 	14 	9 b	5 	24 	61 	18 	8 	23 	8 	17 	13 	8 	1 	7 	: 	: 	: 	15 	13 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,LT	519 	708 	365 	87 	64 	65 b	13 	6 	22 	24 	8 	7 	10 	3 	7 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,LU	855 	751 	625 	834 	310 	450 b	323 	111 	304 	256 	364 	282 	311 	155 	260 	288 	165 	213 	179 	144 	201 	480 	: 	7532 	8812 	9060 	7774 	5897 
NR,AFR,I552_I553,LV	187 	237 	161 	92 	128 	118 b	70 	67 	30 	53 	23 	117 	11 	17 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,ME	: 	225 	156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,MK	11 	20 	30 	18 	19 	14 b	13 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,MT	195 e	161 e	129 e	698 e	830 e	305 b	95 	0 	102 	: 	: 	295 	: 	57 	125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,NL	2810 	2646 	2882 	3088 	2298 b	1855 b	2200 	2900 	1800 	2900 	1500 	1900 	5700 	1200 	1300 	1100 	2000 	1873 	3000 	1951 	2000 	2000 	5000 	2000 	: 	: 	: 	: 
NR,AFR,I552_I553,NO	: 	2515 	1870 	3869 	4105 	1422 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	2307 	2352 	2775 	2863 	3936 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,PL	2511 	2025 	2250 	1969 	1860 	2984 b	1928 	1113 	837 	965 	983 	1018 	847 	1166 	1007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,PT	14613 	7619 	6217 	2747 	2686 b	1193 b	1338 	1927 	1097 	1506 	2887 	1944 	1576 	2644 	1831 	2536 	2319 	2204 	1566 	1920 	1755 	2623 	2055 	2245 	2482 	2796 	3085 	5173 
NR,AFR,I552_I553,RO	564 	400 	597 	270 	313 	268 b	13 	21 	2 	152 	9 	11 	126 	144 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,RS	: 	1190 	901 	1398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,SE	4148 e	2412 e	2835 e	2502 e	2020 e	1745 be	1317 	1735 	1878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,SI	2923 	2032 	1328 	930 	1074 	772 b	478 	443 	257 	270 	245 	162 	211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,SK	743 	618 	566 	381 	435 	523 b	293 	458 	339 	368 	353 	407 	274 	332 	337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I552_I553,UK	: 	433460 	489654 	: 	: 	40552 b	13449 	14405 	36148 	22871 	14722 	21825 	24122 	16265 	21000 	23000 	23452 	23000 	30043 	36000 	53090 	21435 	43161 	: 	: 	42000 	43000 	44000 
NR,AFR,I553,AT	518 	456 	446 	417 	636 	554 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,BE	255 	409 	331 	263 	362 	369 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,BG	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,CH	: 	281 	294 	348 	373 	418 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,CY	1 	8 	17 	5 	0 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,CZ	94 	53 	107 	103 	128 	82 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,DE	770 	729 	870 	704 	938 	1080 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,DK	458 e	391 e	317 e	361 e	242 	124 b	120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,EA	16293 e	14353 	14840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,EE	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,EL	521 	292 	292 	223 	201 	197 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,ES	2999 	2362 	1861 	1335 	1764 	1600 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,EU27	: u	15679 	18445 	22699 e	21385 	18869 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,EU28	: u	17337 	19768 	24528 e	22474 	20094 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,FI	124 	83 	48 	67 	77 	67 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,FR	3552 	1831 	3534 	5906 	1717 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,HR	1659 	1658 	1323 	1829 	1089 	1225 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,HU	52 	32 	43 	62 	38 	32 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,IE	: 	167 u	505 u	116 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,IS	: 	387 	181 	104 	98 	132 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,IT	6723 	6022 	5434 	5976 	8431 	9318 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,LI	0 	1 	1 	0 	2 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,LT	0 	2 	4 	0 	7 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,LU	102 	104 	111 	90 	62 	65 b	22 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,LV	11 	6 	6 	5 	9 	1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,ME	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,MK	1 	5 	9 	2 	2 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,MT	0 e	0 e	0 e	0 e	0 e	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,NL	778 	387 	367 	1236 	900 b	360 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,NO	: 	969 	606 	975 	466 	794 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,PL	22 	27 	9 	16 	12 	8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,PT	1366 	1324 	900 	1005 	825 	654 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,RO	14 	29 	16 	0 	6 	17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,RS	: 	453 	51 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,SE	1606 e	794 e	976 e	456 e	510 e	395 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,SI	315 	166 	112 	103 	188 	128 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,SK	2 	5 	2 	3 	12 	2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,TR	: 	429 	974 	1150 	324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR,I553,UK	: 	0 	2137 	: 	4247 	2875 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,AT	47270 	50060 	46744 	38819 	36585 	33033 	29608 	23577 	21867 	19189 	19119 	20529 	20912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,BE	61581 	57911 	59499 	61676 	59971 	57082 	56344 	57505 	58528 	57391 	57707 	56223 	54711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,BG	8881 	9009 	2762 	3042 	1477 	2396 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,CH	: 	67338 	69267 	66917 	69102 	70478 	62073 	66480 	71204 	73802 	70066 	66286 	61111 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,CY	13045 	13615 	10180 	10266 	8790 	8077 	6611 	7181 	4402 	4200 	4286 	4576 	4299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,CZ	32145 	32437 	30885 	32080 	27788 	25412 	22384 	19127 	14524 	16078 	14326 	13385 	14480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,DE	170147 	167089 	169565 	156515 	154580 	141792 	116911 	118668 	97688 	96745 	97088 	102856 	88419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,DK	15528 e	17257 e	15320 e	14551 e	12666 	12781 	10708 	10255 	9771 	8508 	7597 	9521 	12606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,EA	2345741 e	2270065 	2148816 	: 	: 	: 	: 	: 	: 	1330243 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,EE	1843 	1538 	1381 	1294 	1111 	1470 	1542 	925 	661 	829 	639 	495 	618 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,EL	63507 	65478 	61622 	61759 	64172 	88907 	53695 	44198 	35767 	37203 	35518 	32383 	24060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,ES	679328 	628769 	533604 	473764 	444644 	391918 	366166 	346011 	288582 	307874 	311502 	295264 	283359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,EU27	: u	2563344 	2462694 	2356617 e	2224731 	2043278 	1812480 e	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,EU28	: u	2571310 	2469410 	2363810 e	2230698 	2048771 	1816422 e	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,FI	8051 	6126 	5796 	5071 	4349 	4858 	5415 	5105 	4245 	3138 	3512 	3546 	2920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,FR	689782 	643868 	638773 	631340 	600988 	524999 	467920 	448240 	424790 	416939 	412935 	426625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,HR	7055 	7966 	6716 	7193 	5967 	5493 b	3942 	3933 	3639 	3699 	3587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,HU	19350 	21869 	21810 	15552 	13651 	10693 	8735 	: 	: 	: 	: 	7234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,IE	: 	3268 e	3668 e	4101 e	3453 e	4980 be	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,IS	: 	2520 	2804 	1878 	1022 	: 	: 	: 	: 	: 	1195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,IT	375968 	376216 	366269 	278657 	268891 	269030 	255288 	240061 	235192 	230602 	214035 	206920 	206410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,LI	104 	108 	126 	121 	86 	310 	65 	75 	96 	120 	123 	91 	104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,LT	2093 	1718 	2873 	1556 	1463 	1243 	1610 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,LU	3125 	3594 	4238 	5099 	3721 	12835 b	8866 	1470 	2520 	3031 	3033 	3500 	4065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,LV	3440 	3058 	2643 	1922 	1561 	1504 b	1138 	1268 	442 	617 	496 	173 	684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,ME	: 	1516 	1325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,MK	1114 	502 	729 	541 	633 	262 	342 	183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,MT	8143 e	8386 e	13069 e	62421 e	64294 e	47274 	42825 	26871 	18391 	14505 	12332 	13146 	13203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,NL	107592 	98887 	90306 	97200 	84197 	76539 	81700 	72700 	57200 	54100 	62800 	64600 	69500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,NO	: 	9845 	13564 	16095 	13879 	16198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,PL	13377 	14070 	12723 	13589 	13395 	9896 	7352 	8409 	7807 	5984 	6071 	6309 	5303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,PT	147469 	131376 	129673 	138623 	112314 	85861 	72773 	65022 	65844 	56629 	56581 	46492 	36292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,RO	15746 	14249 	15464 	15867 	11272 	12041 b	8112 	7155 	5395 	6137 	5026 	6262 	6441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,RS	: 	7034 	9213 	15866 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,SE	17204 e	18958 e	22186 e	18605 e	15857 e	13568 e	13385 	9627 	10498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,SI	3857 	3980 	3293 	2999 	2670 	2114 	2223 	1823 	1738 	2603 	1154 	814 	787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,SK	5081 	5128 	5620 	3801 	4423 	4692 	2623 	2124 	1681 	2573 	5150 	1818 	1724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,TR	: 	405595 	435433 	433229 	388933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551,UK	: 	165430 	192728 	: 	206448 	198283 b	159578 	180001 	175707 	147969 	157161 	151458 	122407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,AT	52147 	54835 	49906 	41925 	39342 	35665 	31154 	24754 	22830 	20293 	19720 	21451 	21809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,BE	66467 	62395 	63251 	64899 	63393 	60235 	59590 	60253 	61423 	60329 	60307 	59724 	57615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,BG	9085 	9152 	2780 	3067 	1485 	2417 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,CH	: 	71100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,CY	13045 	13623 	10192 	10268 	8790 	8079 	6842 	7424 	4581 	4211 	4293 	4578 	4304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,CZ	36010 	35989 	33344 	34881 	30057 	27273 	23575 	20616 	15746 	17368 	15296 	15058 	15555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,DE	183620 	179541 	183732 	168273 	165029 	150972 	123680 	124994 	106312 	106400 	108583 	113495 	99401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,DK	17613 e	18993 e	16138 e	14924 e	13106 	12982 	10901 	10444 	9958 	8701 	7885 	9779 	12839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,EA	2676844 e	2580900 	2416901 	: 	: 	: 	: 	: 	: 	1388474 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,EE	2045 	1743 	1547 	1447 	1226 	1579 	1624 	962 	773 	884 	747 	565 	699 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,EL	92689 e	95481 e	92703 e	86821 e	86237 	113025 e	53830 	44430 	35954 	37325 	35657 	32477 	24197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,ES	761139 	701653 	596653 	527084 	486868 	421593 	390206 	366114 	306613 	323282 	328434 	317986 	304465 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,EU27	: u	3169076 	3042295 	2646620 e	2457843 e	2252218 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,EU28	: u	3188062 	3055737 	2659880 e	2467895 e	2260493 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,FI	8274 	6322 	6034 	5406 	4785 	5276 	5910 	5502 	4642 	3469 	3750 	3766 	3123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,FR	847046 	767271 	740271 	738492 	681363 	596019 	543170 	450923 	427059 	418827 	414664 	428440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,HR	17397 	18986 	13442 	12978 	10052 	8275 b	5195 	4966 	4628 	4722 	4669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,AFR_OTH,I551-I553,HU	20905 	23213 	23053 	16269 	14261 	11105 b	9035 	: 	: 	: 	: 	7421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
