unit,partner,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
PCH_PRE,INT_EU28,I553,NL	-3.56 	0.59 	-3.34 	-0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,NO	: 	16.49 	1.02 	1.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,PL	8.14 	-1.45 	22.96 	-4.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,PT	2.07 	13.87 	8.54 	-0.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,RO	6.79 	-3.38 	58.48 	-19.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,RS	: 	-24.7 	2.27 	6.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,SE	-0.22 e	-0.97 e	13.2 e	5.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,SI	23.59 	5.93 	12.52 	-6.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,SK	4.83 	21.5 	20.87 	-20.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,TR	: 	33.47 	-83.25 	289.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,INT_EU28,I553,UK	: 	-2.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,AT	7.34 	2.93 	7.5 	19.1 	8.32 	1.5 	4.57 	19.9 	-30.2 	-24.81 	42.3 	47.2 	11.1 	2.5 	19.9 	-11.9 	7.9 	6.4 	-21.3 	34.8 	65.1 	-28.4 	10 	-8.7 	1578.1 	: 	: 	: 
PCH_PRE,IS,I551,BE	43.44 	12.36 	-8.45 	-12.67 	-10.9 	-4.2 	-9.4 	71.6 	-30 	-15.26 	26.8 	-2.1 	-18.1 	44.5 	10.4 	-27.8 	8 	-9.8 	-44.1 	39.8 	12.9 	-37.8 	-20.2 	68.9 	249.2 	: 	: 	: 
PCH_PRE,IS,I551,BG	66.16 	46.78 	6.15 	41.26 	-9.2 	-38.4 	42.8 	-63.3 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,CH	: 	17.77 	4.25 	-0.74 	-1.6 	-1.6 	7.1 	-15.2 	-23.3 	12.99 	0.1 	25.9 	: 	: 	: 	-13.5 	-7.7 	48.2 	89.2 	13.9 	-8.8 	-6.5 	-0.6 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,CY	-14.67 	-43.28 	100.81 	-30.66 	9.8 	-13.9 	89.6 	-40.1 	92.9 	-22.26 	33.4 	-35.4 	: 	: 	: 	: 	251.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,CZ	36.39 	-11.87 	9.02 	12.73 	0.5 	6.7 	2 	-1.6 	-18 	6.07 	-2.6 	-28.5 	63.4 	-24.6 	-17.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,DE	11.63 	16.38 	8.06 	2.55 	-3.2 	-10.5 	9.2 	-7.9 	-10.5 	-2.37 	-4.1 	58.5 	12.1 	10.8 	5 	-1.4 	-8.5 	-6.6 	-2 	5 	17.8 	-2.9 	3.9 	4.6 	-0.1 	-4.9 	-14.7 	: 
PCH_PRE,IS,I551,DK	24.97 e	5.57 e	0.59 e	7.89 e	8.9 	9.6 	9.7 	24.7 	-56.7 	-37.11 	7.6 	-1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,EA	12.01 e	23.52 	11.97 	: 	: 	: 	: 	: 	: 	-7.22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,EE	49.14 	3.76 	20.38 	-31.82 	41.3 	-12.9 	32.1 	31.3 	-46.4 	-48.48 	16.7 	-14.6 	213.6 	7.3 	-57.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,EL	45.65 	20.2 	-6.27 	3.55 	26.63 	5.63 	43.4 	-22.4 	-34.9 	-6.3 	57.9 	-14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,ES	13.79 	25.23 	20.64 	13.92 	-0.7 	4.3 	17.7 	-3.7 	-30.5 	3.15 	17.4 	35.4 	5.5 	25.7 	29.5 	3.5 	-10.3 	54.1 	-23 	122.5 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,EU27	: u	20.36 	16.86 	9.82 e	2.8 	-1.47 	: 	: 	: 	-20.16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,EU28	: u	20.48 	16.73 	9.55 e	3.14 	-1.43 	: 	: 	: 	-20.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,FI	44.04 	12.9 	21.36 	19.75 	-21.6 	-4.2 	26.9 	3.7 	-17.5 	-18.26 	27.9 	9.5 	0.5 	5.6 	17.5 	-8.6 	6.1 	3.4 	-15.4 	19.2 	-4.8 	8.7 	-37.8 	37.6 	: 	: 	: 	: 
PCH_PRE,IS,I551,FR	-26.62 	88.62 	-0.14 	13.64 	-3.8 	-16.7 	48.1 	0.1 	-20.7 	-14.75 	26.3 	15.6 	35.4 	-0.4 	-28.9 	1.6 	6.5 	21.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,HR	27.15 	41.19 	-1.47 	-18.96 	57.4 	-11.3 b	32.9 	-8 	-37.4 	-34.72 	-1.4 	-10.1 	-22.3 	430.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,HU	45.19 	90.83 	26.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,IE	: 	151.11 e	485.61 u	-66.3 u	262.1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,IS	: 	17.57 	2.41 	5.83 	8.9 	4.7 	3.3 	4.2 	-10.1 	-1.31 	11.9 	6.6 	12.5 	5.2 	4 	6.7 	-5.8 	-10.7 	8.1 	5.7 	15.4 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,IT	4.08 	17.2 	-3.1 	15.84 	-5.4 	7.8 	-3.3 	-4.1 	-21.8 	-8.31 	20.5 	13 	8.5 	16.7 	4.9 	-53.9 	158 	25.5 	67.7 	99.5 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,LI	32 	-12.28 	42.5 	21.21 	-34 	-25.4 	71.8 	-13.3 	9.8 	-62.73 	139.1 	35.3 	100 	-60.5 	230.8 	-56.7 	-33.3 	-66.2 	171.4 	-12.5 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,LT	26.84 	-4.48 	28.73 	-10.39 	-5.9 	83.9 	10.2 	-52.1 	0.6 	-11.96 	23.3 	35.5 	31.5 	66.9 	12.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,LU	-4.31 	-15.87 	8.49 	12.9 	6.5 	-12.2 b	8.1 	57.9 	-24.5 	-43.14 	-8.1 	-16.6 	18.6 	-0.3 	27.5 	-6.1 	-9.7 	3.3 	-58.4 	-9.4 	18.8 	-20.2 	2.7 	-20.5 	-14 	-7.7 	-30.6 	: 
PCH_PRE,IS,I551,LV	84.56 	-21.01 	87.12 	-23.94 	93.6 	-17.9 b	31.3 	77 	-28.9 	-14.52 	68.4 	7.4 	-11.5 	89.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,ME	: 	53.79 	: 	: 	: 	15.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,MK	142.31 	79.31 	26.09 	4.55 	-8.3 	-21.3 	-20.8 	4.8 	-26.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,MT	-2.38 e	205.54 e	-51.35 e	31.71 e	-21.3 e	99.1 	-49.4 	100.4 	-37.7 	228.06 	-55.4 	-1 	-65.6 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,NL	44.34 	9.1 	12.42 	31.81 	7.8 	3 	14.1 	31.5 	-34.9 	-10.75 	16.3 	14.3 	42.9 	-2 	13.6 	-12 	-7.3 	-40.1 	49.7 	50.3 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,NO	: 	16.25 	8.63 	-22.66 	18.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.3 	-17.3 	-5.4 	18.2 	8.1 	-9.5 	34.4 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,PL	36.24 	69.33 	3.25 	66.94 	-8.3 	44.8 	-30.9 	52.3 	-16.6 	-21.5 	-27.5 	5.4 	67 	126.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,PT	5.04 	4.55 	9.62 	79.24 	-41.5 	60.6 	-38.4 	86.9 	-50.6 	10.49 	-32.4 	-3.9 	-1.4 	4.3 	10.9 	-43.2 	-20.9 	26.3 	17.5 	54.9 	31.8 	-25.7 	85.5 	73.6 	-49.6 	21.6 	26.9 	: 
PCH_PRE,IS,I551,RS	: 	33.15 	10.63 	20.6 	-23.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,SE	29.49 e	-20.54 e	43.09 e	13.97 e	8.5 e	17.3 e	-9.6 	30.7 	-21.2 	-27.38 	17.6 	14.3 	53.5 	32.8 	90 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,SI	28.72 	9.64 	22.3 	9.3 	-7 	-0.9 	124.9 	-44.1 	-25.5 	-55.3 	-28.3 	31.1 	214.1 	51.7 	4.5 	41.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,SK	49.63 	40.31 	-1.15 	37.13 	47.9 	93 	-23.1 	67.7 	-66.2 	8.51 	-28.1 	329.2 	136.2 	-22.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,TR	: 	-32.82 	-4.78 	122.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551,UK	: 	19.61 	: 	: 	16.9 	18.7 b	50.3 	-20.9 	-47.7 	-40.69 	13.1 	21.2 	-12.4 	147.4 	0 	-6.3 	-11.5 	-11.3 	-41.1 	63.9 	-6.9 	108.7 	: 	: 	: 	63.6 	-35.3 	: 
PCH_PRE,IS,I551-I553,AT	8.91 	4.78 	7.45 	16.1 	10.78 	2.7 	1.84 	25.4 	-31.6 	-22 	38.6 	45.1 	4.8 	9.8 	21.6 	-14.5 	11.1 	3.7 	-19 	41 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,BE	44.37 	10.04 	-7.23 	-11.88 	-10.1 	-2.3 	-7.2 	66.5 	-28.6 	-14.36 	27.6 	-2.1 	-17.7 	43.4 	10.9 	-27.9 	8 	-9.4 	-43.8 	39.3 	12.4 	-37.5 	-20 	67.9 	233.3 	: 	: 	: 
PCH_PRE,IS,I551-I553,BG	64.57 	45.96 	6.9 	37.99 	-7.6 	-36.5 	42.8 	-63.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-13.5 	-7.7 	: 	: 	13.9 	-8.8 	-6.6 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,CY	-14.67 	-43.36 	101.06 	-30.64 	9.8 	-16.6 	86.3 	-39.4 	100.6 	-22.3 	31.9 	-34.7 	: 	: 	: 	: 	251.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,CZ	35.84 	-9.23 	10.29 	14.41 	0 	7.8 	0.3 	-0.7 	-28.4 	19.93 	-7.2 	-25 	59.6 	-26.1 	-11.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,DE	11.25 	14.19 	8.61 	0.97 	-5.3 	-9.4 	7.1 	-2.3 	-13.4 	-2.14 	-2.6 	53 	17.4 	8.5 	7.7 	-3.1 	-8.5 	-6.2 	0.1 	3.7 	15.7 	-2.7 	2.2 	6.1 	-4.6 	-6.5 	-10.3 	: 
PCH_PRE,IS,I551-I553,DK	25.75 e	5.86 e	4.39 e	11.03 e	6.7 	5.7 	19.8 	24.9 	-60 	-37.32 	8.4 	3.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,EA	12.79 e	21.57 	12.99 	: 	: 	: 	: 	: 	: 	-15.47 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,EE	53.18 	0.66 	22.04 	-28.72 	37.3 	-10.5 	30.6 	29.4 	-45.7 	-49.88 	23.9 	-21.1 	141.2 	46.6 	-56.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,EL	41.09 e	9.15 e	-1.8 e	2.59 e	34.14 	-1.46 e	43.5 	-22.3 	-34.8 	-6.33 	58.1 	-14.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,ES	14.19 	25.86 	22.04 	15.7 	-1.5 	4.6 	17.9 	-5.7 	-30.6 	1.77 	19.9 	33.4 	-32.7 	14 	42 	5.9 	-22.3 	203 	-22.5 	121.6 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,EU27	: u	20.09 	20.69 	10.87 e	2.63 e	-0.94 	: 	: 	: 	-26.86 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,EU28	: u	20.18 	20.5 	10.69 e	3.03 e	-0.87 	: 	: 	: 	-27.01 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,FI	43.64 	9.74 	23.31 	14.47 	-20.4 	-3.1 	28 	3.6 	-19.3 	-15.15 	29.1 	3 	5.7 	-4.4 	26.8 	-7.7 	7.8 	1.2 	-14.7 	17.9 	-4 	9.2 	-37.3 	33.4 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,FR	-26.8 	73.19 	2.69 	15.02 	-3.5 	-19 	63.6 	-0.3 	-19.2 	-14.99 	25.9 	15.7 	-6.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,HR	40.31 	30.84 	4.42 	-7.31 	53.5 	-4.7 b	44.2 	-14.9 	-33.8 	-29.55 	-16.4 	7.8 	-18.8 	328.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,HU	43.49 	77.44 	35.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,IE	: 	164.43 u	459.45 u	-64.73 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,IS	: 	7.44 	-13.96 	52.72 	-11.8 	4.3 	-7.4 	-0.1 	8.8 	2.44 	5.7 	8.1 	2.7 	4 	2.6 	4.2 	-10.5 	11.7 	12 	-0.5 	13.8 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,IT	7.3 	16.29 	1.05 	14.84 	-4 	4.8 	-5.5 	-1.9 	-22.8 	-6.18 	19.6 	13.4 	12.9 	16.2 	4.6 	-61.3 	208.7 	29.1 	69.8 	85.6 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,LI	29.63 	-6.9 	31.82 	12.82 	-26.4 	-28.4 b	64.4 	: 	: 	-62.94 	116.7 	: 	: 	-42.6 	235.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,LT	23.56 	-3.46 	33.36 	-9.24 	-5 	82 b	11.6 	-52.1 	1.3 	-12.2 	22.8 	35.8 	30.3 	68.5 	-1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,LU	-6.04 	-14.97 	10.65 	10.6 	8.4 	-15.5 b	13.2 	46.2 	-23.4 	-44.66 	-6.4 	-11.9 	13.9 	4.8 	18.9 	-1.9 	-7.2 	0.5 	-56.7 	-11.5 	18.5 	: 	: 	-18.3 	-15.1 	-6.7 	-30.3 	: 
PCH_PRE,IS,I551-I553,LV	81.62 	-19.33 	85.06 	-22.97 	91.9 	-17.9 b	31.9 	73.2 	-29.5 	-12.13 	67.7 	6.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,ME	: 	24.18 	: 	: 	: 	125 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,MK	144.76 	75 	21.21 	8.79 	-8.1 	-27.7 	-16.5 	1.9 	-29.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,MT	-2.38 e	145.96 e	-39.56 e	31.71 e	-21.3 e	99.1 	-49.4 	100.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,NL	44.13 e	8.93 e	12.32 e	29.95 e	8.2 be	5.4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,NO	: 	13.96 	1.97 	-27.75 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.4 	-16.8 	-2.1 	5.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,PL	36.01 	68.36 	3.83 	58.21 	-5.8 	40.5 	-30 	52.5 	-15.2 	-22 	-25.5 	4.8 	66.2 	113.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,PT	9.03 	6.89 	9.69 	76.94 	-40 	60.4 	-38.8 	87.9 	-50.6 	10.85 	-32.4 	-4.1 	-1.4 	4.1 	11.2 	-43.1 	-20.9 	26.4 	17.1 	54.7 	31.7 	-25.5 	85 	73.7 	-49.5 	21.2 	26.4 	: 
PCH_PRE,IS,I551-I553,RS	: 	20.91 	20.04 	9.78 	-16.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,SE	28.71 e	-20.31 e	41.65 e	15.07 e	8.3 e	14.4 e	-10.4 	32.9 	-20.6 	-25.7 	14.3 	17.8 	50 	23.7 	78.7 	17.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,SI	22.5 	13.94 	22.54 	11.89 	-11.8 	7 b	113.2 	-42.1 	-18.3 	-54.78 	-28.6 	25.5 	199.6 	53.4 	11.8 	36.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,SK	50.18 	29.79 	4.72 	32.11 	44.6 	81.2 	-17.6 	61.1 	-65.6 	12.72 	-22.7 	201.5 	118.7 	-7.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I551-I553,UK	: 	24.34 	: 	: 	: 	17.1 b	43.9 	-18.5 	-52.7 	-32.27 	12.2 	24.1 	-14.9 	: 	: 	-6.3 	-11.5 	-12.3 	-41.3 	64.2 	-7 	101.1 	: 	: 	: 	64 	-35.9 	: 
PCH_PRE,IS,I552,AT	35.41 	20.27 	10.36 	-14.6 	47.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,BE	56.07 	4.9 	-6.13 	-0.61 	-3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,BG	3.77 	20.45 	37.5 	-28.89 	40.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,CZ	19.45 	77.58 	34.15 	98.39 	19.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,DE	13.44 	-2.54 	8.37 	-11.08 	-15.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,DK	29.88 e	15.46 e	57.56 e	24.52 e	-26.4 	-17.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,EA	21.01 e	3.91 	23.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,EE	105.19 	-27.36 	39.47 	35.71 	-13.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,EL	34.48 e	-3.3 e	3.56 e	1.48 e	44.99 	-9.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,ES	14.08 	25.8 	41.61 	37.8 	-5.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,EU27	: u	18.78 	65.2 	22.94 e	7.04 e	-88.33 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,EU28	: u	18.51 	63.16 	24.04 e	7.71 e	-88.15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,FI	26.67 	-66.1 	88.3 	-53 	-9.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,FR	-15.44 	-48.88 	26.62 	24.54 	13.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,HR	79.28 	7.87 	22.02 	45.71 	37.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,HU	13.24 	-18.4 	233.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,IS	: 	-1.75 	-11.5 	27.81 	66.8 	-5 b	-80 	339.1 	15.5 	-4.83 	-2.4 	1 	-7.1 	-1.3 	: 	: 	: 	: 	: 	: 	-68.9 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,IT	27.25 	13.32 	36.08 	11.54 	2.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,LI	-50 	300 	-75 	-33.33 	200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,LT	-18.88 	10.85 	279.41 	6.25 	68.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,IS,I552,LU	-34.48 	26.09 	-11.54 	13 	27.8 	-66 b	783.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
