unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 
THS_NAC,TOTAL,N1-3,EU28,IT	350861.2 	: 	: 	244654.21 
THS_NAC,TOTAL,N1-3,EU28,LT	4698.94 	: 	: 	5284.69 
THS_NAC,TOTAL,N1-3,EU28,LU	: 	: 	: 	17157.66 
THS_NAC,TOTAL,N1-3,EU28,LV	: 	: 	: 	11915.2 u
THS_NAC,TOTAL,N1-3,EU28,MT	6473.97 u	: 	: 	5559.5 u
THS_NAC,TOTAL,N1-3,EU28,NL	205363.68 	: 	: 	207256.28 
THS_NAC,TOTAL,N1-3,EU28,NO	1464107.44 	1468685.38 	: 	: 
THS_NAC,TOTAL,N1-3,EU28,PL	104589.27 	: 	: 	197315.9 
THS_NAC,TOTAL,N1-3,EU28,PT	28360.85 	: 	: 	69145.76 
THS_NAC,TOTAL,N1-3,EU28,RO	75526.22 	: 	: 	79048.95 
THS_NAC,TOTAL,N1-3,EU28,SI	31981.84 	: 	: 	26717.51 
THS_NAC,TOTAL,N1-3,EU28,SK	43977.88 u	: 	: 	55658.21 u
THS_NAC,TOTAL,N1-3,EUR,AT	881607.33 	: 	: 	1071717 
THS_NAC,TOTAL,N1-3,EUR,BE	145116.67 	: 	: 	111008 
THS_NAC,TOTAL,N1-3,EUR,BG	44822.89 	: 	: 	41046.13 
THS_NAC,TOTAL,N1-3,EUR,CH	: 	: 	268237.92 u	220034.46 u
THS_NAC,TOTAL,N1-3,EUR,CY	26839.01 	: 	: 	20965.67 
THS_NAC,TOTAL,N1-3,EUR,CZ	1354313.86 	: 	: 	1487414.98 
THS_NAC,TOTAL,N1-3,EUR,DE	3437368.38 	: 	: 	3178800.02 
THS_NAC,TOTAL,N1-3,EUR,DK	: 	: 	: 	2789046.01 
THS_NAC,TOTAL,N1-3,EUR,EE	60503.61 	: 	: 	15049.99 
THS_NAC,TOTAL,N1-3,EUR,EL	: 	: 	: 	35365.69 
THS_NAC,TOTAL,N1-3,EUR,ES	665244.87 	: 	: 	308957.08 
THS_NAC,TOTAL,N1-3,EUR,FI	408319.5 	: 	: 	412182.79 
THS_NAC,TOTAL,N1-3,EUR,FR	1110357.21 	: 	: 	: 
THS_NAC,TOTAL,N1-3,EUR,HR	323729.39 	: 	: 	637378.2 
THS_NAC,TOTAL,N1-3,EUR,HU	109113095.29 	: 	: 	70240268.58 
THS_NAC,TOTAL,N1-3,EUR,IE	135100.99 	: 	: 	114360.33 
THS_NAC,TOTAL,N1-3,EUR,IT	386495.51 	: 	: 	247061.42 
THS_NAC,TOTAL,N1-3,EUR,LT	6185.2 	: 	: 	5673.66 
THS_NAC,TOTAL,N1-3,EUR,LU	: 	: 	: 	17387.41 
THS_NAC,TOTAL,N1-3,EUR,LV	: 	: 	: 	12520.27 u
THS_NAC,TOTAL,N1-3,EUR,MT	6916.88 u	: 	: 	5847.79 u
THS_NAC,TOTAL,N1-3,EUR,NL	206022.21 	: 	: 	228753.6 
THS_NAC,TOTAL,N1-3,EUR,NO	2736311.46 	2740889.41 	: 	: 
THS_NAC,TOTAL,N1-3,EUR,PL	112356.32 	: 	: 	200414.95 
THS_NAC,TOTAL,N1-3,EUR,PT	28752.77 	: 	: 	70808.35 
THS_NAC,TOTAL,N1-3,EUR,RO	75526.22 	: 	: 	82597.49 
THS_NAC,TOTAL,N1-3,EUR,SI	37699.36 	: 	: 	30123.91 
THS_NAC,TOTAL,N1-3,EUR,SK	43977.88 u	: 	: 	55658.21 u
THS_NAC,TOTAL,N1-3,EUR_OTH,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,BE	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,EUR_OTH,BG	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,ES	25458.07 u	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,FI	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,EUR_OTH,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,EUR_OTH,HR	45192.11 u	: 	: 	74931.38 u
THS_NAC,TOTAL,N1-3,EUR_OTH,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,IT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,MT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,PL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,EUR_OTH,SI	4149.62 u	: 	: 	3175.13 u
THS_NAC,TOTAL,N1-3,FI,AT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,BE	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,FI,CH	: 	: 	: u	: 
THS_NAC,TOTAL,N1-3,FI,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,ES	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,FI	60634.62 	: 	: 	54001.77 
THS_NAC,TOTAL,N1-3,FI,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,FI,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,NL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FI,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,FI,PT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,FI,SI	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,BE	22396.53 u	: 	: 	32686.53 
THS_NAC,TOTAL,N1-3,FR,CH	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,FR,CZ	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,EE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,ES	75084.42 	: 	: 	29075.78 u
THS_NAC,TOTAL,N1-3,FR,FI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,FR	541895.14 	: 	: 	: 
THS_NAC,TOTAL,N1-3,FR,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,HU	3434500 	: 	: 	1251790 u
THS_NAC,TOTAL,N1-3,FR,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,IT	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,LT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,MT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,NL	16403.34 u	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,PT	: c	: 	: 	9046.79 u
THS_NAC,TOTAL,N1-3,FR,RO	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,SI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,FR,SK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HR,AT	38019.26 u	: 	: 	30167.65 u
THS_NAC,TOTAL,N1-3,HR,BE	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,HR,CZ	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,HR,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HR,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,HR,HR	78394.95 u	: 	: 	158574.62 
THS_NAC,TOTAL,N1-3,HR,IT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HR,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HR,PT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HR,SI	: c	: 	: 	3223.44 u
THS_NAC,TOTAL,N1-3,HR,SK	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,HU,AT	16583.21 u	: 	: 	18486.49 u
THS_NAC,TOTAL,N1-3,HU,BE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,BG	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,CH	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,HU,CZ	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,ES	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,HU,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,HU	2723970.29 	: 	: 	2224950.58 
THS_NAC,TOTAL,N1-3,HU,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,HU,PL	: c	: 	: 	16203.27 u
THS_NAC,TOTAL,N1-3,HU,RO	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,SI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,HU,SK	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IE,AT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,IE,DE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,ES	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,FI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IE,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IE,IE	57160.37 	: 	: 	55720.3 
THS_NAC,TOTAL,N1-3,IE,LT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,MT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IE,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IE,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,IE,PT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IS,EE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IS,IE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IS,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,AT	92213.04 	: 	: 	125000.23 
THS_NAC,TOTAL,N1-3,IT,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,BG	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IT,CH	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,IT,CY	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,IT,CZ	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,EL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,ES	: c	: 	: 	15632.46 u
THS_NAC,TOTAL,N1-3,IT,FI	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,FR	109926.89 	: 	: 	: 
THS_NAC,TOTAL,N1-3,IT,HR	76785.74 u	: 	: 	80194.73 u
THS_NAC,TOTAL,N1-3,IT,HU	4280967 	: 	: 	1909582 u
THS_NAC,TOTAL,N1-3,IT,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,IT	232817.59 u	: 	: 	107933.54 u
THS_NAC,TOTAL,N1-3,IT,LT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,MT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,PT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,RO	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,IT,SI	8082.66 u	: 	: 	5883.46 u
THS_NAC,TOTAL,N1-3,IT,SK	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,JP,HU	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LT,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,LT,HU	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LT,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LT,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,AT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,EE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,LU,HU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,IE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LU,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LU,NL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LV,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,LV,FI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,LV,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,LV,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,LV,IE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LV,LT	: c	: 	: 	1220.9 
THS_NAC,TOTAL,N1-3,LV,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,LV,MT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,LV,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,MAGR,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,MAGR,ES	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,MAGR,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,MAGR,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,MAGR,PL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,MAGR,PT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,MT,ES	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,MT,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,MT,HU	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,MT,NL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,MT,PL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,NL,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,CH	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,NL,CY	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,CZ	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,ES	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,NL,FI	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,NL,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,HU	3938854 u	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,LT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,MT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,NL	11028.64 u	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,PT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NL,SI	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,AT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,ES	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,NO,FI	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,NO,HR	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,LT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,MT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,NO,NO	1152158.18 	1152158.18 	: 	: 
THS_NAC,TOTAL,N1-3,NO,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,NO,SI	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,AT	442789.88 	: 	: 	544984.25 
THS_NAC,TOTAL,N1-3,OUT,BE	143527.17 	: 	: 	109423.9 
THS_NAC,TOTAL,N1-3,OUT,BG	27772.48 u	: 	: 	25956.63 u
THS_NAC,TOTAL,N1-3,OUT,CH	: 	: 	265457.15 u	202652.95 u
THS_NAC,TOTAL,N1-3,OUT,CY	16896.83 u	: 	: 	8966.62 u
THS_NAC,TOTAL,N1-3,OUT,CZ	1060613.19 	: 	: 	1267616.88 u
THS_NAC,TOTAL,N1-3,OUT,DE	1118191.55 	: 	: 	935142.82 
THS_NAC,TOTAL,N1-3,OUT,DK	: 	: 	: 	711345.29 
THS_NAC,TOTAL,N1-3,OUT,EE	37224.6 	: 	: 	12820 
THS_NAC,TOTAL,N1-3,OUT,EL	: 	: 	: 	13250.19 u
THS_NAC,TOTAL,N1-3,OUT,ES	258361.37 	: 	: 	98429.47 
THS_NAC,TOTAL,N1-3,OUT,FI	347684.88 	: 	: 	358181.02 
THS_NAC,TOTAL,N1-3,OUT,FR	583723.52 	: 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,HR	245334.44 	: 	: 	492297.41 
THS_NAC,TOTAL,N1-3,OUT,HU	109585897 	: 	: 	69181743 
THS_NAC,TOTAL,N1-3,OUT,IE	77940.63 	: 	: 	58880.96 
THS_NAC,TOTAL,N1-3,OUT,IT	: u	: 	: 	139127.88 u
THS_NAC,TOTAL,N1-3,OUT,LT	6185.2 	: 	: 	5673.66 
THS_NAC,TOTAL,N1-3,OUT,LU	: 	: 	: 	15517.65 
THS_NAC,TOTAL,N1-3,OUT,LV	: 	: 	: 	11917.82 u
THS_NAC,TOTAL,N1-3,OUT,MT	6916.88 u	: 	: 	5900.26 u
THS_NAC,TOTAL,N1-3,OUT,NL	197678.36 	: 	: 	308029.36 
THS_NAC,TOTAL,N1-3,OUT,NO	1608189.91 	1612767.86 	: 	: 
THS_NAC,TOTAL,N1-3,OUT,PL	91910.26 	: 	: 	151188.77 
THS_NAC,TOTAL,N1-3,OUT,PT	16696.08 	: 	: 	54886.59 
THS_NAC,TOTAL,N1-3,OUT,RO	34396.53 u	: 	: 	35030.17 u
THS_NAC,TOTAL,N1-3,OUT,SI	36425.96 	: 	: 	28283.4 
THS_NAC,TOTAL,N1-3,OUT,SK	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,BE	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,PL,CH	: 	: 	: u	: 
THS_NAC,TOTAL,N1-3,PL,CZ	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,EL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,ES	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,PL,FI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,PL,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,HU	: c	: 	: 	919996 u
THS_NAC,TOTAL,N1-3,PL,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,IT	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,LT	: c	: 	: 	1030.82 u
THS_NAC,TOTAL,N1-3,PL,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,PL,PL	26290.8 u	: 	: 	57988.99 
THS_NAC,TOTAL,N1-3,PL,PT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,RO	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,SI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PL,SK	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,AT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,PT,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,CH	: 	: 	: u	: u
THS_NAC,TOTAL,N1-3,PT,ES	34642.38 u	: 	: 	11107.79 u
THS_NAC,TOTAL,N1-3,PT,FR	51330.61 u	: 	: 	: 
THS_NAC,TOTAL,N1-3,PT,HR	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,HU	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,PT,IE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,PT,PL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,PT,PT	12056.69 	: 	: 	16094.54 
THS_NAC,TOTAL,N1-3,PT,SI	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,RO,AT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,BE	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,RO,BG	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,HR	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,IT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,RO,PL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RO,RO	41129.7 	: 	: 	47567.32 
THS_NAC,TOTAL,N1-3,RO,SI	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,RO,SK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,AT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,BG	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,EE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,EL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,FI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,RU,HU	: c	: 	: 	984284 u
THS_NAC,TOTAL,N1-3,RU,IT	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,RU,LT	1461.58 u	: 	: 	: 
THS_NAC,TOTAL,N1-3,RU,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,NL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,RU,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,SE,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,BE	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,CH	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,DE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,DK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,EE	11014.97 	: 	: 	1946.98 u
THS_NAC,TOTAL,N1-3,SE,ES	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,FI	: c	: 	: 	42033.3 u
THS_NAC,TOTAL,N1-3,SE,FR	: u	: 	: 	: 
THS_NAC,TOTAL,N1-3,SE,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,IE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SE,LT	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,NL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,NO	: u	: u	: 	: 
THS_NAC,TOTAL,N1-3,SE,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SE,RO	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SI,AT	24644.3 u	: 	: 	17014.6 u
THS_NAC,TOTAL,N1-3,SI,CZ	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SI,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,SI,MT	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SI,NL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SI,PL	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,SI,SI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SI,SK	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,CZ	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,HR	: u	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,HU	: c	: 	: 	2290183 u
THS_NAC,TOTAL,N1-3,SK,LT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,NL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,PL	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,SI	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,SK,SK	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,AT	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,BE	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,BG	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,CY	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,DE	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,EE	: c	: 	: 	: 
THS_NAC,TOTAL,N1-3,TR,EL	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,ES	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,FI	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,HU	: c	: 	: 	: u
THS_NAC,TOTAL,N1-3,TR,LT	: 	: 	: 	: u
