unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 
THS_EUR,PROF,N1-3,AT,BE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,AT,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,AT,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,AT,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,AT,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,AT,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,AT,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,AT,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,AT,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,AT,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,BE,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,BE,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,BE,CY	: c	: 	: 	: 
THS_EUR,PROF,N1-3,BE,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,BE,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,BE,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,BE,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,BE,HU	: c	: 	: 	5339.63 u
THS_EUR,PROF,N1-3,BE,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,BE,LV	: 	: 	: 	: u
THS_EUR,PROF,N1-3,BE,MT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,BE,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,BE,PL	: c	: 	: 	: 
THS_EUR,PROF,N1-3,BE,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,BG,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,BG,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CH,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CH,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,CH,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CH,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CH,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CH,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,CH,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CH,HU	6137 u	: 	: 	4434.31 u
THS_EUR,PROF,N1-3,CH,IE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CH,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CH,PL	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CH,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CN,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CN,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CN,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CN,SK	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CY,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CY,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CY,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,FI	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CZ,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,CZ,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,CZ,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,CZ,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DE,AT	78026.24 u	: 	: 	53731.62 u
THS_EUR,PROF,N1-3,DE,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,DE,DE	839351.23 	: 	: 	471686.38 
THS_EUR,PROF,N1-3,DE,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DE,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DE,FR	41844.85 u	: 	: 	: 
THS_EUR,PROF,N1-3,DE,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,DE,HU	36955.23 	: 	: 	23757.01 
THS_EUR,PROF,N1-3,DE,IE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,DE,IT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,MT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DE,PL	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DE,PT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DE,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DK,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DK,DK	: 	: 	: 	37080.11 u
THS_EUR,PROF,N1-3,DK,EE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,DK,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DK,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DK,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DK,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DK,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DK,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DK,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,AT	124069.93 	: 	: 	128419.35 
THS_EUR,PROF,N1-3,DOM,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,DE	839351.23 	: 	: 	471686.38 
THS_EUR,PROF,N1-3,DOM,DK	: 	: 	: 	37080.11 u
THS_EUR,PROF,N1-3,DOM,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,EL	: 	: 	: 	3540.01 u
THS_EUR,PROF,N1-3,DOM,ES	21597.85 u	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,FR	244718.53 	: 	: 	: 
THS_EUR,PROF,N1-3,DOM,HR	: u	: 	: 	6429.19 u
THS_EUR,PROF,N1-3,DOM,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,IT	: u	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,PT	: c	: 	: 	2463.09 u
THS_EUR,PROF,N1-3,DOM,RO	: 	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,DOM,SK	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EE,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,EE,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EE,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EE,HU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EE,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EE,LV	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EE,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EFTA,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,EFTA,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,HU	6983.76 u	: 	: 	4779.98 u
THS_EUR,PROF,N1-3,EFTA,IE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EFTA,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EFTA,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EFTA,PL	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EFTA,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EL,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EL,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EL,EL	: 	: 	: 	3540.01 u
THS_EUR,PROF,N1-3,EL,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,ES,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ES,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ES,ES	21597.85 u	: 	: 	: u
THS_EUR,PROF,N1-3,ES,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,ES,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ES,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,IT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ES,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ES,PT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,ES,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,AT	234426.64 	: 	: 	239474.66 
THS_EUR,PROF,N1-3,EU28,BE	54017.16 u	: 	: 	19774.05 u
THS_EUR,PROF,N1-3,EU28,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,DE	1185915.44 	: 	: 	641101.79 
THS_EUR,PROF,N1-3,EU28,DK	: 	: 	: 	86954.97 
THS_EUR,PROF,N1-3,EU28,EE	15212.36 u	: 	: 	7253.73 u
THS_EUR,PROF,N1-3,EU28,EL	: 	: 	: 	7246.31 u
THS_EUR,PROF,N1-3,EU28,ES	41358.92 u	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,FI	78203.94 u	: 	: 	68834.33 u
THS_EUR,PROF,N1-3,EU28,FR	429641.47 	: 	: 	: 
THS_EUR,PROF,N1-3,EU28,HR	: u	: 	: 	23421.92 u
THS_EUR,PROF,N1-3,EU28,HU	86664.81 	: 	: 	50101.2 
THS_EUR,PROF,N1-3,EU28,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,IT	: u	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,LT	: 	: 	: 	2257.4 
THS_EUR,PROF,N1-3,EU28,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,LV	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,NL	: 	: 	: 	124858.75 
THS_EUR,PROF,N1-3,EU28,PL	: c	: 	: 	7956.38 u
THS_EUR,PROF,N1-3,EU28,PT	7769.34 u	: 	: 	17569.36 
THS_EUR,PROF,N1-3,EU28,RO	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EU28,SI	11826.34 u	: 	: 	4351.05 u
THS_EUR,PROF,N1-3,EU28,SK	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,AT	240417.82 	: 	: 	271083.29 
THS_EUR,PROF,N1-3,EUR,BE	56381.37 u	: 	: 	20094.89 u
THS_EUR,PROF,N1-3,EUR,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,DE	1193867.06 	: 	: 	674236.58 
THS_EUR,PROF,N1-3,EUR,DK	: 	: 	: 	91839.65 
THS_EUR,PROF,N1-3,EUR,EE	18251.84 u	: 	: 	7551.82 u
THS_EUR,PROF,N1-3,EUR,EL	: 	: 	: 	8824.98 u
THS_EUR,PROF,N1-3,EUR,ES	41358.92 u	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,FI	79903.23 u	: 	: 	71327.03 u
THS_EUR,PROF,N1-3,EUR,FR	431494.52 	: 	: 	: 
THS_EUR,PROF,N1-3,EUR,HR	: u	: 	: 	28441.42 
THS_EUR,PROF,N1-3,EUR,HU	96892.35 	: 	: 	58478.36 
THS_EUR,PROF,N1-3,EUR,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,IT	: u	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,LT	: 	: 	: 	2501.4 
THS_EUR,PROF,N1-3,EUR,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,LV	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,NL	: 	: 	: 	141719.16 
THS_EUR,PROF,N1-3,EUR,PL	: c	: 	: 	7956.38 u
THS_EUR,PROF,N1-3,EUR,PT	8161.26 u	: 	: 	18849.06 
THS_EUR,PROF,N1-3,EUR,RO	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EUR,SI	13604.81 u	: 	: 	4860.68 u
THS_EUR,PROF,N1-3,EUR,SK	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR_OTH,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EUR_OTH,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,EUR_OTH,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,EUR_OTH,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,EUR_OTH,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,EUR_OTH,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FI,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FI,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FI,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FI,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FI,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,FI,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FI,IE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FI,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FI,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FI,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,FR,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FR,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,FR,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FR,EE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FR,ES	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FR,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,FR,FR	244718.53 	: 	: 	: 
THS_EUR,PROF,N1-3,FR,HU	8468.35 u	: 	: 	3236.8 u
THS_EUR,PROF,N1-3,FR,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FR,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FR,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,FR,PL	: c	: 	: 	: 
THS_EUR,PROF,N1-3,FR,PT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,HR,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,HR,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,HR,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,HR,HR	: u	: 	: 	6429.19 u
THS_EUR,PROF,N1-3,HR,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,HR,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,HR,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,HU,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,HU,BE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,HU,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,HU,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,HU,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,HU,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IE,AT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IE,BE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IE,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,IE,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,IE,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,IE,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IS,EE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IS,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,IT,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,IT,CY	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IT,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,IT,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,FI	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,IT,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,HU	: c	: 	: 	2878.95 u
THS_EUR,PROF,N1-3,IT,IT	: u	: 	: 	: u
THS_EUR,PROF,N1-3,IT,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,IT,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,IT,PL	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IT,PT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,IT,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,JP,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,LT,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,LT,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,LT,PL	: c	: 	: 	: u
THS_EUR,PROF,N1-3,LU,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,LU,BE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,LU,EE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,LU,HU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,LU,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,LV,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,LV,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,LV,LT	: 	: 	: 	555.13 u
THS_EUR,PROF,N1-3,LV,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,MAGR,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,MAGR,ES	: c	: 	: 	: 
THS_EUR,PROF,N1-3,MAGR,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,MT,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,MT,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,NL,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,NL,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NL,EE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NL,ES	: c	: 	: 	: 
THS_EUR,PROF,N1-3,NL,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,NL,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,NL,HU	8899.41 u	: 	: 	: u
THS_EUR,PROF,N1-3,NL,IE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,NL,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NL,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,NL,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NL,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NL,SI	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,BE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,NO,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,NO,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,NO,MT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,OUT,AT	146250.81 	: 	: 	155517.44 
THS_EUR,PROF,N1-3,OUT,BE	67562.61 u	: 	: 	22249.55 u
THS_EUR,PROF,N1-3,OUT,CY	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,DK	: 	: 	: 	54759.55 u
THS_EUR,PROF,N1-3,OUT,EE	: c	: 	: 	7452.33 u
THS_EUR,PROF,N1-3,OUT,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,ES	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,FI	59973.87 u	: 	: 	59666.15 u
THS_EUR,PROF,N1-3,OUT,FR	195537.94 	: 	: 	: 
THS_EUR,PROF,N1-3,OUT,HR	: u	: 	: 	22335.01 u
THS_EUR,PROF,N1-3,OUT,HU	105745.28 	: 	: 	61628.12 
THS_EUR,PROF,N1-3,OUT,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,IT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,LT	: 	: 	: 	2501.4 
THS_EUR,PROF,N1-3,OUT,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,LV	: 	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,NL	: 	: 	: 	218224.5 
THS_EUR,PROF,N1-3,OUT,PL	: c	: 	: 	: u
THS_EUR,PROF,N1-3,OUT,PT	6928.18 u	: 	: 	16385.96 u
THS_EUR,PROF,N1-3,OUT,SI	13207.08 u	: 	: 	4354.23 u
THS_EUR,PROF,N1-3,OUT,SK	: c	: 	: 	: 
THS_EUR,PROF,N1-3,PL,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,PL,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,PL,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,EE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,PL,HU	: c	: 	: 	2980.13 u
THS_EUR,PROF,N1-3,PL,IT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PL,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PT,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,PT,ES	: c	: 	: 	: 
THS_EUR,PROF,N1-3,PT,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,PT,HU	: c	: 	: 	: 
THS_EUR,PROF,N1-3,PT,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,PT,PT	: c	: 	: 	2463.09 u
THS_EUR,PROF,N1-3,PT,SI	: c	: 	: 	: 
THS_EUR,PROF,N1-3,RO,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,RO,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RO,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,RO,IT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RO,RO	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RO,SI	: c	: 	: 	: 
THS_EUR,PROF,N1-3,RU,EE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RU,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RU,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,RU,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,RU,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SE,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SE,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,SE,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SE,EE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SE,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SE,HU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SE,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SE,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SI,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SI,HR	: u	: 	: 	: u
THS_EUR,PROF,N1-3,SI,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SK,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SK,HU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SK,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SK,PL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SK,SI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,SK,SK	: c	: 	: 	: u
THS_EUR,PROF,N1-3,TR,AT	: c	: 	: 	: 
THS_EUR,PROF,N1-3,TR,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,TR,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,TR,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UA,AT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UA,EE	: c	: 	: 	: 
THS_EUR,PROF,N1-3,UA,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UA,LT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,AT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,BE	: u	: 	: 	: u
THS_EUR,PROF,N1-3,UK,DE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,DK	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,EL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,ES	: c	: 	: 	: 
THS_EUR,PROF,N1-3,UK,FI	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,FR	50166.16 u	: 	: 	: 
THS_EUR,PROF,N1-3,UK,HR	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,HU	5340.72 u	: 	: 	2211.21 u
THS_EUR,PROF,N1-3,UK,IE	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,LU	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,MT	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,NL	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,PL	: c	: 	: 	: u
THS_EUR,PROF,N1-3,UK,PT	: 	: 	: 	: u
THS_EUR,PROF,N1-3,US,BE	: u	: 	: 	: 
THS_EUR,PROF,N1-3,US,DE	: 	: 	: 	: u
THS_EUR,PROF,N1-3,US,FR	: u	: 	: 	: 
THS_EUR,PROF,N1-3,US,HU	: c	: 	: 	: u
THS_EUR,PROF,N1-3,US,NL	: 	: 	: 	: u
