unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,IT	: u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,LT	145809.85 	: 	: 	112354.29 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,LU	: 	: 	: 	49015.9 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,MT	29038.56 	: 	: 	13078.76 u
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,NL	691515.25 	: 	: 	385068.73 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,PL	408535.49 	: 	: 	361043.79 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,PT	33382.89 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,RO	: c	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,SI	77260.92 u	: 	: 	68050.8 u
THS_NAC,PROF,N_GE4,OUT,ACC_WEB,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,DIRECT,AT	330466.58 	: 	: 	359905.05 
THS_NAC,PROF,N_GE4,OUT,DIRECT,BE	355085.61 b	: 	: 	232759.8 
THS_NAC,PROF,N_GE4,OUT,DIRECT,CY	: c	: 	: 	36046.58 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,CZ	4306542.25 u	: 	: 	1897753.16 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,DE	3146376.52 	: 	: 	2343446.12 
THS_NAC,PROF,N_GE4,OUT,DIRECT,DK	: 	: 	: 	5592627.4 
THS_NAC,PROF,N_GE4,OUT,DIRECT,EE	67490.2 u	: 	: 	27698.79 
THS_NAC,PROF,N_GE4,OUT,DIRECT,EL	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,DIRECT,ES	267931.04 	: 	: 	47552.44 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,FI	378099.88 u	: 	: 	294083.76 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,HR	: 	: 	: 	268747.36 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,HU	5634196 u	: 	: 	4569199 
THS_NAC,PROF,N_GE4,OUT,DIRECT,IE	277007.25 	: 	: 	203818.57 
THS_NAC,PROF,N_GE4,OUT,DIRECT,IT	662506.96 u	: 	: 	592540 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,LT	141270.16 	: 	: 	111521.16 
THS_NAC,PROF,N_GE4,OUT,DIRECT,LU	: 	: 	: 	83957.84 
THS_NAC,PROF,N_GE4,OUT,DIRECT,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,DIRECT,MT	9231.62 u	: 	: 	14535.3 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,NL	498532.22 	: 	: 	160804.46 u
THS_NAC,PROF,N_GE4,OUT,DIRECT,PL	731728.64 	: 	: 	782601.31 
THS_NAC,PROF,N_GE4,OUT,DIRECT,PT	72316.9 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,DIRECT,RO	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,DIRECT,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,DIRECT,SI	77509.06 	: 	: 	83458.3 
THS_NAC,PROF,N_GE4,OUT,DIRECT,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,AT	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,BE	31716.35 bu	: 	: 	28843.33 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,CY	58328.5 u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,CZ	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,DE	1823528.58 u	: 	: 	835224.69 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,EE	: c	: 	: 	61598.1 
THS_NAC,PROF,N_GE4,OUT,NBOOK,EL	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,ES	: c	: 	: 	475551.89 
THS_NAC,PROF,N_GE4,OUT,NBOOK,FI	: c	: 	: 	91254.14 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,HR	: 	: 	: 	901127.96 
THS_NAC,PROF,N_GE4,OUT,NBOOK,HU	: c	: 	: 	784284 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,IE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,LT	6706.93 	: 	: 	2600.05 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,LV	: 	: 	: 	18653.95 u
THS_NAC,PROF,N_GE4,OUT,NBOOK,MT	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,NL	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,PL	708054.17 	: 	: 	1064723.38 
THS_NAC,PROF,N_GE4,OUT,NBOOK,PT	17216.82 u	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,NBOOK,RO	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,SI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NBOOK,SK	: c	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,NPACK,AT	686576.01 	: 	: 	1070284 
THS_NAC,PROF,N_GE4,OUT,NPACK,BE	550904.49 b	: 	: 	441012.01 
THS_NAC,PROF,N_GE4,OUT,NPACK,BG	53150.55 u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NPACK,CH	: 	: 	9882980.64 	578387.55 
THS_NAC,PROF,N_GE4,OUT,NPACK,CY	187047.96 	: 	: 	176135.11 
THS_NAC,PROF,N_GE4,OUT,NPACK,CZ	4520273.77 u	: 	: 	3217179.34 u
THS_NAC,PROF,N_GE4,OUT,NPACK,DE	9797901.78 	: 	: 	7240057.09 
THS_NAC,PROF,N_GE4,OUT,NPACK,DK	: 	: 	: 	5724043.22 
THS_NAC,PROF,N_GE4,OUT,NPACK,EE	138779.08 	: 	: 	154925.11 
THS_NAC,PROF,N_GE4,OUT,NPACK,EL	: 	: 	: 	37313.65 
THS_NAC,PROF,N_GE4,OUT,NPACK,ES	1274700.9 	: 	: 	531159.85 
THS_NAC,PROF,N_GE4,OUT,NPACK,FI	997796.32 	: 	: 	818309.44 
THS_NAC,PROF,N_GE4,OUT,NPACK,FR	1546590.2 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,NPACK,HR	: 	: 	: 	1757954.08 
THS_NAC,PROF,N_GE4,OUT,NPACK,HU	6022000 	: 	: 	5353483 
THS_NAC,PROF,N_GE4,OUT,NPACK,IE	565539.63 	: 	: 	433277.24 
THS_NAC,PROF,N_GE4,OUT,NPACK,IT	972063.01 u	: 	: 	889047.38 
THS_NAC,PROF,N_GE4,OUT,NPACK,LT	148421.18 	: 	: 	114969.51 
THS_NAC,PROF,N_GE4,OUT,NPACK,LU	: 	: 	: 	143881.15 
THS_NAC,PROF,N_GE4,OUT,NPACK,LV	: 	: 	: 	26052.27 u
THS_NAC,PROF,N_GE4,OUT,NPACK,MT	41491.96 	: 	: 	28443.02 
THS_NAC,PROF,N_GE4,OUT,NPACK,NL	1487354.89 	: 	: 	363856.29 
THS_NAC,PROF,N_GE4,OUT,NPACK,NO	6877420.54 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,NPACK,PL	2153197.32 	: 	: 	1848960.42 
THS_NAC,PROF,N_GE4,OUT,NPACK,PT	110970.82 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,NPACK,RO	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,NPACK,SE	: 	: 	: 	2805003.28 u
THS_NAC,PROF,N_GE4,OUT,NPACK,SI	122698.55 	: 	: 	125166.41 
THS_NAC,PROF,N_GE4,OUT,NPACK,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,AT	228892.5 u	: 	: 	146302.86 u
THS_NAC,PROF,N_GE4,OUT,PACK,BE	110385.04 bu	: 	: 	49844.64 u
THS_NAC,PROF,N_GE4,OUT,PACK,CY	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,DE	869270.94 u	: 	: 	961893.24 u
THS_NAC,PROF,N_GE4,OUT,PACK,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,EE	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,EL	: 	: 	: 	9534.85 u
THS_NAC,PROF,N_GE4,OUT,PACK,ES	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,FI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,FR	344543.26 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,PACK,HR	: 	: 	: 	262060.63 u
THS_NAC,PROF,N_GE4,OUT,PACK,HU	43791463 	: 	: 	32804246 
THS_NAC,PROF,N_GE4,OUT,PACK,IE	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,IT	: u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,LT	: c	: 	: 	6224.29 
THS_NAC,PROF,N_GE4,OUT,PACK,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,MT	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,NL	: 	: 	: 	290570.01 
THS_NAC,PROF,N_GE4,OUT,PACK,PL	104241.53 u	: 	: 	59046.71 u
THS_NAC,PROF,N_GE4,OUT,PACK,PT	13601.33 u	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,PACK,RO	: c	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,PACK,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,SI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,PACK,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,AT	915468.51 	: 	: 	1216586.86 
THS_NAC,PROF,N_GE4,OUT,TOTAL,BE	661289.53 b	: 	: 	490856.65 
THS_NAC,PROF,N_GE4,OUT,TOTAL,BG	53150.55 u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,CH	: 	: 	9882980.64 	578387.55 
THS_NAC,PROF,N_GE4,OUT,TOTAL,CY	208323.69 	: 	: 	180392.9 
THS_NAC,PROF,N_GE4,OUT,TOTAL,CZ	4520273.77 u	: 	: 	3217179.34 u
THS_NAC,PROF,N_GE4,OUT,TOTAL,DE	10667172.71 	: 	: 	8201950.33 
THS_NAC,PROF,N_GE4,OUT,TOTAL,DK	: 	: 	: 	6149182.87 
THS_NAC,PROF,N_GE4,OUT,TOTAL,EE	157465.81 	: 	: 	164249.8 
THS_NAC,PROF,N_GE4,OUT,TOTAL,EL	: 	: 	: 	46848.5 
THS_NAC,PROF,N_GE4,OUT,TOTAL,ES	1316542.7 	: 	: 	537154.92 
THS_NAC,PROF,N_GE4,OUT,TOTAL,FI	1038235.45 	: 	: 	881993.8 
THS_NAC,PROF,N_GE4,OUT,TOTAL,FR	1891133.45 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOTAL,HR	: 	: 	: 	2020014.7 
THS_NAC,PROF,N_GE4,OUT,TOTAL,HU	49813463 	: 	: 	38157729 
THS_NAC,PROF,N_GE4,OUT,TOTAL,IE	578566.58 	: 	: 	461191.86 
THS_NAC,PROF,N_GE4,OUT,TOTAL,IT	1077258.58 u	: 	: 	917780.47 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LT	153552.48 	: 	: 	121193.8 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LU	: 	: 	: 	151319.75 
THS_NAC,PROF,N_GE4,OUT,TOTAL,LV	: 	58084.12 u	: 	28134.66 u
THS_NAC,PROF,N_GE4,OUT,TOTAL,MT	44805.83 	31242.73 	47771.53 	34295.39 
THS_NAC,PROF,N_GE4,OUT,TOTAL,NL	1487354.89 	: 	: 	654426.3 
THS_NAC,PROF,N_GE4,OUT,TOTAL,NO	6877420.54 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOTAL,PL	2257438.85 	: 	: 	1908007.13 
THS_NAC,PROF,N_GE4,OUT,TOTAL,PT	124572.15 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TOTAL,RO	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TOTAL,SE	: 	: 	: 	3168132.94 u
THS_NAC,PROF,N_GE4,OUT,TOTAL,SI	128498.66 	: 	: 	130952.68 
THS_NAC,PROF,N_GE4,OUT,TOTAL,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,AT	425445.08 	: 	: 	634974.84 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,BE	260013.57 b	: 	: 	217626.46 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,CY	96785.27 u	: 	: 	116729.6 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,CZ	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,DE	5580506.75 	: 	: 	4595011.05 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,EE	64173.81 u	: 	: 	68223.9 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,EL	: 	: 	: 	24515.34 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,ES	568739.47 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,FI	578369.64 	: 	: 	444915.22 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,FR	1842264.24 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,HR	: 	: 	: 	803575.13 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,HU	39544736 	: 	: 	31570802 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,IE	237346.87 	: 	: 	184828.4 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,IT	: u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,LT	: c	: 	: 	6224.29 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,MT	14318.45 u	: 	: 	13555.72 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,NL	720950.24 	: 	: 	382136.93 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,PL	144615.64 u	: 	: 	60057.88 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,PT	31196.79 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,RO	: c	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,SE	: 	: 	: 	2312047.39 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,SI	: c	: 	: 	38965.61 u
THS_NAC,PROF,N_GE4,OUT,TRA_TO_TA,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,AT	532908.22 	: 	: 	680598.78 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,BE	225293.28 b	: 	: 	126408.76 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,CY	88464.68 u	: 	: 	92915.68 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,CZ	3059537.13 u	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,DE	6660882.99 	: 	: 	5448656.86 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,DK	: 	: 	: 	3432981.25 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,EE	94778.41 	: 	: 	87559.16 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,EL	: 	: 	: 	11626.51 u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,ES	473148.69 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,FI	799346.04 	: 	: 	579176.25 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,FR	1276526.13 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,HR	: 	: 	: 	442979.89 u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,HU	3565747 u	: 	: 	2312896 u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,IE	298048.53 	: 	: 	228789.72 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,IT	: u	: 	: 	546579.59 u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,LT	118309.2 	: 	: 	83466.01 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,LU	: 	: 	: 	36919.81 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,MT	30635.51 	: 	: 	14317.92 u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,NL	752636.94 	: 	: 	395904.29 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,PL	587160.06 	: 	: 	397798.43 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,PT	45413.09 	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,RO	: c	: 	: 	: 
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,OUT,TRA_WEB,SI	70912.97 u	: 	: 	76809.53 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,AT	347601.62 	: 	: 	387054.32 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,BE	219834.11 b	: 	: 	152570.2 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,CY	81282.33 u	: 	: 	99196.17 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,CZ	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,DE	2889683.01 	: 	: 	3062298.9 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,EE	56375.54 u	: 	: 	67947.25 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,EL	: 	: 	: 	18281.59 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,ES	686218.05 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,FI	410630.45 	: 	: 	357469.78 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,FR	: u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,HR	: 	: 	: 	570760.6 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,HU	43344257 	: 	: 	32491351 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,IE	187440.22 	: 	: 	140304.88 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,IT	484459.4 u	: 	: 	347160.03 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,LT	5223.98 u	: 	: 	7353.28 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,MT	22459.36 	: 	: 	9643.43 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,NL	640336.19 	: 	: 	334823.15 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,PL	107919.79 u	: 	: 	71518.99 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,PT	32284.38 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,RO	108848.49 	: 	: 	83736.98 
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,SE	: 	: 	: 	1660120.2 u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,SI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_TO_TA,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,AT	599307.58 	: 	: 	676171.2 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,BE	220285.2 b	: 	: 	125822.67 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,CY	69886.28 u	: 	: 	94730.83 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,CZ	2951254.99 u	: 	: 	1430782.36 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,DE	9285206.96 	: 	: 	7832091.61 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,DK	: 	: 	: 	2164376.2 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,EE	64407.89 	: 	: 	97071.54 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,EL	: 	: 	: 	16385.51 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,ES	571415.48 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,FI	743287.7 	: 	: 	496201.82 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,FR	1821822.44 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,HR	: 	: 	: 	537535.92 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,HU	5462344.15 u	: 	: 	3239319 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,IE	339999.51 	: 	: 	236887.75 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,IT	561242.63 u	: 	: 	547736.25 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,LT	146279.76 	: 	: 	112700.27 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,LU	: 	: 	: 	49015.9 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,MT	29124.86 	: 	: 	13294.82 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,NL	726077.91 	: 	: 	404229.01 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,PL	550775.75 	: 	: 	410704.67 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,PT	39740.25 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,RO	35450.9 u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,SI	77672.98 u	: 	: 	70294.6 u
THS_NAC,PROF,N_GE4,WORLD,ACC_WEB,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,AT	440812 	: 	: 	460881.91 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,BE	362233.29 b	: 	: 	234938.98 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,CY	: c	: 	: 	36046.58 u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,CZ	5134007.11 	: 	: 	2213161.04 u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,DE	4949062.69 	: 	: 	4188100.17 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,DK	: 	: 	: 	5825560.72 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,EE	70470.07 	: 	: 	27982.28 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,EL	: 	: 	: 	9101.84 u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,ES	490553.41 	: 	: 	80548.47 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,FI	507747.75 	: 	: 	396453.12 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,FR	: u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,HR	: 	: 	: 	377729.33 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,HU	5827469.64 	: 	: 	4692342.94 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,IE	297954.86 	: 	: 	220866.88 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,IT	958702.5 	: 	: 	841008.88 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,LT	141270.16 	: 	: 	111521.16 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,LU	: 	: 	: 	83957.84 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,MT	9323.61 u	: 	: 	14535.3 u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,NL	537275.43 	: 	: 	184938.17 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,PL	934825.37 	: 	: 	926329.48 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,PT	92557.15 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,RO	49803.33 u	: 	: 	13372.67 u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,SE	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,DIRECT,SI	80017.81 	: 	: 	88934.51 
THS_NAC,PROF,N_GE4,WORLD,DIRECT,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,AT	: c	: 	: 	30879.2 u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,BE	31716.35 bu	: 	: 	28939.14 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,CY	58824.68 u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,CZ	: c	: 	: 	319746.51 u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,DE	2518830.96 	: 	: 	2442326.74 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,EE	12793.22 u	: 	: 	67739.38 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,EL	: 	: 	: 	19690.57 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,ES	32131.03 	: 	: 	1062372.96 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,FI	86645 u	: 	: 	129287.42 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,FR	66944.2 u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,HR	: 	: 	: 	1081689.32 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,HU	405804.12 u	: 	: 	1590631.88 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,IE	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,IT	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,LT	10430.27 	: 	: 	3768.93 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,LV	: 	: 	: 	21491.83 u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,MT	: c	: 	: 	5453.6 u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,NL	: c	: 	: 	: u
