unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,TOTAL,N15-28,OUT,FI	677271.58 	697740.22 	662276.63 	727415.59 	741249.65 	775059.43 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,FR	5703433.82 	4633945.69 	4379933.8 	5106447.73 	5176724.36 	4745008.81 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,HR	716729 	248632.86 u	659082.02 	520104.09 	955799.65 u	504602.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,HU	34288523 	30348615 	28914362 	36820400 	31072699 	18486154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,IE	623295.35 	766644.24 	784993.27 	928264.74 	578285.32 	586696.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,IT	1313182.2 u	655629.4 u	1047780.35 	1426094.15 b	1239245.61 	1482140.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,LT	104145.66 	97674.35 	78636.52 	60817.8 	209586.54 	256406.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,LU	: 	194266.39 	166456.51 	196945.83 	175585.74 	153756.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,LV	: 	49427.91 u	25436.34 u	31711.41 u	62513.88 u	19696.44 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,MT	37023.27 	25121.42 	27444.07 u	26943.46 b	32713.61 	28671.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,NL	4571705.03 	3669924.31 	3224167.86 	3323234.72 	3492886.49 	3786192.95 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,NO	15119825.38 	14794935.91 	14023832.3 	14056182.13 	9673651.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,PL	2439276.34 	2339281.21 	2004513.69 	2038083.34 b	2109962.62 	2491603.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,PT	96173.08 	65386.79 	148776.62 	78563.91 	86572.37 	69022.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,RO	114850.41 	80986.53 	135686.66 	164752.81 	175033.48 	196229.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,SE	: 	4440900.45 	5802917.06 	6560213.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,SI	62542.18 	92550.4 	84393.42 	87878.7 	57157.34 	63150.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,SK	: c	: u	: u	: u	: u	101501.31 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,OUT,UK	: 	: 	: 	: 	5469516.05 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,AT	1437175.83 	1269776.66 	1265488.03 	1268116.66 	1466061.77 	1131030.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,BE	1278031.61 b	1511534.86 	1358223.93 	1190421.9 	1386539.17 	1309061.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,BG	37784.95 u	37235.14 u	28137.73 u	28647.68 u	52795.02 	27408.21 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,CH	: 	3620277.36 	2899576.22 	2903952.01 	2869990.59 	2615543.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,CY	221377.22 	150318.36 	137170.62 	167952.97 	143483.14 	77067.16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,CZ	8240552.72 	7005555.61 	6238531.27 	5797826.05 	6532902.76 	7052527.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,DE	14864953.79 	13949771.04 	11374270.33 	13142496.87 	13486652 	9431388.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,DK	: 	7808184.45 	4484864.87 	7583086.58 b	5818439.13 b	5117018.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,EE	67960.42 	76361.98 	58187.36 	49083.09 	54234.07 	27493.57 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,EL	: 	251396.65 	237809.73 	249739.68 	233203.12 	173190.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,ES	3782833.34 	3845556.61 	3372351.93 b	2899918.19 	2842376.57 	2822125.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,EU28	: 	: 	: 	: 	: 	84581468.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,FI	758457.67 	793649.86 	731957.65 	804396.72 	864640.64 	853781.17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,FR	12423379.46 	10849315.67 	10563184.87 	11875602.3 	11788647.34 	11479521.31 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,HR	1191063.71 	485825.21 	1092151.72 	854557.46 	1506811.16 	1139985.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,HU	36431084.41 	33436483.28 	31709135 	42392082.54 	34813465 	24161936.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,IE	668618.57 	808506.5 	826249.54 	957082.86 	607480.25 	638246.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,IT	2932117.25 	2445034.21 	2966079.28 	2422655.35 b	2722302.75 	3291926.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,LT	107762.75 	103625.68 	81039.17 	62172.32 	215206.92 	262623.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,LU	: 	196415.26 	167411.14 	197230.92 	175805.3 	154300.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,LV	: 	51693.49 u	27611 u	33954.32 u	68883.41 	22273.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,MT	37429.02 	25121.42 	27696.88 	27353.28 b	32713.61 	29751.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,NL	4775853.65 	3885339.89 	3421841.83 	3489704.88 	3646264.02 	3955745.23 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,NO	16986885.08 	16642937.5 	16055015.59 	16228966.81 	12017020.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,PL	4701095.12 	4483844.77 	3736356.11 	3495138.92 b	2968860.41 	4047146.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,PT	224170.23 	170498.68 	274027.09 	190413.04 	180575.04 	167262.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,RO	290416.9 	165645.03 	252894.16 	306996.99 	344437.29 	374981.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,SE	: 	5446109.83 	6589141.29 	7209556.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,SI	65869.14 	95378.94 	85782.01 	89132.24 	59660.3 	64812.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,SK	125858.01 u	80737.43 u	88207.85 u	84305.38 u	61278.63 bu	182100.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N15-28,WORLD,UK	: 	: 	: 	: 	5722909.12 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,AT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,BE	: u	13243.75 	: u	: u	28329.95 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,BG	: c	: u	: u	: u	12007.34 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,CY	: c	: u	: u	: u	: u	1248 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,CZ	541852.7 u	481272.42 u	613754.15 u	482341.55 u	481116.29 u	543222.19 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,DE	: c	: u	: u	389085.55 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,DK	: 	: u	747237.47 u	1139268.25 bu	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,EL	: 	195773.68 	172946.4 	177452.1 	171430.86 	70448.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,ES	973132.47 	853465.85 	904699.7 b	1103481.53 	1272861.54 	1098558.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,EU28	: 	: 	: 	: 	: 	6963818.91 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,FR	1498329.53 	1482876.6 	1690745.34 	1636593.67 	1446860.43 	1543685.57 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,HR	215618.4 	172075.09 	231090.03 	306878.9 	388648.48 	182612.68 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,HU	: c	362206.93 u	420650.84 u	1051908.93 u	343286.9 u	780046.2 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,IT	315347.08 u	: u	: u	342740.71 bu	952362.55 	742555.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,LT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,LU	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,MT	: c	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,NL	146003.9 	76496.17 	60677.85 	59687.68 	55813.32 	61322.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,NO	905990.39 u	798093.74 u	: u	832345.58 u	582393.86 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,PL	694717.71 	607063.39 	594000.8 	497765.56 b	: u	950618.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,PT	53863.13 	53780.46 	55662.52 	56622.25 	51241.01 	44544.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,RO	40978.18 	9454.5 u	13496.27 u	21558.71 	30486.02 u	14358.56 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,SE	: 	272689.45 u	359331.16 u	155827.3 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,DOM,UK	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,AT	382305.08 	451883.08 	505645.04 	353711.75 	261254.74 	247001.36 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,BE	354610.16 b	402062.93 	564740.76 	301896.41 	466106.7 	278575.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,BG	: c	: u	: u	: u	21005.15 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,CH	: 	733484.02 	923365.48 	681178.38 	1034026.07 u	978675.78 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,CY	141230.21 u	122189.62 	115766.3 	113903.55 	147783.9 	86185.47 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,DE	3508728.44 	2461452.41 	3695172.56 	3569124.48 	3561934.22 	3270657.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,DK	: 	2635783 u	1972809.17 u	3066947.34 bu	1028989.59 bu	2312979.61 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,EE	39697.25 u	: u	47348.1 u	55983.67 u	17484.05 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,EL	: 	44081.29 	33612.76 	43307.19 	42861.39 	20540.29 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,ES	1019407.47 	1100094.87 	996401.71 b	826681.64 	791294.58 	732160.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,EU28	: 	: 	: 	: 	: 	29328723.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,FI	377164 u	460300.71 u	321619.77 u	273752.64 u	286880.45 u	167369.48 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,FR	1039006.4 	1071001.65 	952496.51 	1222908.75 	1346921.15 	1089165.64 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,HR	473330.6 	215819.16 u	424768.22 u	936426.46 	1232331.68 u	689996.96 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,HU	18426907 	26679949 	26278955 	23984158 	15918056 	12207625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,IE	218641.12 	284959.86 	284923.92 	355572.28 	354020.36 	445172.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,IT	: u	: u	: u	: u	268497.27 u	624559.58 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,LT	25704.47 	47305.43 	30299.18 	32771.02 	191142.1 	184693.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,LU	: 	42178.31 	47905.12 	57456.51 	59058.87 	72570.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,MT	11346.39 u	24425.55 u	15509.41 u	23472.62 bu	23726.05 	23654.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,NL	1417733.78 	812581.19 	822385.25 	766458.13 	863899.54 	808970.94 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,NO	10640895 	5256020.38 	4409018.88 u	8405664.52 	3602091.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,PL	2673966.21 	2157078.13 	1890714.02 	1899341.1 b	2477853.8 	2354224.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,PT	70575.04 	51763.83 	80545.63 	74057.95 	56057.61 	48203.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,RO	509137.57 u	109860.62 u	59163.56 u	97440.16 u	69668.94 	119070.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,SE	: 	2225361.31 	2185336.68 	3336384.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,SI	: c	23036.96 u	29740.95 u	31685.08 u	38875.76 u	30070.06 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,TOTAL,N29-91,OUT,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
