unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_EUR,PERS,N1-3,WORLD,MT	92669.62 	80216.7 	61810.82 	57360.07 b	51907.03 	49118.51 	44316 	19291 	17872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,NL	2820396.85 	2227165.3 	2021472.81 	1971099.04 	1983155.84 	2080479.33 b	1591000 	1625000 	1619000 	1510000 	1543000 	1322000 	1308000 	1388000 	1397000 	1625000 	968000 	1001039 	884872 	864093 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,NO	3698188.58 	3385045.5 	3356921.63 	3703430.61 	3066388.64 	: 	3021146 	2496908 	2198034 	2588129 	2309861 	251663 	2451430 	2116444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,PL	2472691.61 	2010149.6 	1800640.86 	1489349 b	2994896.01 	3258940.95 	696501 e	786041 	790277 	1190171 	1062452 	808542 e	656227 e	773173 e	688702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,PT	810661.18 	693966.56 	682756.59 	591829.56 	417449.04 	463773.76 	414938 	511375 	645043 	: u	320364 	411371 	427390 	434402 	323345 	354308 	345530 	329468 	310137 	254620 	274566 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,RO	852614.25 	804438.9 	694907.91 	648424.64 	619128.23 	500106.93 	334458 	297577 	346173 	277171 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,SE	: 	3492408.59 	3723905.86 	2830554.59 	: 	: 	4375513 	4050623 	3323822 	3522028 	3506665 	3624222 	: 	: 	: 	: 	: 	: 	: 	: 	2630113 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,SI	260220.86 	212881.64 	212832.69 	224112.87 	228001.95 	213418.55 	219342 	242676 	237363 	181227 	171258 	169911 	138072 	120268 	88792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,SK	705331.54 	527893.87 	404997.88 	387925.9 	284638.38 b	327483.58 	313469 	282374 	188412 	209041 	178130 	129557 	125068 	115380 	129482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,UK	: 	: 	: 	: 	12953092.19 	: u	10234598 	10098575 	11148899 	12701562 	13769471 	: 	: 	16376830 	16791066 	19243962 	18203366 	17213583 	7244188 	6133489 	5695475 	3964129 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,AT	102204.14 	163768.93 	140955.04 	110740.06 	147302.51 	100672.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,BE	27440.35 bu	23497.45 	27938.31 u	23609.05 u	43364.5 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,BG	: c	: u	5174.17 u	4289.02 u	11178.82 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,CH	: 	: u	: u	86570.76 u	119497.74 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,CY	3657.48 u	3886.45 u	3594.96 u	12297.91 u	: u	2018.1 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,CZ	124958.74 	96252.72 	91043.41 	71742.6 	81117.14 	111300.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,DE	1381051.78 	1189828.3 	1375932.04 	1265780.96 	1270729.85 	1457958.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,DK	: 	72957.04 u	41845 u	125221.72 b	48592.03 bu	38798.24 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,EA	: 	: 	: 	11071809.6 e	11572281.32 e	12014139.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,EL	: 	188315.8 	184247.42 	196972.68 	178644.54 	132795.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,ES	1746910.9 	1746356.21 	1669301.79 b	1562131.77 	1635398.1 	1511253.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,EU27	: 	: 	14097970.34 e	13383745.6 e	12446014.6 e	13058744.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,EU28	: 	: 	14143909.7 e	13411887.72 e	12508306.2 e	13137941.86 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,FI	74700.32 u	81512.01 u	67071.13 u	67979.09 u	114626.74 	62469.25 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,FR	6529852.98 	6045965.34 	5954534.3 	6545621.07 	6409896.24 	6541903.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,HR	40741.59 	28076.54 	55163.78 	38845.34 	63109.83 	79786.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,HU	6889.51 	9796.75 	8638.77 	18048.27 	12600.69 	16508.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,IE	45323.22 u	41784.14 u	39926.19 	28818.12 	29194.93 	51549.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,IT	1553925.42 	1696346.87 	1853154.07 	956525.11 b	1470296.7 	1790583.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,LT	3484.93 	5750.69 	2295.29 	1350.74 u	1620.3 	1800.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,LV	: 	: c	: u	: u	: u	3610.82 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,MT	: c	: 	: c	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,NL	188654.51 	189853.18 	197673.97 	166470.16 	153377.52 	169552.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,NO	196281.3 u	177754.38 	202618.57 	192550.01 	274041.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,PL	513783.92 	481557.73 	389473.57 	331263.48 b	195558.03 	364259.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,PT	122716.64 	101557.26 	121269.33 	106254.43 	92224.52 	95620.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,RO	23967.18 	9161.35 	10476.94 	15684.68 	19022.48 	15193.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,SE	: 	81272.69 	84056.69 	47470.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,SI	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,SK	26524.69 u	49849.19 u	36972.32 u	: u	: u	80598.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,DOM,UK	: 	: 	: 	: 	262493.62 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,AT	1192490.08 	998367.28 	966671.32 	1006109.15 	1221145.65 	859146.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,BE	1160774.91 b	1455430.59 	1297729.73 	1134514.49 	1288169.02 	1137404.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,BG	11041.89 u	: u	: u	9572.93 u	12326.66 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,CH	: 	3118874.97 	2545809.73 	2247711.36 	2169398.33 	2069275.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,CY	193225.4 	135109.7 	118218.14 	141261.21 	117193.95 	63853.85 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,CZ	165225.4 u	149461.21 u	120722.14 u	122968.4 u	147870.57 u	121001.47 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,DE	12006446.95 	10935920.03 	8760717.42 	10170276.38 	10153179.88 	7512250.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,DK	: 	960086.17 	547893.4 	839756.45 b	678928.78 b	575201.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,EA	: 	: 	: 	25116517.59 e	25177903.08 e	22048991.55 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,EE	56948.75 u	45790.24 u	38995.96 u	38074.58 u	46513.26 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,EL	: 	53430.8 	45922.84 	43773.26 	41957.38 	28981.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,ES	1869126.46 	1731371.76 	1544156.1 b	1197638.85 	1043387.19 	1135109.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,EU27	: 	: 	28269952.16 e	31363922 e	33149021.3 e	28246472.39 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,EU28	: 	: 	28331193.08 e	31371374.25 e	33202476.55 e	28290909.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,FI	506948.4 	624841.07 	623739.84 	592610.37 	670317.03 	659904.19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,FR	5582806.83 	4513832.25 	4276873.74 	4974724.12 	5053666.97 	4568813.49 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,HR	45294.1 	24177.95 u	83622.8 	39893.56 u	57762.12 u	48102.39 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,HU	100578.62 	90683.32 	84968.1 	103189.17 	98675.43 	56670.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,IE	582350.27 	675628.25 	731423.99 	895347.91 	550058.27 	578481.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,IT	958589.7 u	607918.51 u	852723.1 u	1318488.61 bu	1230551.14 	1366504.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,LT	71244.36 	67683.22 	49764.33 	37849 	44839.74 	53528.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,LU	: 	183917.61 	160607.52 	179046.73 	161306.83 	144248.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,LV	: 	43584.99 u	21922.01 u	29532.86 u	53446.25 u	26529.48 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,MT	33591.7 	25121.42 	21553.12 u	21206.79 bu	27066.89 	22815.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,NL	4407835.86 	3552894.29 	3137962.26 	3240792.02 	3423999.66 	3747971.91 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,NO	1528004.71 	1498615.77 	1520141.83 	1650074.07 	1264373.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,PL	482904.75 	484980.55 	428919.67 	417206.2 b	401882.74 	456666.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,PT	79625.83 	42682.54 	123958.83 	55992.3 	79517.03 	54055.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,RO	23339.13 	18218.05 	30522.94 	37075.59 	39489.14 	44004.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,SE	: 	468998.56 	582561.34 	675355.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,SI	56621.56 	84154.62 	72544.64 	64357.5 	47191.58 	54019.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,OUT,UK	: 	: 	: 	: 	5864265.46 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,AT	1294694.22 	1162136.21 	1107626.36 	1116849.2 	1368448.16 	959818.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,BE	1188215.27 b	1478928.04 	1325668.04 	1158123.54 	1331533.51 	1149119.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,BG	15185.55 u	15749.92 u	12227.06 u	13861.95 u	23505.48 	8519.77 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,CH	: 	3182488.48 	2589994.96 	2334282.12 	2288896.07 	2112928.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,CY	196882.88 	138996.15 	121813.1 	153559.11 	125756.89 	65871.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,CZ	290184.14 	245713.93 	211765.55 	194711 	228987.71 	232302.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,DE	13387498.72 	12125748.33 	10136649.46 	11436057.33 	11423909.72 	8970209.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,DK	: 	1033043.21 	589738.39 	964978.17 b	727520.81 b	613999.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,EA	: 	: 	: 	36188327.18 e	36750184.4 e	34063130.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,EE	58778.38 u	45949.32 u	39503.42 u	38404.89 	46794.78 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,EL	: 	241746.61 	230170.27 	240745.94 	220601.91 	161776.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,ES	3616037.37 	3477727.98 	3213457.89 b	2759770.63 	2678785.29 	2646362.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,EU27	: 	: 	42367922.49 e	44747667.6 e	45595035.9 e	41305216.93 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,EU28	: 	: 	42475102.78 e	44783261.97 e	45710782.76 e	41428851.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,FI	581648.72 	706353.08 	690810.97 	660589.46 	784943.77 	722373.44 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,FR	12112659.81 	10559797.59 	10231408.04 	11520345.2 	11463563.21 	11110716.75 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,HR	86035.69 	52254.48 	138786.59 	78738.9 	120871.95 	127889.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,HU	107468.14 	100480.08 	93606.87 	121237.44 	111276.11 	73178.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,IE	627673.49 	717412.39 	771350.19 	924166.03 	579253.19 	630030.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,IT	2512515.12 	2304265.38 	2705877.17 	2275013.72 b	2700847.84 	3157088.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,LT	74729.3 	73433.91 	52059.61 	39199.74 	46460.04 	55329.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,LU	: 	186066.48 	161562.15 	179331.81 	161526.4 	144792.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,LV	: 	45850.56 u	24096.67 u	31775.77 u	58946.58 	30140.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,MT	33997.45 	25121.42 	21805.93 u	21267.17 bu	27066.89 	23895.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,NL	4596490.36 	3742747.47 	3335636.24 	3407262.18 	3577377.18 	3917524.18 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,NO	1724286.01 	1676370.15 	1722760.39 	1842624.09 	1538414.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,PL	996688.67 	966538.28 	818393.25 	748469.68 b	597440.77 	820925.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,PT	202342.48 	144239.8 	245228.16 	162246.73 	171741.56 	149676.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,RO	47306.31 	27379.4 	40999.88 	52760.27 	58511.62 	59198.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,SE	: 	550271.25 	666618.03 	722826.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,SI	59948.53 	86983.16 	72544.64 	65611.04 	49694.55 	55681.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,SK	125858.01 u	80737.43 u	71887.16 u	84305.38 u	33830.32 bu	167928.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N15-28,WORLD,UK	: 	: 	: 	: 	6126759.08 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
