c_resid,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NAT,NR,I551,TOTAL,CZ03	2301466 	2140774 	1959704 	1706104 	1690613 	1790067 
NAT,NR,I551,TOTAL,CZ04	1628407 	1565513 	1377367 	1100237 	1077034 	1158698 
NAT,NR,I551,TOTAL,CZ05	3597251 	3268763 	3030641 	2570402 	2718985 	2723355 
NAT,NR,I551,TOTAL,CZ06	2367867 	2085265 	1897104 	1779880 	1656384 	1635918 
NAT,NR,I551,TOTAL,CZ07	2001988 	1935704 	1791371 	1631346 	1573679 	1532642 
NAT,NR,I551,TOTAL,CZ08	1121657 	991129 	879617 	826035 	821240 	848051 
NAT,NR,I551,TOTAL,DE	220106409 	213736015 	207127423 	201846444 	196498770 	194561575 
NAT,NR,I551,TOTAL,DE1	25658656 	25169714 	24249802 	23589276 	22795775 	22970044 
NAT,NR,I551,TOTAL,DE11	7818325 	7668679 	7359466 	7242899 	6806907 	6841125 
NAT,NR,I551,TOTAL,DE12	6504313 	6325089 	6123268 	5894193 	5730901 	5794303 
NAT,NR,I551,TOTAL,DE13	7266409 	7143259 	6919449 	6693515 	6589912 	6716559 
NAT,NR,I551,TOTAL,DE14	4069609 	4032687 	3847619 	3758669 	3668055 	3618057 
NAT,NR,I551,TOTAL,DE2	48857029 	47517477 	45599881 	44302850 	44215749 	44478652 
NAT,NR,I551,TOTAL,DE21	20421863 	19575855 	18814569 	18231379 	18063305 	18029075 
NAT,NR,I551,TOTAL,DE22	6645511 	6593608 	6424385 	6422194 	6511300 	6660394 
NAT,NR,I551,TOTAL,DE23	3197782 	3139662 	2962367 	2923397 	2866770 	2838924 
NAT,NR,I551,TOTAL,DE24	3027204 	2980085 	2765737 	2672773 	2737216 	2852549 
NAT,NR,I551,TOTAL,DE25	4416172 	4380154 	4159268 	3998630 	3939970 	4010818 
NAT,NR,I551,TOTAL,DE26	3772355 	3599220 	3539658 	3363841 	3311654 	3295430 
NAT,NR,I551,TOTAL,DE27	7376142 	7248893 	6933897 	6690636 	6785534 	6791462 
NAT,NR,I551,TOTAL,DE3	14667095 	14504532 	14120409 	13730796 	13147365 	12108359 
NAT,NR,I551,TOTAL,DE30	14667095 	14504532 	14120409 	13730796 	13147365 	12108359 
NAT,NR,I551,TOTAL,DE4	6054255 	5850054 	5677702 	5430854 	5271884 	5288287 
NAT,NR,I551,TOTAL,DE40	6054255 	5850054 	5677702 	5430854 	5271884 	5288287 
NAT,NR,I551,TOTAL,DE5	1696484 	1658555 	1612562 	1557441 	1446549 	1373699 
NAT,NR,I551,TOTAL,DE50	1696484 	1658555 	1612562 	1557441 	1446549 	1373699 
NAT,NR,I551,TOTAL,DE6	9318929 	9035816 	8622365 	8190808 	8138845 	7688054 
NAT,NR,I551,TOTAL,DE60	9318929 	9035816 	8622365 	8190808 	8138845 	7688054 
NAT,NR,I551,TOTAL,DE7	16886676 	15961921 	15709619 	15211495 	14560350 	14121064 
NAT,NR,I551,TOTAL,DE71	11410280 	10741046 	10577833 	10152353 	9694783 	9287456 
NAT,NR,I551,TOTAL,DE72	1265224 	1212052 	1192900 	1189867 	1156735 	1155631 
NAT,NR,I551,TOTAL,DE73	4211172 	4008823 	3938886 	3869275 	3708832 	3677977 
NAT,NR,I551,TOTAL,DE8	13102133 	13163817 	12664643 	12605170 	12193636 	11920240 
NAT,NR,I551,TOTAL,DE80	13102133 	13163817 	12664643 	12605170 	12193636 	11920240 
NAT,NR,I551,TOTAL,DE9	17608173 	17087987 	16421294 	15974168 	15778566 	15835273 
NAT,NR,I551,TOTAL,DE91	3690057 	3627694 	3584111 	3449947 	3412223 	3499611 
NAT,NR,I551,TOTAL,DE92	3953493 	3834413 	3757283 	3588671 	3578603 	3587357 
NAT,NR,I551,TOTAL,DE93	3659386 	3596496 	3400351 	3321791 	3343476 	3356388 
NAT,NR,I551,TOTAL,DE94	6305237 	6029384 	5679549 	5613759 	5444264 	5391917 
NAT,NR,I551,TOTAL,DEA	24598399 	23514289 	23026698 	22553282 	21488700 	21481957 
NAT,NR,I551,TOTAL,DEA1	7109424 	6802147 	6504416 	6454070 	6256214 	6235176 
NAT,NR,I551,TOTAL,DEA2	7804993 	7428201 	7432280 	7287349 	6536079 	6527668 
NAT,NR,I551,TOTAL,DEA3	2592004 	2514309 	2434659 	2350393 	2294656 	2345628 
NAT,NR,I551,TOTAL,DEA4	2672761 	2571244 	2521531 	2464906 	2455696 	2447602 
NAT,NR,I551,TOTAL,DEA5	4419217 	4198388 	4133812 	3996564 	3946055 	3925883 
NAT,NR,I551,TOTAL,DEB	9631785 	9416005 	9179070 	8827079 	8726570 	8655917 
NAT,NR,I551,TOTAL,DEB1	4096398 	3999859 	3859724 	3697090 	3641492 	3584759 
NAT,NR,I551,TOTAL,DEB2	1937470 	1926237 	1887616 	1804477 	1795983 	1838403 
NAT,NR,I551,TOTAL,DEB3	3597917 	3489909 	3431730 	3325512 	3289095 	3232755 
NAT,NR,I551,TOTAL,DEC	1087507 	1039152 	992115 	967901 	943625 	882337 
NAT,NR,I551,TOTAL,DEC0	1087507 	1039152 	992115 	967901 	943625 	882337 
NAT,NR,I551,TOTAL,DED	11617400 	11193924 	11204349 	11386347 	10958372 	10938562 
NAT,NR,I551,TOTAL,DED2	5937788 	5782268 	5754496 	5973986 	5666297 	5721869 
NAT,NR,I551,TOTAL,DED4	2733267 	2644198 	2613411 	2631358 	2599933 	2679663 
NAT,NR,I551,TOTAL,DED5	2946345 	2767458 	2836442 	2781003 	2692142 	2537030 
NAT,NR,I551,TOTAL,DEE	4606038 	4399657 	4287901 	4230317 	4080543 	4221093 
NAT,NR,I551,TOTAL,DEE0	4606038 	4399657 	4287901 	4230317 	4080543 	4221093 
NAT,NR,I551,TOTAL,DEF	9035508 	8676302 	8219337 	7815905 	7358741 	7155142 
NAT,NR,I551,TOTAL,DEF0	9035508 	8676302 	8219337 	7815905 	7358741 	7155142 
NAT,NR,I551,TOTAL,DEG	5680342 	5546813 	5539676 	5472755 	5393500 	5442895 
NAT,NR,I551,TOTAL,DEG0	5680342 	5546813 	5539676 	5472755 	5393500 	5442895 
NAT,NR,I551,TOTAL,DK	8684079 	8367196 	7914982 	7298891 	6871591 	6676381 
NAT,NR,I551,TOTAL,DK0	8684079 	8367196 	7914982 	7298891 	6871591 	6676381 
NAT,NR,I551,TOTAL,DK01	3494430 	3440370 	3352533 	2970993 	2800679 	2708041 
NAT,NR,I551,TOTAL,DK02	615361 	579835 	545388 	493995 	462454 	437045 
NAT,NR,I551,TOTAL,DK03	2101282 	2025138 	1884724 	1807608 	1699513 	1666090 
NAT,NR,I551,TOTAL,DK04	1588807 	1483529 	1358753 	1267588 	1209631 	1170238 
NAT,NR,I551,TOTAL,DK05	884199 	838324 	773584 	758707 	699314 	694967 
NAT,NR,I551,TOTAL,EA	737409840 e	718160183 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,EE	1612920 	1494672 	1379100 	1290216 	1220369 	1150567 
NAT,NR,I551,TOTAL,EE0	1612920 	1494672 	1379100 	1290216 	1220369 	1150567 
NAT,NR,I551,TOTAL,EE00	1612920 	1494672 	1379100 	1290216 	1220369 	1150567 
NAT,NR,I551,TOTAL,EL	14154141 	13943606 	13201273 	13049668 	13007272 	12515232 
NAT,NR,I551,TOTAL,EL3	2360438 	2332698 	2332643 	2312159 	2198984 	2033501 
NAT,NR,I551,TOTAL,EL30	2360438 	2332698 	2332643 	2312159 	2198984 	2033501 
NAT,NR,I551,TOTAL,EL4	2552898 	2531194 	2352920 	2391477 	2397415 	2338574 
NAT,NR,I551,TOTAL,EL41	396506 	347730 	343160 	360229 	345148 	320287 
NAT,NR,I551,TOTAL,EL42	1255562 	1215173 	1071872 	1124949 	1127643 	1100573 
NAT,NR,I551,TOTAL,EL43	900830 	968291 	937888 	906299 	924624 	917714 
NAT,NR,I551,TOTAL,EL5	4114268 	4070709 	3888363 	3774531 	3727279 	3571829 
NAT,NR,I551,TOTAL,EL51	798288 	771074 	738585 	771913 	844519 	765896 
NAT,NR,I551,TOTAL,EL52	2393495 	2433334 	2285342 	2074872 	1990614 	1972636 
NAT,NR,I551,TOTAL,EL53	243503 	237401 	254146 	264417 	271500 	243684 
NAT,NR,I551,TOTAL,EL54	678982 	628900 	610290 	663329 	620646 	589613 
NAT,NR,I551,TOTAL,EL6	5126537 	5009005 	4627347 	4571501 	4683594 	4571328 
NAT,NR,I551,TOTAL,EL61	1175494 	1148698 	1016117 	1033333 	1034651 	1032874 
NAT,NR,I551,TOTAL,EL62	649906 	629070 	594684 	571291 	655934 	684142 
NAT,NR,I551,TOTAL,EL63	910576 	913719 	873160 	830314 	825897 	868818 
NAT,NR,I551,TOTAL,EL64	896582 	856594 	787409 	784241 	804143 	737965 
NAT,NR,I551,TOTAL,EL65	1493979 	1460924 	1355977 	1352322 	1362969 	1247529 
NAT,NR,I551,TOTAL,ES	115822030 	114239133 	110254905 	104729889 	100633927 	102101248 
NAT,NR,I551,TOTAL,ES1	12040331 	11440316 	10795911 	10036792 	9752678 	9708400 
NAT,NR,I551,TOTAL,ES11	6701279 	6307450 	5868298 	5510099 	5344171 	5328784 
NAT,NR,I551,TOTAL,ES12	3043734 	2922497 	2867346 	2551975 	2489118 	2479046 
NAT,NR,I551,TOTAL,ES13	2295317 	2210369 	2060268 	1974718 	1919389 	1900570 
NAT,NR,I551,TOTAL,ES2	10280854 	9682518 	9045623 	8399409 	8038027 	8201191 
NAT,NR,I551,TOTAL,ES21	3474984 	3284848 	3209970 	2927399 	2789622 	2984747 
NAT,NR,I551,TOTAL,ES22	1451085 	1398229 	1287895 	1263817 	1175342 	1165638 
NAT,NR,I551,TOTAL,ES23	847558 	833347 	826388 	778761 	741809 	745047 
NAT,NR,I551,TOTAL,ES24	4507227 	4166094 	3721370 	3429432 	3331255 	3305759 
NAT,NR,I551,TOTAL,ES3	10841520 	10515327 	10651266 	9948189 	8801950 	9329828 
NAT,NR,I551,TOTAL,ES30	10841520 	10515327 	10651266 	9948189 	8801950 	9329828 
NAT,NR,I551,TOTAL,ES4	11501673 	11166054 	10496814 	9808025 	9457619 	9569596 
NAT,NR,I551,TOTAL,ES41	6434925 	6198217 	5907550 	5386096 	5287582 	5257073 
NAT,NR,I551,TOTAL,ES42	3031932 	2974968 	2730082 	2660075 	2450184 	2478798 
NAT,NR,I551,TOTAL,ES43	2034816 	1992869 	1859182 	1761854 	1719852 	1833725 
NAT,NR,I551,TOTAL,ES5	37190521 	37025655 	35664614 	33135995 	32094336 	33143709 
NAT,NR,I551,TOTAL,ES51	16556256 	16629195 	15702545 	14160713 	13075174 	14009564 
NAT,NR,I551,TOTAL,ES52	15468676 	15760059 	15190004 	14605171 	14502973 	14333029 
NAT,NR,I551,TOTAL,ES53	5165589 	4636401 	4772064 	4370111 	4516188 	4801116 
NAT,NR,I551,TOTAL,ES6	25919455 	26484303 	25797463 	25169550 	24100487 	23366648 
NAT,NR,I551,TOTAL,ES61	23338294 	23983976 	23483467 	22821506 	21766780 	21093776 
NAT,NR,I551,TOTAL,ES62	2333113 	2239095 	2076669 	2089341 	2118348 	2055397 
NAT,NR,I551,TOTAL,ES63	123562 	133903 	114718 	122323 	113551 	110964 
NAT,NR,I551,TOTAL,ES64	124485 	127328 	122609 	136380 	101808 	106511 
NAT,NR,I551,TOTAL,ES7	8047677 	7924960 	7803215 	8231928 	8388830 	8781877 
NAT,NR,I551,TOTAL,ES70	8047677 	7924960 	7803215 	8231928 	8388830 	8781877 
NAT,NR,I551,TOTAL,EU27	961046693 e	936258454 	: 	875984334 e	862268232 	865349335 
NAT,NR,I551,TOTAL,EU28	963434783 e	938649301 	: 	878096472 e	864461166 	867607962 
NAT,NR,I551,TOTAL,FI	12053240 	11655480 	11464457 	11170690 	11455281 	11718069 
NAT,NR,I551,TOTAL,FI1	11934512 	11540603 	11352062 	11069808 	11347839 	11616838 
NAT,NR,I551,TOTAL,FI19	2877455 	2776024 	2753485 	2706230 	2846648 	2894615 
NAT,NR,I551,TOTAL,FI1B	3074089 	2801036 	2769238 	2604320 	2612070 	2713930 
NAT,NR,I551,TOTAL,FI1C	2045701 	2021191 	1926652 	1915972 	1961098 	2043177 
NAT,NR,I551,TOTAL,FI1D	3937267 	3942352 	3902687 	3843286 	3928023 	3965116 
NAT,NR,I551,TOTAL,FI2	118728 	114877 	112395 	100882 	107442 	101231 
NAT,NR,I551,TOTAL,FI20	118728 	114877 	112395 	100882 	107442 	101231 
NAT,NR,I551,TOTAL,FR	: c	: c	131209905 	128341140 	131480572 	133116506 
NAT,NR,I551,TOTAL,FR1	29707358 	27793132 	28479371 	28425261 	28635205 	32042060 
NAT,NR,I551,TOTAL,FR10	29707358 	27793132 	28479371 	28425261 	28635205 	32042060 
NAT,NR,I551,TOTAL,FR2	: 	17979448 	17494941 	17285725 	17597538 	17763821 
NAT,NR,I551,TOTAL,FR21	: 	2064673 	2077817 	2159574 	2177612 	2070302 
NAT,NR,I551,TOTAL,FR22	: 	1948439 	2032544 	2035702 	2081412 	2048083 
NAT,NR,I551,TOTAL,FR23	: 	2312701 	2223555 	2309610 	2303673 	2278156 
NAT,NR,I551,TOTAL,FR24	: 	4641765 	4362315 	4197983 	4273939 	4424014 
NAT,NR,I551,TOTAL,FR25	: 	3511856 	3468732 	3335647 	3444932 	3566799 
NAT,NR,I551,TOTAL,FR26	: 	3500014 	3329978 	3247208 	3315970 	3376467 
NAT,NR,I551,TOTAL,FR3	: 	4769576 	4608123 	4439870 	4382817 	4219679 
NAT,NR,I551,TOTAL,FR30	: 	4769576 	4608123 	4439870 	4382817 	4219679 
NAT,NR,I551,TOTAL,FR4	: 	8740514 	8540777 	8348136 	8460636 	8216003 
NAT,NR,I551,TOTAL,FR41	: 	3051601 	2927181 	2897733 	3050073 	2849019 
NAT,NR,I551,TOTAL,FR42	: 	4067911 	3978599 	3902918 	3823150 	3793099 
NAT,NR,I551,TOTAL,FR43	: 	1621001 	1634997 	1547485 	1587413 	1573885 
NAT,NR,I551,TOTAL,FR5	: 	17149482 	16490800 	15698501 	15939322 	15387042 
NAT,NR,I551,TOTAL,FR51	: 	6292191 	5899030 	5655544 	5660632 	5483118 
NAT,NR,I551,TOTAL,FR52	: 	6523872 	6335836 	5978383 	6063331 	5786264 
NAT,NR,I551,TOTAL,FR53	: 	4333419 	4255935 	4064574 	4215359 	4117660 
NAT,NR,I551,TOTAL,FR6	: 	14864080 	14410252 	13954760 	14483275 	14327762 
NAT,NR,I551,TOTAL,FR61	: 	7764526 	7522535 	7179632 	7456037 	7113203 
NAT,NR,I551,TOTAL,FR62	: 	5918347 	5751580 	5674970 	5882020 	6045810 
NAT,NR,I551,TOTAL,FR63	: 	1181206 	1136137 	1100158 	1145219 	1168749 
NAT,NR,I551,TOTAL,FR7	: 	17591835 	16967267 	16502611 	17280658 	16610575 
NAT,NR,I551,TOTAL,FR71	: 	14444811 	13867397 	13515019 	14149096 	13488312 
NAT,NR,I551,TOTAL,FR72	: 	3147024 	3099870 	2987591 	3131562 	3122262 
NAT,NR,I551,TOTAL,FR8	: 	21657722 	21314178 	20913497 	21495498 	21465957 
NAT,NR,I551,TOTAL,FR81	: 	6044154 	5944500 	5861066 	5973732 	6004926 
NAT,NR,I551,TOTAL,FR82	: 	13343438 	13135893 	12973874 	13280397 	13363331 
NAT,NR,I551,TOTAL,FR83	: 	2270130 	2233786 	2078557 	2241370 	2097700 
NAT,NR,I551,TOTAL,FRA	: 	: c	2904196 	2772779 	: 	: 
NAT,NR,I551,TOTAL,FRA1	: 	807046 u	809887 	824026 	: 	: 
NAT,NR,I551,TOTAL,FRA2	: 	964660 u	923561 	920031 	1131420 	1136187 
NAT,NR,I551,TOTAL,FRA3	: 	266293 u	284899 	238808 	278892 	284024 
NAT,NR,I551,TOTAL,FRA4	: 	1005741 	885849 	789914 	849951 	727135 
NAT,NR,I551,TOTAL,FRA5	: 	: c	0 	0 	: 	: 
NAT,NR,I551,TOTAL,FRB	4670754 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRB0	4670754 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRC	5206406 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRC1	3565097 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRC2	1641309 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRD	5989389 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRD1	3552859 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRD2	2436529 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRE	6723108 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRE1	4700499 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRE2	2022608 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRF	9534368 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRF1	4232365 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRF2	2113008 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRF3	3188995 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRG	6334508 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRG0	6334508 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRH	6732693 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRH0	6732693 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRI	13482789 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRI1	7889334 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRI2	1222763 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRI3	4370692 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRJ	11929466 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRJ1	6190228 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRJ2	5739238 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRK	17637571 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRK1	3181866 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRK2	14455705 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRL	13853546 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRL0	13853546 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRM	2451880 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRM0	2451880 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY	: c	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY1	973185 u	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY2	1096459 u	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY3	281907 u	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY4	1168459 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,FRY5	: c	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,HR	2388090 	2390847 	2305130 	2112138 	2192934 	2258627 b
NAT,NR,I551,TOTAL,HR0	2388090 	2390847 	2305130 	2112138 	2192934 	2258627 b
NAT,NR,I551,TOTAL,HR03	1733989 	1774836 	1729734 	1591629 	1664122 	1738731 b
NAT,NR,I551,TOTAL,HR04	654101 	616011 	575396 	520509 	528812 	519896 b
NAT,NR,I551,TOTAL,HU	11552595 	10936903 	10125570 	9419008 	8596983 	8059642 
NAT,NR,I551,TOTAL,HU1	1786519 	1692739 	1540361 	1494412 	1398758 	1297467 
NAT,NR,I551,TOTAL,HU10	: 	1692739 	1540361 	1494412 	1398758 	1297467 
NAT,NR,I551,TOTAL,HU11	1043360 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,HU12	743159 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,HU2	5650982 	5404734 	4984864 	4686694 	4349015 	4175696 
NAT,NR,I551,TOTAL,HU21	1401858 	1236582 	1127864 	1069548 	995641 	972690 
NAT,NR,I551,TOTAL,HU22	2749856 	2567770 	2353505 	2189703 	2095378 	2105869 
NAT,NR,I551,TOTAL,HU23	1499268 	1600382 	1503495 	1427443 	1257996 	1097137 
NAT,NR,I551,TOTAL,HU3	4115094 	3839430 	3600345 	3237902 	2849210 	2586479 
NAT,NR,I551,TOTAL,HU31	1714215 	1593841 	1502598 	1365672 	1216385 	1086292 
NAT,NR,I551,TOTAL,HU32	1285840 	1225325 	1163034 	1066640 	995229 	926499 
NAT,NR,I551,TOTAL,HU33	1115039 	1020264 	934713 	805590 	637596 	573688 
NAT,NR,I551,TOTAL,IE	: 	13360469 e	14655156 e	15114322 e	14725825 e	14429831 be
NAT,NR,I551,TOTAL,IE0	: 	13360469 e	14655156 e	15114322 e	14725825 e	14429831 be
NAT,NR,I551,TOTAL,IE01	: 	4008700 e	4047510 e	4184398 e	3872459 e	: 
NAT,NR,I551,TOTAL,IE02	: 	9351769 e	10607646 e	10929924 e	10853366 e	: 
NAT,NR,I551,TOTAL,IS	: 	597980 	495844 	499907 	487230 	440768 
NAT,NR,I551,TOTAL,IS0	: 	597980 	495844 	499907 	487230 	440768 
NAT,NR,I551,TOTAL,IS00	: 	597980 	495844 	499907 	487230 	440768 
NAT,NR,I551,TOTAL,IT	139019451 	135686506 	133270279 	127567695 	128429060 	132909800 
NAT,NR,I551,TOTAL,ITC	24191684 	23490603 	24368898 	23177616 	23280418 	23552607 
NAT,NR,I551,TOTAL,ITC1	5509006 	5183484 	5085447 	5297673 	5168165 	4913126 
NAT,NR,I551,TOTAL,ITC2	1441532 	1420004 	1311303 	1199993 	1244282 	1366158 
NAT,NR,I551,TOTAL,ITC3	5842708 	5754967 	5551721 	5436563 	5467523 	5785532 
NAT,NR,I551,TOTAL,ITC4	11398438 	11132148 	12420427 	11243387 	11400448 	11487791 
NAT,NR,I551,TOTAL,ITF	26313328 	25657622 	24722153 	24087694 	24406715 	25242201 
NAT,NR,I551,TOTAL,ITF1	3491153 	3486084 	3526375 	3473019 	3964853 	4164827 
NAT,NR,I551,TOTAL,ITF2	245909 	280929 	286937 	254045 	239784 	306160 
NAT,NR,I551,TOTAL,ITF3	8508904 	8350562 	8001210 	7827137 	7561833 	7815433 
NAT,NR,I551,TOTAL,ITF4	7008363 	6803968 	6386064 	6419827 	6434197 	6509065 
NAT,NR,I551,TOTAL,ITF5	1427880 	1399049 	1423479 	1284316 	1229712 	1170684 
NAT,NR,I551,TOTAL,ITF6	5631119 	5337030 	5098088 	4829350 	4976336 	5276032 
NAT,NR,I551,TOTAL,ITG	10880196 	10475470 	10771167 	10476060 	10243359 	10880822 
NAT,NR,I551,TOTAL,ITG1	5805867 	5419352 	6001083 	6116845 	5927410 	6410163 
NAT,NR,I551,TOTAL,ITG2	5074329 	5056118 	4770084 	4359215 	4315949 	4470659 
NAT,NR,I551,TOTAL,ITH	52190944 	50426799 	48307034 	45933018 	46974557 	49145778 
NAT,NR,I551,TOTAL,ITH1	7983181 	7660184 	7311625 	6775736 	7257887 	7662651 
NAT,NR,I551,TOTAL,ITH2	7904360 	7568717 	7189855 	6761922 	7024470 	7234496 
NAT,NR,I551,TOTAL,ITH3	11305797 	11059920 	10508040 	10147517 	9946125 	10366599 
NAT,NR,I551,TOTAL,ITH4	1959086 	1884294 	1850825 	1717166 	1808017 	1916140 
NAT,NR,I551,TOTAL,ITH5	23038520 	22253684 	21446689 	20530677 	20938058 	21965892 
NAT,NR,I551,TOTAL,ITI	25443299 	25636012 	25101027 	23893307 	23524011 	24088392 
NAT,NR,I551,TOTAL,ITI1	10339655 	10148173 	10410259 	10106754 	9818400 	10231464 
NAT,NR,I551,TOTAL,ITI2	2019625 	2232854 	2168600 	2098079 	2027878 	2119100 
NAT,NR,I551,TOTAL,ITI3	4596988 	4712584 	4434165 	4208081 	4166238 	4226333 
NAT,NR,I551,TOTAL,ITI4	8487031 	8542401 	8088003 	7480393 	7511495 	7511495 
NAT,NR,I551,TOTAL,LI	2110 	1785 	1122 	978 	1664 	3507 
NAT,NR,I551,TOTAL,LI0	2110 	1785 	1122 	978 	1664 	3507 
NAT,NR,I551,TOTAL,LI00	2110 	1785 	1122 	978 	1664 	3507 
NAT,NR,I551,TOTAL,LT	1553989 	1405779 	1366560 	1292253 	1230428 	1168450 
NAT,NR,I551,TOTAL,LT0	1553989 	1405779 	1366560 	1292253 	1230428 	1168450 
NAT,NR,I551,TOTAL,LT00	: 	1405779 	1366560 	1292253 	1230428 	1168450 
NAT,NR,I551,TOTAL,LT01	329584 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,LT02	1224405 	: 	: 	: 	: 	: 
NAT,NR,I551,TOTAL,LU	167333 	159815 	151836 	160508 	156506 	117513 b
NAT,NR,I551,TOTAL,LU0	167333 	159815 	151836 	160508 	156506 	117513 b
NAT,NR,I551,TOTAL,LU00	167333 	159815 	151836 	160508 	156506 	117513 b
NAT,NR,I551,TOTAL,LV	920269 	872286 	820891 	777895 	659799 	698405 b
NAT,NR,I551,TOTAL,LV0	920269 	872286 	820891 	777895 	659799 	698405 b
NAT,NR,I551,TOTAL,LV00	920269 	872286 	820891 	777895 	659799 	698405 b
NAT,NR,I551,TOTAL,ME	: 	230356 	228576 	: 	: 	354937 
NAT,NR,I551,TOTAL,ME0	: 	230356 	228576 	: 	: 	354937 
NAT,NR,I551,TOTAL,ME00	: 	230356 	228576 	: 	: 	354937 
NAT,NR,I551,TOTAL,MK	321282 	304403 	283964 	257107 	240782 	238329 
NAT,NR,I551,TOTAL,MK0	321282 	304403 	283964 	257107 	240782 	238329 
NAT,NR,I551,TOTAL,MK00	321282 	304403 	283964 	257107 	240782 	238329 
NAT,NR,I551,TOTAL,MT	392664 	345966 	371007 	350228 	325025 	332181 
NAT,NR,I551,TOTAL,MT0	392664 	345966 	371007 	350228 	325025 	332181 
NAT,NR,I551,TOTAL,MT00	392664 	345966 	371007 	350228 	325025 	332181 
NAT,NR,I551,TOTAL,NL	22529448 	21420734 	19909913 	19679902 	19038980 	18041508 
NAT,NR,I551,TOTAL,NL1	2791455 	2722267 	2313384 	2518006 	2494496 	2439249 
NAT,NR,I551,TOTAL,NL11	558554 	613749 	477350 	461158 	428361 	498791 
NAT,NR,I551,TOTAL,NL12	1463464 	1321850 	1212011 	1305437 	1245732 	1245698 
NAT,NR,I551,TOTAL,NL13	769437 	786668 	624023 	751411 	820404 	694761 
NAT,NR,I551,TOTAL,NL2	4230944 	4204268 	3771820 	3433601 	3537646 	3559276 
NAT,NR,I551,TOTAL,NL21	1422177 	1445020 	1163626 	969709 	1116220 	1020374 
NAT,NR,I551,TOTAL,NL22	2585526 	2560013 	2422887 	2290846 	2246806 	2351924 
NAT,NR,I551,TOTAL,NL23	223241 	199236 	185307 	173046 	174619 	186978 
NAT,NR,I551,TOTAL,NL3	11175352 	10432004 	9860918 	9944631 	9352968 	8457478 
NAT,NR,I551,TOTAL,NL31	1236155 	1127035 	1077067 	1073368 	1046733 	983132 
NAT,NR,I551,TOTAL,NL32	5437611 	5073378 	4953711 	5031477 	4776288 	4101386 
NAT,NR,I551,TOTAL,NL33	3720705 	3370250 	3110011 	3032583 	2818006 	2642916 
NAT,NR,I551,TOTAL,NL34	780882 	861341 	720129 	807203 	711942 	730044 
NAT,NR,I551,TOTAL,NL4	4331697 	4062196 	3963791 	3783664 	3653870 	3585505 
NAT,NR,I551,TOTAL,NL41	2083176 	1981730 	1756384 	1660055 	1589476 	1536135 
NAT,NR,I551,TOTAL,NL42	2248521 	2080466 	2207407 	2123609 	2064395 	2049370 
