unit,nace_r2,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
PCH_PRE,I551-I553,LU,BE	1.11 	0.38 	26.63 	3.54 	-1.6 	-1.4 	7.3 	2.7 	-0.5 	2.74 	-2.7 	-4.7 	11.1 	-5.4 	5 	-7.1 	3.3 	3.4 	-0.9 	-4.9 	-1.6 	-0.4 	-0.8 	3.1 	23 	-20.9 	6 	: 
PCH_PRE,I551-I553,LU,BG	-13.24 	9.47 	32.22 	-3.39 	-10.6 	-11.6 	41 	-37.2 	-18.9 	24.22 	-9 	-24.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-26.8 	0.5 	8.2 	-7.6 	1.1 	53 	-6 	: 	: 	0.9 	0.7 	15.1 	: 
PCH_PRE,I551-I553,LU,CY	-28.51 	-33.21 	-44.03 	189.89 	-72.9 	-8.2 	-15.2 	-2.4 	26.8 	16.39 	: 	: 	: 	: 	-81.6 	-29.8 	222.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,CZ	-4.05 	42.53 	10.26 	5.63 	-15.2 	-17.9 	0 	-5.6 	46.3 	6.86 	-11.9 	-11 	20.2 	-11.6 	106.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,DE	5.43 	1.03 	2.44 	4.34 	4.6 	4.3 	1.9 	4.9 	6.4 	4.91 	-3.9 	10.3 	4 	18.7 	10.3 	9.4 	-5 	11.5 	6.5 	1.4 	1.1 	-1.1 	-3.7 	-2.7 	-6.2 	1.3 	12.4 	: 
PCH_PRE,I551-I553,LU,DK	16.95 	7.24 	-2.98 	26.14 	10.2 	14.4 	2.5 	12.2 	3.4 	14.26 	-19.8 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,EA	4.02 e	-30.37 	53.84 	: 	: 	: 	: 	: 	: 	2907.25 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,EE	25.92 	38.94 	-14.94 	13.29 	-36.3 	50.7 	9.4 	4.6 	0.6 	32.86 	-15 	16.5 	23.7 	32.2 	45.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,EL	17.81 e	1.57 e	0.08 e	11.42 e	21.39 	-16.48 e	5.9 	-10.6 	-16.5 	14.09 	-4.2 	32.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,ES	-3.79 	-72.54 	303.74 	-4.73 	14.9 	-11.5 	20.2 	1 	-7.6 	-5.32 	-13.5 	21.4 	6.9 	-4.3 	8.7 	-8.7 	-5.4 	2.6 	50.7 	-20.8 	0.6 	21.3 	11.5 	25.8 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,EU27	: u	-29.18 	55.37 	4 e	12.25 e	2.21 	: 	: 	: 	4116.15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,EU28	: u	-28.79 	55 	4.03 e	12.3 e	2.42 	: 	: 	: 	4137.1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,FI	8.37 	2.81 	40.97 	-26.56 	48.9 	17.6 	-1.1 	-2.8 	3.6 	10 	-4.7 	-8.3 	22.4 	31.3 	-19.9 	31.9 	-29.8 	2.3 	69.1 	-1.9 	3.9 	56.4 	-6.8 	42.2 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,FR	8.89 	5.99 	7.55 	-1.49 	18.6 	5.1 	43.3 	10.4 	4.4 	2.14 	19 	-2.6 	11.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,HR	7.89 	43.5 	9.66 	5.24 	19.6 	45.4 b	3.8 	13.2 	26.3 	-6.37 	-3.9 	-9.9 	41.1 	-52.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,HU	17.08 	-4.15 	8.05 	-0.19 	-6 	24.2 b	6.7 	-10.8 	-8.6 	12.31 	-25.8 	-19.5 	-37 	27.2 	95.6 	-68.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,IE	: 	26.08 u	4.36 e	120.61 u	: 	: 	: 	: 	: 	131.92 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,IS	: 	-19.69 	98.92 	38.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,IT	12.74 	2.44 	3.2 	-0.76 	3.1 	2.2 	3.9 	-0.3 	5.5 	1.53 	1.8 	3.2 	2.4 	2.4 	0.6 	-1.1 	11.3 	5.9 	-5.9 	3.7 	-3.9 	1.1 	15.4 	12.6 	-5.1 	-6.3 	-3.3 	: 
PCH_PRE,I551-I553,LU,LI	-11.22 	15.63 	-22.24 	7.95 	-15.6 	-34.9 b	-20.6 	10 	-4.3 	11.99 	14.9 	13 	0.9 	3.6 	40.1 	: 	: 	: 	: 	48.2 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,LT	27.92 	13.72 	9.7 	-28.39 	1.8 	50.8 b	28.8 	: 	: 	-4.09 	22 	3.3 	43.7 	5.2 	49.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,LU	0.05 	-1.8 	-8.61 	9.2 	32 	36.7 b	26.3 	-21 	-1.2 	-8.37 	-5.7 	-8.3 	0.8 	4.1 	-2.1 	4.8 	-1.4 	-14.6 	-4 	9.8 	12 	-5.5 	-31.6 	-13 	13.2 	-6.4 	19.9 	: 
PCH_PRE,I551-I553,LU,LV	-32.21 	19.75 	32.22 	14.63 	-8.6 	13 b	4.1 	-12.6 	-8.5 	62.58 	-18.8 	-35.3 	88 	63.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,ME	: 	-11.51 	: 	: 	: 	149.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,MK	-54.13 	74.01 	17.44 	-26.6 	235.6 	-68.4 	186.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,MT	72.01 e	4.2 e	7.9 e	22.83 e	-0.6 e	-15.4 	-4 	0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,NL	22.55 e	5.08 e	-7.72 e	15.84 e	10.6 be	0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.7 	2.8 	-6.6 	: 
PCH_PRE,I551-I553,LU,NO	: 	10.74 	15.79 	-11.55 	-24 	70 	-28.8 	-15.5 	98.2 	-25.45 	-76.2 	403.2 	0.3 	3.8 	8.2 	15.4 	-1.1 	-2.9 	15.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,PL	5.46 	8.65 	-2.3 	21.55 	0 	3.4 	-9 	45.2 	6.1 	-1.64 	-9.3 	-33.3 	0.3 	-18.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,PT	19.28 	17.72 	10.04 	18.91 	24 	10.2 	17.1 	-5.6 	3.6 	-2.69 	-7.4 	11.2 	15.9 	-2.2 	0.5 	-4.5 	-11.9 	-8.9 	-15.9 	11 	60.8 	16.4 	0.2 	28.2 	-27.6 	-26.3 	61.5 	: 
PCH_PRE,I551-I553,LU,RO	-0.81 	34.92 	1 	5.15 	-0.7 	-14 b	45.7 	0.1 	-9.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,RS	: 	55.82 	-15.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,SE	1.06 	-1.86 	24.3 	47.23 	12 	-13.4 	4.1 	13.4 	-7.6 	22.42 	9.1 	13.9 	20 	1.5 	144.7 	-12 	-33.7 	24.2 	19.2 	-1.5 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,SI	48.89 	20.65 	0.05 	23.73 	-20.2 	21 b	18.5 	-27.5 	-42.6 	88.77 	30.3 	-30.5 	45.2 	-11.3 	-1.9 	63.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,SK	-17.17 	57.52 	-6.55 	20.79 	13 	34.6 	-32.1 	0.8 	10.7 	-19.5 	54.3 	-6.3 	62.4 	28.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LU,UK	: 	-22.98 	: 	: 	: 	55.4 b	-35.3 	84.5 	-37.7 	65.02 	-14 	30.5 	: 	: 	2.4 	-22.5 	4.8 	-21.6 	-29.3 	68.8 	-16.9 	3.8 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,AT	7.3 	-4.56 	-6.19 	13.6 	4.19 	15.7 	13.59 	-6.4 	-38.1 	-7.32 	17.4 	45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,BE	9.34 	-24.96 	30.17 	4.22 	-10.1 	10.3 	15.5 	48.2 	-16.8 	14.7 	18.2 	11.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,BG	2.97 	10.84 	-7.26 	24.1 	39.6 	40.3 	50.6 	-31.1 	-26.6 	73.46 	49.6 	59.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,CY	1.46 	-23.41 	34.13 	82.51 	3.3 	59.9 	-41.7 	48.5 	: 	: 	-5.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,CZ	10.4 	-10.34 	21.36 	23.5 	17.3 	35.3 	21.6 	-15.1 	-42.8 	-2.31 	23.6 	21.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,DE	21.95 	-3.88 	11.35 	4.81 	3.3 	17.7 	18.2 	9.5 	-27.6 	5.97 	24.6 	-11.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,DK	46.71 	12.98 	-12.61 	11.07 	24.9 	24.7 	12.2 	-11.2 	-20.6 	3.23 	9.7 	64.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,EA	12.7 e	8 	3.61 	: 	: 	: 	: 	: 	: 	-11.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,EE	11.31 	11.81 	14.9 	7.75 	3.6 	17.2 	16.1 	8.8 	-16.4 	3.24 	17.9 	35.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,EL	17.86 e	17.23 e	18.66 e	31.08 e	-1.6 	-5.68 e	17.6 	-21.1 	-21.4 	4.82 	142.7 	76.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,ES	17.72 	6 	21.73 	2.89 	2 	1.3 	25.2 	7.8 	-17.5 	12.76 	84.7 	-0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,EU27	: u	3.68 	32.6 	11.56 e	5.89 e	0.91 	: 	: 	: 	3595.42 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,EU28	: u	3.53 	33.11 	11.37 e	6.37 e	1.4 	: 	: 	: 	3587.65 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,FI	6.48 	27.61 	-8.4 	10.18 	1.2 	10 	-1.2 	16.6 	-26.4 	7.55 	21.3 	24.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,FR	59.04 	-21.39 	6.02 	29.84 	1.8 	19.2 	42.2 	51.9 	-18.8 	-2.05 	118.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,HR	26.25 	-3.78 	71.99 	-3.96 	41.8 	43.6 b	32.1 	2.3 	-38.2 	-4.58 	93.4 	37.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,HU	8.9 	2.66 	3.84 	-0.03 	10.6 	7.5 b	58.8 	-20.5 	-9.6 	-31.25 	8.8 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,IE	: 	-44.32 u	-1.74 e	2.65 e	: 	: 	: 	: 	: 	11.23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,IS	: 	10.33 	35.58 	69.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,IT	19.72 	4.14 	7.07 	5.04 	13 	21.1 	21 	2.3 	-15.9 	29.52 	43.6 	98.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,LI	-15.49 	84.42 	-17.2 	-51.05 	46.2 	64.6 b	-73 	122 	91.3 	-62.7 	189.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,LT	9.71 	12.96 	10.65 	25.37 	7.8 	36.1 b	0.2 	9.1 	-26.7 	18.74 	25 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,LU	-7.04 	-13.49 	55.01 	3.5 	47.4 	-24 b	34.3 	8.6 	17.2 	-38.64 	0.1 	-9.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,LV	12.56 	11.01 	-3.62 	12.92 	1.6 	7.8 b	12.5 	9.3 	-39.1 	-0.23 	11.9 	21.5 	18.1 	4.9 	0.4 	6.8 	-2.3 	10.9 	0.3 	-4.8 	14.9 	-12 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,ME	: 	17.82 	: 	: 	: 	592.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,MK	-21.34 	-35 	29.01 	-10 	32 	38.6 	28.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,MT	73.43 e	-21.69 e	-36.15 e	139.35 e	58 e	-12.5 	69 	43.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,NL	30.19 e	-0.02 e	3.56 e	3.67 e	19 be	20.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,NO	: 	-2.95 	15.72 	0.53 	-8.2 	-0.4 	6.2 	22.9 	-27.8 	17.94 	21.3 	68.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,PL	10.46 	-1.34 	-1.79 	14.05 	9.2 	15.5 	17.6 	12.2 	-28.5 	-4.3 	50.9 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,PT	24.13 	7.62 	29.55 	6.34 	31.9 	14.4 	23.1 	-0.7 	-19.5 	15.71 	89.9 	56.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,RO	8.75 	45.75 	-1.42 	-9.03 	22.2 	2.5 b	29.8 	-3.4 	-22.4 	69.99 	-31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,RS	: 	60.49 	19.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,SE	28.52 	3.78 	6.47 	3.95 	-8.1 	25.3 	0.4 	-5.5 	33.4 	19.69 	27.6 	4.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,SI	2.4 	40 	8.63 	0.3 	12.4 	5.5 b	-7 	8.8 	-47.4 	59.64 	15.1 	-10.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,SK	-8.41 	6.45 	17.19 	14.32 	19 	10.3 	1.8 	11.4 	-50.6 	-12.08 	77.4 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,LV,UK	: 	-6.65 	: 	: 	: 	: 	: 	-95.5 	944 	-42.44 	-37.3 	98.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,AT	11.47 	18.85 	17.32 	9.7 	9.7 	2.7 	-2.11 	28.8 	-25.9 	4.23 	-13 	64.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,BE	41.08 	18.87 	-9.07 	18.43 	-5.1 	-0.5 	15 	5.3 	1 	5.11 	-8.1 	5.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,BG	-33.16 	60 	-8.97 	67.1 	-49.5 	35.8 	39.6 	-83 	-0.4 	14.32 	194.3 	-8.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,CY	2.21 	-25.91 	9.11 	7.3 	-15.4 	-26.3 	6.1 	-4.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,CZ	26.95 	14.48 	16.77 	-30.35 	34 	41.6 	36.2 	13.7 	-20.9 	-25.49 	-24.1 	-52.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,DE	4.53 	18.66 	13.66 	25.75 	11.6 	14 	4 	14.7 	-11.8 	35.02 	-9.3 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,DK	27.03 	-4.5 	7.65 	-33.57 	133 	23.4 	4.9 	26.1 	-67.1 	95.98 	-15.6 	-1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,EA	7.33 e	-2.74 	11.46 	: 	: 	: 	: 	: 	: 	97.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,EE	93.5 	11.66 	4.36 	35.86 	12.8 	20.1 	14.3 	-2.5 	-32.8 	203.85 	-1.6 	-35.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,EL	-5.58 e	0.53 e	34.64 e	39.57 e	-19.97 	21.58 e	2.7 	-25.4 	58.5 	44.23 	-59.1 	164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,ES	8.54 	-21.51 	-16.75 	107.47 	-18.2 	-1.4 	-6.3 	-20.7 	-33.4 	124.58 	134.7 	-1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,EU27	: u	4.5 	21.34 	3.04 e	5.83 e	17.11 	: 	: 	: 	-6.12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,EU28	: u	4.49 	21.03 	3.28 e	5.88 e	17.27 	: 	: 	: 	-6.17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,FI	37.55 	16.44 	45.95 	31.9 	-15.3 	-14 	13 	-15.6 	36.4 	-31.22 	23.8 	102.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,FR	21.47 	-1.19 	22.11 	3.79 	-6.6 	19.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,HR	13.79 	3.06 	-17.3 	44.11 	16.5 	23.6 b	1.2 	-18.8 	53.4 	-14.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,HU	-10.42 	50.23 	7.65 	62.18 	21.8 	-9 b	60.9 	-20.8 	-26.5 	100 	-46.8 	-40.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,IE	: 	-6.39 e	202.87 e	0.6 u	: 	: 	: 	: 	: 	55.62 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,IS	: 	105.82 	5.42 	126.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,IT	4.73 	2.36 	10.17 	1.74 	15.9 	11.1 	2.5 	13.9 	-3.4 	12.47 	-1.3 	72.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,LI	16.42 	-45.53 	-25.45 	217.31 	-64.9 	19.4 b	169.6 	-16.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,LT	-25.03 	53.29 	26.04 	-28.17 	40 	-3.1 b	58.6 	19.9 	-7.3 	: 	: 	37.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,LU	29.72 	-8.49 	34.33 	-14.8 	28.2 	8.2 b	2.4 	-8.1 	-21.5 	0.11 	-13.5 	1.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,LV	31.27 	-59.76 	166.4 	-9.64 	55.7 	95 b	47.8 	: 	: 	-5.56 	-41.7 	-14.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,ME	: 	-15.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,MK	376.85 	-47.99 	-32.75 	330.3 	-81.1 	569.9 	129.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,MT	13.6 e	-6.56 e	5.81 e	7.3 e	-1.5 	4.3 	-9.2 	0.1 	4.7 	1.21 	6.8 	25.8 	-11.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,NL	12.14 e	7.65 e	34.16 e	17.4 e	19.3 be	-5.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,NO	: 	12.94 	21.49 	17.07 	-5.1 	25.4 	16.8 	19.9 	-1.4 	-6.76 	3.1 	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,PL	20.03 	88.16 	5.79 	76.03 	-23 	29.5 	53.4 	74.7 	-45.8 	28.38 	12.9 	-66.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,PT	30.15 	18.58 	18.89 	12.99 	10.6 	12.8 	21.9 	-5.7 	7.6 	-35.73 	-0.5 	7.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,RO	-16.57 	68.5 	2.32 	68.05 	4.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,RS	: 	111.81 	10.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
