unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
EUR,PROF,N_GE4,DOM,OTH,EE	5.22 u	1.99 u	0.99 u	2.26 u	: u
EUR,PROF,N_GE4,DOM,OTH,EL	3.96 	5.11 	5.27 	6.45 	1.23 
EUR,PROF,N_GE4,DOM,OTH,ES	7.7 	4.8 b	18.04 	20.43 	17.91 
EUR,PROF,N_GE4,DOM,OTH,EU27	: 	13.43 	13.21 e	12.81 	12.51 
EUR,PROF,N_GE4,DOM,OTH,EU28	: 	13.33 	13.02 e	12.73 	12.43 
EUR,PROF,N_GE4,DOM,OTH,FI	8.7 	11.26 	9.88 	9.94 	11.25 
EUR,PROF,N_GE4,DOM,OTH,FR	17.46 	16.03 	16.33 	15.71 	13.98 
EUR,PROF,N_GE4,DOM,OTH,HR	4.5 	6.17 u	2.43 	6.59 	2.66 
EUR,PROF,N_GE4,DOM,OTH,HU	2.03 u	4.1 u	2.66 u	3.31 u	3.89 
EUR,PROF,N_GE4,DOM,OTH,IE	50.7 u	43.7 u	29.02 	29.23 u	38.92 u
EUR,PROF,N_GE4,DOM,OTH,IT	16.57 	14.88 	10.2 b	24.32 	24.56 
EUR,PROF,N_GE4,DOM,OTH,LT	1.04 	0.89 	1.01 	1.74 	1.45 
EUR,PROF,N_GE4,DOM,OTH,LU	: 	: u	: 	: u	: 
EUR,PROF,N_GE4,DOM,OTH,LV	: c	: u	: u	2.3 u	5.28 u
EUR,PROF,N_GE4,DOM,OTH,MT	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,OTH,NL	2.86 u	9.23 u	8.24 u	4.73 u	8.07 u
EUR,PROF,N_GE4,DOM,OTH,PL	1.76 	4.71 	2.68 b	2.25 	8.57 
EUR,PROF,N_GE4,DOM,OTH,PT	4.71 	3.97 	2.45 	2.62 	2.84 
EUR,PROF,N_GE4,DOM,OTH,RO	2.74 	2.69 	2.3 	2.05 	2.45 
EUR,PROF,N_GE4,DOM,OTH,SE	7.5 	10.42 	8.8 	: 	: 
EUR,PROF,N_GE4,DOM,OTH,SI	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,OTH,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,OTH,UK	: 	: 	: 	3.09 	2.96 
EUR,PROF,N_GE4,DOM,REST,BE	17.58 	0 u	: u	: u	: 
EUR,PROF,N_GE4,DOM,REST,BG	9.99 u	: u	: u	4.82 u	: u
EUR,PROF,N_GE4,DOM,REST,CH	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,REST,CY	: u	: u	: u	: u	: 
EUR,PROF,N_GE4,DOM,REST,CZ	8.48 u	10.5 u	9.19 u	8.25 	8.83 u
EUR,PROF,N_GE4,DOM,REST,DK	: 	: 	: b	: b	: 
EUR,PROF,N_GE4,DOM,REST,EA	: 	: 	5.42 e	6.17 	6.18 
EUR,PROF,N_GE4,DOM,REST,EE	8.66 u	4.99 u	6.81 u	5.77 u	: u
EUR,PROF,N_GE4,DOM,REST,EL	7.29 	9.41 	5.51 	6.96 	4.58 
EUR,PROF,N_GE4,DOM,REST,ES	17.9 	20.2 b	6.63 	6.1 	7.08 
EUR,PROF,N_GE4,DOM,REST,EU27	: 	5.47 	5.2 e	7.26 	6.96 
EUR,PROF,N_GE4,DOM,REST,EU28	: 	5.51 	5.2 e	7.22 	6.98 
EUR,PROF,N_GE4,DOM,REST,FI	16.79 	16.86 	11.46 	15.42 	12.89 
EUR,PROF,N_GE4,DOM,REST,FR	12.14 	12.77 	12.72 	12.66 	11.59 
EUR,PROF,N_GE4,DOM,REST,HR	11.26 	8 u	5.07 	4.67 	9 
EUR,PROF,N_GE4,DOM,REST,HU	3.97 u	1.81 u	2.45 u	1.34 u	0.93 
EUR,PROF,N_GE4,DOM,REST,IT	: 	: 	: b	: 	: 
EUR,PROF,N_GE4,DOM,REST,LT	2.36 	1.92 	1 	4.13 	1.9 
EUR,PROF,N_GE4,DOM,REST,LU	: 	: u	: 	: u	: 
EUR,PROF,N_GE4,DOM,REST,LV	: c	: u	: u	6.28 u	1.01 u
EUR,PROF,N_GE4,DOM,REST,MT	: 	: 	: b	: 	: 
EUR,PROF,N_GE4,DOM,REST,NL	19.44 u	19.19 u	17.71 u	16.62 u	40.04 u
EUR,PROF,N_GE4,DOM,REST,PL	9.54 	7.79 	8.86 b	6.68 	9.36 
EUR,PROF,N_GE4,DOM,REST,PT	9.9 	10.12 	7.94 	3.66 	3.8 
EUR,PROF,N_GE4,DOM,REST,RO	3.84 	3.56 	3.17 	3.75 	2.02 
EUR,PROF,N_GE4,DOM,REST,SI	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,REST,SK	: u	: u	: u	: u	: 
EUR,PROF,N_GE4,DOM,REST,UK	: 	: 	: 	16.67 	12.11 
EUR,PROF,N_GE4,DOM,TOTAL,AT	98.09 	73.15 	71.55 	58.15 	63.79 
EUR,PROF,N_GE4,DOM,TOTAL,BE	81.38 	107.48 u	: u	: u	34.91 u
EUR,PROF,N_GE4,DOM,TOTAL,BG	29.54 u	: u	: u	15.33 u	: u
EUR,PROF,N_GE4,DOM,TOTAL,CH	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TOTAL,CY	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TOTAL,CZ	39.65 u	53.21 u	35.01 u	30.83 	33.27 u
EUR,PROF,N_GE4,DOM,TOTAL,DE	86.7 	115.97 	83.5 	106.34 	97.18 
EUR,PROF,N_GE4,DOM,TOTAL,DK	79.22 	79.71 	: u	10.8 bu	69.22 u
EUR,PROF,N_GE4,DOM,TOTAL,EA	: 	: 	66.73 e	75.49 	67.33 
EUR,PROF,N_GE4,DOM,TOTAL,EE	31.28 u	21.45 u	30.45 u	21.45 u	: u
EUR,PROF,N_GE4,DOM,TOTAL,EL	21.72 	26.11 	19.53 	24.49 	13.3 
EUR,PROF,N_GE4,DOM,TOTAL,ES	84.9 	72.73 b	35.77 	40.6 	37.32 
EUR,PROF,N_GE4,DOM,TOTAL,EU27	: 	84 	63.15 e	69.55 	63.67 
EUR,PROF,N_GE4,DOM,TOTAL,EU28	: 	83.45 	62.33 e	69.07 	63.4 
EUR,PROF,N_GE4,DOM,TOTAL,FI	107.47 	99.77 	69.72 	93.24 	79.5 
EUR,PROF,N_GE4,DOM,TOTAL,FR	70.13 	73.82 	69.71 	70.66 	63.12 
EUR,PROF,N_GE4,DOM,TOTAL,HR	51.24 	42.35 u	17.33 	31.29 	33.12 
EUR,PROF,N_GE4,DOM,TOTAL,HU	19.81 u	17.19 u	19.94 u	20.7 u	13.63 
EUR,PROF,N_GE4,DOM,TOTAL,IE	115.1 u	88.06 u	86.18 	79.42 u	101.82 u
EUR,PROF,N_GE4,DOM,TOTAL,IT	69.98 	59.97 	41.35 b	100.98 	100.96 
EUR,PROF,N_GE4,DOM,TOTAL,LT	18.41 	21.16 	14.38 	11.22 	7.77 
EUR,PROF,N_GE4,DOM,TOTAL,LU	: 	: u	: 	: u	: 
EUR,PROF,N_GE4,DOM,TOTAL,LV	: c	: u	: u	16.74 u	11.36 u
EUR,PROF,N_GE4,DOM,TOTAL,MT	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TOTAL,NL	89.96 u	84.01 u	123.72 u	76.06 u	153.05 u
EUR,PROF,N_GE4,DOM,TOTAL,PL	32.17 	30.16 	31.27 b	34.25 	50.97 
EUR,PROF,N_GE4,DOM,TOTAL,PT	30.66 	26.05 	25.25 	11.63 	18.11 
EUR,PROF,N_GE4,DOM,TOTAL,RO	16.89 	16.78 	14.45 	15.54 	13.37 
EUR,PROF,N_GE4,DOM,TOTAL,SE	43.6 	53.72 	51.65 	: 	: 
EUR,PROF,N_GE4,DOM,TOTAL,SI	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TOTAL,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TOTAL,UK	: 	: 	: 	78.74 	66.06 
EUR,PROF,N_GE4,DOM,TRA,AT	19 	13.68 	14.4 	11.5 	12.13 
EUR,PROF,N_GE4,DOM,TRA,BE	12.23 	8.24 u	: u	: u	5.28 u
EUR,PROF,N_GE4,DOM,TRA,BG	3.68 u	: u	: u	4.05 u	: u
EUR,PROF,N_GE4,DOM,TRA,CH	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TRA,CY	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TRA,CZ	8.02 u	8.15 u	9.43 u	5.84 	6.81 u
EUR,PROF,N_GE4,DOM,TRA,DE	26.94 	49.81 	26.21 	29.24 	30 
EUR,PROF,N_GE4,DOM,TRA,DK	9.48 	20.09 	: u	3.96 bu	14.67 u
EUR,PROF,N_GE4,DOM,TRA,EA	: 	: 	17.66 e	18.05 	17.13 
EUR,PROF,N_GE4,DOM,TRA,EE	6.5 u	5.58 u	8.51 u	8.38 u	: u
EUR,PROF,N_GE4,DOM,TRA,EL	4.02 	5.49 	3.97 	5.37 	4.06 
EUR,PROF,N_GE4,DOM,TRA,ES	20.19 	19.36 b	4.89 	5.45 	5.48 
EUR,PROF,N_GE4,DOM,TRA,EU27	: 	29.27 	16.57 e	16.26 	16.32 
EUR,PROF,N_GE4,DOM,TRA,EU28	: 	28.99 	16.35 e	16.13 	16.26 
EUR,PROF,N_GE4,DOM,TRA,FI	17.45 	22.2 	13.68 	20.83 	17.82 
EUR,PROF,N_GE4,DOM,TRA,FR	14.76 	16.78 	15.75 	15.99 	14.42 
EUR,PROF,N_GE4,DOM,TRA,HR	18.19 	8.02 u	4.39 	6.41 	8.9 
EUR,PROF,N_GE4,DOM,TRA,HU	4.47 u	2.15 u	7.63 u	2.74 u	2.97 
EUR,PROF,N_GE4,DOM,TRA,IE	13.5 u	11.01 u	12.59 	10.43 u	13.62 u
EUR,PROF,N_GE4,DOM,TRA,IT	16.45 	16.31 	13.42 b	23.38 	30.5 
EUR,PROF,N_GE4,DOM,TRA,LT	2.34 	2.95 	1.56 	2.58 	2.5 
EUR,PROF,N_GE4,DOM,TRA,LU	: 	: u	: 	: u	: 
EUR,PROF,N_GE4,DOM,TRA,LV	: c	: u	: u	4.38 u	4.24 u
EUR,PROF,N_GE4,DOM,TRA,MT	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TRA,NL	15.77 u	17.07 u	13.84 u	11.83 u	29.28 u
EUR,PROF,N_GE4,DOM,TRA,PL	5.85 	6.09 	5.83 b	5.67 	14.4 
EUR,PROF,N_GE4,DOM,TRA,PT	6.03 	4.19 	4.73 	2.6 	3.99 
EUR,PROF,N_GE4,DOM,TRA,RO	3.74 	3.77 	3 	3.07 	1.49 
EUR,PROF,N_GE4,DOM,TRA,SE	7.04 	20.91 	12.6 	: 	: 
EUR,PROF,N_GE4,DOM,TRA,SI	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TRA,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,DOM,TRA,UK	: 	: 	: 	16.74 	17.7 
EUR,PROF,N_GE4,OUT,ACC,AT	105.97 	63.89 	60.94 	78.58 	61.15 
EUR,PROF,N_GE4,OUT,ACC,BE	52.19 	57.29 	50 	71.8 	23.18 
EUR,PROF,N_GE4,OUT,ACC,BG	: u	27.2 u	: u	20.41 u	24.91 u
EUR,PROF,N_GE4,OUT,ACC,CH	94.33 	97.83 	47.03 	92.69 u	81.66 u
EUR,PROF,N_GE4,OUT,ACC,CY	55.37 	45.18 	41.67 	52.89 	28.26 
EUR,PROF,N_GE4,OUT,ACC,CZ	31.45 u	39.89 u	31.92 u	37.74 u	40.02 
EUR,PROF,N_GE4,OUT,ACC,DE	66.1 	84.45 	59.9 	84.97 	81.85 
EUR,PROF,N_GE4,OUT,ACC,DK	62.55 	64.03 	98.12 b	66.52 b	61.66 
EUR,PROF,N_GE4,OUT,ACC,EA	: 	: 	49.98 e	64.89 	57.42 
EUR,PROF,N_GE4,OUT,ACC,EE	39.41 	21.58 	48.94 	18.45 	42.63 
EUR,PROF,N_GE4,OUT,ACC,EL	46.57 	25.71 	15.71 	28.09 	14.12 
EUR,PROF,N_GE4,OUT,ACC,ES	65.92 	38.81 b	11.27 	16.13 	10.34 
EUR,PROF,N_GE4,OUT,ACC,EU27	: 	60.62 	49.19 e	56.83 	51.6 
EUR,PROF,N_GE4,OUT,ACC,EU28	: 	60.25 	47.5 e	56.12 	51.35 
EUR,PROF,N_GE4,OUT,ACC,FI	59.32 	74.96 	47.28 	73.52 	55.15 
EUR,PROF,N_GE4,OUT,ACC,FR	56.67 	60.87 	47.44 	43.88 	39.53 
EUR,PROF,N_GE4,OUT,ACC,HR	18.79 	40.73 	13.38 	28.12 	28.81 
EUR,PROF,N_GE4,OUT,ACC,HU	43.75 	43.02 	34.83 	44.64 	35.23 
EUR,PROF,N_GE4,OUT,ACC,IE	76.27 	82.78 	75.68 	98.38 	85.92 
EUR,PROF,N_GE4,OUT,ACC,IT	28.32 u	53.67 u	44.69 b	63.93 u	69.52 
EUR,PROF,N_GE4,OUT,ACC,LT	40.61 	32.59 	32.59 	32.49 	25.84 
EUR,PROF,N_GE4,OUT,ACC,LU	109.2 	99.22 	92.43 	125.22 	85.76 
EUR,PROF,N_GE4,OUT,ACC,LV	45.15 u	55.89 u	25.58 u	23.1 	17.83 
EUR,PROF,N_GE4,OUT,ACC,MT	40.33 	46.42 	30.83 b	41.76 	45.83 
EUR,PROF,N_GE4,OUT,ACC,NL	76.96 	66.23 	61.72 	66.33 	59.55 
EUR,PROF,N_GE4,OUT,ACC,PL	19.16 	20.67 	25 b	21.56 	19.35 
EUR,PROF,N_GE4,OUT,ACC,PT	23.58 	18.66 	21.02 	7.64 	12.04 
EUR,PROF,N_GE4,OUT,ACC,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,ACC,SE	55.23 u	60.26 u	36.59 u	: 	: 
EUR,PROF,N_GE4,OUT,ACC,SI	69.19 	63.85 	62.52 	42.23 	54.84 
EUR,PROF,N_GE4,OUT,ACC,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,ACC,UK	: 	: 	: 	59.83 	49.21 
EUR,PROF,N_GE4,OUT,DUR,AT	1.3 	6.36 	5.49 	2.12 	3.2 
EUR,PROF,N_GE4,OUT,DUR,BE	3.03 	1.6 	5.13 	4.45 	3.97 
EUR,PROF,N_GE4,OUT,DUR,BG	: u	0 u	: u	0 u	0 u
EUR,PROF,N_GE4,OUT,DUR,CH	0.41 	7.88 	0.96 	: 	: 
EUR,PROF,N_GE4,OUT,DUR,CY	1.89 	0.19 	0.73 	7.08 	0.9 
EUR,PROF,N_GE4,OUT,DUR,CZ	0 u	0 u	0 u	0 u	6.06 
EUR,PROF,N_GE4,OUT,DUR,DE	7.04 	8.04 	3.11 	1.97 	27.15 
EUR,PROF,N_GE4,OUT,DUR,DK	2.76 	1.65 	2.84 b	3.06 b	2.65 
EUR,PROF,N_GE4,OUT,DUR,EA	: 	: 	3.03 e	2.97 	13.56 
EUR,PROF,N_GE4,OUT,DUR,EE	1.64 	1.87 	4.51 	1.05 	1.5 
EUR,PROF,N_GE4,OUT,DUR,EL	1.55 	0 	0 	2 	6.13 
EUR,PROF,N_GE4,OUT,DUR,ES	0.41 	1.21 b	0 	0.04 	14.08 
EUR,PROF,N_GE4,OUT,DUR,EU27	: 	4.38 	2.73 e	3.15 	17.36 
EUR,PROF,N_GE4,OUT,DUR,EU28	: 	4.32 	2.7 e	3.13 	17.19 
EUR,PROF,N_GE4,OUT,DUR,FI	0.87 	4.01 	0.67 	15.29 	0.67 
EUR,PROF,N_GE4,OUT,DUR,FR	9.87 	11 	10.24 	6.99 	7.61 
EUR,PROF,N_GE4,OUT,DUR,HR	1.07 	1.09 	2.08 	2.22 	2.43 
EUR,PROF,N_GE4,OUT,DUR,HU	1.63 	0.21 	1.64 	1.09 	1.31 
EUR,PROF,N_GE4,OUT,DUR,IE	1.98 	12.03 	2.36 	3.14 	3.78 
EUR,PROF,N_GE4,OUT,DUR,IT	0 u	0 u	0 b	0 u	0 
EUR,PROF,N_GE4,OUT,DUR,LT	5.46 	0.99 	0.87 	0.38 	0.35 
EUR,PROF,N_GE4,OUT,DUR,LU	0 	0 	1.75 	19.7 	8.15 
EUR,PROF,N_GE4,OUT,DUR,LV	0 u	0 u	0 u	0.05 	2.18 
EUR,PROF,N_GE4,OUT,DUR,MT	3.39 	3.17 	0.37 b	0 	0 
EUR,PROF,N_GE4,OUT,DUR,NL	0 	0 	0 	0 	0 
EUR,PROF,N_GE4,OUT,DUR,PL	0 	0.19 	0.05 b	1.35 	1.8 
EUR,PROF,N_GE4,OUT,DUR,PT	0.04 	0.04 	0.13 	0.1 	0.24 
EUR,PROF,N_GE4,OUT,DUR,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,DUR,SE	0 u	0 u	0 u	: 	: 
EUR,PROF,N_GE4,OUT,DUR,SI	0 	3.4 	0.64 	0.43 	0.79 
EUR,PROF,N_GE4,OUT,DUR,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,DUR,UK	: 	: 	: 	5.43 	44.31 
EUR,PROF,N_GE4,OUT,OTH,AT	39.52 	33.25 	39.01 	31.1 	27.34 
EUR,PROF,N_GE4,OUT,OTH,BE	5.55 	36.95 	28.75 	36.35 	20.84 
EUR,PROF,N_GE4,OUT,OTH,BG	: u	4.84 u	: u	2.08 u	3.04 u
EUR,PROF,N_GE4,OUT,OTH,CH	29.58 	16.23 	4.32 	7.79 u	8.47 u
EUR,PROF,N_GE4,OUT,OTH,CY	17.67 	14.89 	11.22 	13.8 	9.38 
EUR,PROF,N_GE4,OUT,OTH,CZ	12.76 u	10.94 u	15.88 u	11.34 u	18.53 
EUR,PROF,N_GE4,OUT,OTH,DE	21.84 	36.11 	19.42 	23.72 	22.6 
EUR,PROF,N_GE4,OUT,OTH,DK	31.76 	19.05 	32.61 b	35.22 b	30.53 
EUR,PROF,N_GE4,OUT,OTH,EA	: 	: 	20.86 e	23.8 	22.9 
EUR,PROF,N_GE4,OUT,OTH,EE	9.59 	8.54 	8.4 	5.24 	3.92 
EUR,PROF,N_GE4,OUT,OTH,EL	11.31 	9.25 	11.52 	10.85 	2.61 
EUR,PROF,N_GE4,OUT,OTH,ES	12.11 	9.63 b	21.06 	31.7 	34.57 
EUR,PROF,N_GE4,OUT,OTH,EU27	: 	25.08 	20 e	17.43 	19.36 
EUR,PROF,N_GE4,OUT,OTH,EU28	: 	24.8 	19.27 e	17.18 	19.39 
EUR,PROF,N_GE4,OUT,OTH,FI	15.26 	21.98 	19.12 	21.93 	18.74 
EUR,PROF,N_GE4,OUT,OTH,FR	23.22 	24.01 	22.5 	18.36 	17.1 
EUR,PROF,N_GE4,OUT,OTH,HR	7.49 	10.38 	4.58 	7.43 	21.87 
EUR,PROF,N_GE4,OUT,OTH,HU	29.81 	22.38 	24.52 	24.44 	21.17 
EUR,PROF,N_GE4,OUT,OTH,IE	66.88 	79.38 	60.51 	71.78 	89.38 
EUR,PROF,N_GE4,OUT,OTH,IT	19.17 u	26.84 u	16.4 b	34.13 u	29.9 
EUR,PROF,N_GE4,OUT,OTH,LT	12.98 	12.68 	18.62 	22.31 	12.9 
EUR,PROF,N_GE4,OUT,OTH,LU	10.19 	11.96 	12.73 	0 	0 
EUR,PROF,N_GE4,OUT,OTH,LV	13.23 u	19.52 u	12.39 u	14.81 	14.1 
EUR,PROF,N_GE4,OUT,OTH,MT	32.87 	36.48 	30.99 b	61.02 	68.36 
EUR,PROF,N_GE4,OUT,OTH,NL	16.7 	9.18 	9.09 	10.08 	13.36 
EUR,PROF,N_GE4,OUT,OTH,PL	8.49 	8.56 	5.47 b	2.31 	8.12 
EUR,PROF,N_GE4,OUT,OTH,PT	5.25 	7.59 	8.31 	1.91 	2.19 
EUR,PROF,N_GE4,OUT,OTH,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,OTH,SE	14.4 u	14.6 u	5.2 u	: 	: 
EUR,PROF,N_GE4,OUT,OTH,SI	14.68 	13.35 	15.54 	18.15 	17.44 
EUR,PROF,N_GE4,OUT,OTH,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,OTH,UK	: 	: 	: 	6.96 	11.12 
EUR,PROF,N_GE4,OUT,REST,BE	25.15 	0 	0 	0 	: 
EUR,PROF,N_GE4,OUT,REST,BG	: u	18.11 u	: u	9.02 u	9.27 u
EUR,PROF,N_GE4,OUT,REST,CH	44.64 	30.98 	17.66 	36.96 u	43.54 u
EUR,PROF,N_GE4,OUT,REST,CY	32.73 	30.81 	27.96 	41.82 	: 
EUR,PROF,N_GE4,OUT,REST,CZ	15.04 u	14.56 u	10.35 u	19.5 u	17.78 
EUR,PROF,N_GE4,OUT,REST,DK	: 	: 	: b	: b	: 
EUR,PROF,N_GE4,OUT,REST,EA	: 	: 	6.66 e	6.74 	4.78 
EUR,PROF,N_GE4,OUT,REST,EE	20.31 	12.15 	15.72 	7.91 	6.52 
EUR,PROF,N_GE4,OUT,REST,EL	31.54 	21.72 	12.88 	23.91 	12.09 
EUR,PROF,N_GE4,OUT,REST,ES	26.26 	21.11 b	7.81 	5.3 	5.27 
EUR,PROF,N_GE4,OUT,REST,EU27	: 	9.26 	6.99 e	5.52 	4.85 
EUR,PROF,N_GE4,OUT,REST,EU28	: 	9.47 	6.94 e	5.74 	4.93 
EUR,PROF,N_GE4,OUT,REST,FI	21.06 	28.98 	17.4 	24.37 	19.5 
EUR,PROF,N_GE4,OUT,REST,FR	25.06 	21.01 	23.89 	20.87 	17.81 
EUR,PROF,N_GE4,OUT,REST,HR	11.49 	20.52 	5.99 	14.43 	12.05 
EUR,PROF,N_GE4,OUT,REST,HU	43.24 	44.46 	37.35 	34.42 	39.47 
EUR,PROF,N_GE4,OUT,REST,IT	: 	: 	: b	: 	: 
EUR,PROF,N_GE4,OUT,REST,LT	12.45 	12.65 	9.69 	9.61 	13.06 
EUR,PROF,N_GE4,OUT,REST,LU	66.5 	55.6 	50.78 	43.22 	49.48 
EUR,PROF,N_GE4,OUT,REST,LV	8.86 u	11.13 u	4.19 u	5.58 	5.43 
EUR,PROF,N_GE4,OUT,REST,MT	: 	: 	: b	: 	: 
EUR,PROF,N_GE4,OUT,REST,NL	26.65 	23.92 	27.46 	23.38 	23.87 
EUR,PROF,N_GE4,OUT,REST,PL	13.43 	13.4 	13.45 b	6.78 	11.97 
EUR,PROF,N_GE4,OUT,REST,PT	14.89 	14.21 	11.29 	3.96 	6 
EUR,PROF,N_GE4,OUT,REST,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,REST,SI	24.89 	19.2 	17.51 	16.74 	22.19 
EUR,PROF,N_GE4,OUT,REST,SK	: u	: u	: u	: u	: 
EUR,PROF,N_GE4,OUT,REST,UK	: 	: 	: 	0 	0 
EUR,PROF,N_GE4,OUT,TOTAL,AT	229.42 	169.92 	185.74 	206.47 	172.14 
EUR,PROF,N_GE4,OUT,TOTAL,BE	154.85 	138.57 	142.62 	194.73 	65.42 
EUR,PROF,N_GE4,OUT,TOTAL,BG	: u	72.66 u	: u	44.78 u	56.75 u
EUR,PROF,N_GE4,OUT,TOTAL,CH	311.78 	331.14 	122.53 	282.26 u	323.07 u
EUR,PROF,N_GE4,OUT,TOTAL,CY	169.41 	135.25 	122.03 	164.12 	62.49 
EUR,PROF,N_GE4,OUT,TOTAL,CZ	90.6 u	96.99 u	86.62 u	91.92 u	104.94 
EUR,PROF,N_GE4,OUT,TOTAL,DE	194.81 	265.4 	175.11 	238.33 	239.61 
EUR,PROF,N_GE4,OUT,TOTAL,DK	158.81 	128.15 	235.46 b	178.19 b	148.76 
EUR,PROF,N_GE4,OUT,TOTAL,EA	: 	: 	147.82 e	186.64 	168.27 
EUR,PROF,N_GE4,OUT,TOTAL,EE	103.81 	72.01 	111.61 	48.16 	71.04 
EUR,PROF,N_GE4,OUT,TOTAL,EL	133.77 	84.37 	61.29 	90.06 	47.03 
EUR,PROF,N_GE4,OUT,TOTAL,ES	186.26 	122.49 b	44.66 	59.94 	56.12 
EUR,PROF,N_GE4,OUT,TOTAL,EU27	: 	176.14 	144.43 e	147.14 	139.66 
EUR,PROF,N_GE4,OUT,TOTAL,EU28	: 	176.06 	139.62 e	145.13 	139.16 
EUR,PROF,N_GE4,OUT,TOTAL,FI	159.98 	219.74 	146.06 	215.2 	168.44 
EUR,PROF,N_GE4,OUT,TOTAL,FR	176.78 	200.26 	166.93 	159.55 	140.66 
EUR,PROF,N_GE4,OUT,TOTAL,HR	57.09 	172.13 	42.62 	65.73 	94.62 
EUR,PROF,N_GE4,OUT,TOTAL,HU	158.47 	153.27 	130.66 	123.74 	100.52 
EUR,PROF,N_GE4,OUT,TOTAL,IE	237.49 	260.81 	241.75 	294.45 	279.13 
EUR,PROF,N_GE4,OUT,TOTAL,IT	66.93 u	111.69 u	102.92 b	153.3 u	166.34 
EUR,PROF,N_GE4,OUT,TOTAL,LT	90.18 	86.92 	88.82 	90.08 	69.74 
EUR,PROF,N_GE4,OUT,TOTAL,LU	327.68 	282.54 	246.99 	275.67 	212.36 
EUR,PROF,N_GE4,OUT,TOTAL,LV	94.57 u	107.15 u	61.22 u	58.16 	62.12 
EUR,PROF,N_GE4,OUT,TOTAL,MT	99.25 	125.72 	94.48 b	133.13 	148.91 
EUR,PROF,N_GE4,OUT,TOTAL,NL	198.11 	177.2 	159.67 	179.29 	167 
EUR,PROF,N_GE4,OUT,TOTAL,PL	61.04 	63.96 	72.29 b	39.81 	72.42 
EUR,PROF,N_GE4,OUT,TOTAL,PT	62 	50.72 	63.69 	30.95 	31.34 
EUR,PROF,N_GE4,OUT,TOTAL,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,TOTAL,SE	99.96 u	155.2 u	136.54 u	: 	: 
EUR,PROF,N_GE4,OUT,TOTAL,SI	165.81 	138.92 	143.55 	117.81 	140.81 
EUR,PROF,N_GE4,OUT,TOTAL,SK	: u	: u	: u	: u	: u
EUR,PROF,N_GE4,OUT,TOTAL,UK	: 	: 	: 	108.13 	78.45 
EUR,PROF,N_GE4,OUT,TRA,AT	83.93 	72.78 	85.79 	96.79 	83.65 
EUR,PROF,N_GE4,OUT,TRA,BE	71.96 	44.33 	63.87 	86.58 	21.39 
EUR,PROF,N_GE4,OUT,TRA,BG	: u	22.52 u	: u	13.27 u	19.53 u
EUR,PROF,N_GE4,OUT,TRA,CH	143.23 	186.1 	53.51 	144.82 u	189.4 u
EUR,PROF,N_GE4,OUT,TRA,CY	63.63 	44.37 	41.18 	55.61 	24.85 
EUR,PROF,N_GE4,OUT,TRA,CZ	31.34 u	31.6 u	28.47 u	23.34 u	28.62 
EUR,PROF,N_GE4,OUT,TRA,DE	106.87 	144.84 	95.79 	129.64 	135.15 
EUR,PROF,N_GE4,OUT,TRA,DK	64.49 	45.07 	104.73 b	76.45 b	56.57 
EUR,PROF,N_GE4,OUT,TRA,EA	: 	: 	70.31 e	91.2 	83.16 
EUR,PROF,N_GE4,OUT,TRA,EE	34.5 	29.74 	38.55 	16.56 	17.97 
EUR,PROF,N_GE4,OUT,TRA,EL	44.35 	27.69 	21.17 	27.21 	18.21 
EUR,PROF,N_GE4,OUT,TRA,ES	81.97 	52.94 b	4.51 	6.81 	5.95 
EUR,PROF,N_GE4,OUT,TRA,EU27	: 	81.18 	68.25 e	67.35 	63.84 
EUR,PROF,N_GE4,OUT,TRA,EU28	: 	81.55 	65.9 e	66.08 	63.49 
EUR,PROF,N_GE4,OUT,TRA,FI	64.34 	93.83 	62.25 	95.37 	75.06 
