unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
NAC,PROF,N1-3,OUT,TOTAL,LU	407.93 	383.5 	410.61 	357.37 	330.87 
NAC,PROF,N1-3,OUT,TOTAL,LV	172.27 	208.21 	160.23 	161.6 	80.03 
NAC,PROF,N1-3,OUT,TOTAL,MT	266.67 	340.97 	304.66 b	350.3 	338.52 
NAC,PROF,N1-3,OUT,TOTAL,NL	315.13 	247.91 	336.15 	374.21 	335.72 
NAC,PROF,N1-3,OUT,TOTAL,PL	927.6 	791.15 	870.66 b	802.44 	1225.28 
NAC,PROF,N1-3,OUT,TOTAL,PT	159.55 	127.46 	148.28 	80.53 	55.29 
NAC,PROF,N1-3,OUT,TOTAL,RO	: 	: 	: u	: 	: 
NAC,PROF,N1-3,OUT,TOTAL,SE	2616.57 u	4967.52 	2464.1 	: 	: 
NAC,PROF,N1-3,OUT,TOTAL,SI	219.51 	210.85 	238.68 	238.4 	250.87 
NAC,PROF,N1-3,OUT,TOTAL,SK	: u	: u	: u	: u	179.41 u
NAC,PROF,N1-3,OUT,TOTAL,UK	: 	: 	: 	204.48 	127.47 
NAC,PROF,N1-3,OUT,TRA,AT	165.28 	170.06 	183.66 	179.13 	155.7 
NAC,PROF,N1-3,OUT,TRA,BE	148.34 	108.81 	110.83 	155.54 	120.02 
NAC,PROF,N1-3,OUT,TRA,BG	150.9 u	: u	: u	89.43 u	: u
NAC,PROF,N1-3,OUT,TRA,CH	161.58 	246.15 	142.88 	346.65 u	244.71 
NAC,PROF,N1-3,OUT,TRA,CY	147.31 	138.86 	143.62 	140.87 	142.41 
NAC,PROF,N1-3,OUT,TRA,CZ	1799.75 	1361.25 	1194.01 	1672.09 	1485.43 
NAC,PROF,N1-3,OUT,TRA,DE	264.89 	220.31 	251.17 	216.5 	289.35 
NAC,PROF,N1-3,OUT,TRA,DK	886.88 	1359.93 	1379.38 b	1999.79 b	1843.09 
NAC,PROF,N1-3,OUT,TRA,EE	122.37 	95.13 	50.15 	72.49 	69.48 
NAC,PROF,N1-3,OUT,TRA,EL	94.1 u	89.27 	134.19 u	118.6 	117.9 u
NAC,PROF,N1-3,OUT,TRA,ES	169 	106.85 b	10.78 	5.3 	1.65 
NAC,PROF,N1-3,OUT,TRA,EU28	: 	: 	: 	: 	319.3 
NAC,PROF,N1-3,OUT,TRA,FI	191.3 	199.03 	187.86 	200.04 	215.08 
NAC,PROF,N1-3,OUT,TRA,FR	211.65 	272.69 	213.82 	205.48 	197.42 
NAC,PROF,N1-3,OUT,TRA,HR	1039.6 	687.01 	741.02 	572.7 	520.18 
NAC,PROF,N1-3,OUT,TRA,HU	12407.94 	12550.2 	9590.73 	3123.95 	1141.41 
NAC,PROF,N1-3,OUT,TRA,IE	144 	149.52 	148.92 	142.6 	142.35 
NAC,PROF,N1-3,OUT,TRA,IT	221.13 u	270.07 u	112.65 bu	128.12 	147.52 
NAC,PROF,N1-3,OUT,TRA,LT	40.62 	46.09 	55.58 	170.26 	137.83 
NAC,PROF,N1-3,OUT,TRA,LU	166.49 	171.55 	178.91 	172.47 	153.61 
NAC,PROF,N1-3,OUT,TRA,LV	62.02 	73.2 	62.97 	55.33 	36.56 
NAC,PROF,N1-3,OUT,TRA,MT	82.6 	135.87 	117.55 b	137.36 	139.93 
NAC,PROF,N1-3,OUT,TRA,NL	144.3 	114.96 	168.68 	186.85 	144.97 
NAC,PROF,N1-3,OUT,TRA,PL	357.65 	311.52 	349.53 b	349.88 	666.15 
NAC,PROF,N1-3,OUT,TRA,PT	82.35 	56.72 	71.6 	55.01 	26.85 
NAC,PROF,N1-3,OUT,TRA,RO	: 	: 	: u	: 	: 
NAC,PROF,N1-3,OUT,TRA,SE	1072.77 u	3249.8 	1557.18 	: 	: 
NAC,PROF,N1-3,OUT,TRA,SI	104.13 	98.02 	118.68 	113.25 	129.7 
NAC,PROF,N1-3,OUT,TRA,SK	: u	: u	: u	: u	67.56 u
NAC,PROF,N1-3,OUT,TRA,UK	: 	: 	: 	82.35 	28.07 
NAC,PROF,N1-3,WORLD,ACC,AT	101.48 	100.9 	99.45 	102.29 	129.15 
NAC,PROF,N1-3,WORLD,ACC,BE	102.79 	80.91 	91.65 	109.13 	68 
NAC,PROF,N1-3,WORLD,ACC,BG	61.81 	48.81 	42.03 	44.42 	49.22 
NAC,PROF,N1-3,WORLD,ACC,CH	118.47 	133.7 	140.33 	192.9 	154.07 
NAC,PROF,N1-3,WORLD,ACC,CY	86.88 	84.72 	80.17 	90.32 	90.18 
NAC,PROF,N1-3,WORLD,ACC,CZ	976.57 	825.97 	735.02 	706.97 	797.62 
NAC,PROF,N1-3,WORLD,ACC,DE	85.28 	88.38 	82.38 	91.48 	87.4 
NAC,PROF,N1-3,WORLD,ACC,DK	1073.76 	1042.61 	958.87 b	818.8 b	1092.5 
NAC,PROF,N1-3,WORLD,ACC,EE	50.5 	42.64 	58.01 	64.93 	62.54 
NAC,PROF,N1-3,WORLD,ACC,EL	30.19 	29.98 	36.2 	37.16 	31.96 
NAC,PROF,N1-3,WORLD,ACC,ES	73.03 	57.54 b	23.3 	24.37 	10.83 
NAC,PROF,N1-3,WORLD,ACC,EU28	: 	: 	: 	: 	161.47 
NAC,PROF,N1-3,WORLD,ACC,FI	87.18 	88.16 	88.19 	85.74 	90.2 
NAC,PROF,N1-3,WORLD,ACC,FR	65.88 	61.2 	58.51 	58.77 	58.54 
NAC,PROF,N1-3,WORLD,ACC,HR	528.71 	492.94 	385.88 	318.96 	256.4 
NAC,PROF,N1-3,WORLD,ACC,HU	12527.24 	11471.46 	9464.67 	10961.55 	9803.57 
NAC,PROF,N1-3,WORLD,ACC,IE	103.31 	107.66 	93.93 	87.9 	88.49 
NAC,PROF,N1-3,WORLD,ACC,IT	62.96 	58.83 	36.25 b	63.6 	70.53 
NAC,PROF,N1-3,WORLD,ACC,LT	37.02 	33.8 	28.29 	80.18 	46.7 
NAC,PROF,N1-3,WORLD,ACC,LU	142.15 	127.47 	129.96 	130.94 	119.45 
NAC,PROF,N1-3,WORLD,ACC,LV	61.57 	51.54 	57.92 	56.29 	16.13 
NAC,PROF,N1-3,WORLD,ACC,MT	80.93 	104.27 	90.49 b	88.17 	78.09 
NAC,PROF,N1-3,WORLD,ACC,NL	103.85 	82.57 	93.14 	104.13 	104.53 
NAC,PROF,N1-3,WORLD,ACC,PL	180.8 	167.34 	173.32 b	172.24 	169.74 
NAC,PROF,N1-3,WORLD,ACC,PT	23.6 	17.59 	23.1 	10.57 	19.28 
NAC,PROF,N1-3,WORLD,ACC,RO	26.54 	22.6 	22.03 	5.95 	44.68 u
NAC,PROF,N1-3,WORLD,ACC,SE	1138.68 	893.08 	827.35 	: 	: 
NAC,PROF,N1-3,WORLD,ACC,SI	71.16 	68.15 	71.18 	64.45 	70.62 
NAC,PROF,N1-3,WORLD,ACC,SK	34.4 u	30.43 u	37.46 u	22.62 bu	29.37 
NAC,PROF,N1-3,WORLD,ACC,UK	: 	: 	: 	73.63 	67.35 
NAC,PROF,N1-3,WORLD,DUR,AT	8.31 	5.77 	7.19 	11.28 	2.47 
NAC,PROF,N1-3,WORLD,DUR,BE	3.03 	2.15 	3.82 	2.64 	7.5 
NAC,PROF,N1-3,WORLD,DUR,BG	0 	0 	0 	0 	0 
NAC,PROF,N1-3,WORLD,DUR,CH	0 	0 	0 	: 	: 
NAC,PROF,N1-3,WORLD,DUR,CY	0 	0 	0 	0 	1.19 
NAC,PROF,N1-3,WORLD,DUR,CZ	12.63 	21.86 	0 	0 	0 
NAC,PROF,N1-3,WORLD,DUR,DE	3.5 	3.5 	7.62 	2.22 	17.95 
NAC,PROF,N1-3,WORLD,DUR,DK	17.54 	25.46 	27.85 b	35.8 b	32.75 
NAC,PROF,N1-3,WORLD,DUR,EE	1.11 	0.22 	4.24 	3.28 	0.27 
NAC,PROF,N1-3,WORLD,DUR,EL	0.86 	1.11 	0 	0 	17.48 
NAC,PROF,N1-3,WORLD,DUR,ES	0.34 	8.34 b	0 	0.06 	11.66 
NAC,PROF,N1-3,WORLD,DUR,EU28	: 	: 	: 	: 	20.24 
NAC,PROF,N1-3,WORLD,DUR,FI	2.64 	0.73 	12.39 	1.48 	3.61 
NAC,PROF,N1-3,WORLD,DUR,FR	4.01 	1.82 	1.98 	1.98 	2.71 
NAC,PROF,N1-3,WORLD,DUR,HR	7.87 	0 	0 	4.87 	8.41 
NAC,PROF,N1-3,WORLD,DUR,HU	629.87 	752.06 	588.26 	193.21 	1488.65 
NAC,PROF,N1-3,WORLD,DUR,IE	4.96 	2.6 	2.73 	3.68 	7.81 
NAC,PROF,N1-3,WORLD,DUR,IT	2.72 	7.66 	26.94 b	0 	0.37 
NAC,PROF,N1-3,WORLD,DUR,LT	1.56 	0.64 	0.59 	0.55 	2.09 
NAC,PROF,N1-3,WORLD,DUR,LU	0.56 	0.37 	3.58 	20.3 	11.92 
NAC,PROF,N1-3,WORLD,DUR,LV	0 	0 	1.02 	0.17 	0.1 
NAC,PROF,N1-3,WORLD,DUR,MT	58.78 	8.01 	3.6 b	0 	0 
NAC,PROF,N1-3,WORLD,DUR,NL	0 	0 	0 	0 	0 
NAC,PROF,N1-3,WORLD,DUR,PL	0 	21.86 	7.25 b	108.53 	13.63 
NAC,PROF,N1-3,WORLD,DUR,PT	0.05 	0.07 	0 	0 	0 
NAC,PROF,N1-3,WORLD,DUR,RO	0 	0.33 	0 	0.49 	0 u
NAC,PROF,N1-3,WORLD,DUR,SE	38.8 	7.89 	16.92 	: 	: 
NAC,PROF,N1-3,WORLD,DUR,SI	0 	4.02 	0.81 	0.52 	0.89 
NAC,PROF,N1-3,WORLD,DUR,SK	0 u	0 u	0.61 u	0.77 bu	0.52 
NAC,PROF,N1-3,WORLD,DUR,UK	: 	: 	: 	6.2 	18.26 
NAC,PROF,N1-3,WORLD,OTH,AT	55.27 	55.77 	60.35 	45.89 	40.13 
NAC,PROF,N1-3,WORLD,OTH,BE	15.08 	55.47 	51.29 	55.98 	44.31 
NAC,PROF,N1-3,WORLD,OTH,BG	27.41 	4.37 	3.18 	7.2 	14.73 
NAC,PROF,N1-3,WORLD,OTH,CH	47.11 	40.12 	28.8 	42.73 	11.67 
NAC,PROF,N1-3,WORLD,OTH,CY	40.63 	23.16 	17.71 	15.48 	28.74 
NAC,PROF,N1-3,WORLD,OTH,CZ	404.45 	312.08 	302.96 	359.07 	396.35 
NAC,PROF,N1-3,WORLD,OTH,DE	31.95 	30.63 	30.61 	35.67 	30.14 
NAC,PROF,N1-3,WORLD,OTH,DK	201.59 	288.27 	320.26 b	411.74 b	376.63 
NAC,PROF,N1-3,WORLD,OTH,EE	15.02 	10.85 	5.62 	7.85 	6.86 
NAC,PROF,N1-3,WORLD,OTH,EL	10.13 	13.14 	10.7 	12.68 	7.99 
NAC,PROF,N1-3,WORLD,OTH,ES	11.74 	7.48 b	36.16 	43.23 	49.84 
NAC,PROF,N1-3,WORLD,OTH,EU28	: 	: 	: 	: 	116.36 
NAC,PROF,N1-3,WORLD,OTH,FI	22.7 	23.41 	25.34 	24.2 	24.97 
NAC,PROF,N1-3,WORLD,OTH,FR	37.2 	35.16 	32.49 	33.43 	34.14 
NAC,PROF,N1-3,WORLD,OTH,HR	121.28 	123.8 	105.3 	193.44 	75.69 
NAC,PROF,N1-3,WORLD,OTH,HU	11471.71 	10526.5 	8758.22 	10282.87 	11896.98 
NAC,PROF,N1-3,WORLD,OTH,IE	79.1 	77.02 	69.28 	76.27 	61.69 
NAC,PROF,N1-3,WORLD,OTH,IT	35.07 	34.19 	22.21 b	42.71 	41.35 
NAC,PROF,N1-3,WORLD,OTH,LT	11.1 	11.33 	15.95 	51.45 	53.23 
NAC,PROF,N1-3,WORLD,OTH,LU	16.03 	13.23 	30.16 	0 	0 
NAC,PROF,N1-3,WORLD,OTH,LV	17.65 	21.34 	17.32 	14.66 	13.19 
NAC,PROF,N1-3,WORLD,OTH,MT	92.56 	96.27 	90.46 b	109.43 	109.3 
NAC,PROF,N1-3,WORLD,OTH,NL	16.87 	12.94 	17.96 	17.5 	18.53 
NAC,PROF,N1-3,WORLD,OTH,PL	41.44 	40.28 	40.94 b	27.78 	73.41 
NAC,PROF,N1-3,WORLD,OTH,PT	5.81 	7.63 	5.68 	9.9 	4.09 
NAC,PROF,N1-3,WORLD,OTH,RO	46.46 	57.59 	68.62 	53.75 	75.1 u
NAC,PROF,N1-3,WORLD,OTH,SE	346.26 	385.8 	241.89 	: 	: 
NAC,PROF,N1-3,WORLD,OTH,SI	21.15 	11.32 	18.19 	21.12 	18.67 
NAC,PROF,N1-3,WORLD,OTH,SK	9.75 u	3.6 u	14.97 u	9.86 bu	38.24 
NAC,PROF,N1-3,WORLD,OTH,UK	: 	: 	: 	6.03 	8 
NAC,PROF,N1-3,WORLD,REST,BE	44.13 	0 	0 	0 	: 
NAC,PROF,N1-3,WORLD,REST,BG	43.81 	36.19 	37.16 	32.29 	37.86 
NAC,PROF,N1-3,WORLD,REST,CH	67.28 	64.98 	53.93 	118.19 	75.74 
NAC,PROF,N1-3,WORLD,REST,CY	44.24 	62.23 	53.37 	59.65 	: 
NAC,PROF,N1-3,WORLD,REST,CZ	455.27 	437.04 	378.71 	418.15 	436.9 
NAC,PROF,N1-3,WORLD,REST,DK	: 	: 	: b	: b	: 
NAC,PROF,N1-3,WORLD,REST,EE	24.54 	20.22 	16.45 	16.48 	14 
NAC,PROF,N1-3,WORLD,REST,EL	29.98 	32.3 	32.61 	32.71 	28.48 
NAC,PROF,N1-3,WORLD,REST,ES	42.93 	33.73 b	13 	5.95 	5.87 
NAC,PROF,N1-3,WORLD,REST,FI	35.41 	37.49 	37.05 	36.09 	39.46 
NAC,PROF,N1-3,WORLD,REST,FR	33.93 	32.2 	30.35 	30.98 	31.01 
NAC,PROF,N1-3,WORLD,REST,HR	277.19 	216.56 	184.55 	140.2 	127.22 
NAC,PROF,N1-3,WORLD,REST,HU	9884.65 	8790.67 	7076.19 	5565.42 	6305.72 
NAC,PROF,N1-3,WORLD,REST,IT	: 	: 	: b	: 	: 
NAC,PROF,N1-3,WORLD,REST,LT	10.57 	8.27 	6.33 	39.99 	46.26 
NAC,PROF,N1-3,WORLD,REST,LU	83.25 	71.2 	71.7 	53.41 	57.35 
NAC,PROF,N1-3,WORLD,REST,LV	13.39 	13.83 	13.3 	19.75 	7.01 
NAC,PROF,N1-3,WORLD,REST,MT	: 	: 	: b	: 	: 
NAC,PROF,N1-3,WORLD,REST,NL	42.28 	30.46 	36.93 	44.07 	41.5 
NAC,PROF,N1-3,WORLD,REST,PL	111.79 	98.1 	96.15 b	86.16 	108.76 
NAC,PROF,N1-3,WORLD,REST,PT	19.01 	16.59 	14.48 	5.61 	5.69 
NAC,PROF,N1-3,WORLD,REST,RO	25.35 	21.32 	25.25 	15.32 	17.68 u
NAC,PROF,N1-3,WORLD,REST,SI	24.64 	31.05 	28.64 	25.97 	28.59 
NAC,PROF,N1-3,WORLD,REST,SK	19.47 u	22.23 u	17.67 u	13.98 bu	: 
NAC,PROF,N1-3,WORLD,REST,UK	: 	: 	: 	16.43 	17.54 
NAC,PROF,N1-3,WORLD,TOTAL,AT	265.51 	269.56 	279.76 	265.47 	262.59 
NAC,PROF,N1-3,WORLD,TOTAL,BE	299.2 	234.83 	249.22 	309.03 	214.75 
NAC,PROF,N1-3,WORLD,TOTAL,BG	201.67 	142.84 	140.32 	130.18 	173.68 
NAC,PROF,N1-3,WORLD,TOTAL,CH	361.65 	416.59 	350.2 	589.74 	435.22 
NAC,PROF,N1-3,WORLD,TOTAL,CY	309.9 	293.38 	277.32 	277.65 	242.82 
NAC,PROF,N1-3,WORLD,TOTAL,CZ	2819.67 	2453.25 	2238.05 	2326.3 	2494.2 
NAC,PROF,N1-3,WORLD,TOTAL,DE	230.25 	234.43 	227.25 	246.49 	254.72 
NAC,PROF,N1-3,WORLD,TOTAL,DK	1864.8 	2188.05 	2306.93 b	2452.25 b	2798.24 
NAC,PROF,N1-3,WORLD,TOTAL,EE	161.5 	132.05 	117.72 	143.64 	136.96 
NAC,PROF,N1-3,WORLD,TOTAL,EL	119.04 	120.34 	139.62 	151.79 	122.6 
NAC,PROF,N1-3,WORLD,TOTAL,ES	215.83 	162.12 b	81.31 	83.78 	74.17 
NAC,PROF,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	484.91 
NAC,PROF,N1-3,WORLD,TOTAL,FI	251.26 	259.41 	260.78 	251.68 	275 
NAC,PROF,N1-3,WORLD,TOTAL,FR	225.84 	228.03 	211.13 	207.35 	204.44 
NAC,PROF,N1-3,WORLD,TOTAL,HR	1670.66 	1359.86 	1168.07 	994 	778.53 
NAC,PROF,N1-3,WORLD,TOTAL,HU	43864 	39817.28 	32162.32 	30362.15 	30720.36 
NAC,PROF,N1-3,WORLD,TOTAL,IE	283.38 	295.24 	266.65 	267.06 	251.71 
NAC,PROF,N1-3,WORLD,TOTAL,IT	196.98 	203.81 	110.88 b	205.49 	207.14 
NAC,PROF,N1-3,WORLD,TOTAL,LT	82.31 	78.9 	76.83 	259.49 	214.1 
NAC,PROF,N1-3,WORLD,TOTAL,LU	407.85 	382.87 	410.21 	356.28 	328.48 
NAC,PROF,N1-3,WORLD,TOTAL,LV	143.91 	133.4 	139.01 	133.53 	64.01 
NAC,PROF,N1-3,WORLD,TOTAL,MT	249.99 	332.3 	291.88 b	321.74 	317.31 
NAC,PROF,N1-3,WORLD,TOTAL,NL	266.67 	203.8 	258.09 	278.91 	257.55 
NAC,PROF,N1-3,WORLD,TOTAL,PL	500.32 	461.24 	474.16 b	442.65 	668.92 
NAC,PROF,N1-3,WORLD,TOTAL,PT	89.15 	68.72 	77 	49.85 	46.63 
NAC,PROF,N1-3,WORLD,TOTAL,RO	136.83 	149.17 	176.52 	120.45 	170.61 u
NAC,PROF,N1-3,WORLD,TOTAL,SE	1961.69 	2330.28 	1596.14 	: 	: 
NAC,PROF,N1-3,WORLD,TOTAL,SI	206.26 	199.03 	219.01 	200.56 	230.13 
NAC,PROF,N1-3,WORLD,TOTAL,SK	99.94 u	78.44 u	101.85 u	71.04 bu	103.58 
NAC,PROF,N1-3,WORLD,TOTAL,UK	: 	: 	: 	147.75 	135.08 
NAC,PROF,N1-3,WORLD,TRA,AT	108.76 	112.89 	119.96 	117.29 	93.31 
NAC,PROF,N1-3,WORLD,TRA,BE	137.19 	98.45 	106.28 	143.92 	102.44 
NAC,PROF,N1-3,WORLD,TRA,BG	68.65 	53.47 	57.95 	46.27 	71.87 
NAC,PROF,N1-3,WORLD,TRA,CH	128.8 	177.79 	127.14 	235.92 	193.73 
NAC,PROF,N1-3,WORLD,TRA,CY	138.15 	123.27 	126.07 	112.2 	123.9 
NAC,PROF,N1-3,WORLD,TRA,CZ	983.38 	878.17 	821.36 	842.12 	863.33 
NAC,PROF,N1-3,WORLD,TRA,DE	113.02 	115.42 	114.26 	119.33 	137.18 
NAC,PROF,N1-3,WORLD,TRA,DK	589.45 	857.18 	1027.8 b	1221.71 b	1329.11 
NAC,PROF,N1-3,WORLD,TRA,EE	71.44 	58.34 	37.64 	54.38 	53.57 
NAC,PROF,N1-3,WORLD,TRA,EL	48.75 	44.92 	60.1 	69.24 	54.18 
NAC,PROF,N1-3,WORLD,TRA,ES	88.13 	63.37 b	8.85 	10.23 	7.63 
NAC,PROF,N1-3,WORLD,TRA,EU28	: 	: 	: 	: 	147.53 
NAC,PROF,N1-3,WORLD,TRA,FI	105.97 	110.34 	110.2 	105.66 	120.36 
NAC,PROF,N1-3,WORLD,TRA,FR	88.83 	99.46 	89.78 	84.17 	80.76 
NAC,PROF,N1-3,WORLD,TRA,HR	743.48 	526.57 	492.35 	341.43 	319.21 
NAC,PROF,N1-3,WORLD,TRA,HU	9980.4 	9028.65 	6863.24 	3552.31 	2714.09 
NAC,PROF,N1-3,WORLD,TRA,IE	100.97 	110.56 	103.45 	102.89 	101.53 
NAC,PROF,N1-3,WORLD,TRA,IT	98.95 	110.79 	52.41 b	99.18 	95.27 
NAC,PROF,N1-3,WORLD,TRA,LT	23.63 	25.5 	26.27 	87.87 	67.92 
NAC,PROF,N1-3,WORLD,TRA,LU	166.41 	170.96 	178.4 	171.92 	151.68 
NAC,PROF,N1-3,WORLD,TRA,LV	51.29 	46.69 	50.47 	42.82 	27.68 
NAC,PROF,N1-3,WORLD,TRA,MT	76.5 	131.76 	110.93 b	124.14 	129.92 
NAC,PROF,N1-3,WORLD,TRA,NL	103.67 	77.83 	110.06 	113.21 	92.99 
NAC,PROF,N1-3,WORLD,TRA,PL	166.29 	155.51 	163.76 b	156.47 	317.01 
NAC,PROF,N1-3,WORLD,TRA,PT	40.73 	26.9 	33.75 	23.77 	17.57 
NAC,PROF,N1-3,WORLD,TRA,RO	38.48 	47.66 	60.62 	45.43 	33.13 u
NAC,PROF,N1-3,WORLD,TRA,SE	476.63 	1051.43 	526.81 	: 	: 
NAC,PROF,N1-3,WORLD,TRA,SI	89.32 	88.51 	101 	89.02 	112.25 
NAC,PROF,N1-3,WORLD,TRA,SK	36.32 u	22.18 u	31.74 u	24.58 bu	35.97 
NAC,PROF,N1-3,WORLD,TRA,UK	: 	: 	: 	51.66 	42.19 
NAC,PROF,N_GE1,DOM,ACC,AT	75.94 	62.94 	60.8 	71.64 	86.76 
NAC,PROF,N_GE1,DOM,ACC,BE	73.18 	46.94 	36.48 	48.06 	21.04 
NAC,PROF,N_GE1,DOM,ACC,BG	28.87 	28.23 	32.02 	18.16 	26.51 
NAC,PROF,N_GE1,DOM,ACC,CH	98.5 	122.91 	97.78 u	203.11 u	113.9 u
NAC,PROF,N_GE1,DOM,ACC,CY	42.33 u	34.45 u	31.99 u	43.48 	23.55 
NAC,PROF,N_GE1,DOM,ACC,CZ	659.23 	777.87 	510.01 	450.56 	521.13 
NAC,PROF,N_GE1,DOM,ACC,DE	62.17 	62.3 	58.9 	73.52 	68.96 
NAC,PROF,N_GE1,DOM,ACC,DK	774.43 	669.05 	721.29 b	267.38 b	623.14 
NAC,PROF,N_GE1,DOM,ACC,EE	17.25 	16.1 	18.16 	15.82 	12.84 
NAC,PROF,N_GE1,DOM,ACC,EL	8.26 	9.3 	7.08 	9.36 	5.58 
NAC,PROF,N_GE1,DOM,ACC,ES	50.2 	40.76 b	11.62 	13.61 	8.23 
NAC,PROF,N_GE1,DOM,ACC,EU28	: 	: 	: 	: 	69.42 
NAC,PROF,N_GE1,DOM,ACC,FI	76.06 	70.67 	66.42 	69.22 	66.37 
NAC,PROF,N_GE1,DOM,ACC,FR	38.6 	38.32 	34.81 	36.69 	34.48 
NAC,PROF,N_GE1,DOM,ACC,HR	231.2 	200.93 	104.42 	164.3 	148.77 
NAC,PROF,N_GE1,DOM,ACC,HU	5225.65 	5203.95 	4364.27 	5751.58 	2420 
NAC,PROF,N_GE1,DOM,ACC,IE	62.53 	65.58 	57.43 	61.18 	57.63 
NAC,PROF,N_GE1,DOM,ACC,IT	47.91 	41.59 	26.23 b	57.75 	59.12 
NAC,PROF,N_GE1,DOM,ACC,LT	25.35 	24.83 	20.25 	38.3 	6.28 
NAC,PROF,N_GE1,DOM,ACC,LU	: u	: u	: u	: u	: u
NAC,PROF,N_GE1,DOM,ACC,LV	14.32 u	10.72 u	19.72 u	10.99 	4.27 
NAC,PROF,N_GE1,DOM,ACC,MT	21.84 u	10.05 u	: u	: u	: u
NAC,PROF,N_GE1,DOM,ACC,NL	76.65 	67.91 	79.87 	79.11 	86.27 
NAC,PROF,N_GE1,DOM,ACC,PL	91.3 	73.39 	81.06 b	112.03 	95.93 
NAC,PROF,N_GE1,DOM,ACC,PT	14.03 	10.24 	12.59 	4.48 	11.94 
NAC,PROF,N_GE1,DOM,ACC,RO	28.95 	29.63 	26.08 	28.7 	33.18 
NAC,PROF,N_GE1,DOM,ACC,SE	797.2 	591.32 	595.88 	: 	: 
NAC,PROF,N_GE1,DOM,ACC,SI	60.26 	45.56 	60.45 	39.15 	50.48 
NAC,PROF,N_GE1,DOM,ACC,SK	18.49 u	31.7 u	: u	19.06 bu	23.76 
NAC,PROF,N_GE1,DOM,ACC,UK	: 	: 	: 	51.91 	46.35 
NAC,PROF,N_GE1,DOM,DUR,AT	3.73 	0.61 	0.39 	0.97 	0.49 
NAC,PROF,N_GE1,DOM,DUR,BE	0.77 	0.86 	1.46 	0.37 	4.5 
NAC,PROF,N_GE1,DOM,DUR,BG	0 	0 	0 	0 	0 
NAC,PROF,N_GE1,DOM,DUR,CH	0 	0 	0 u	: 	: 
NAC,PROF,N_GE1,DOM,DUR,CY	0 u	0 u	0 u	0 	0 
NAC,PROF,N_GE1,DOM,DUR,CZ	0 	23.45 	0 	0 	0 
NAC,PROF,N_GE1,DOM,DUR,DE	3.32 	1.93 	1.04 	1.53 	14.8 
NAC,PROF,N_GE1,DOM,DUR,DK	8.3 	11.7 	15.03 b	11.19 b	18.54 
NAC,PROF,N_GE1,DOM,DUR,EE	0.27 	0.15 	1.79 	0.53 	0.7 
NAC,PROF,N_GE1,DOM,DUR,EL	0.26 	0 	0.24 	0.31 	5.96 
NAC,PROF,N_GE1,DOM,DUR,ES	0.18 	2.82 b	0 	0.02 	5.41 
NAC,PROF,N_GE1,DOM,DUR,EU28	: 	: 	: 	: 	6.37 
NAC,PROF,N_GE1,DOM,DUR,FI	2.64 	0.75 	12.32 	0.83 	4.22 
NAC,PROF,N_GE1,DOM,DUR,FR	2.32 	1.79 	1.85 	1.84 	1.82 
NAC,PROF,N_GE1,DOM,DUR,HR	0 	0 	1.69 	0.23 	3.58 
NAC,PROF,N_GE1,DOM,DUR,HU	0 	149.1 	713.72 	0 	20.82 
NAC,PROF,N_GE1,DOM,DUR,IE	2.2 	1.94 	1.12 	1.21 	3.32 
NAC,PROF,N_GE1,DOM,DUR,IT	2.82 	4.35 	17.32 b	0 	0 
NAC,PROF,N_GE1,DOM,DUR,LT	0.13 	0 	0 	0.68 	0.26 
NAC,PROF,N_GE1,DOM,DUR,LU	: u	: u	: u	: u	: u
NAC,PROF,N_GE1,DOM,DUR,LV	0 u	0 u	0 u	0.42 	0 
NAC,PROF,N_GE1,DOM,DUR,MT	0 u	0 u	: u	: u	: u
NAC,PROF,N_GE1,DOM,DUR,NL	0 	0 	0 	0 	0 
NAC,PROF,N_GE1,DOM,DUR,PL	0 	0 	1.5 b	4.03 	9.66 
NAC,PROF,N_GE1,DOM,DUR,PT	0.25 	0.06 	0.03 	0.02 	0.74 
NAC,PROF,N_GE1,DOM,DUR,RO	0.01 	0.23 	0.01 	0.13 	0 
NAC,PROF,N_GE1,DOM,DUR,SE	28.85 	7.59 	11.73 	: 	: 
NAC,PROF,N_GE1,DOM,DUR,SI	0 	0 	0 	0 	0 
NAC,PROF,N_GE1,DOM,DUR,SK	0 u	0 u	: u	0.59 bu	0.46 
NAC,PROF,N_GE1,DOM,DUR,UK	: 	: 	: 	4.29 	3.73 
NAC,PROF,N_GE1,DOM,OTH,AT	43.32 	34.71 	41.83 	29.59 	25.64 
NAC,PROF,N_GE1,DOM,OTH,BE	10.95 	50.84 	21.39 	33.39 	19.16 
NAC,PROF,N_GE1,DOM,OTH,BG	7.97 	3.4 	1.12 	1.29 	3.88 
NAC,PROF,N_GE1,DOM,OTH,CH	34.37 	14.67 	24.01 u	83.01 u	1.96 u
NAC,PROF,N_GE1,DOM,OTH,CY	14.99 u	3.77 u	6.51 u	3.52 	4.61 
NAC,PROF,N_GE1,DOM,OTH,CZ	241.35 	179.03 	185.68 	237.51 	177.81 
NAC,PROF,N_GE1,DOM,OTH,DE	20.92 	21.08 	20.44 	24.15 	21.95 
NAC,PROF,N_GE1,DOM,OTH,DK	95.39 	133.63 	172.78 b	128.68 b	213.29 
